,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
16,17,Ebenezer Annan,gh GHA,DF,Bologna,18,2002,0.3,11,8,3,0,0,0,1,3,0,0,0,0,4,0,0,Matches
17,18,Cristian Ansaldi,ar ARG,DF,Torino,34,1986,7.7,407,318,86,8,2,4,57,68,10,4,2,0,285,3,4,Matches
18,19,Janis Antiste,fr FRA,FW,Spezia,18,2002,8.8,215,195,19,0,1,0,12,6,0,0,0,0,136,1,6,Matches
19,20,Mattia Aramu,it ITA,"MF,FW",Venezia,26,1995,23.3,795,603,184,43,6,6,144,21,66,33,28,0,524,8,24,Matches
20,21,Marko Arnautović,at AUT,FW,Bologna,32,1989,29.9,908,851,51,1,4,1,12,9,0,0,0,0,659,6,24,Matches
21,22,Tolgay Arslan,de GER,MF,Udinese,30,1990,18.4,677,649,28,19,2,2,33,1,7,2,5,0,532,0,13,Matches
22,23,Arthur,br BRA,FW,Fiorentina,23,1998,8.3,142,126,16,0,1,2,2,0,0,0,0,0,110,0,5,Matches
23,24,Kristoffer Askildsen,no NOR,MF,Sampdoria,20,2001,8.4,226,215,8,5,0,1,2,2,0,0,0,0,147,3,5,Matches
24,25,Kristjan Asllani,al ALB,MF,Empoli,19,2002,15.0,779,718,60,36,1,6,29,4,19,9,7,0,638,1,7,Matches
25,26,Emil Audero,it ITA,GK,Sampdoria,24,1997,28.4,1005,698,300,88,0,2,0,0,0,0,0,0,706,7,0,Matches
26,27,Tommaso Augello,it ITA,DF,Sampdoria,26,1994,26.6,1368,1094,271,34,1,3,74,233,4,0,0,0,1050,3,48,Matches
27,28,Ramzi Aya,it ITA,DF,Salernitana,30,1990,1.5,27,20,7,2,0,0,1,5,0,0,0,0,19,0,0,Matches
28,29,Kaan Ayhan,tr TUR,DF,Sassuolo,26,1994,15.0,871,824,43,37,3,12,2,3,0,0,0,0,790,4,2,Matches
29,30,Milan Badelj,hr CRO,MF,Genoa,32,1989,31.6,1575,1522,43,39,4,12,10,4,0,0,0,0,1230,10,28,Matches
30,31,Nicola Bagnolini,it ITA,GK,Bologna,17,2004,0.0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,Matches
31,32,Issa Bah,lu LUX,FW,Venezia,19,2002,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
32,33,Nedim Bajrami,al ALB,"MF,FW",Empoli,22,1999,22.8,898,730,163,32,5,4,156,8,97,40,47,0,621,5,31,Matches
33,34,Tiemoué Bakayoko,fr FRA,MF,Milan,26,1994,5.6,304,303,1,1,0,2,1,0,0,0,0,0,269,0,3,Matches
34,35,Tommaso Baldanzi,it ITA,FW,Empoli,18,2003,0.2,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
35,36,Keita Baldé,sn SEN,FW,Cagliari,26,1995,13.7,260,248,12,1,1,1,8,0,0,0,0,0,187,0,6,Matches
36,37,Fodé Ballo-Touré,sn SEN,DF,Milan,24,1997,5.0,272,234,37,6,0,0,18,31,0,0,0,0,230,1,4,Matches
37,38,Filippo Bandinelli,it ITA,MF,Empoli,26,1995,21.7,733,700,26,4,4,6,68,14,6,1,1,0,537,7,21,Matches
38,39,Mattia Bani,it ITA,DF,Genoa,27,1993,13.5,469,425,42,34,0,0,1,0,0,0,0,0,333,2,7,Matches
39,40,Antonín Barák,cz CZE,"MF,FW",Hellas Verona,26,1994,26.0,1107,1081,17,5,2,4,13,6,0,0,0,0,876,9,37,Matches
40,41,Francesco Bardi,it ITA,GK,Bologna,29,1992,2.0,49,30,18,5,0,0,0,0,0,0,0,0,33,1,0,Matches
41,42,Nicolò Barella,it ITA,MF,Inter,24,1997,32.4,1876,1836,31,17,11,15,66,14,0,0,0,0,1554,9,44,Matches
42,43,Musa Barrow,gm GAM,"FW,MF",Bologna,22,1998,23.7,923,821,99,26,7,15,112,10,59,40,5,0,698,3,15,Matches
43,44,Daniele Baselli,it ITA,"MF,FW",Torino,29,1992,1.7,89,82,7,3,0,0,5,0,2,0,2,0,64,0,1,Matches
44,45,Daniele Baselli,it ITA,MF,Cagliari,29,1992,3.2,151,131,20,9,1,0,17,1,10,7,3,0,110,0,3,Matches
45,46,Toma Bašić,hr CRO,MF,Lazio,24,1996,10.9,451,436,14,6,0,1,15,0,0,0,0,0,386,1,5,Matches
46,47,Alessandro Bastoni,it ITA,DF,Inter,22,1999,25.7,1810,1684,120,58,2,29,29,30,2,0,0,0,1599,6,25,Matches
47,48,Simone Bastoni,it ITA,"MF,DF",Spezia,24,1996,25.4,1224,1015,201,55,8,13,113,108,38,14,20,0,876,8,37,Matches
48,49,Rodrigo Becão,br BRA,DF,Udinese,25,1996,34.8,1428,1270,157,49,1,3,17,105,0,0,0,0,1117,1,16,Matches
49,50,Valon Behrami,ch SUI,"MF,FW",Genoa,36,1985,3.5,66,63,3,1,1,0,2,2,0,0,0,0,44,0,3,Matches
50,51,Vid Belec,si SVN,GK,Salernitana,31,1990,21.5,575,329,245,63,0,0,0,0,0,0,0,0,367,1,1,Matches
51,52,Raoul Bellanova,it ITA,"DF,FW",Cagliari,21,2000,27.7,933,837,95,4,0,6,96,91,0,0,0,0,667,1,29,Matches
52,53,Andrea Belotti,it ITA,FW,Torino,27,1993,15.2,369,341,25,2,2,4,13,1,0,0,0,0,252,3,17,Matches
53,54,Marco Benassi,it ITA,"DF,MF",Fiorentina,26,1994,1.8,133,116,17,4,0,3,4,12,0,0,0,0,108,0,4,Matches
54,55,Marco Benassi,it ITA,MF,Empoli,26,1994,4.2,174,161,13,1,1,1,13,9,1,0,1,0,117,0,10,Matches
55,56,Filip Benković,hr CRO,"DF,FW",Udinese,24,1997,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
56,57,Ismaël Bennacer,dz ALG,MF,Milan,23,1997,16.9,1102,1037,61,41,4,12,24,5,15,4,5,0,950,4,9,Matches
57,58,Rodrigo Bentancur,uy URU,MF,Juventus,24,1997,12.8,758,746,11,10,2,2,4,1,0,0,0,0,659,1,11,Matches
58,59,Alessandro Berardi,it ITA,GK,Hellas Verona,30,1991,1.0,30,21,9,2,0,0,0,0,0,0,0,0,13,0,0,Matches
59,60,Domenico Berardi,it ITA,FW,Sassuolo,26,1994,31.3,1402,1284,115,43,15,37,102,13,59,39,3,1,996,3,51,Matches
60,61,Bartosz Bereszyński,pl POL,DF,Sampdoria,29,1992,32.7,1606,1322,279,45,0,7,60,233,1,0,0,0,1251,5,43,Matches
61,62,Etrit Berisha,al ALB,GK,Torino,32,1989,10.0,319,211,107,29,0,0,0,0,0,0,0,0,176,1,0,Matches
62,63,Federico Bernardeschi,it ITA,"MF,FW",Juventus,27,1994,16.4,592,537,52,14,4,11,51,12,26,7,9,1,452,3,17,Matches
63,64,Nicolò Bertola,it ITA,"MF,DF",Spezia,18,2003,0.4,11,11,0,0,0,0,0,0,0,0,0,0,6,0,1,Matches
64,65,Daniel Bessa,it ITA,MF,Hellas Verona,28,1993,8.5,479,453,24,12,0,2,17,3,8,3,4,0,383,2,11,Matches
65,66,Beto,gw GNB,FW,Udinese,23,1998,24.1,362,331,29,0,1,5,2,3,0,0,0,0,247,2,5,Matches
66,67,Luis Binks,eng ENG,DF,Bologna,19,2001,7.2,338,317,19,18,0,0,1,0,0,0,0,0,271,2,3,Matches
67,68,Cristiano Biraghi,it ITA,DF,Fiorentina,28,1992,35.0,2600,2017,575,130,0,34,278,324,121,18,82,0,2080,8,55,Matches
68,69,Davide Biraschi,it ITA,DF,Genoa,27,1994,10.3,449,394,53,19,0,3,14,24,0,0,0,0,322,2,7,Matches
69,70,Bjarki Bjarkason,is ISL,MF,Venezia,21,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
70,71,Jeremie Boga,ci CIV,"FW,MF",Atalanta,24,1997,8.5,419,390,28,4,2,2,24,8,16,9,4,0,333,1,11,Matches
71,72,Jeremie Boga,ci CIV,"FW,MF",Sassuolo,24,1997,7.4,266,263,2,0,1,0,7,1,1,0,0,0,216,1,7,Matches
72,73,Luka Bogdan,hr CRO,DF,Salernitana,25,1996,4.4,134,120,13,6,0,0,1,7,0,0,0,0,93,1,2,Matches
73,74,Emil Bohinen,no NOR,MF,Salernitana,22,1999,7.8,294,261,33,22,0,2,20,0,11,0,11,0,231,0,5,Matches
74,75,Giacomo Bonaventura,it ITA,MF,Fiorentina,31,1989,25.2,1206,1153,47,21,7,14,36,4,17,0,12,0,999,6,18,Matches
75,76,Federico Bonazzoli,it ITA,"FW,MF",Salernitana,24,1997,20.7,547,475,70,6,1,19,23,2,11,6,4,0,407,2,19,Matches
76,77,Kevin Bonifazi,it ITA,DF,Bologna,25,1996,13.4,696,662,34,27,2,6,3,5,0,0,0,0,564,0,5,Matches
77,78,Leonardo Bonucci,it ITA,DF,Juventus,34,1987,22.3,1317,1199,108,80,2,24,3,2,0,0,0,0,1136,10,5,Matches
78,79,Mehdi Bourabia,ma MAR,MF,Spezia,29,1991,3.1,110,94,15,13,0,0,3,0,2,2,0,0,91,1,2,Matches
79,80,Edoardo Bove,it ITA,"MF,DF",Roma,19,2002,0.8,35,33,2,2,0,1,2,0,0,0,0,0,29,0,0,Matches
80,81,Josip Brekalo,hr CRO,MF,Torino,23,1998,25.4,1166,1043,112,40,7,8,135,13,52,19,21,0,835,11,34,Matches
81,82,Gleison Bremer,br BRA,DF,Torino,24,1997,32.1,1434,1400,30,26,0,2,1,1,0,0,0,0,1166,4,10,Matches
82,83,Marcelo Brozović,hr CRO,MF,Inter,28,1992,32.6,2608,2484,121,108,6,36,23,7,5,3,2,0,2401,3,16,Matches
83,84,Aleksander Buksa,pl POL,FW,Genoa,18,2003,0.7,15,15,0,0,1,0,0,0,0,0,0,0,5,0,1,Matches
84,85,Alessandro Buongiorno,it ITA,DF,Torino,22,1999,13.1,559,539,18,15,1,3,6,3,0,0,0,0,451,2,7,Matches
85,86,Gianluca Busio,us USA,MF,Venezia,19,2002,21.7,896,841,50,25,2,11,38,4,19,7,11,0,733,5,21,Matches
86,87,Jovane Cabral,cv CPV,FW,Lazio,23,1998,2.1,37,36,1,1,0,0,2,0,0,0,0,0,31,0,1,Matches
87,88,Liberato Cacace,nz NZL,DF,Empoli,20,2000,5.2,234,188,45,5,0,1,11,40,0,0,0,0,193,1,4,Matches
88,89,Martín Cáceres,uy URU,DF,Cagliari,34,1987,9.2,452,375,74,11,0,11,12,63,0,0,0,0,311,3,6,Matches
89,90,Felipe Caicedo,ec ECU,FW,Genoa,32,1988,3.2,75,71,4,0,1,0,0,0,0,0,0,0,51,0,1,Matches
90,91,Felipe Caicedo,ec ECU,"FW,DF",Inter,32,1988,0.3,8,8,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
91,92,Davide Calabria,it ITA,DF,Milan,24,1996,23.5,1271,1059,207,20,1,4,53,177,10,0,9,0,958,5,25,Matches
92,93,Riccardo Calafiori,it ITA,DF,Genoa,19,2002,0.9,21,16,5,0,0,0,0,5,0,0,0,0,12,0,1,Matches
93,94,Riccardo Calafiori,it ITA,DF,Roma,19,2002,1.9,82,68,14,0,0,0,3,14,0,0,0,0,64,0,4,Matches
94,95,Mattia Caldara,it ITA,DF,Venezia,27,1994,30.0,1167,1110,53,42,0,8,2,8,0,0,0,0,951,4,6,Matches
95,96,Hakan Çalhanoğlu,tr TUR,MF,Inter,27,1994,27.6,1823,1608,209,49,7,30,196,7,147,46,86,2,1480,6,23,Matches
96,97,José Callejón,es ESP,FW,Fiorentina,34,1987,14.4,618,577,38,10,2,5,62,4,24,0,19,0,484,3,6,Matches
97,98,Andrea Cambiaso,it ITA,DF,Genoa,21,2000,19.9,890,728,160,6,1,2,66,153,1,0,1,0,690,2,31,Matches
98,99,Matteo Cancellieri,it ITA,"MF,DF",Hellas Verona,19,2002,2.5,70,62,8,1,1,0,8,7,0,0,0,0,46,0,5,Matches
99,100,Antonio Candreva,it ITA,"MF,FW",Sampdoria,34,1987,34.7,1948,1679,254,78,11,51,343,62,114,22,67,0,1296,15,60,Matches
100,101,Leonardo Capezzi,it ITA,MF,Salernitana,26,1995,1.9,49,46,3,1,0,0,0,1,1,0,0,0,40,0,1,Matches
101,102,Gianluca Caprari,it ITA,"MF,FW",Hellas Verona,28,1993,30.4,1283,1155,116,19,12,7,108,12,72,32,17,0,960,12,35,Matches
102,103,Francesco Caputo,it ITA,FW,Sampdoria,33,1987,31.0,587,536,51,1,0,7,12,0,1,1,0,0,442,0,13,Matches
103,104,Francesco Caputo,it ITA,FW,Sassuolo,33,1987,1.7,36,33,3,0,2,0,0,0,0,0,0,0,28,0,0,Matches
104,105,Andrea Carboni,it ITA,DF,Cagliari,20,2001,24.6,1078,1020,52,39,1,7,25,12,0,0,0,0,809,6,19,Matches
105,106,Nicolò Casale,it ITA,DF,Hellas Verona,23,1998,28.7,1195,1111,80,51,1,2,15,29,0,0,0,0,957,4,15,Matches
106,107,Francesco Cassata,it ITA,MF,Genoa,24,1997,0.1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Matches
107,108,Samu Castillejo,es ESP,"FW,MF",Milan,26,1995,1.4,65,61,4,0,0,1,8,2,2,2,0,0,54,0,2,Matches
108,109,Gaetano Castrovilli,it ITA,MF,Fiorentina,24,1997,15.5,539,499,37,16,4,11,40,6,13,1,10,0,404,3,20,Matches
109,110,Danilo Cataldi,it ITA,MF,Lazio,26,1994,19.0,1401,1294,103,51,6,10,66,1,51,19,27,0,1201,4,11,Matches
110,111,Pietro Ceccaroni,it ITA,DF,Venezia,25,1995,34.7,1720,1614,105,59,0,1,12,44,0,0,0,0,1414,1,29,Matches
111,112,Federico Ceccherini,it ITA,DF,Hellas Verona,29,1992,26.2,1216,1157,55,37,2,8,5,18,0,0,0,0,954,4,13,Matches
112,113,Emil Ceide,no NOR,"FW,MF",Sassuolo,19,2001,0.6,26,23,3,0,0,0,0,1,1,0,0,0,11,0,6,Matches
113,114,Luca Ceppitelli,it ITA,DF,Cagliari,31,1989,16.1,802,763,34,28,0,8,7,6,0,0,0,0,671,5,9,Matches
114,115,Damir Ceter,co COL,FW,Cagliari,23,1997,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
115,116,Julian Chabot,de GER,DF,Sampdoria,23,1998,5.4,258,230,25,18,0,4,1,7,0,0,0,0,206,3,0,Matches
116,117,Giorgio Chiellini,it ITA,DF,Juventus,36,1984,15.0,949,892,51,29,0,6,1,11,0,0,0,0,783,6,5,Matches
117,118,Federico Chiesa,it ITA,"MF,FW",Juventus,23,1997,9.6,288,250,35,1,0,2,32,14,18,10,4,0,218,3,7,Matches
118,119,Vlad Chiricheș,ro ROU,DF,Sassuolo,31,1989,25.6,1342,1275,65,57,0,16,0,3,0,0,0,0,1224,2,8,Matches
119,120,Riccardo Ciervo,it ITA,"MF,DF",Sampdoria,19,2002,2.5,66,62,3,1,0,0,9,1,1,0,1,0,45,1,3,Matches
120,121,Moustapha Cissé,gn GUI,FW,Atalanta,17,2003,0.4,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
121,122,Giorgio Cittadini,it ITA,DF,Atalanta,19,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
122,123,Ebrima Colley,gm GAM,"FW,MF",Spezia,21,2000,4.4,127,115,10,3,2,0,18,2,5,2,2,0,80,2,6,Matches
123,124,Omar Colley,gm GAM,DF,Sampdoria,28,1992,30.5,1448,1351,95,59,0,8,1,3,0,0,0,0,1211,2,5,Matches
124,125,Andrea Consigli,it ITA,GK,Sassuolo,34,1987,36.9,1469,1084,381,135,1,2,0,0,0,0,0,0,1161,4,0,Matches
125,126,Andrea Conti,it ITA,"DF,MF",Sampdoria,27,1994,2.6,82,68,14,0,0,0,0,14,0,0,0,0,62,0,3,Matches
126,127,Andrea Conti,it ITA,DF,Milan,27,1994,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
127,128,Diego Coppola,it ITA,DF,Hellas Verona,17,2003,2.8,98,98,0,0,0,0,0,0,0,0,0,0,77,0,0,Matches
128,129,Joaquín Correa,ar ARG,FW,Inter,26,1994,11.4,344,335,7,3,1,1,1,1,1,0,0,0,280,2,6,Matches
129,130,Lassana Coulibaly,ml MLI,MF,Salernitana,25,1996,25.9,834,809,22,15,0,3,13,5,0,0,0,0,677,3,19,Matches
130,131,Mamadou Coulibaly,sn SEN,MF,Salernitana,22,1999,9.0,331,327,3,2,0,1,8,1,0,0,0,0,250,1,15,Matches
131,132,Alessio Cragno,it ITA,GK,Cagliari,27,1994,35.0,1216,752,454,138,0,2,0,0,0,0,0,0,775,10,0,Matches
132,133,Domenico Criscito,it ITA,DF,Genoa,34,1986,18.0,1008,836,161,52,2,6,50,92,7,3,4,0,774,11,13,Matches
133,134,Bryan Cristante,it ITA,MF,Roma,26,1995,29.8,1818,1734,79,71,3,18,14,8,0,0,0,0,1484,5,18,Matches
134,135,Domen Črnigoj,si SVN,MF,Venezia,25,1995,20.9,677,650,25,4,0,3,30,21,0,0,0,0,494,2,31,Matches
135,136,Giovanni Crociata,it ITA,FW,Empoli,23,1997,0.2,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
136,137,Juan Cuadrado,co COL,"DF,MF",Juventus,33,1988,27.6,1877,1648,224,57,1,31,134,112,55,26,22,1,1585,5,16,Matches
137,138,Mickaël Cuisance,fr FRA,MF,Venezia,21,1999,10.2,370,340,30,11,3,4,18,4,11,5,5,0,285,0,4,Matches
138,139,Patrick Cutrone,it ITA,FW,Empoli,23,1998,15.6,248,226,20,1,0,2,21,2,0,0,0,0,161,2,9,Matches
139,140,Danilo D'Ambrosio,it ITA,DF,Inter,32,1988,11.1,736,711,25,18,1,5,7,7,0,0,0,0,642,0,10,Matches
140,141,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,21,2000,6.4,264,251,6,1,1,2,5,4,1,0,0,0,196,7,7,Matches
141,142,Danilo,br BRA,"DF,MF",Juventus,30,1991,21.0,1480,1288,184,41,2,5,13,142,0,0,0,0,1270,8,15,Matches
142,143,Ebrima Darboe,gm GAM,MF,Roma,20,2001,0.7,40,38,2,2,0,1,0,0,0,0,0,0,38,0,0,Matches
143,144,Matteo Darmian,it ITA,DF,Inter,31,1989,16.7,671,545,123,3,2,1,37,120,0,0,0,0,534,3,22,Matches
144,145,Paweł Dawidowicz,pl POL,DF,Hellas Verona,26,1995,13.3,600,578,19,12,0,1,6,7,0,0,0,0,511,3,8,Matches
145,146,Sebastien De Maio,fr FRA,DF,Udinese,34,1987,2.0,74,72,2,2,0,0,0,0,0,0,0,0,55,0,0,Matches
146,147,Tommaso De Nipoti,it ITA,FW,Atalanta,18,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
147,148,Mattia De Sciglio,it ITA,DF,Juventus,28,1992,13.0,681,562,115,13,1,8,52,93,9,7,2,0,541,4,16,Matches
148,149,Lorenzo De Silvestri,it ITA,DF,Bologna,33,1988,25.5,1353,1111,235,19,0,3,57,216,0,0,0,0,990,7,32,Matches
149,150,Grégoire Defrel,mq MTQ,FW,Sassuolo,30,1991,15.1,386,355,31,1,6,1,1,2,3,1,0,0,330,0,6,Matches
150,151,Alessandro Deiola,it ITA,MF,Cagliari,25,1995,23.7,774,753,16,14,0,11,12,0,1,1,0,0,590,5,21,Matches
151,152,Filippo Delli Carri,it ITA,DF,Salernitana,22,1999,3.7,123,102,20,3,0,0,3,17,0,0,0,0,86,1,4,Matches
152,153,Merih Demiral,tr TUR,DF,Atalanta,23,1998,21.3,801,760,41,39,0,8,0,2,0,0,0,0,683,0,4,Matches
153,154,Diego Demme,de GER,MF,Napoli,29,1991,7.7,596,589,7,6,1,3,7,1,0,0,0,0,539,0,3,Matches
154,155,Fabio Depaoli,it ITA,DF,Hellas Verona,24,1997,7.8,283,217,64,1,2,2,32,63,0,0,0,0,174,2,13,Matches
155,156,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,24,1997,1.2,36,33,3,0,0,1,3,3,0,0,0,0,22,0,3,Matches
156,157,Mattia Destro,it ITA,FW,Genoa,30,1991,19.4,340,295,44,0,1,2,2,3,0,0,0,0,196,1,12,Matches
157,158,Gerard Deulofeu,es ESP,"FW,MF",Udinese,27,1994,29.1,1089,870,212,62,7,2,166,11,123,36,55,1,756,7,47,Matches
158,159,Jacopo Dezi,it ITA,MF,Venezia,29,1992,0.2,26,23,2,0,0,1,3,0,2,1,1,0,22,1,0,Matches
159,160,Samuel Di Carmine,it ITA,FW,Hellas Verona,32,1988,0.4,5,4,1,0,0,0,0,0,0,0,0,0,5,0,0,Matches
160,161,Federico Di Francesco,it ITA,"FW,MF",Empoli,27,1994,15.2,386,366,15,2,3,5,38,1,8,3,3,0,249,5,12,Matches
161,162,Giovanni Di Lorenzo,it ITA,DF,Napoli,27,1993,31.9,2290,1949,338,54,3,20,49,283,1,0,0,0,2008,3,41,Matches
162,163,Francesco Di Mariano,it ITA,FW,Venezia,25,1996,0.7,14,14,0,0,0,0,1,0,0,0,0,0,11,0,0,Matches
163,164,Francesco Di Tacchio,it ITA,MF,Salernitana,31,1990,13.9,535,482,50,44,2,5,7,1,0,0,0,0,426,3,11,Matches
164,165,Amadou Diawara,gn GUI,MF,Roma,24,1997,1.9,71,68,3,2,0,0,0,1,0,0,0,0,56,0,1,Matches
165,166,Brahim Díaz,es ESP,MF,Milan,21,1999,20.6,721,674,37,5,5,2,11,1,3,0,0,0,605,10,11,Matches
166,167,Mitchell Dijks,nl NED,"DF,FW",Bologna,28,1993,7.7,338,263,75,1,0,0,28,74,0,0,0,0,247,0,15,Matches
167,168,Federico Dimarco,it ITA,DF,Inter,23,1997,15.9,1216,1027,187,36,0,14,151,60,74,16,47,0,1000,2,20,Matches
168,169,Filippo Distefano,it ITA,FW,Fiorentina,17,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
169,170,Koffi Djidji,ci CIV,DF,Torino,28,1992,19.3,836,783,51,36,0,4,17,15,0,0,0,0,690,2,6,Matches
170,171,Berat Djimsiti,al ALB,DF,Atalanta,28,1993,25.1,1435,1348,84,40,0,14,11,44,0,0,0,0,1192,3,16,Matches
171,172,Nicolás Domínguez,ar ARG,MF,Bologna,23,1998,22.4,1203,1134,66,45,7,12,14,3,0,0,0,0,994,3,19,Matches
172,173,Bartłomiej Drągowski,pl POL,GK,Fiorentina,23,1997,6.2,345,294,49,10,0,1,0,0,0,0,0,0,276,2,0,Matches
173,174,Radu Drăgușin,ro ROU,DF,Sampdoria,19,2002,6.9,261,212,48,10,1,2,4,38,0,0,0,0,178,1,2,Matches
174,175,Radu Drăgușin,ro ROU,DF,Salernitana,19,2002,5.4,163,145,18,14,0,1,0,4,0,0,0,0,131,0,2,Matches
175,176,Denzel Dumfries,nl NED,DF,Inter,25,1996,22.5,860,712,143,2,0,2,36,141,0,0,0,0,630,5,30,Matches
176,177,Alfred Duncan,gh GHA,MF,Fiorentina,28,1993,21.5,947,918,23,11,4,20,44,9,3,1,0,0,740,6,26,Matches
177,178,Paulo Dybala,ar ARG,"FW,MF",Juventus,27,1993,22.9,1137,1010,120,29,9,25,66,10,40,12,20,0,912,7,27,Matches
178,179,Edin Džeko,ba BIH,FW,Inter,35,1986,27.4,804,774,29,1,2,11,35,2,0,0,0,0,568,1,28,Matches
179,180,Tyronne Ebuehi,ng NGA,DF,Venezia,25,1995,12.6,506,407,99,5,0,0,28,94,0,0,0,0,392,0,20,Matches
180,181,Éderson,br BRA,MF,Salernitana,22,1999,12.7,370,366,3,3,1,9,5,0,0,0,0,0,297,1,13,Matches
181,182,Albin Ekdal,se SWE,MF,Sampdoria,32,1989,18.2,747,692,53,51,2,4,2,2,0,0,0,0,589,2,14,Matches
182,183,Caleb Ekuban,gh GHA,"FW,MF",Genoa,27,1994,19.1,431,413,18,1,2,2,13,2,0,0,0,0,297,0,17,Matches
183,184,Elif Elmas,mk MKD,"FW,MF",Napoli,21,1999,18.0,817,784,28,5,3,2,10,7,9,4,1,0,705,5,17,Matches
184,185,Martin Erlic,hr CRO,DF,Spezia,23,1998,28.6,1101,1036,60,56,2,12,2,1,0,0,0,0,882,5,8,Matches
185,186,Gonzalo Escalante,ar ARG,MF,Lazio,28,1993,0.1,5,4,1,1,0,0,0,0,0,0,0,0,4,0,0,Matches
186,187,Diego Falcinelli,it ITA,FW,Bologna,30,1991,0.7,22,21,1,1,0,0,0,0,0,0,0,0,13,0,1,Matches
187,188,Wladimiro Falcone,it ITA,GK,Sampdoria,26,1995,9.5,359,261,97,23,0,0,0,0,0,0,0,0,260,1,0,Matches
188,189,Paolo Faragò,it ITA,MF,Cagliari,28,1993,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
189,190,Davide Faraoni,it ITA,DF,Hellas Verona,29,1991,28.6,1359,1058,289,13,3,16,82,276,0,0,0,0,923,12,33,Matches
190,191,Mohamed Fares,dz ALG,"DF,FW",Genoa,25,1996,6.5,257,204,48,4,1,2,24,44,0,0,0,0,177,5,8,Matches
191,192,Diego Farias,br BRA,"MF,FW",Cagliari,31,1990,0.7,35,34,1,0,0,1,2,1,0,0,0,0,29,0,1,Matches
192,193,Andrea Favilli,it ITA,FW,Genoa,24,1997,0.4,6,4,2,0,0,0,0,0,0,0,0,0,5,0,1,Matches
193,194,Federico Fazio,ar ARG,DF,Salernitana,34,1987,15.9,633,580,51,34,1,4,6,17,0,0,0,0,511,2,6,Matches
194,195,Luiz Felipe,it ITA,DF,Lazio,24,1997,27.7,1825,1757,65,51,1,11,2,11,0,0,0,0,1668,3,10,Matches
195,196,Alex Ferrari,it ITA,DF,Sampdoria,27,1994,18.3,823,749,72,47,1,2,7,23,0,0,0,0,683,2,13,Matches
196,197,Salvador Ferrer,es ESP,"DF,MF",Spezia,23,1998,16.6,763,640,121,9,0,4,44,109,3,1,2,0,573,2,15,Matches
197,198,Riccardo Fiamozzi,it ITA,DF,Empoli,28,1993,6.9,387,302,85,6,0,6,11,79,0,0,0,0,291,0,15,Matches
198,199,Luca Fiordilino,it ITA,MF,Venezia,25,1996,7.3,307,298,8,5,0,3,9,0,1,0,0,0,260,1,10,Matches
199,200,Vincenzo Fiorillo,it ITA,GK,Salernitana,31,1990,1.0,31,19,12,0,0,0,0,0,0,0,0,0,23,0,0,Matches
200,201,Alessandro Florenzi,it ITA,"DF,FW",Milan,30,1991,12.8,812,686,121,23,4,11,56,79,19,9,5,0,646,5,17,Matches
201,202,Fernando Forestieri,it ITA,"FW,MF",Udinese,31,1990,0.6,24,20,4,1,0,0,4,2,1,1,0,0,18,0,1,Matches
202,203,Francesco Forte,it ITA,FW,Venezia,28,1993,4.7,75,71,4,0,0,0,2,0,0,0,0,0,52,0,1,Matches
203,204,Gianluca Frabotta,it ITA,"DF,MF",Hellas Verona,22,1999,0.2,10,10,0,0,0,0,3,0,0,0,0,0,4,0,0,Matches
204,205,Davide Frattesi,it ITA,MF,Sassuolo,21,1999,31.7,1249,1216,29,22,5,12,14,7,0,0,0,0,1035,4,33,Matches
205,206,Morten Frendrup,dk DEN,"DF,MF",Genoa,20,2001,7.7,349,277,72,3,0,2,8,69,0,0,0,0,239,0,14,Matches
206,207,Remo Freuler,ch SUI,MF,Atalanta,29,1992,26.3,1728,1644,79,64,2,13,25,14,1,0,0,0,1486,5,25,Matches
207,208,Matteo Gabbia,it ITA,DF,Milan,21,1999,6.0,437,417,19,11,0,1,0,0,0,0,0,0,377,1,1,Matches
208,209,Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,29,1991,12.7,338,313,23,4,3,1,24,3,11,3,4,0,213,2,13,Matches
