,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
69,70,Trova Boni,bf BFA,MF,B-SAD,21,1999,4.9,114,106,8,1,1,1,0,5,0,0,0,0,80,0,6,Matches
70,71,Toni Borevkovic,hr CRO,DF,Vitória,24,1997,22.1,1129,1079,46,45,0,21,0,1,0,0,0,0,957,4,4,Matches
71,72,Gonçalo Borges,pt POR,MF,Porto,20,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
72,73,Neto Borges,br BRA,"DF,MF",Tondela,24,1996,23.7,1101,845,248,22,2,0,51,226,0,0,0,0,813,8,23,Matches
73,74,Pedro Borges,br BRA,MF,Tondela,24,1997,22.1,801,770,26,26,5,6,2,0,0,0,0,0,642,5,16,Matches
74,75,Mohamed Bouldini,ma MAR,FW,Santa Clara,25,1995,1.7,43,42,1,0,0,0,0,0,1,0,0,0,25,0,0,Matches
75,76,Rafael Bracalli,br BRA,GK,Boavista,40,1981,26.5,835,557,272,67,0,2,0,0,0,0,0,0,527,6,0,Matches
76,77,Victor Braga,br BRA,GK,Arouca,29,1992,23.1,771,536,231,68,0,2,0,0,0,0,0,0,475,4,0,Matches
77,78,Daniel Bragança,pt POR,MF,Sporting CP,22,1999,8.7,604,594,10,9,5,11,6,1,0,0,0,0,548,0,6,Matches
78,79,Pedro Brazão,pt POR,"MF,FW",Famalicão,18,2002,4.2,109,102,6,1,2,2,2,3,1,1,0,0,78,1,3,Matches
79,80,Brunão,br BRA,MF,Arouca,24,1997,0.2,7,6,1,1,0,0,0,0,0,0,0,0,6,0,0,Matches
80,81,Bruninho,br BRA,FW,Arouca,22,1999,3.3,53,47,5,0,0,0,1,1,0,0,0,0,24,1,5,Matches
81,82,David Bruno,pt POR,DF,Estoril,29,1992,13.5,656,518,135,12,0,2,45,123,0,0,0,0,479,3,14,Matches
82,83,Matheus Bueno,br BRA,"MF,FW",Gil Vicente FC,23,1998,7.3,305,283,22,9,2,3,26,4,8,4,4,0,226,0,8,Matches
83,84,André Bukia,cd COD,"FW,MF",Arouca,26,1995,28.5,634,607,24,7,5,4,64,11,6,2,4,0,442,3,26,Matches
84,85,Leonardo Buta,pt POR,DF,Braga,19,2002,1.5,79,70,9,3,0,0,4,6,0,0,0,0,59,0,4,Matches
85,86,Adrián Butzke,es ESP,FW,Paços,22,1999,6.4,166,151,15,0,2,3,2,0,0,0,0,0,136,0,5,Matches
86,87,Jovane Cabral,cv CPV,"MF,FW",Sporting CP,23,1998,3.8,123,115,7,4,1,1,11,1,2,2,0,0,87,1,4,Matches
87,88,Paulo Henrique Rodrigues Cabral,pt POR,DF,Santa Clara,24,1996,13.9,624,481,142,30,1,9,17,112,0,0,0,0,464,1,18,Matches
88,89,Jhonder Cádiz,ve VEN,"FW,DF",Famalicão,26,1995,5.0,131,127,4,1,0,1,3,1,0,0,0,0,73,0,2,Matches
89,90,João Caiado,pt POR,FW,Gil Vicente FC,22,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
90,91,Juan Calero,co COL,FW,Gil Vicente FC,22,1998,1.6,53,46,7,0,0,0,0,2,0,0,0,0,44,0,4,Matches
91,92,Diogo Calila,pt POR,"DF,MF",B-SAD,22,1998,21.3,881,648,229,30,0,1,82,187,12,1,9,0,643,4,27,Matches
92,93,Rafael Camacho,pt POR,"FW,MF",B-SAD,21,2000,9.8,243,221,21,4,2,0,23,8,7,3,1,0,180,1,11,Matches
93,94,Abel Camará,gw GNB,FW,B-SAD,31,1990,17.3,313,297,13,0,1,1,18,1,0,0,0,0,203,3,16,Matches
94,95,Ibrahima Camará,gn GUI,MF,Moreirense,22,1999,18.9,767,683,82,45,1,11,59,3,23,10,12,0,541,2,14,Matches
95,96,Gastón Campi,ar ARG,DF,Arouca,30,1991,4.0,171,165,6,6,0,6,0,0,0,0,0,0,124,0,1,Matches
96,97,Fali Candé,gw GNB,DF,Portimonense,23,1998,14.6,734,543,186,20,0,0,70,139,27,15,9,0,503,5,18,Matches
97,98,Francis Cann,gh GHA,"FW,MF",FC Vizela,23,1998,2.4,66,63,3,0,0,1,7,1,0,0,0,0,44,0,3,Matches
98,99,Reggie Cannon,us USA,DF,Boavista,23,1998,19.0,955,856,98,28,0,3,11,69,0,0,0,0,796,1,22,Matches
99,100,Fábio Cardoso,pt POR,DF,Porto,27,1994,12.0,709,695,12,11,0,1,0,0,0,0,0,0,648,2,0,Matches
100,101,Carlinhos,br BRA,MF,Portimonense,27,1994,25.4,1313,1156,148,78,5,27,75,14,56,24,21,0,1077,9,21,Matches
101,102,Carlos,br BRA,FW,Santa Clara,25,1995,2.0,45,40,5,1,0,0,3,2,1,0,0,0,35,0,0,Matches
102,103,José Carlos,pt POR,DF,Gil Vicente FC,23,1998,27.3,1868,1495,362,46,2,7,65,316,0,0,0,0,1450,11,52,Matches
103,104,Luíz Carlos,br BRA,MF,Paços,36,1985,28.9,1274,1200,72,69,0,11,17,3,0,0,0,0,1099,2,15,Matches
104,105,João Carlos Teixeira,pt POR,"FW,MF",Famalicão,28,1993,8.8,356,320,30,7,2,5,11,7,0,0,0,0,290,6,4,Matches
105,106,David Carmo,pt POR,DF,Braga,22,1999,11.0,721,706,14,13,0,8,1,1,0,0,0,0,599,1,3,Matches
106,107,Carraça,pt POR,"DF,MF",B-SAD,28,1993,24.5,1546,1169,372,108,0,23,157,216,48,11,27,0,1101,5,26,Matches
107,108,Anderson Carvalho,br BRA,MF,Santa Clara,31,1990,21.1,704,675,26,21,5,4,9,0,0,0,0,0,527,3,16,Matches
108,109,Duarte Carvalho,pt POR,MF,Estoril,19,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
109,110,Martim Carvalho,pt POR,MF,Benfica,18,2003,0.2,18,18,0,0,1,0,0,0,0,0,0,0,15,0,1,Matches
110,111,Vitor Carvalho,br BRA,MF,Gil Vicente FC,24,1997,24.8,1250,1212,35,32,2,7,1,3,0,0,0,0,1002,3,17,Matches
111,112,Cassiano,br BRA,FW,FC Vizela,32,1989,17.7,300,263,35,0,0,0,19,2,0,0,0,0,181,2,9,Matches
112,113,Mateo Cassierra,co COL,FW,B-SAD,24,1997,1.9,37,37,0,0,0,1,0,0,0,0,0,0,30,0,1,Matches
113,114,Moises Castillo,co COL,"DF,FW",Marítimo,20,2001,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
114,115,André Castro,pt POR,MF,Braga,33,1988,12.8,568,548,18,11,4,12,5,6,1,0,0,0,446,2,8,Matches
115,116,Tomás Castro,pt POR,MF,B-SAD,22,1999,0.6,36,33,3,0,0,0,3,0,3,2,1,0,22,0,3,Matches
116,117,Geny Catamo,mz MOZ,DF,Sporting CP,20,2001,0.3,22,18,4,0,0,0,1,4,0,0,0,0,17,0,0,Matches
117,118,Geny Catamo,mz MOZ,"FW,MF",Vitória,20,2001,2.5,85,84,1,1,1,0,5,0,0,0,0,0,63,0,2,Matches
118,119,Charles,br BRA,GK,FC Vizela,27,1994,14.0,407,241,163,37,0,0,0,0,0,0,0,0,280,3,0,Matches
119,120,Francisco Chico,pt POR,"MF,FW",B-SAD,23,1998,6.1,212,183,28,8,1,1,33,6,14,7,4,0,153,1,5,Matches
120,121,Fábio China,pt POR,DF,Marítimo,29,1992,6.4,365,283,81,14,1,5,17,67,0,0,0,0,279,1,8,Matches
121,122,Chiquinho,pt POR,FW,Estoril,21,2000,9.3,164,159,5,2,1,3,39,3,0,0,0,0,92,0,7,Matches
122,123,Chiquinho,pt POR,"MF,FW",Braga,26,1995,2.3,85,81,2,1,0,0,3,1,0,0,0,0,70,2,1,Matches
123,124,André Clóvis,br BRA,FW,Estoril,23,1997,9.7,142,125,15,0,1,2,5,0,0,0,0,0,99,2,5,Matches
124,125,Sebastián Coates,uy URU,DF,Sporting CP,30,1990,29.3,2024,1953,59,57,5,6,0,2,0,0,0,0,1763,12,11,Matches
125,126,Racine Coly,sn SEN,DF,Estoril,25,1995,1.9,94,68,26,1,0,0,4,25,0,0,0,0,71,0,2,Matches
126,127,Francisco Conceição,pt POR,"MF,FW",Porto,18,2002,5.5,241,235,5,0,1,0,12,3,2,1,0,0,202,1,7,Matches
127,128,Rodrigo Conceição,pt POR,"DF,MF",Moreirense,21,2000,4.3,201,160,41,6,0,1,32,33,2,0,2,0,143,0,5,Matches
128,129,Abdu Conté,pt POR,"DF,MF",Moreirense,23,1998,15.3,757,581,172,19,0,3,62,147,6,4,0,0,566,4,28,Matches
129,130,Jeriel Córdova,ve VEN,"FW,MF",Boavista,19,2002,2.3,58,55,3,0,0,0,1,0,0,0,0,0,39,0,2,Matches
130,131,Jesús Corona,mx MEX,"DF,MF",Porto,28,1993,4.3,296,268,24,4,1,3,18,20,0,0,0,0,237,4,4,Matches
131,132,Alexandre Manuel Penetra Correia,pt POR,DF,Famalicão,19,2001,28.9,1484,1405,73,45,0,33,14,27,0,0,0,0,1179,6,8,Matches
132,133,Rui Filipe Cunha Correia,pt POR,MF,Santa Clara,26,1995,13.4,579,566,12,12,2,12,4,0,0,0,0,0,482,1,15,Matches
133,134,Bruno Xavier Almeida Costa,pt POR,"MF,DF",Porto,24,1997,7.5,495,443,52,29,0,2,17,14,9,2,5,1,441,0,2,Matches
134,135,Diogo Costa,pt POR,GK,Porto,21,1999,33.0,1226,991,233,68,0,4,0,0,0,0,0,0,936,2,0,Matches
135,136,Edgar Costa,pt POR,"MF,FW",Marítimo,34,1987,14.4,590,480,102,45,1,15,79,13,41,21,17,0,400,8,9,Matches
136,137,Matheus Costa,br BRA,DF,Marítimo,26,1995,21.1,1147,1096,51,46,1,6,1,5,0,0,0,0,1000,0,15,Matches
137,138,Murilo Costa,br BRA,"FW,MF",Gil Vicente FC,26,1994,9.4,358,318,40,13,1,1,37,6,20,5,12,0,261,0,7,Matches
138,139,Diogo Costa Rodrigues,pt POR,MF,Portimonense,21,1999,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
139,140,Rui Costa,pt POR,FW,Santa Clara,25,1996,21.8,414,376,35,2,3,9,34,1,1,0,0,0,270,3,20,Matches
140,141,Tomás Costa Silva,pt POR,"FW,MF",FC Vizela,21,1999,0.4,19,19,0,0,0,0,1,0,0,0,0,0,11,0,0,Matches
141,142,Vitor Costa,br BRA,DF,Marítimo,27,1994,28.4,1564,1278,277,53,3,12,61,218,5,1,4,0,1196,9,23,Matches
142,143,Costinha,pt POR,FW,Santa Clara,28,1992,0.9,34,26,7,2,1,0,5,2,3,1,1,0,25,1,1,Matches
143,144,Filipe Couto,pt POR,MF,Marítimo,27,1994,0.2,18,18,0,0,0,0,0,0,0,0,0,0,17,0,0,Matches
144,145,Yan Couto,br BRA,"DF,MF",Braga,19,2002,20.0,1281,1076,201,14,2,5,81,187,0,0,0,0,995,4,24,Matches
145,146,Crespo,pt POR,"MF,FW",Estoril,24,1996,2.9,65,54,9,3,1,0,9,0,6,5,0,0,45,2,2,Matches
146,147,Sandro Cruz,pt POR,DF,Benfica,20,2001,1.8,88,74,13,4,0,3,3,9,0,0,0,0,75,1,1,Matches
147,148,Crysan,br BRA,FW,Santa Clara,25,1996,15.9,487,475,8,3,2,4,13,1,0,0,0,0,341,4,17,Matches
148,149,Lucas Cunha,br BRA,DF,Gil Vicente FC,24,1997,32.0,2205,2102,101,96,4,57,2,5,0,0,0,0,1913,2,11,Matches
149,150,Sessi D'Almeida,bj BEN,MF,Tondela,25,1995,2.4,65,63,2,2,0,0,0,0,0,0,0,0,56,0,1,Matches
150,151,Oday Dabbagh,ps PLE,"FW,MF",Arouca,22,1998,7.6,202,189,12,0,0,0,6,1,1,0,1,0,148,1,7,Matches
151,152,Julien Dacosta,fr FRA,"DF,MF",Portimonense,25,1996,4.4,120,98,21,4,1,1,6,17,0,0,0,0,83,1,5,Matches
152,153,Renat Dadaşov,az AZE,FW,Tondela,22,1999,16.0,318,266,49,0,2,3,1,1,0,0,0,0,206,3,9,Matches
153,154,Dalberson,br BRA,GK,Famalicão,24,1997,2.0,60,39,21,6,0,0,0,0,0,0,0,0,45,0,0,Matches
154,155,Daniel,br BRA,FW,Tondela,25,1996,17.7,374,327,46,6,1,0,7,2,0,0,0,0,264,1,19,Matches
155,156,Tiago Dantas,pt POR,MF,Tondela,20,2000,12.2,583,553,27,23,4,6,10,2,2,1,1,0,497,3,12,Matches
156,157,Or Dasa,il ISR,"MF,FW",Arouca,22,1998,0.6,29,28,0,0,0,0,0,0,0,0,0,0,25,1,1,Matches
157,158,Hernán De La Fuente,ar ARG,"DF,MF",Famalicão,24,1997,10.3,438,325,111,4,0,0,17,107,0,0,0,0,326,2,20,Matches
158,159,Juan Delgado,cl CHI,"DF,FW",Paços,28,1993,21.9,896,769,122,21,0,8,79,97,3,0,2,0,679,5,26,Matches
159,160,Denílson,br BRA,FW,Paços,26,1995,20.1,351,312,36,1,2,0,9,1,0,0,0,0,248,3,11,Matches
160,161,Jordan van der Gaag,nl NED,"MF,FW",B-SAD,22,1999,2.0,38,32,4,1,0,1,1,0,0,0,0,0,26,2,0,Matches
161,162,Lamine Diaby,fr FRA,"MF,FW",Paços,24,1996,2.5,106,104,2,2,0,1,0,0,0,0,0,0,77,0,2,Matches
162,163,Luis Díaz,co COL,"MF,FW",Porto,24,1997,16.6,672,644,24,2,3,4,22,16,6,0,0,0,536,4,16,Matches
163,164,Marcelo Djaló,gw GNB,DF,Boavista,27,1993,0.6,22,21,1,1,0,0,0,0,0,0,0,0,17,0,1,Matches
164,165,Matchoi Djaló,pt POR,"MF,FW",Paços,18,2003,7.9,209,179,30,10,2,4,23,4,15,9,5,0,151,0,2,Matches
165,166,Ivan Dolček,hr CRO,"DF,MF",Famalicão,21,2000,2.2,79,58,21,3,0,0,5,18,0,0,0,0,61,0,1,Matches
166,167,Bruno Duarte,br BRA,"FW,MF",Vitória,25,1996,11.2,236,219,16,1,3,1,11,2,1,0,0,0,159,1,3,Matches
167,168,Rodrigo Duarte,pt POR,FW,Sporting CP,16,2005,0.5,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
168,169,Marcus Edwards,eng ENG,"MF,FW",Sporting CP,22,1998,5.8,207,188,16,0,1,0,19,1,15,3,7,0,165,3,6,Matches
169,170,Marcus Edwards,eng ENG,FW,Vitória,22,1998,14.3,379,368,10,3,6,5,23,2,5,2,2,0,296,1,5,Matches
170,171,Ricardo Esgaio,pt POR,"DF,MF",Sporting CP,28,1993,16.3,1005,827,175,18,1,3,54,157,0,0,0,0,795,3,22,Matches
171,172,Tiago Esgaio,pt POR,DF,Arouca,25,1995,10.2,524,450,73,11,3,6,20,62,0,0,0,0,381,1,7,Matches
172,173,Tiago Esgaio,pt POR,DF,Braga,25,1995,0.8,47,37,10,0,0,0,2,9,0,0,0,0,34,0,1,Matches
173,174,Dario Essugo,pt POR,MF,Sporting CP,16,2005,0.5,20,18,2,2,0,0,0,0,0,0,0,0,17,0,0,Matches
174,175,Gonçalo Esteves,pt POR,"DF,FW",Sporting CP,17,2004,1.6,66,53,13,4,0,0,4,9,0,0,0,0,57,0,0,Matches
175,176,Luís Esteves,pt POR,MF,Vitória,23,1998,0.4,35,28,6,4,0,1,3,0,2,2,0,0,25,1,1,Matches
176,177,Paulo Estrela Moreira,pt POR,MF,Portimonense,22,1999,0.1,5,4,1,1,0,0,0,0,0,0,0,0,5,0,0,Matches
177,178,Oscar Estupiñan,co COL,FW,Vitória,24,1996,24.1,326,304,21,1,0,2,5,0,0,0,0,0,207,1,8,Matches
178,179,Friday Etim,ng NGA,"FW,MF",FC Vizela,19,2002,0.2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,Matches
179,180,Stephen Eustáquio,ca CAN,MF,Porto,24,1996,1.0,85,81,4,1,0,1,3,1,2,1,0,0,70,0,4,Matches
180,181,Stephen Eustáquio,ca CAN,MF,Paços,24,1996,16.4,850,806,42,30,1,10,19,3,9,5,3,0,710,2,6,Matches
181,182,Evanilson,br BRA,FW,Porto,21,1999,22.5,488,469,18,2,4,0,4,4,0,0,0,0,371,1,21,Matches
182,183,Ewerton,br BRA,MF,Portimonense,28,1992,8.1,366,353,11,10,2,0,0,1,0,0,0,0,301,2,8,Matches
183,184,Fabiano,br BRA,"DF,MF",Braga,21,2000,15.8,797,611,185,11,1,3,46,174,0,0,0,0,594,1,23,Matches
184,185,Miguel Falé,pt POR,"FW,MF",Braga,17,2004,2.8,87,85,2,0,0,0,9,0,1,0,0,0,64,0,3,Matches
185,186,Zouhair Feddal,ma MAR,DF,Sporting CP,32,1989,11.2,829,798,30,26,0,4,3,4,0,0,0,0,741,1,7,Matches
186,187,Luiz Felipe,br BRA,GK,B-SAD,24,1997,32.0,1072,692,377,94,0,0,0,0,0,0,0,0,673,3,1,Matches
187,188,Volnei Feltes,br BRA,DF,Estoril,21,2000,1.7,71,67,3,3,0,2,0,0,0,0,0,0,64,1,0,Matches
188,189,Gedson Fernandes,pt POR,MF,Benfica,22,1999,0.6,41,38,3,3,0,0,0,0,0,0,0,0,36,0,0,Matches
189,190,Ivanildo Fernandes,pt POR,DF,FC Vizela,25,1996,15.1,649,631,15,14,1,2,1,1,0,0,0,0,531,3,3,Matches
190,191,Jorge Filipe Oliveira Fernandes,pt POR,DF,Vitória,24,1997,13.6,664,626,37,34,0,21,1,3,0,0,0,0,530,1,6,Matches
191,192,Lucas Fernandes,br BRA,MF,Portimonense,23,1997,15.8,740,678,61,38,0,6,40,0,23,12,11,0,641,1,9,Matches
