,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
179,180,Rafael Czichos,de GER,DF,Chicago Fire,31,1990,25.9,8,1,1,32,18,1,3,46,29,0,0,1,172,53,39,57.6,Matches
180,181,Cristián Dajome,co COL,"DF,MF",Vancouver,28,1994,20.0,5,1,1,38,44,3,63,13,23,0,1,0,83,18,21,46.2,Matches
181,182,Jesús Daniel Bueno,ve VEN,MF,Philadelphia,22,1999,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,50.0,Matches
182,183,Abu Danladi,gh GHA,"FW,MF",Minnesota Utd,26,1995,7.0,1,0,0,12,8,1,18,8,10,0,0,0,30,7,10,41.2,Matches
183,184,Bode Davis,us USA,"MF,FW",Real Salt Lake,19,2002,1.0,0,0,0,3,2,0,3,0,2,0,0,0,5,3,1,75.0,Matches
184,185,Jake Davis,us USA,"MF,FW",Sporting KC,20,2002,0.2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,Matches
185,186,Sean Davis,us USA,MF,Nashville,28,1993,31.5,4,0,0,25,24,1,8,58,34,0,0,0,167,19,10,65.5,Matches
186,187,Miloš Degenek,au AUS,DF,Columbus Crew,27,1994,24.8,2,0,0,26,21,0,1,36,18,0,2,0,143,60,50,54.5,Matches
187,188,Alex DeJohn,us USA,DF,Atlanta Utd,30,1991,4.6,0,0,0,6,0,0,0,6,5,0,0,0,21,22,6,78.6,Matches
188,189,A.J. DeLaGarza,gu GUM,"DF,MF",New England,34,1987,3.2,0,0,0,3,3,0,5,1,4,0,0,0,16,2,4,33.3,Matches
189,190,Marky Delgado,us USA,MF,LA Galaxy,26,1995,27.9,5,1,1,22,37,3,27,41,28,0,0,0,200,13,14,48.1,Matches
190,191,Nick DePuy,us USA,DF,LA Galaxy,27,1994,14.4,6,0,0,19,2,1,0,11,8,0,0,0,61,33,20,62.3,Matches
191,192,Silvester van der Water,nl NED,FW,Orlando City,25,1996,0.5,0,0,0,2,0,0,3,0,1,0,0,0,4,0,0,,Matches
192,193,Joey DeZart,us USA,DF,Orlando City,23,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
193,194,Luis Díaz,cr CRC,FW,Columbus Crew,23,1998,17.0,6,1,0,26,58,5,50,9,9,0,0,0,70,10,13,43.5,Matches
194,195,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,32,1989,25.1,4,0,0,27,9,1,6,37,16,0,0,0,147,31,47,39.7,Matches
195,196,Clément Diop,sn SEN,GK,Inter Miami,28,1993,3.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
196,197,Sofiane Djeffal,fr FRA,MF,D.C. United,22,1999,18.7,3,0,0,36,15,0,10,27,27,0,0,0,133,13,16,44.8,Matches
197,198,Moussa Djitte,sn SEN,FW,Austin,22,1999,5.1,2,1,1,8,6,3,1,1,4,0,0,0,13,14,18,43.8,Matches
198,199,Ethan Dobbelaere,us USA,"DF,MF",Seattle,19,2002,3.0,0,0,0,3,1,1,9,3,4,0,0,0,19,4,4,50.0,Matches
199,200,Cecilio Domínguez,py PAR,"FW,MF",Austin,27,1994,3.1,1,0,0,3,9,1,16,1,0,0,0,0,13,2,0,100.0,Matches
200,201,Christopher Donovan,us USA,FW,Philadelphia,21,2000,1.2,0,0,0,3,1,0,0,0,2,0,0,0,3,17,10,63.0,Matches
201,202,Griffin Dorsey,us USA,DF,Houston Dynamo,22,1999,18.3,7,0,0,19,13,0,47,19,22,0,1,0,88,13,25,34.2,Matches
202,203,Hassani Dotson,us USA,"DF,MF",Minnesota Utd,24,1997,7.0,1,0,0,13,9,0,10,6,8,0,1,0,39,10,7,58.8,Matches
203,204,Sebastián Driussi,ar ARG,MF,Austin,25,1996,32.0,6,0,0,38,55,4,33,11,19,0,0,0,133,29,35,45.3,Matches
204,205,Bryce Duke,us USA,"MF,FW",Inter Miami,20,2001,16.4,5,0,0,25,38,0,23,8,15,0,0,0,83,7,12,36.8,Matches
205,206,Cameron Duke,us USA,"MF,FW",Sporting KC,20,2001,13.6,5,1,1,24,35,0,18,13,12,0,0,0,74,5,15,25.0,Matches
206,207,Kyle Duncan,us USA,"DF,MF",NY Red Bulls,24,1997,6.6,4,1,1,21,4,0,27,7,12,0,0,0,46,18,10,64.3,Matches
207,208,Jáder Durán,co COL,FW,Chicago Fire,18,2003,15.2,7,1,1,39,49,10,8,3,11,2,0,0,42,46,49,48.4,Matches
208,209,Chris Durkin,us USA,MF,D.C. United,21,2000,24.9,6,1,1,34,37,0,41,21,19,0,0,0,152,20,14,58.8,Matches
209,210,Dom Dwyer,us USA,FW,Atlanta Utd,31,1990,6.9,6,1,0,15,16,9,4,2,1,0,0,0,16,5,13,27.8,Matches
210,211,Jeremy Ebobisse,us USA,FW,San Jose,24,1997,32.7,0,0,0,19,31,13,6,2,5,0,0,0,45,18,26,40.9,Matches
211,212,Daniel Edelman,us USA,MF,NY Red Bulls,18,2003,11.0,4,0,0,15,12,0,1,15,13,0,0,0,77,18,14,56.3,Matches
212,213,Javier Eduardo López,mx MEX,"MF,FW",San Jose,27,1994,2.6,0,0,0,1,4,0,10,0,3,0,0,0,6,0,0,,Matches
213,214,Earl Edwards Jr.,us USA,GK,New England,30,1992,4.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,Matches
214,215,Raheem Edwards,ca CAN,DF,LA Galaxy,26,1995,25.3,5,0,0,50,30,1,44,33,44,0,1,0,154,35,20,63.6,Matches
215,216,Tom Edwards,eng ENG,DF,NY Red Bulls,23,1999,18.4,6,0,0,20,15,2,80,29,12,0,0,0,106,34,16,68.0,Matches
216,217,Jack Elliott,eng ENG,DF,Philadelphia,26,1995,31.8,3,0,0,31,14,0,1,41,35,0,1,0,226,61,38,61.6,Matches
217,218,Kalil ElMedkhar,us USA,"FW,MF",FC Dallas,22,1999,1.1,0,0,0,3,0,0,3,1,0,0,0,0,5,0,2,0.0,Matches
218,219,Franco Escobar,ar ARG,DF,Los Angeles FC,26,1995,12.8,3,0,0,10,12,0,17,14,18,0,0,0,73,12,16,42.9,Matches
219,220,Adam Esparza,us USA,MF,LA Galaxy,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
220,221,Cristian Espinoza,ar ARG,"FW,MF",San Jose,26,1995,31.6,4,0,0,32,32,11,286,15,17,1,0,0,122,3,9,25.0,Matches
221,222,Jhon Espinoza,ec ECU,"DF,FW",Chicago Fire,22,1999,5.5,5,0,0,11,2,1,15,7,4,0,1,0,27,4,6,40.0,Matches
222,223,Roger Espinoza,hn HON,MF,Sporting KC,35,1986,20.8,11,1,0,43,18,2,28,27,32,0,0,0,120,23,29,44.2,Matches
223,224,Lucas Esteves,br BRA,"DF,MF",Colorado Rapids,21,2000,25.2,5,1,0,42,20,5,55,27,24,0,1,0,124,24,18,57.1,Matches
224,225,Michael Estrada,ec ECU,FW,D.C. United,25,1996,9.6,1,0,0,10,8,6,3,2,3,0,0,0,17,19,26,42.2,Matches
225,226,Derrick Etienne,ht HAI,"FW,DF",Columbus Crew,25,1996,24.6,6,0,0,16,36,26,49,15,15,0,0,0,113,4,13,23.5,Matches
226,227,Diego Fagúndez,uy URU,FW,Austin,26,1995,30.0,4,0,0,20,31,13,169,12,16,0,0,0,135,2,6,25.0,Matches
227,228,Mamadou Fall,sn SEN,DF,Los Angeles FC,19,2002,13.3,6,0,0,18,2,0,3,18,17,0,0,0,73,27,14,65.9,Matches
228,229,Marco Farfan,us USA,DF,FC Dallas,23,1998,30.3,7,0,0,26,53,2,58,28,26,0,2,0,145,32,44,42.1,Matches
229,230,Andrew Farrell,us USA,DF,New England,29,1992,30.9,5,1,0,16,11,0,1,27,21,0,4,0,215,15,16,48.4,Matches
230,231,Mohamed Farsi,ca CAN,"DF,FW",Columbus Crew,22,1999,0.9,0,0,0,2,2,0,5,1,2,0,0,0,9,1,0,100.0,Matches
231,232,Felipe,br BRA,"MF,FW",Austin,31,1990,8.2,5,0,0,18,13,1,6,5,2,1,1,0,27,1,8,11.1,Matches
232,233,Thiago Fernandes,br BRA,"FW,MF",Houston Dynamo,20,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
233,234,Omir Fernandez,us USA,"MF,FW",NY Red Bulls,22,1999,16.0,1,0,0,15,28,5,12,15,12,1,0,0,67,9,30,23.1,Matches
234,235,Jesus Ferreira,us USA,"FW,MF",FC Dallas,21,2000,29.5,5,0,0,20,11,7,68,15,11,0,0,0,85,3,31,8.8,Matches
235,236,Sebastián Ferreira,py PAR,FW,Houston Dynamo,23,1998,25.8,2,0,0,38,28,9,5,7,10,0,0,0,57,22,42,34.4,Matches
236,237,Stuart Findlay,sct SCO,DF,Philadelphia,26,1995,4.0,0,0,0,1,1,0,2,3,0,0,0,0,20,9,6,60.0,Matches
237,238,Ethan Finlay,us USA,FW,Austin,31,1990,20.3,0,0,0,20,15,11,41,9,12,0,2,0,55,22,35,38.6,Matches
238,239,Oniel Fisher,jm JAM,DF,Minnesota Utd,30,1991,7.0,1,0,0,9,14,1,19,11,5,0,0,0,41,2,3,40.0,Matches
239,240,Leon Flach,us USA,MF,Philadelphia,20,2001,30.5,3,0,0,34,21,3,15,50,53,0,0,0,158,21,15,58.3,Matches
240,241,Ashley Fletcher,eng ENG,FW,NY Red Bulls,26,1995,2.8,2,0,0,8,3,0,1,2,1,0,1,0,9,10,9,52.6,Matches
241,242,Kristian Fletcher,us USA,FW,D.C. United,16,2005,0.7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
242,243,Edison Flores,pe PER,MF,D.C. United,27,1994,9.2,1,0,0,18,9,0,14,6,3,0,0,0,50,7,11,38.9,Matches
243,244,George Fochive,us USA,MF,Portland Timbers,29,1992,0.3,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,,Matches
244,245,Nathan Fogaça,br BRA,FW,Portland Timbers,22,1999,4.5,1,0,0,8,4,0,1,2,1,0,0,0,8,12,19,38.7,Matches
245,246,Andreu Fontàs,es ESP,DF,Sporting KC,32,1989,27.1,6,1,0,20,10,0,3,29,21,0,0,0,124,38,29,56.7,Matches
246,247,Kortne Ford,us USA,DF,Sporting KC,26,1996,9.0,4,0,0,11,6,1,1,14,7,0,1,0,27,27,20,57.4,Matches
247,248,Taxiarchis Fountas,gr GRE,"MF,FW",D.C. United,26,1995,16.3,2,0,0,16,25,3,26,3,11,1,0,0,49,5,16,23.8,Matches
248,249,Franco Fragapane,ar ARG,FW,Minnesota Utd,28,1993,22.4,7,1,1,18,24,6,27,11,17,0,0,0,129,6,6,50.0,Matches
249,250,Alan Franco,ar ARG,DF,Atlanta Utd,25,1996,30.2,3,0,0,24,15,2,1,38,34,0,0,0,224,51,31,62.2,Matches
250,251,Alan Franco,ec ECU,MF,Charlotte,23,1998,8.7,2,0,0,11,9,0,10,5,7,1,0,0,39,7,12,36.8,Matches
251,252,Kobe Franklin,ca CAN,DF,Toronto FC,18,2003,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches
252,253,Stefan Frei,ch SUI,GK,Seattle,35,1986,27.0,0,0,0,0,1,0,0,0,0,0,0,0,35,2,0,100.0,Matches
253,254,Christian Fuchs,at AUT,DF,Charlotte,35,1986,21.6,3,2,0,34,2,1,31,39,22,0,0,0,167,49,36,57.6,Matches
254,255,Ruben Gabrielsen,no NOR,DF,Austin,29,1992,30.4,3,0,0,14,10,1,0,32,10,0,0,1,145,60,47,56.1,Matches
255,256,Ray Gaddis,us USA,DF,FC Cincinnati,32,1990,12.6,1,0,0,11,6,0,19,13,12,0,1,0,67,3,11,21.4,Matches
256,257,McKinze Gaines,us USA,"MF,FW",Charlotte,23,1998,11.9,3,0,0,16,15,3,60,4,9,1,0,0,45,6,18,25.0,Matches
257,258,Jon Gallagher,ie IRL,DF,Austin,25,1996,23.6,3,0,0,25,27,0,50,32,20,0,1,0,119,22,12,64.7,Matches
258,259,Pedro Gallese,pe PER,GK,Orlando City,31,1990,32.0,3,0,0,1,1,0,0,0,2,0,0,0,33,4,0,100.0,Matches
259,260,Christopher Garcia,us USA,"MF,FW",Real Salt Lake,19,2003,0.0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,,Matches
260,261,Mender García,co COL,FW,Minnesota Utd,23,1998,5.9,0,0,0,9,12,3,6,7,3,0,0,0,18,3,13,18.8,Matches
261,262,Chase Gasper,us USA,DF,LA Galaxy,26,1996,9.3,5,0,0,16,7,1,19,11,8,0,0,0,37,11,9,55.0,Matches
262,263,Ryan Gauld,sct SCO,"MF,FW",Vancouver,26,1995,24.9,6,0,0,26,37,3,127,24,19,1,0,0,117,14,21,40.0,Matches
263,264,Dániel Gazdag,hu HUN,MF,Philadelphia,25,1996,32.5,7,0,0,40,52,7,37,11,22,2,1,0,141,8,20,28.6,Matches
264,265,Kieran Gibbs,eng ENG,DF,Inter Miami,32,1989,7.1,0,0,0,7,1,0,8,13,8,0,0,0,38,9,3,75.0,Matches
265,266,Carles Gil,es ESP,MF,New England,29,1992,32.3,3,0,0,11,88,0,236,9,8,1,0,0,179,2,5,28.6,Matches
266,267,José Antonio Martínez Gil,es ESP,DF,FC Dallas,28,1993,29.1,5,0,0,18,11,1,0,39,13,,,0,,,,,Matches
267,268,Nacho Gil,es ESP,"FW,MF",New England,26,1995,2.2,1,0,0,4,7,0,6,4,1,0,0,0,17,0,2,0.0,Matches
268,269,Gastón Giménez,py PAR,MF,Chicago Fire,30,1991,18.8,6,0,0,30,21,0,28,27,32,0,0,0,160,11,9,55.0,Matches
269,270,Francisco Ginella,uy URU,MF,Los Angeles FC,23,1999,4.9,1,0,0,9,5,0,4,7,10,0,1,0,29,1,4,20.0,Matches
270,271,Nicholas Gioacchini,us USA,"FW,MF",Orlando City,21,2000,1.5,0,0,0,1,5,0,1,1,0,1,0,0,4,5,4,55.6,Matches
271,272,Justen Glad,us USA,DF,Real Salt Lake,24,1997,25.6,6,0,0,26,15,0,0,34,15,0,1,0,109,53,29,64.6,Matches
272,273,Jakob Glesnes,no NOR,DF,Philadelphia,27,1994,34.0,2,0,0,18,8,0,6,58,26,0,0,0,191,44,40,52.4,Matches
273,274,Chris Gloster,us USA,DF,NYCFC,21,2000,5.3,0,0,0,7,2,1,27,7,0,0,1,0,22,11,4,73.3,Matches
274,275,Marcus Godinho,ca CAN,DF,Vancouver,24,1997,11.3,1,0,0,10,21,0,23,7,11,0,0,0,53,8,11,42.1,Matches
275,276,Aníbal Godoy,pa PAN,MF,Nashville,31,1990,10.5,5,0,0,22,19,0,1,12,9,0,0,0,92,3,6,33.3,Matches
276,277,Erik Godoy,ar ARG,DF,Vancouver,28,1993,5.0,1,0,0,3,2,0,0,7,4,0,0,0,29,7,6,53.8,Matches
277,278,Eulânio Ângelo Chipela Gomes,gw GNB,DF,FC Dallas,27,1994,13.2,1,0,0,15,9,0,45,12,12,0,0,0,82,17,20,45.9,Matches
278,279,Yeimar Gómez Andrade,co COL,DF,Seattle,29,1992,25.7,4,0,0,24,10,2,0,75,29,0,1,0,160,74,38,66.1,Matches
279,280,Jonathan González,mx MEX,"MF,FW",Minnesota Utd,22,1999,2.2,0,0,0,3,2,0,1,0,1,0,0,0,9,2,2,50.0,Matches
280,281,Omar Gonzalez,us USA,DF,New England,33,1988,8.5,1,0,0,5,3,0,0,13,6,0,1,0,32,24,12,66.7,Matches
281,282,Samuel Grandsir,fr FRA,"FW,MF",LA Galaxy,25,1996,17.9,4,0,0,35,13,11,87,8,20,0,0,0,77,9,16,36.0,Matches
282,283,Tayvon Gray,us USA,DF,NYCFC,19,2002,20.9,1,0,0,14,20,2,51,13,21,0,0,0,124,24,18,57.1,Matches
283,284,Gregore,br BRA,MF,Inter Miami,27,1994,30.0,12,0,0,78,33,1,12,36,56,0,0,0,209,37,33,52.9,Matches
284,285,Ján Greguš,sk SVK,MF,San Jose,31,1991,18.7,1,0,0,16,18,1,38,17,13,0,1,0,105,13,12,52.0,Matches
285,286,Julian Gressel,de GER,DF,D.C. United,28,1993,15.3,2,0,0,11,7,1,142,13,14,0,0,0,114,9,22,29.0,Matches
286,287,Julian Gressel,de GER,"MF,DF",Vancouver,28,1993,10.8,1,0,0,7,8,1,76,18,12,0,0,0,52,6,7,46.2,Matches
287,288,Raúl Gudiño,mx MEX,GK,Atlanta Utd,25,1996,5.5,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,100.0,Matches
288,289,Sami Guediri,us USA,DF,D.C. United,24,1997,8.9,1,0,0,9,4,1,45,10,16,0,0,0,42,8,10,44.4,Matches
289,290,Brian Gutiérrez,us USA,"FW,MF",Chicago Fire,18,2003,18.2,4,1,1,27,25,4,38,7,16,0,0,0,78,13,20,39.4,Matches
290,291,Cristián Gutiérrez,cl CHI,DF,Vancouver,24,1997,6.8,1,0,0,3,2,0,44,7,8,0,0,0,41,10,5,66.7,Matches
291,292,Diego Gutierrez,us USA,FW,Portland Timbers,22,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
292,293,Felipe Gutiérrez,cl CHI,MF,Colorado Rapids,31,1990,9.3,3,0,0,16,15,0,36,13,16,0,0,0,57,3,7,30.0,Matches
293,294,Andrew Gutman,us USA,DF,Atlanta Utd,25,1996,21.8,5,0,0,34,36,5,46,24,29,0,0,0,123,29,23,55.8,Matches
294,295,Brad Guzan,us USA,GK,Atlanta Utd,37,1984,6.8,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,100.0,Matches
295,296,Justin Haak,us USA,"MF,DF",NYCFC,20,2001,8.5,3,0,0,11,7,0,1,9,8,0,0,0,43,7,8,46.7,Matches
296,297,Luke Haakenson,us USA,"MF,FW",Nashville,24,1997,6.6,3,0,0,12,17,0,12,1,6,0,0,0,27,3,17,15.0,Matches
297,298,Teenage Hadebe,zw ZIM,DF,Houston Dynamo,26,1995,20.1,12,2,2,15,10,0,2,50,12,0,0,0,95,41,22,65.1,Matches
298,299,Nick Hagglund,us USA,DF,FC Cincinnati,29,1992,30.2,7,1,1,31,10,0,10,42,23,0,1,0,115,102,38,72.9,Matches
299,300,Marlon Hairston,us USA,DF,Columbus Crew,27,1994,1.7,0,0,0,1,1,0,3,2,4,0,0,0,10,4,0,100.0,Matches
300,301,Siad Haji,so SOM,"DF,FW",San Jose,22,1999,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
301,302,Michael Halliday,us USA,"DF,MF",Orlando City,19,2003,0.6,1,0,0,1,1,0,3,0,1,0,0,0,6,0,3,0.0,Matches
302,303,Ahmed Hamdi,eg EGY,MF,CF Montréal,23,1998,3.7,2,0,0,6,2,0,0,0,4,0,0,0,21,4,1,80.0,Matches
303,304,Bill Hamid,us USA,GK,D.C. United,31,1990,9.5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,Matches
304,305,Niko Hansen,dk DEN,"FW,MF",Minnesota Utd,27,1994,1.1,0,0,0,1,1,1,2,2,0,0,0,0,6,1,3,25.0,Matches
305,306,Cameron Harper,us USA,"DF,FW",NY Red Bulls,20,2001,8.5,5,0,0,13,16,0,36,6,13,0,0,0,42,8,13,38.1,Matches
306,307,Nathan Harriel,us USA,DF,Philadelphia,20,2001,19.6,2,0,0,32,31,0,27,42,43,0,0,0,104,51,28,64.6,Matches
307,308,Calvin Harris,eng ENG,"DF,FW",FC Cincinnati,21,2000,2.0,1,0,0,3,7,0,0,0,2,0,0,0,7,0,5,0.0,Matches
308,309,Thomas Hasal,ca CAN,GK,Vancouver,22,1999,16.8,0,0,0,0,2,0,0,1,0,0,0,0,16,4,2,66.7,Matches
309,310,Jacori Hayes,us USA,MF,Minnesota Utd,26,1995,0.8,1,0,0,2,1,0,0,2,4,0,0,0,5,0,2,0.0,Matches
310,311,Héber,br BRA,FW,NYCFC,30,1991,11.2,0,0,0,9,4,6,1,2,4,0,0,0,16,9,30,23.1,Matches
311,312,Matt Hedges,us USA,DF,FC Dallas,31,1990,24.7,2,0,0,8,4,2,0,27,19,0,1,0,107,50,37,57.5,Matches
312,313,Chris Hegardt,us USA,"MF,FW",Charlotte,20,2002,0.2,1,0,0,1,1,0,3,0,0,0,0,0,1,1,1,50.0,Matches
313,314,Doneil Henry,ca CAN,DF,Toronto FC,28,1993,1.6,0,0,0,0,1,0,0,3,3,0,0,0,9,4,2,66.7,Matches
314,315,Doneil Henry,ca CAN,DF,Los Angeles FC,28,1993,1.5,3,0,0,3,0,0,0,1,0,0,0,0,4,4,1,80.0,Matches
315,316,Fabian Herbers,de GER,"FW,MF",Chicago Fire,28,1993,12.0,4,0,0,15,21,4,20,6,20,0,0,0,80,17,14,54.8,Matches
316,317,Felipe Hernandez,us USA,MF,Sporting KC,23,1998,19.8,3,0,0,27,34,1,69,29,18,0,0,0,74,5,15,25.0,Matches
317,318,Javier Hernández,mx MEX,FW,LA Galaxy,33,1988,28.7,8,0,0,29,60,18,27,6,6,3,0,0,40,19,27,41.3,Matches
318,319,Ronald Hernández,ve VEN,DF,Atlanta Utd,24,1997,8.5,2,0,0,9,9,0,22,12,9,0,0,0,55,5,10,33.3,Matches
319,320,Aaron Herrera,us USA,DF,Real Salt Lake,24,1997,25.2,6,1,1,44,9,1,114,39,20,0,2,0,157,20,18,52.6,Matches
320,321,Héctor Herrera,mx MEX,MF,Houston Dynamo,31,1990,7.6,3,0,0,13,7,0,13,5,7,0,0,0,39,7,6,53.8,Matches
321,322,Gonzalo Higuaín,ar ARG,FW,Inter Miami,34,1987,19.4,2,0,0,16,21,29,61,0,2,0,0,0,39,11,17,39.3,Matches
322,323,Brendan Hines-Ike,us USA,DF,D.C. United,27,1994,18.7,5,0,0,20,25,0,8,18,17,0,2,0,102,29,29,50.0,Matches
323,324,Bongokuhle Hlongwane,za RSA,FW,Minnesota Utd,21,2000,17.8,0,0,0,23,28,6,31,16,20,0,0,0,109,19,27,41.3,Matches
324,325,Danny Hoesen,nl NED,FW,Austin,31,1991,4.2,0,0,0,4,0,2,1,0,0,0,0,0,6,7,16,30.4,Matches
325,326,Ryan Hollingshead,us USA,DF,Los Angeles FC,30,1991,21.4,3,1,0,27,28,0,20,32,32,1,0,0,115,58,39,59.8,Matches
326,327,Erik Holt,us USA,DF,Real Salt Lake,25,1996,6.3,2,0,0,4,1,0,7,10,5,0,0,0,30,7,9,43.8,Matches
327,328,Jackson Hopkins,us USA,"MF,FW",D.C. United,17,2004,10.0,5,0,0,16,14,4,57,1,3,0,0,0,32,4,18,18.2,Matches
328,329,Adrien Hunou,fr FRA,"FW,MF",Minnesota Utd,28,1994,1.4,0,0,0,4,2,0,1,0,1,0,0,0,0,4,3,57.1,Matches
329,330,Erik Hurtado,us USA,FW,Columbus Crew,31,1990,4.7,2,0,0,9,5,4,1,0,0,0,0,0,10,19,33,36.5,Matches
330,331,Emerson Hyndman,us USA,MF,Atlanta Utd,25,1996,3.2,0,0,0,4,2,0,3,3,2,0,0,0,16,1,5,16.7,Matches
331,332,Franco Ibarra,ar ARG,MF,Atlanta Utd,20,2001,10.9,5,0,0,25,27,1,1,14,24,0,0,0,62,14,14,50.0,Matches
332,333,Sebastien Ibeagha,us USA,DF,Los Angeles FC,30,1992,13.2,4,0,0,11,8,0,0,10,11,0,1,0,63,32,14,69.6,Matches
333,334,Sunusi Ibrahim,ng NGA,"MF,FW",CF Montréal,19,2002,2.6,0,0,0,0,4,0,8,0,1,0,0,0,6,2,3,40.0,Matches
334,335,James Igbekeme,ng NGA,"FW,MF",Columbus Crew,26,1995,10.0,2,0,0,17,17,0,28,12,20,0,0,0,61,9,14,39.1,Matches
335,336,Tega Ikoba,us USA,FW,Portland Timbers,18,2003,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,66.7,Matches
336,337,Arnór Ingvi Traustason,is ISL,"FW,MF",New England,28,1993,5.5,1,0,0,7,4,1,16,3,2,0,0,0,25,7,12,36.8,Matches
337,338,Lorenzo Insigne,it ITA,"FW,MF",Toronto FC,30,1991,10.3,1,0,0,5,10,5,39,10,5,0,0,0,61,1,1,50.0,Matches
338,339,Nicolas Isimat-Mirin,fr FRA,DF,Sporting KC,30,1991,25.3,5,0,0,25,5,2,0,26,25,0,1,0,125,43,25,63.2,Matches
339,340,Aljaž Ivačič,si SVN,GK,Portland Timbers,28,1993,32.0,1,0,0,0,2,0,0,0,0,0,0,0,29,8,1,88.9,Matches
340,341,Stanislav Ivanov,bg BUL,"FW,MF",Chicago Fire,22,1999,9.8,0,0,0,13,16,5,16,2,5,0,0,0,46,3,11,21.4,Matches
341,342,Robin Jansson,se SWE,DF,Orlando City,30,1991,21.9,11,1,1,13,10,0,2,24,18,0,0,0,98,20,21,48.8,Matches
342,343,Franco Jara,ar ARG,FW,FC Dallas,33,1988,10.1,2,0,0,27,18,6,10,1,6,0,0,0,29,15,28,34.9,Matches
343,344,Andres Jasson,us USA,"DF,MF",NYCFC,20,2002,5.2,2,0,0,6,13,1,15,3,4,0,0,0,27,3,5,37.5,Matches
344,345,Corentin Jean,fr FRA,"FW,MF",Inter Miami,26,1995,0.8,0,0,0,0,2,0,1,0,0,0,0,0,2,0,3,0.0,Matches
345,346,Cal Jennings,us USA,"FW,MF",Los Angeles FC,24,1997,0.2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,50.0,Matches
346,347,Hector Jiménez,us USA,DF,Austin,33,1988,6.6,2,0,0,10,9,0,20,13,6,0,0,0,24,4,7,36.4,Matches
347,348,Jesús Jiménez,es ESP,FW,Toronto FC,28,1993,26.0,2,0,0,26,16,10,7,6,7,1,0,0,56,31,54,36.5,Matches
348,349,Sean Johnson,us USA,GK,NYCFC,32,1989,34.0,2,0,0,0,1,0,0,0,0,0,0,0,35,5,1,83.3,Matches
349,350,Alistair Johnston,ca CAN,DF,CF Montréal,23,1998,29.4,5,0,0,46,25,0,107,32,27,0,0,1,138,22,26,45.8,Matches
350,351,DeJuan Jones,us USA,DF,New England,24,1997,30.4,4,0,0,20,31,1,104,32,25,0,0,0,170,19,36,34.5,Matches
351,352,Derrick Jones,us USA,MF,Charlotte,24,1997,10.5,3,0,0,19,25,0,1,9,14,0,0,0,85,18,8,69.2,Matches
352,353,Joevin Jones,tt TRI,"DF,MF",Inter Miami,30,1991,1.4,0,0,0,0,2,0,4,1,4,0,0,0,10,1,3,25.0,Matches
353,354,Jony,ar ARG,"FW,MF",Real Salt Lake,27,1994,1.6,0,0,0,4,4,1,5,1,1,0,0,0,4,0,0,,Matches
354,355,Juan José Sánchez,co COL,DF,Atlanta Utd,24,1998,16.1,5,0,0,26,6,1,0,20,15,0,2,0,77,39,24,61.9,Matches
355,356,Dejan Joveljić,rs SRB,"FW,MF",LA Galaxy,22,1999,11.1,3,0,0,11,7,10,2,4,1,0,0,0,22,17,19,47.2,Matches
356,357,Kamil Jóźwiak,pl POL,"FW,MF",Charlotte,23,1998,12.8,4,0,0,26,20,0,45,8,15,0,0,0,48,13,22,37.1,Matches
357,358,Judson,br BRA,MF,San Jose,28,1993,7.3,4,0,0,21,7,0,1,20,18,0,0,0,53,6,7,46.2,Matches
358,359,Anderson Julio,ec ECU,"FW,MF",Real Salt Lake,25,1996,5.8,1,0,0,10,6,8,5,2,1,0,0,0,11,6,13,31.6,Matches
359,360,Florian Jungwirth,de GER,"DF,MF",Vancouver,33,1989,9.5,3,0,0,8,9,0,0,9,5,0,0,0,46,19,9,67.9,Matches
360,361,Sam Junqua,us USA,DF,Houston Dynamo,25,1996,5.7,0,0,0,3,8,2,8,7,7,0,0,0,28,12,4,75.0,Matches
