,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
361,362,Chris Kablan,ch SUI,MF,Real Salt Lake,27,1994,0.3,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,100.0,Matches
362,363,Kristijan Kahlina,hr CRO,GK,Charlotte,29,1992,31.0,1,0,0,1,4,0,0,2,0,0,1,0,34,9,1,90.0,Matches
363,364,Brent Kallman,us USA,DF,Minnesota Utd,31,1990,15.5,1,0,0,14,14,0,0,18,10,0,0,1,91,25,15,62.5,Matches
364,365,Kei Kamara,sl SLE,FW,CF Montréal,37,1984,17.3,1,0,0,18,15,7,12,6,8,0,0,0,33,74,44,62.7,Matches
365,366,Ola Kamara,no NOR,"FW,MF",D.C. United,32,1989,16.6,2,1,1,18,24,17,19,5,8,0,0,0,42,30,55,35.3,Matches
366,367,Bernard Kamungo,tz TAN,FW,FC Dallas,20,2002,0.2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0.0,Matches
367,368,Alec Kann,us USA,GK,FC Cincinnati,31,1990,7.0,2,0,0,0,0,0,0,0,0,0,0,1,7,3,0,100.0,Matches
368,369,Johan Kappelhof,nl NED,DF,Real Salt Lake,31,1990,6.0,0,0,0,6,3,0,0,8,6,0,0,0,24,9,7,56.3,Matches
369,370,Wilfrid Kaptoum,cm CMR,MF,New England,25,1996,11.8,3,0,0,20,9,0,2,16,15,0,0,0,62,7,11,38.9,Matches
370,371,Ercan Kara,at AUT,FW,Orlando City,26,1996,19.7,2,0,0,31,24,12,5,1,5,0,0,0,37,45,44,50.6,Matches
371,372,Mark-Anthony Kaye,ca CAN,MF,Toronto FC,27,1994,7.0,1,0,0,13,9,1,3,8,6,0,0,0,32,6,5,54.5,Matches
372,373,Mark-Anthony Kaye,ca CAN,MF,Colorado Rapids,27,1994,14.2,2,0,0,16,22,1,7,21,23,0,0,0,107,6,9,40.0,Matches
373,374,Kipp Keller,us USA,DF,Austin,21,2000,3.5,4,1,1,12,2,0,1,3,2,0,0,0,24,6,7,46.2,Matches
374,375,Jon Kempin,us USA,GK,D.C. United,28,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
375,376,Deandre Kerr,ca CAN,"MF,FW",Toronto FC,19,2002,14.5,2,0,0,17,37,2,8,9,10,1,0,0,54,31,51,37.8,Matches
376,377,Henry Kessler,us USA,DF,New England,23,1998,20.5,5,0,0,15,16,0,3,16,15,0,3,1,127,52,34,60.5,Matches
377,378,Nabilai Kibunguchy,us USA,MF,Minnesota Utd,24,1998,2.0,0,0,0,1,2,0,0,1,3,0,0,0,6,2,3,40.0,Matches
378,379,Benjamin Kikanovic,us USA,"FW,MF",San Jose,22,2000,15.2,5,0,0,18,25,5,20,5,9,1,0,0,58,27,37,42.2,Matches
379,380,Patryk Klimala,pl POL,FW,NY Red Bulls,23,1998,18.2,6,0,0,42,28,16,18,1,3,1,0,0,51,32,85,27.4,Matches
380,381,Sacha Kljestan,us USA,"MF,FW",LA Galaxy,36,1985,4.9,0,0,0,5,6,0,13,2,3,0,0,0,30,14,5,73.7,Matches
381,382,Brad Knighton,us USA,GK,New England,36,1985,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,Matches
382,383,Žan Kolmanič,si SVN,DF,Austin,21,2000,11.9,2,0,0,9,6,0,74,11,11,0,1,0,52,4,13,23.5,Matches
383,384,Ismaël Koné,ca CAN,MF,CF Montréal,19,2002,17.6,7,1,1,21,34,2,9,12,5,2,0,0,95,4,4,50.0,Matches
384,385,Damir Kreilach,hr CRO,"MF,FW",Real Salt Lake,32,1989,3.3,1,0,0,2,6,5,0,1,2,0,0,0,16,18,11,62.1,Matches
385,386,Theodore Ku-Dipietro,us USA,"FW,MF",D.C. United,20,2002,2.6,0,0,0,1,7,1,5,0,3,0,0,0,11,1,6,14.3,Matches
386,387,Yuya Kubo,jp JPN,MF,FC Cincinnati,28,1993,15.0,5,0,0,30,17,0,24,20,32,0,0,0,118,9,7,56.3,Matches
387,388,Jojea Kwizera,cg CGO,"DF,MF",CF Montréal,23,1999,3.1,1,0,0,4,2,0,19,2,3,0,0,0,17,3,2,60.0,Matches
388,389,Lassi Lappalainen,fi FIN,"DF,MF",CF Montréal,23,1998,21.4,1,0,0,9,20,2,49,14,29,0,0,0,102,13,11,54.2,Matches
389,390,Jesús David Murillo Largacha,co COL,DF,Los Angeles FC,27,1994,26.0,9,0,0,40,22,1,2,38,33,0,0,1,163,60,34,63.8,Matches
390,391,Richie Laryea,ca CAN,DF,Toronto FC,27,1995,9.6,5,0,0,17,37,0,6,7,6,1,0,0,62,2,4,33.3,Matches
391,392,Ariel Lassiter,cr CRC,"FW,MF",Inter Miami,27,1994,18.2,2,0,0,16,22,9,32,7,3,0,0,0,51,1,7,12.5,Matches
392,393,Vuk Latinovich,us USA,DF,NYCFC,24,1997,2.8,1,0,0,2,0,0,5,10,1,0,0,0,17,3,3,50.0,Matches
393,394,Kemar Lawrence,jm JAM,DF,Minnesota Utd,29,1992,25.6,3,0,0,12,11,0,56,30,14,0,0,1,103,30,18,62.5,Matches
394,395,Randall Leal,cr CRC,MF,Nashville,25,1997,23.6,7,0,0,48,49,2,78,13,23,1,0,0,146,13,18,41.9,Matches
395,396,Kelvin Leerdam,sr SUR,"DF,MF",LA Galaxy,31,1990,5.3,1,0,0,7,3,0,3,5,4,0,0,0,28,5,7,41.7,Matches
396,397,Brooks Lennon,us USA,"DF,FW",Atlanta Utd,24,1997,22.6,1,0,0,14,11,8,218,7,18,2,0,0,109,19,31,38.0,Matches
397,398,Jonathan Lewis,us USA,"FW,MF",Colorado Rapids,24,1997,24.5,4,0,0,25,39,10,39,4,10,2,0,0,69,11,15,42.3,Matches
398,399,Danny Leyva,us USA,MF,Seattle,18,2003,10.6,3,0,0,22,25,1,13,13,17,0,0,0,87,9,8,52.9,Matches
399,400,Azaad Liadi,us USA,MF,D.C. United,23,1998,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
400,401,Nick Lima,us USA,DF,Austin,27,1994,26.0,3,0,0,17,13,0,57,36,24,0,1,0,125,24,24,50.0,Matches
401,402,Jaylin Lindsey,us USA,DF,Charlotte,21,2000,18.5,2,0,0,21,11,1,58,26,16,0,0,0,87,15,16,48.4,Matches
402,403,Sebastian Lletget,us USA,MF,FC Dallas,29,1992,9.1,1,0,0,10,8,2,14,7,4,0,0,0,38,13,16,44.8,Matches
403,404,Sebastian Lletget,us USA,"FW,MF",New England,29,1992,16.1,1,0,0,15,14,3,26,9,18,0,0,0,71,12,19,38.7,Matches
404,405,Robin Lod,fi FIN,"FW,MF",Minnesota Utd,28,1993,27.7,7,0,0,44,20,2,11,24,34,0,0,0,169,24,33,42.1,Matches
405,406,Nicolás Lodeiro,uy URU,MF,Seattle,32,1989,25.7,6,0,0,28,67,7,163,14,15,0,0,0,153,15,18,45.5,Matches
406,407,Jasper Löffelsend,de GER,MF,Real Salt Lake,24,1997,18.1,7,0,0,30,36,2,29,15,23,0,0,0,114,10,21,32.3,Matches
407,408,Aaron Long,us USA,DF,NY Red Bulls,29,1992,26.3,5,0,0,24,14,4,2,27,13,0,0,0,150,103,53,66.0,Matches
408,409,Marcos López,pe PER,DF,San Jose,22,1999,15.4,5,0,0,24,36,0,47,31,14,0,0,0,86,21,17,55.3,Matches
409,410,Marvin Loría,cr CRC,"FW,MF",Portland Timbers,24,1997,8.9,0,0,0,8,14,0,59,17,2,1,0,0,52,6,17,26.1,Matches
410,411,Daniel Lovitz,us USA,DF,Nashville,30,1991,29.1,6,0,0,27,15,3,139,27,30,0,2,0,151,33,16,67.3,Matches
411,412,Damion Lowe,jm JAM,DF,Inter Miami,28,1993,26.5,10,1,1,40,22,3,9,53,36,0,2,1,190,44,25,63.8,Matches
412,413,Everton Luiz,br BRA,MF,Real Salt Lake,33,1988,4.8,3,0,0,8,4,0,1,7,5,0,0,0,26,0,2,0.0,Matches
413,414,Diego Luna,us USA,MF,Real Salt Lake,18,2003,3.5,1,0,0,5,6,1,5,3,3,0,0,0,23,1,3,25.0,Matches
414,415,Adam Lundqvist,se SWE,DF,Houston Dynamo,27,1994,28.7,5,1,0,28,23,0,87,41,51,0,0,0,177,23,19,54.8,Matches
415,416,Luquinhas,br BRA,"MF,FW",NY Red Bulls,25,1996,21.5,1,0,0,18,49,3,14,15,16,3,0,0,126,13,24,35.1,Matches
416,417,Jack Lynn,us USA,"FW,DF",Orlando City,22,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
417,418,Larrys Mabiala,cd COD,DF,Portland Timbers,34,1987,17.3,6,0,0,19,13,0,3,15,12,0,0,0,104,35,16,68.6,Matches
418,419,Aimé Mabika,zm ZAM,DF,Inter Miami,23,1998,11.4,1,0,0,7,5,0,0,15,11,0,1,0,48,16,8,66.7,Matches
419,420,Maciel,br BRA,MF,New England,22,2000,7.6,0,0,0,12,2,0,4,14,13,0,0,0,44,8,7,53.3,Matches
420,421,Zac MacMath,us USA,GK,Real Salt Lake,30,1991,34.0,3,0,0,1,4,0,0,1,0,0,1,0,61,4,1,80.0,Matches
421,422,Lukas MacNaughton,us USA,DF,Toronto FC,26,1995,19.9,6,0,0,19,5,2,2,26,6,0,0,2,104,48,29,62.3,Matches
422,423,Talles Magno,br BRA,"FW,MF",NYCFC,19,2002,28.8,3,0,0,28,74,9,13,11,17,1,0,0,133,30,52,36.6,Matches
423,424,Jack Maher,us USA,DF,Nashville,22,1999,20.6,2,0,0,14,5,0,1,24,17,0,1,0,87,48,21,69.6,Matches
424,425,Christian Makoun,ve VEN,"MF,DF",New England,21,2000,4.2,2,0,0,9,1,0,4,6,7,0,1,0,22,2,5,28.6,Matches
425,426,Christian Makoun,ve VEN,DF,Charlotte,21,2000,9.5,1,0,0,8,3,0,0,11,7,0,1,0,57,9,9,50.0,Matches
426,427,Adilson Malanda,fr FRA,DF,Charlotte,20,2001,6.0,0,0,0,8,3,0,2,8,3,0,0,0,35,7,7,50.0,Matches
427,428,Machop Malual,ss SSD,FW,Atlanta Utd,23,1998,0.9,0,0,0,1,2,0,2,1,1,,,0,,,,,Matches
428,429,Elias Manoel,br BRA,FW,NY Red Bulls,20,2001,4.0,0,0,0,2,3,2,3,0,0,0,0,0,16,5,17,22.7,Matches
429,430,J.T. Marcinkowski,us USA,GK,San Jose,24,1997,32.5,0,0,0,0,3,0,0,1,1,0,0,0,28,8,1,88.9,Matches
430,431,Paul Marie,fr FRA,DF,San Jose,26,1995,24.9,5,0,0,37,25,0,39,34,26,1,0,0,137,12,17,41.4,Matches
431,432,Anthony Markanich,us USA,DF,Colorado Rapids,22,1999,2.6,0,0,0,3,3,0,6,1,5,0,1,0,12,5,4,55.6,Matches
432,433,Nick Markanich,us USA,"FW,MF",FC Cincinnati,22,1999,1.2,0,0,0,0,5,0,0,1,1,0,0,0,10,5,5,50.0,Matches
433,434,George Marks,us USA,GK,Charlotte,22,1999,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
434,435,Jahkeele Marshall-Rutty,ca CAN,DF,Toronto FC,17,2004,6.9,1,0,0,4,14,0,12,13,11,0,0,0,49,7,9,43.8,Matches
435,436,Nick Marsman,nl NED,GK,Inter Miami,31,1990,7.0,2,0,0,1,1,0,0,0,0,0,1,0,5,2,0,100.0,Matches
436,437,Josef Martínez,ve VEN,FW,Atlanta Utd,28,1993,16.3,0,0,0,7,14,12,0,1,0,0,0,0,21,12,20,37.5,Matches
437,438,Luís Martins,pt POR,"DF,MF",Vancouver,29,1992,5.2,1,0,0,5,3,0,22,6,3,1,0,0,26,5,3,62.5,Matches
438,439,Thiago Martins,br BRA,DF,NYCFC,26,1995,23.9,3,1,0,11,3,0,0,21,11,0,0,2,145,46,17,73.0,Matches
439,440,Alexandru Mățan,ro ROU,"FW,MF",Columbus Crew,22,1999,0.4,0,0,0,0,1,0,5,1,0,0,0,0,3,0,0,,Matches
440,441,Rónald Matarrita,cr CRC,DF,FC Cincinnati,27,1994,2.5,1,0,0,3,1,0,15,3,2,0,1,0,17,0,1,0.0,Matches
441,442,Jimmy Maurer,us USA,GK,FC Dallas,33,1988,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
442,443,José Mauri,it ITA,MF,Sporting KC,25,1996,0.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
443,444,Chris Mavinga,cd COD,DF,Toronto FC,30,1991,16.6,2,0,0,12,19,0,0,19,25,0,0,0,110,25,15,62.5,Matches
444,445,Max,br BRA,"MF,FW",Colorado Rapids,20,2001,10.0,5,0,0,21,8,0,14,11,10,0,0,0,54,11,14,44.0,Matches
445,446,Olivier Mbaizo,cm CMR,DF,Philadelphia,24,1997,14.5,2,0,0,18,11,3,52,14,12,1,0,0,78,10,17,37.0,Matches
446,447,Hugo-Hilaire Mbongue Mbongue,ca CAN,FW,Toronto FC,17,2004,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
447,448,John McCarthy,us USA,GK,Los Angeles FC,29,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
448,449,Dax McCarty,us USA,MF,Nashville,34,1987,19.7,4,1,0,18,26,0,9,23,21,0,0,0,126,16,16,50.0,Matches
449,450,Aiden McFadden,us USA,DF,Atlanta Utd,23,1998,7.1,2,0,0,10,7,0,20,4,9,0,0,0,42,12,13,48.0,Matches
450,451,Jack McGlynn,us USA,MF,Philadelphia,18,2003,11.3,3,0,0,8,9,0,22,7,10,0,0,0,72,4,11,26.7,Matches
451,452,Zac McGraw,us USA,DF,Portland Timbers,24,1997,12.0,5,0,0,11,3,0,1,29,10,0,0,0,56,41,16,71.9,Matches
452,453,Kendall McIntosh,us USA,GK,Sporting KC,28,1994,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
453,454,Thomas McNamara,us USA,"MF,FW",New England,30,1991,27.5,8,0,0,45,25,0,13,20,33,0,2,0,131,15,15,50.0,Matches
454,455,Quinn McNeill,us USA,MF,Charlotte,23,1998,7.4,2,0,0,11,12,0,10,4,7,0,0,0,33,4,7,36.4,Matches
455,456,Christopher McVey,se SWE,DF,Inter Miami,24,1997,33.8,4,0,0,50,8,1,14,47,35,0,1,0,194,27,21,56.3,Matches
456,457,Ryan Meara,us USA,GK,NY Red Bulls,31,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
457,458,Jimmy Medranda,co COL,"DF,FW",Seattle,27,1994,7.2,1,0,0,13,3,1,34,10,17,0,1,0,35,4,12,25.0,Matches
458,459,Haris Medunjanin,ba BIH,MF,FC Cincinnati,36,1985,5.2,1,0,0,7,3,0,21,5,5,0,0,0,42,4,2,66.7,Matches
459,460,Tim Melia,us USA,GK,Sporting KC,35,1986,20.6,1,0,0,0,2,0,0,1,0,0,0,0,28,1,0,100.0,Matches
460,461,Jhegson Méndez,ec ECU,MF,Orlando City,24,1997,4.6,2,0,0,6,4,0,3,6,7,0,0,0,32,2,6,25.0,Matches
461,462,Jhegson Méndez,ec ECU,"MF,FW",Los Angeles FC,24,1997,2.4,0,0,0,5,4,0,1,2,2,1,0,0,18,0,3,0.0,Matches
462,463,Jonathan Mensah,gh GHA,DF,Columbus Crew,31,1990,28.6,7,0,0,26,9,1,0,29,11,0,0,1,187,76,59,56.3,Matches
463,464,Justin Meram,iq IRQ,"MF,FW",Real Salt Lake,33,1988,25.3,4,0,0,19,47,6,143,19,12,1,0,0,108,24,31,43.6,Matches
464,465,Romain Métanire,mg MAD,MF,Minnesota Utd,31,1990,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
465,466,Nicolás Mezquida,uy URU,"MF,FW",Colorado Rapids,30,1992,1.2,0,0,0,2,5,0,10,4,2,0,0,0,11,2,2,50.0,Matches
466,467,Matt Miazga,us USA,DF,FC Cincinnati,26,1995,9.2,2,0,0,14,3,1,1,16,8,0,0,0,48,25,10,71.4,Matches
467,468,Micael,br BRA,MF,Houston Dynamo,21,2000,0.5,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
468,469,Benji Michel,us USA,"FW,MF",Orlando City,24,1997,16.7,4,0,0,20,16,3,11,6,7,1,0,0,44,32,31,50.8,Matches
469,470,Djordje Mihailovic,us USA,"MF,FW",CF Montréal,23,1998,22.2,5,0,0,21,42,1,121,12,25,1,0,0,90,5,17,22.7,Matches
470,471,Matko Miljevic,us USA,"MF,FW",CF Montréal,20,2001,7.7,3,0,0,11,34,0,36,5,9,1,0,0,41,2,2,50.0,Matches
471,472,Eric Miller,us USA,DF,Nashville,29,1993,14.9,3,0,0,15,10,0,26,14,9,0,0,0,53,16,9,64.0,Matches
472,473,Kamal Miller,ca CAN,DF,CF Montréal,24,1997,25.5,5,1,1,16,21,0,17,29,14,0,1,0,176,39,24,61.9,Matches
473,474,Tyler Miller,us USA,GK,Minnesota Utd,28,1993,2.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
474,475,Kevin Molino,tt TRI,FW,Columbus Crew,31,1990,4.9,0,0,0,3,8,0,12,4,4,0,0,0,25,1,5,16.7,Matches
475,476,Alex Monis,us USA,FW,Chicago Fire,18,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
476,477,Jamiro Monteiro,cv CPV,MF,San Jose,28,1993,29.3,3,1,0,48,73,4,56,14,34,0,0,0,161,0,11,0.0,Matches
477,478,Fredy Montero,co COL,"FW,MF",Seattle,34,1987,14.3,2,0,0,31,42,2,24,6,18,3,0,0,43,13,28,31.7,Matches
478,479,Kim Moonhwan,kr KOR,DF,Los Angeles FC,26,1995,0.9,1,0,0,0,0,0,1,1,1,0,0,0,6,0,1,0.0,Matches
479,480,Drew Moor,us USA,"DF,MF",Colorado Rapids,38,1984,2.6,0,0,0,1,1,0,0,3,1,0,0,0,7,7,5,58.3,Matches
480,481,Shaquell Moore,us USA,DF,Nashville,25,1996,9.9,1,0,0,10,7,0,46,12,17,0,1,0,71,12,5,70.6,Matches
481,482,Felipe Mora,cl CHI,"FW,MF",Portland Timbers,28,1993,0.9,0,0,0,1,3,1,0,0,0,1,0,0,1,0,4,0.0,Matches
482,483,Joseph Mora,cr CRC,DF,Charlotte,29,1993,19.1,2,0,0,15,10,1,52,25,24,0,0,0,102,17,25,40.5,Matches
483,484,Alfredo Morales,us USA,"MF,DF",NYCFC,31,1990,20.9,9,1,1,35,17,1,4,28,28,0,0,0,151,33,28,54.1,Matches
484,485,Maximiliano Moralez,ar ARG,MF,NYCFC,34,1987,23.3,5,0,0,30,63,5,148,10,30,0,0,0,149,4,17,19.0,Matches
485,486,Steven Moreira,fr FRA,DF,Columbus Crew,27,1994,30.9,6,0,0,33,14,1,79,26,29,0,1,0,151,16,30,34.8,Matches
486,487,Junior Moreno,ve VEN,MF,FC Cincinnati,28,1993,22.6,5,0,0,31,14,1,6,34,22,0,1,0,165,5,10,33.3,Matches
487,488,Marcelino Moreno,ar ARG,"MF,FW",Atlanta Utd,27,1994,19.6,4,0,0,12,74,2,84,10,18,0,0,0,100,5,14,26.3,Matches
488,489,Santiago Moreno,co COL,"FW,MF",Portland Timbers,21,2000,27.0,2,0,0,42,26,1,81,31,31,2,0,0,173,15,21,41.7,Matches
489,490,Lewis Morgan,sct SCO,"FW,MF",NY Red Bulls,25,1996,29.5,2,0,0,30,27,5,153,17,34,1,0,0,178,12,43,21.8,Matches
490,491,Aidan Morris,us USA,MF,Columbus Crew,20,2001,20.1,3,0,0,41,23,0,25,25,48,0,0,0,121,13,18,41.9,Matches
491,492,Jordan Morris,us USA,FW,Seattle,27,1994,25.7,2,0,0,14,13,15,26,8,10,2,1,0,70,50,37,57.5,Matches
492,493,Ravel Morrison,jm JAM,"MF,FW",D.C. United,28,1993,10.7,2,0,0,5,15,1,6,9,9,0,0,0,57,7,2,77.8,Matches
493,494,Edwin Mosquera,co COL,"FW,DF",Atlanta Utd,20,2001,3.5,3,0,0,12,5,2,17,2,1,0,0,0,15,1,3,25.0,Matches
494,495,Juan Mosquera,co COL,"DF,MF",Portland Timbers,19,2002,2.1,0,0,0,2,3,0,13,2,0,0,0,0,12,2,3,40.0,Matches
495,496,Jean Mota,br BRA,MF,Inter Miami,28,1993,29.6,6,1,1,28,57,0,76,31,37,1,0,0,216,10,17,37.0,Matches
496,497,João Moutinho,pt POR,DF,Orlando City,24,1998,27.3,8,0,0,38,11,1,100,30,47,0,0,1,163,40,20,66.7,Matches
497,498,Chris Mueller,us USA,FW,Chicago Fire,25,1996,21.8,5,0,0,18,50,9,73,7,11,0,0,0,88,15,29,34.1,Matches
498,499,Hany Mukhtar,de GER,"FW,MF",Nashville,26,1995,31.4,4,0,0,21,69,21,167,5,8,3,0,0,119,20,32,38.5,Matches
499,500,Jake Mulraney,ie IRL,"FW,DF",Atlanta Utd,25,1996,2.0,0,0,0,3,5,0,8,0,3,0,0,0,7,1,1,50.0,Matches
500,501,Jake Mulraney,ie IRL,"FW,MF",Orlando City,25,1996,8.1,2,0,0,8,22,6,39,3,8,0,0,0,30,5,6,45.5,Matches
501,502,Eddie Munjoma,us USA,"DF,FW",FC Dallas,23,1998,1.1,0,0,0,3,2,0,2,2,1,0,0,0,5,0,2,0.0,Matches
502,503,Ian Murphy,us USA,DF,FC Cincinnati,22,2000,16.3,0,0,0,9,3,1,1,16,8,0,0,0,91,14,26,35.0,Matches
503,504,Daniel Musovski,us USA,"FW,MF",Los Angeles FC,26,1995,5.7,2,0,0,13,11,3,1,3,4,0,0,0,18,8,15,34.8,Matches
504,505,Daniel Musovski,us USA,"FW,MF",Real Salt Lake,26,1995,0.5,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0.0,Matches
505,506,Alex Muyl,us USA,"DF,MF",Nashville,26,1995,22.4,8,0,0,34,32,11,59,18,38,0,0,0,117,30,23,56.6,Matches
506,507,Darlington Nagbe,us USA,MF,Columbus Crew,31,1990,33.7,4,0,0,23,49,0,0,29,23,0,0,0,213,26,15,63.4,Matches
507,508,Andy Najar,hn HON,DF,D.C. United,28,1993,18.5,6,0,0,21,24,0,26,51,15,0,0,0,150,20,22,47.6,Matches
508,509,Federico Navarro,ar ARG,MF,Chicago Fire,21,2000,27.3,8,1,1,59,15,0,9,52,65,0,2,0,251,10,17,37.0,Matches
509,510,Miguel Navarro,ve VEN,DF,Chicago Fire,22,1999,24.1,9,1,0,39,56,1,62,55,27,0,2,0,143,27,12,69.2,Matches
510,511,Hassan Ndam,cm CMR,DF,NY Red Bulls,23,1998,0.5,0,0,0,1,0,0,0,1,0,0,0,0,3,0,2,0.0,Matches
511,512,Logan Ndenbe,be BEL,DF,Sporting KC,21,2000,19.5,2,0,0,24,28,1,68,18,18,0,0,0,119,8,8,50.0,Matches
512,513,Dylan Nealis,us USA,DF,NY Red Bulls,23,1998,20.0,8,1,1,45,27,2,22,39,51,0,0,0,130,63,42,60.0,Matches
513,514,Sean Nealis,us USA,DF,NY Red Bulls,25,1997,32.8,6,1,0,48,21,2,1,43,28,0,0,0,181,139,69,66.8,Matches
514,515,Jayden Nelson,ca CAN,"MF,FW",Toronto FC,19,2002,21.9,6,0,0,29,20,0,15,13,22,0,0,0,117,18,18,50.0,Matches
515,516,John Nelson,us USA,DF,FC Cincinnati,23,1998,13.4,1,0,0,3,2,0,31,15,8,0,0,0,80,10,20,33.3,Matches
516,517,Michael Nelson,us USA,GK,Houston Dynamo,26,1995,1.7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
517,518,Jake Nerwinski,us USA,DF,Vancouver,27,1994,20.1,2,1,1,14,10,0,10,32,14,0,0,0,89,19,15,55.9,Matches
518,519,Harvey Neville,eng ENG,DF,Inter Miami,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
519,520,Serge Ngoma,us USA,"FW,MF",NY Red Bulls,16,2005,1.3,0,0,0,7,5,1,0,3,1,0,0,0,5,1,5,16.7,Matches
520,521,Sam Nicholson,sct SCO,"MF,FW",Colorado Rapids,27,1995,9.2,0,0,0,7,16,3,23,7,5,0,0,0,36,6,9,40.0,Matches
521,522,Jarosław Niezgoda,pl POL,FW,Portland Timbers,26,1995,21.9,0,0,0,7,10,5,5,8,6,1,0,0,38,22,60,26.8,Matches
522,523,Tsiki Ntsabeleng,za RSA,MF,FC Dallas,23,1998,9.3,3,0,0,14,16,0,5,10,12,0,0,0,57,6,11,35.3,Matches
523,524,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,25,1996,22.9,10,0,0,41,16,0,3,32,49,0,1,0,199,22,14,61.1,Matches
524,525,Moses Nyeman,us USA,MF,D.C. United,18,2003,1.6,0,1,0,1,6,0,0,2,2,0,0,0,5,1,1,50.0,Matches
525,526,Shane O'Neill,us USA,DF,Toronto FC,28,1993,21.1,4,0,0,26,25,0,0,30,20,0,2,0,120,28,19,59.6,Matches
526,527,Kevin O'Toole,us USA,"FW,MF",NYCFC,23,1998,3.0,0,0,0,1,0,0,8,2,5,0,0,0,15,1,1,50.0,Matches
527,528,Jáder Obrian,co COL,FW,FC Dallas,26,1995,14.9,5,0,0,22,19,10,19,7,16,0,0,0,67,8,29,21.6,Matches
528,529,David Ochoa,us USA,GK,D.C. United,21,2001,9.0,2,0,0,0,2,0,0,0,0,0,0,0,13,0,0,,Matches
529,530,Chris Odoi-Atsem,us USA,DF,D.C. United,26,1995,9.5,4,0,0,19,4,1,24,9,9,0,1,0,33,10,16,38.5,Matches
530,531,Chinonso Offor,ng NGA,FW,Chicago Fire,21,2000,3.0,1,0,0,11,3,3,0,0,1,0,0,0,10,13,7,65.0,Matches
531,532,Braian Ojeda,py PAR,MF,Real Salt Lake,21,2000,3.9,0,0,0,6,3,0,5,8,2,0,0,0,25,4,2,66.7,Matches
532,533,Noble Okello,ca CAN,"MF,FW",Toronto FC,21,2000,3.9,0,0,0,1,4,0,0,7,5,0,0,0,17,9,3,75.0,Matches
533,534,Wyatt Omsberg,us USA,DF,Chicago Fire,26,1995,14.0,2,0,0,12,11,0,1,27,11,0,0,0,75,29,16,64.4,Matches
534,535,Easton Ongaro,ca CAN,FW,Vancouver,23,1998,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,Matches
535,536,Kwadwo Opoku,gh GHA,"FW,MF",Los Angeles FC,20,2001,19.7,0,0,0,23,28,9,18,8,15,0,0,0,73,13,24,35.1,Matches
536,537,Arquimides Ordonez,gt GUA,"FW,MF",FC Cincinnati,18,2003,1.0,0,0,0,6,0,1,0,1,2,0,0,0,7,2,7,22.2,Matches
537,538,Sergio Oregel,us USA,MF,Chicago Fire,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
538,539,Jaziel Orozco,us USA,DF,Real Salt Lake,17,2004,3.5,0,0,0,5,2,0,0,3,2,0,1,0,21,3,3,50.0,Matches
539,540,Christian Ortiz,ar ARG,"MF,FW",Charlotte,29,1992,7.1,4,0,0,21,13,2,30,2,6,0,0,0,31,5,12,29.4,Matches
540,541,Jonathan Osorio,ca CAN,MF,Toronto FC,29,1992,18.7,5,0,0,19,34,0,5,22,18,0,0,0,127,7,14,33.3,Matches
541,542,Bryan Oviedo,cr CRC,"DF,MF",Real Salt Lake,31,1990,4.0,0,0,0,5,7,0,16,5,3,0,0,0,23,4,1,80.0,Matches
542,543,Leonard Owusu,gh GHA,MF,Vancouver,24,1997,9.7,1,0,0,7,17,0,1,9,8,0,0,0,51,3,8,27.3,Matches
