,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
715,716,Connor Wickham,eng ENG,FW,Preston,28,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
716,717,Jordy de Wijs,nl NED,DF,QPR,26,1995,9.9,0,7,2,28.6,0.71,0.20,0.00,0.00,7.3,0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches
717,718,Mallik Wilks,eng ENG,FW,Hull City,22,1998,15.0,3,35,9,25.7,2.33,0.60,0.09,0.33,16.1,1,0,0,3.6,3.6,0.10,-0.6,-0.6,Matches
718,719,Ben Williams,wls WAL,"MF,DF",Barnsley,22,1999,3.9,0,1,0,0.0,0.26,0.00,0.00,,20.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
719,720,Dylan Williams,eng ENG,DF,Derby County,17,2003,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
720,721,Joe Williams,eng ENG,MF,Bristol City,24,1996,13.9,0,12,3,25.0,0.86,0.22,0.00,0.00,24.4,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
721,722,Jordan Williams,eng ENG,"DF,MF",Barnsley,21,1999,17.5,0,7,3,42.9,0.40,0.17,0.00,0.00,23.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
722,723,Neco Williams,wls WAL,DF,Fulham,20,2001,13.2,2,19,6,31.6,1.43,0.45,0.11,0.33,26.7,0,0,0,1.0,1.0,0.05,+1.0,+1.0,Matches
723,724,Randell Williams,eng ENG,"DF,FW",Hull City,24,1996,5.3,0,6,1,16.7,1.14,0.19,0.00,0.00,16.2,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
724,725,Rhys Williams,eng ENG,DF,Swansea City,20,2001,3.3,0,1,0,0.0,0.30,0.00,0.00,,7.0,0,0,0,0.2,0.2,0.19,-0.2,-0.2,Matches
725,726,Chris Willock,eng ENG,"MF,FW",QPR,23,1998,30.7,7,62,23,37.1,2.02,0.75,0.11,0.30,19.8,0,0,0,5.9,5.9,0.09,+1.1,+1.1,Matches
726,727,Ben Wilmot,eng ENG,DF,Stoke City,21,1999,31.6,1,28,4,14.3,0.89,0.13,0.04,0.25,17.1,0,0,0,2.2,2.2,0.08,-1.2,-1.2,Matches
727,728,Ben Wilson,eng ENG,GK,Coventry City,28,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
728,729,Harry Wilson,wls WAL,FW,Fulham,24,1997,38.6,10,94,30,31.9,2.43,0.78,0.11,0.33,18.9,9,0,0,12.8,12.8,0.14,-2.8,-2.8,Matches
729,730,Ryan Wintle,eng ENG,MF,Cardiff City,24,1997,20.2,0,10,1,10.0,0.49,0.05,0.00,0.00,24.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
730,731,Ryan Wintle,eng ENG,MF,Blackpool,24,1997,17.9,0,15,2,13.3,0.84,0.11,0.00,0.00,23.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
731,732,Hannes Wolf,at AUT,"DF,FW",Swansea City,22,1999,17.2,2,28,11,39.3,1.63,0.64,0.07,0.18,18.7,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
732,733,Matthew Wolfe,eng ENG,MF,Barnsley,21,2000,11.9,0,9,2,22.2,0.75,0.17,0.00,0.00,16.4,0,0,0,1.1,1.1,0.13,-1.1,-1.1,Matches
733,734,Cauley Woodrow,eng ENG,"FW,MF",Barnsley,26,1994,25.1,4,71,29,40.8,2.82,1.15,0.04,0.10,21.6,11,1,1,6.6,5.8,0.08,-2.6,-2.8,Matches
734,735,Ryan Woods,eng ENG,MF,Birmingham City,27,1993,25.8,0,9,3,33.3,0.35,0.12,0.00,0.00,26.5,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
735,736,Joe Worrall,eng ENG,DF,Nott'ham Forest,24,1997,39.0,0,21,4,19.0,0.54,0.10,0.00,0.00,13.5,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
736,737,D'Margio Wright-Phillips,eng ENG,"FW,MF",Stoke City,19,2001,5.5,1,3,2,66.7,0.54,0.36,0.33,0.50,13.6,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Matches
737,738,Jerry Yates,eng ENG,FW,Blackpool,24,1996,22.9,8,32,12,37.5,1.40,0.52,0.16,0.42,16.7,0,3,3,7.0,5.3,0.17,+1.0,-0.3,Matches
738,739,Ryan Yates,eng ENG,MF,Nott'ham Forest,23,1997,40.8,8,51,17,33.3,1.25,0.42,0.16,0.47,16.4,0,0,0,7.1,7.1,0.14,+0.9,+0.9,Matches
739,740,Andy Yiadom,gh GHA,DF,Reading,29,1991,37.4,1,20,4,20.0,0.54,0.11,0.05,0.25,15.4,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
740,741,Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,25,1995,0.9,0,2,0,0.0,2.25,0.00,0.00,,28.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
741,742,Deyovaisio Zeefuik,nl NED,"DF,MF",Blackburn,23,1998,3.1,0,2,0,0.0,0.64,0.00,0.00,,19.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
742,743,Jordan Zemura,zw ZIM,DF,Bournemouth,21,1999,32.4,3,21,6,28.6,0.65,0.19,0.14,0.50,15.7,0,0,0,1.9,1.9,0.09,+1.1,+1.1,Matches
743,744,Chanka Zimba,eng ENG,FW,Cardiff City,19,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
744,745,Philip Zinckernagel,dk DEN,"MF,FW",Nott'ham Forest,26,1994,31.8,6,88,30,34.1,2.77,0.94,0.07,0.20,21.5,4,0,0,8.4,8.4,0.10,-2.4,-2.4,Matches
745,746,Kenneth Zohore,dk DEN,FW,West Brom,27,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
