,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
97,98,Tyler Burey,eng ENG,"FW,MF",Millwall,19,2001,6.9,11,1.60,6,0,2,0,3,0,0,0.00,0,0,0,0,0,0,Matches
98,99,Oliver Burke,sct SCO,FW,Sheffield Utd,24,1997,1.9,1,0.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
99,100,Oliver Burke,sct SCO,"FW,MF",Millwall,24,1997,9.0,21,2.34,13,0,2,3,2,1,1,0.11,1,0,0,0,0,0,Matches
100,101,Reece Burke,eng ENG,DF,Luton Town,24,1996,23.5,20,0.85,14,0,1,2,2,1,2,0.09,1,0,0,0,1,0,Matches
101,102,Finley Burns,eng ENG,DF,Swansea City,18,2003,2.3,2,0.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
102,103,Harrison Burrows,eng ENG,"DF,MF",P'borough Utd,19,2002,29.0,79,2.72,57,12,3,2,4,1,12,0.41,11,1,0,0,0,0,Matches
103,104,Josef Bursik,eng ENG,GK,Stoke City,21,2000,19.0,3,0.16,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
104,105,Dan Butler,eng ENG,DF,P'borough Utd,26,1994,18.5,17,0.92,14,2,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches
105,106,Daniel Butterworth,eng ENG,"FW,MF",Blackburn,21,1999,2.9,10,3.46,6,0,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
106,107,David Button,eng ENG,GK,West Brom,32,1989,10.0,1,0.10,1,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
107,108,Nathan Byrne,eng ENG,DF,Derby County,29,1992,40.7,61,1.50,47,8,1,0,5,0,5,0.12,5,0,0,0,0,0,Matches
108,109,Benjamin Cabango,wls WAL,DF,Swansea City,21,2000,34.1,42,1.23,31,0,2,2,1,6,3,0.09,2,0,1,0,0,0,Matches
109,110,Rafael Cabral,br BRA,GK,Reading,31,1990,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
110,111,Cafú,pt POR,MF,Nott'ham Forest,28,1993,4.0,10,2.54,8,0,1,1,0,0,3,0.76,2,0,0,1,0,0,Matches
111,112,Gary Cahill,eng ENG,DF,Bournemouth,35,1985,21.5,3,0.14,2,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
112,113,Tom Cairney,sct SCO,MF,Fulham,30,1991,17.2,88,5.12,73,9,2,3,0,1,12,0.70,11,1,0,0,0,0,Matches
113,114,Mamadi Camará,gw GNB,"FW,MF",Reading,17,2003,1.7,2,1.19,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
114,115,Allan Campbell,sct SCO,MF,Luton Town,23,1998,28.7,38,1.32,28,1,4,2,2,1,4,0.14,4,0,0,0,0,0,Matches
115,116,Fraizer Campbell,eng ENG,FW,Huddersfield,33,1987,6.8,13,1.91,10,0,0,3,0,0,1,0.15,1,0,0,0,0,0,Matches
116,117,Tyrese Campbell,eng ENG,FW,Stoke City,21,1999,11.7,30,2.57,22,0,2,3,3,0,4,0.34,1,0,1,1,1,0,Matches
117,118,Andy Cannon,eng ENG,MF,Hull City,25,1996,4.9,13,2.66,12,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,119,Todd Cantwell,eng ENG,MF,Bournemouth,23,1998,7.1,23,3.24,17,5,0,0,1,0,2,0.28,1,1,0,0,0,0,Matches
119,120,Sonny Carey,eng ENG,"MF,FW",Blackpool,20,2001,5.5,14,2.57,7,1,3,2,1,0,2,0.37,0,0,1,0,1,0,Matches
120,121,Ian Carlo Poveda,eng ENG,"FW,MF",Blackburn,21,2000,4.2,10,2.40,7,0,2,1,0,0,5,1.20,3,0,1,1,0,0,Matches
121,122,Andy Carroll,eng ENG,FW,West Brom,32,1989,11.5,22,1.91,15,0,0,5,2,0,2,0.17,1,0,0,1,0,0,Matches
122,123,Andy Carroll,eng ENG,FW,Reading,32,1989,6.6,6,0.91,4,0,0,1,1,0,2,0.30,2,0,0,0,0,0,Matches
123,124,Hayden Carter,eng ENG,DF,Blackburn,21,1999,6.5,4,0.62,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
124,125,Harvey Cartwright,eng ENG,GK,Hull City,19,2002,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
