,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches
156,157,José Cifuentes,ec ECU,MF,Los Angeles FC,22,1999,26.1,1498,25,207,775,546,73,1498,54,88,61.4,56,38,1043,121,Matches
157,158,Ronaldo Cisneros,mx MEX,FW,Atlanta Utd,25,1997,19.2,471,16,41,180,252,91,471,7,20,35.0,35,13,315,83,Matches
158,159,Abdoulaye Cissoko,fr FRA,DF,Seattle,22,1999,4.5,314,42,180,133,5,3,314,0,0,,3,3,211,0,Matches
159,160,Caden Clark,us USA,"FW,MF",NY Red Bulls,18,2003,5.4,187,5,27,68,93,20,187,3,17,17.6,15,5,102,28,Matches
160,161,Steve Clark,us USA,GK,Houston Dynamo,35,1986,32.3,1284,1046,1271,13,0,0,1284,0,0,,0,1,558,0,Matches
161,162,Stefan Cleveland,us USA,GK,Seattle,27,1994,7.0,248,227,248,0,0,0,248,0,0,,0,0,103,0,Matches
162,163,Jackson Conway,us USA,"FW,MF",Atlanta Utd,20,2001,0.4,13,1,1,1,11,7,13,0,0,,3,1,8,2,Matches
163,164,Gabriele Corbo,it ITA,DF,CF Montréal,22,2000,12.6,778,57,303,433,47,5,778,2,2,100.0,10,1,544,1,Matches
164,165,Sergio Córdova,ve VEN,"FW,MF",Real Salt Lake,24,1997,25.3,724,25,71,305,353,111,724,23,51,45.1,58,22,522,123,Matches
165,166,Carlos Coronel,br BRA,GK,NY Red Bulls,25,1996,33.0,980,693,949,32,0,0,980,0,0,,2,0,317,0,Matches
166,167,Washington Corozo,ec ECU,"MF,FW",Austin,23,1998,0.6,26,0,4,7,16,2,26,2,3,66.7,1,0,21,2,Matches
167,168,Guzmán Corujo,uy URU,DF,Charlotte,25,1996,22.9,1485,193,865,587,38,17,1485,4,6,66.7,5,4,994,2,Matches
168,169,Douglas Costa,br BRA,"MF,FW",LA Galaxy,31,1990,15.6,1070,5,60,487,537,37,1069,27,52,51.9,42,12,892,96,Matches
169,170,Séga Coulibaly,fr FRA,DF,LA Galaxy,25,1996,23.9,1590,143,843,742,23,15,1590,14,19,73.7,9,7,1158,4,Matches
170,171,Cade Cowell,us USA,"FW,MF",San Jose,18,2003,17.3,609,8,56,197,376,64,609,42,77,54.5,49,38,449,91,Matches
171,172,Brandan Craig,us USA,MF,Philadelphia,17,2004,0.0,3,0,0,3,0,0,3,0,0,,0,0,3,0,Matches
172,173,Maxime Crépeau,ca CAN,GK,Los Angeles FC,27,1994,33.0,1014,830,1004,10,0,0,1014,1,1,100.0,0,0,410,0,Matches
173,174,Domenico Criscito,it ITA,DF,Toronto FC,35,1986,13.2,1030,65,352,443,239,13,1030,7,14,50.0,13,5,642,23,Matches
174,175,Daniel Crisostomo,us USA,MF,Los Angeles FC,25,1997,0.3,12,0,4,8,0,0,12,0,0,,0,0,9,0,Matches
175,176,Cody Cropper,us USA,GK,Vancouver,28,1993,13.7,334,321,334,0,0,0,334,0,0,,0,0,91,0,Matches
176,177,Allan Cruz,cr CRC,MF,FC Cincinnati,25,1996,4.5,230,11,45,126,60,7,230,1,5,20.0,4,9,147,8,Matches
177,178,Adrián Cubas,py PAR,MF,Vancouver,25,1996,15.0,,,,,,,,,,,,,,,Matches
178,179,Cucho,co COL,FW,Columbus Crew,22,1999,14.4,700,7,38,267,403,83,700,32,72,44.4,33,21,566,88,Matches
179,180,Rafael Czichos,de GER,DF,Chicago Fire,31,1990,25.9,1539,219,863,648,42,26,1539,2,7,28.6,10,2,883,5,Matches
180,181,Cristián Dajome,co COL,"DF,MF",Vancouver,28,1994,20.0,1008,56,181,430,409,71,1007,32,63,50.8,39,21,692,112,Matches
181,182,Jesús Daniel Bueno,ve VEN,MF,Philadelphia,22,1999,0.1,11,2,5,3,3,0,11,0,1,0.0,0,0,5,0,Matches
