,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
28,29,Anderson,br BRA,"FW,MF",Portimonense,23,1998,22,1029,47,33.6,11.4,9,81,4,13,23,9,1.00,10,16,-6,-0.52,-0.17,15.3,15.1,+0.2,+0.02,+0.85,Matches
29,30,Rodrigo Andrad,pt POR,MF,Marítimo,19,2001,2,10,5,0.3,0.1,0,,0,2,5,5,2.00,0,0,0,0.00,+0.15,0.3,0.0,+0.3,+2.51,+3.10,Matches
30,31,Léo Andrade,br BRA,DF,Marítimo,23,1998,21,1286,61,42.0,14.3,15,84,11,6,4,12,1.33,18,20,-2,-0.14,+0.01,16.7,26.0,-9.3,-0.65,-0.13,Matches
31,32,André André,pt POR,MF,Vitória,31,1989,14,932,67,30.5,10.4,13,68,1,1,45,0,1.43,8,9,-1,-0.10,-0.52,14.3,13.3,+0.9,+0.09,+0.07,Matches
32,33,Mauro Andrés Caballero,py PAR,FW,Arouca,26,1994,1,4,4,0.1,0.0,0,,0,1,4,2,0.00,0,1,-1,-22.50,-21.82,0.1,0.2,-0.1,-1.77,-1.25,Matches
33,34,Andrew,br BRA,GK,Gil Vicente FC,20,2001,10,900,90,29.4,10.0,10,90,10,0,,14,1.60,13,14,-1,-0.10,-0.35,9.4,16.4,-7.0,-0.70,-0.78,Matches
34,35,Iván Angulo,co COL,"FW,MF",Portimonense,22,1999,32,2355,74,77.0,26.2,27,83,8,5,24,1,1.09,22,32,-10,-0.38,+0.13,26.6,39.5,-12.9,-0.50,+0.24,Matches
35,36,Souleymane Anne,mr MTN,FW,Tondela,23,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
36,37,Celton Anssumane Biai,pt POR,GK,Vitória,20,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
37,38,Antony,br BRA,"FW,MF",Arouca,19,2001,21,666,32,21.8,7.4,5,57,1,16,24,1,0.95,7,10,-3,-0.41,+0.38,9.7,10.4,-0.7,-0.09,+0.57,Matches
38,39,Vitorino Antunes,pt POR,DF,Paços,34,1987,30,2540,85,83.0,28.2,30,85,24,0,,0,1.07,24,35,-11,-0.39,+0.30,28.2,43.7,-15.4,-0.55,+0.22,Matches
39,40,Bilel Aouacheria,fr FRA,"FW,MF",Gil Vicente FC,27,1994,22,643,29,21.0,7.1,8,64,0,14,9,11,1.77,10,6,+4,+0.56,+0.52,6.9,10.5,-3.6,-0.50,-0.45,Matches
40,41,Wilinton Aponzá,co COL,"FW,MF",Portimonense,21,2000,21,744,35,24.3,8.3,9,65,2,12,13,3,1.19,7,13,-6,-0.73,-0.41,7.4,12.5,-5.1,-0.61,-0.08,Matches
41,42,Brian Araújo,fr FRA,GK,Gil Vicente FC,21,2000,1,90,90,2.9,1.0,1,90,1,0,,17,1.00,2,2,0,0.00,-0.15,1.4,2.7,-1.4,-1.36,-1.25,Matches
42,43,Henrique Araújo,pt POR,FW,Benfica,19,2002,4,122,31,4.0,1.4,1,73,0,3,16,0,2.00,4,2,+2,+1.48,+0.07,4.6,2.2,+2.5,+1.67,+0.50,Matches
43,44,Guilherme Araújo Soares,pt POR,DF,Braga,20,2001,1,45,45,1.5,0.5,0,,0,1,45,2,0.00,0,0,0,0.00,-0.63,0.3,1.4,-1.1,-2.19,-2.70,Matches
44,45,Tiago Araújo,pt POR,"DF,FW",Arouca,20,2001,15,475,32,15.5,5.3,4,69,0,11,18,13,0.93,7,12,-5,-0.95,-0.29,5.3,10.7,-5.4,-1.03,-0.59,Matches
45,46,Tomás Araújo,pt POR,DF,Benfica,19,2002,3,96,32,3.1,1.1,1,90,1,2,3,1,3.00,2,0,+2,+1.87,+0.48,2.2,0.8,+1.4,+1.29,+0.09,Matches
46,47,Telmo Arcanjo,cv CPV,"MF,FW",Tondela,20,2001,10,122,12,4.0,1.4,0,,0,10,12,9,0.80,4,3,+1,+0.74,+1.56,2.9,4.5,-1.6,-1.20,-0.53,Matches
47,48,Arthur,br BRA,"FW,MF",Estoril,23,1998,28,2194,78,71.7,24.4,27,81,7,1,13,1,0.89,22,31,-9,-0.37,-0.58,23.5,36.5,-12.9,-0.53,-0.43,Matches
48,49,Gustavo Assuncao,pt POR,MF,Famalicão,21,2000,14,604,43,19.7,6.7,5,87,3,9,19,2,1.36,13,9,+4,+0.60,+0.96,11.4,10.3,+1.0,+0.15,+0.10,Matches
49,50,Fernando Augusto,br BRA,GK,Arouca,24,1997,7,619,88,20.2,6.9,6,90,6,1,79,1,0.71,8,14,-6,-0.87,-0.21,6.9,15.9,-9.0,-1.31,-0.98,Matches
50,51,Javier Avilés,es ESP,"MF,FW",Tondela,23,1997,6,153,26,5.0,1.7,2,53,0,4,12,5,0.67,1,5,-4,-2.35,-1.67,1.0,3.4,-2.4,-1.40,-0.75,Matches
51,52,Chidozie Awaziem,ng NGA,DF,Boavista,24,1997,3,270,90,8.8,3.0,3,90,3,0,,0,2.33,6,1,+5,+1.67,+2.25,3.2,3.8,-0.6,-0.19,+0.17,Matches
52,53,Abdoulaye Ba,sn SEN,DF,Arouca,30,1991,20,1343,67,43.9,14.9,15,81,12,5,26,9,0.90,12,26,-14,-0.94,-0.41,13.9,25.4,-11.5,-0.77,-0.44,Matches
53,54,Abdoulaye Ba,sn SEN,DF,Moreirense,30,1991,1,90,90,2.9,1.0,1,90,1,0,,3,0.00,1,2,-1,-1.00,-0.48,1.7,1.4,+0.3,+0.34,+0.38,Matches
54,55,Marco Baixinho,pt POR,DF,Paços,32,1989,26,2184,84,71.4,24.3,25,87,24,1,16,4,1.15,24,33,-9,-0.37,+0.25,26.2,41.9,-15.6,-0.64,-0.21,Matches
55,56,Manuel Baldé,gw GNB,GK,FC Vizela,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
56,57,Amarildo Balotelli,br BRA,FW,Famalicão,27,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
57,58,Ibrahima Bamba,ci CIV,MF,Vitória,19,2002,7,296,42,9.7,3.3,3,80,0,4,14,5,1.57,5,2,+3,+0.91,+0.72,3.4,4.0,-0.6,-0.18,-0.25,Matches
58,59,Daniel Bandeira,pt POR,MF,Vitória,21,2000,1,22,22,0.7,0.2,0,,0,1,22,1,1.00,0,1,-1,-4.09,-4.39,0.1,0.8,-0.8,-3.07,-3.14,Matches
59,60,Simon Banza,fr FRA,FW,Famalicão,24,1996,29,2329,80,76.1,25.9,27,84,15,2,24,0,1.31,39,34,+5,+0.19,+1.55,38.1,29.0,+9.1,+0.35,+1.15,Matches
60,61,Yves Baraye,sn SEN,"FW,MF",B-SAD,29,1992,13,1060,82,34.6,11.8,13,82,8,0,,0,1.08,10,12,-2,-0.17,+1.18,13.9,16.2,-2.3,-0.20,+0.85,Matches
61,62,Rafael Barbosa,pt POR,"MF,FW",Tondela,25,1996,29,1732,60,56.6,19.2,20,79,7,9,17,3,0.72,19,36,-17,-0.88,-0.27,16.7,29.8,-13.1,-0.68,+0.03,Matches
62,63,Romário Baró,pt POR,MF,Estoril,21,2000,15,385,26,12.6,4.3,2,68,0,13,19,3,0.75,6,3,+3,+0.70,+1.04,4.0,5.0,-1.0,-0.23,+0.20,Matches
63,64,Oscar Barreto,co COL,"FW,MF",Santa Clara,28,1993,10,350,35,11.4,3.9,3,64,0,7,22,3,1.50,5,6,-1,-0.26,+0.24,5.6,5.8,-0.2,-0.06,-0.05,Matches
64,65,Gil Bastião Dias,pt POR,"DF,FW",Benfica,24,1996,12,653,54,21.3,7.3,7,75,2,5,26,5,2.33,8,2,+6,+0.83,-0.74,12.4,4.8,+7.6,+1.05,-0.19,Matches
65,66,Dylan Batubinsika,fr FRA,DF,Famalicão,25,1996,20,1503,75,49.1,16.7,16,87,15,4,27,8,1.10,19,23,-4,-0.24,-0.12,18.2,22.2,-4.0,-0.24,-0.62,Matches
66,67,Clésio Baúque,mz MOZ,"DF,FW",Marítimo,26,1994,18,476,26,15.6,5.3,4,81,2,14,11,12,0.89,7,6,+1,+0.19,+0.40,5.1,9.4,-4.4,-0.82,-0.29,Matches
67,68,Bebeto,br BRA,"DF,MF",Tondela,31,1990,22,1384,63,45.2,15.4,16,82,10,6,12,10,0.95,20,22,-2,-0.13,+1.16,17.0,23.1,-6.1,-0.40,+0.54,Matches
68,69,Alireza Beiranvand,ir IRN,GK,Boavista,28,1992,8,675,84,22.1,7.5,8,84,7,0,,21,0.50,8,15,-7,-0.93,-0.71,6.2,11.5,-5.3,-0.70,-0.46,Matches
69,70,Stefano Beltrame,it ITA,MF,Marítimo,28,1993,20,1389,69,45.4,15.4,17,78,7,3,22,1,1.20,17,17,0,0.00,+0.27,18.0,23.7,-5.6,-0.36,+0.39,Matches
70,71,Antal Bencze,hu HUN,GK,Vitória,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
71,72,Berna,pt POR,MF,Boavista,17,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
72,73,Berna,pt POR,MF,Braga,18,2002,1,1,1,0.0,0.0,0,,0,1,1,1,3.00,0,0,0,0.00,-0.62,0.0,0.3,-0.3,-27.14,-27.62,Matches
73,74,Paulo Bernardo,pt POR,MF,Benfica,19,2002,17,779,46,25.5,8.7,8,75,1,9,20,5,2.41,18,6,+12,+1.39,-0.03,17.8,6.4,+11.4,+1.31,+0.16,Matches
74,75,Beto,gw GNB,FW,Portimonense,23,1998,3,267,89,8.7,3.0,3,89,1,0,,0,2.00,4,1,+3,+1.01,+1.56,3.7,2.7,+1.0,+0.33,+0.97,Matches
75,76,Aylton Boa Morte,pt POR,"FW,MF",Portimonense,27,1993,17,1107,65,36.2,12.3,14,74,4,3,26,0,1.47,12,14,-2,-0.16,+0.39,10.3,17.0,-6.7,-0.55,+0.01,Matches
76,77,Kennedy Boateng,tg TOG,DF,Santa Clara,24,1996,26,2098,81,68.6,23.3,23,89,22,3,20,4,1.27,27,37,-10,-0.43,+0.13,24.2,28.4,-4.2,-0.18,-0.54,Matches
77,78,Kiko Bondoso,pt POR,FW,FC Vizela,25,1995,34,2720,80,88.9,30.2,29,87,17,5,40,0,0.97,36,57,-21,-0.69,-0.69,37.4,51.8,-14.4,-0.48,-0.82,Matches
78,79,Trova Boni,bf BFA,MF,B-SAD,21,1999,6,441,74,14.4,4.9,5,82,3,1,33,2,0.33,3,14,-11,-2.24,-1.52,2.0,11.2,-9.2,-1.87,-1.30,Matches
79,80,Toni Borevkovic,hr CRO,DF,Vitória,24,1997,24,1990,83,65.0,22.1,23,86,20,1,8,5,1.54,39,22,+17,+0.77,+1.44,36.3,27.9,+8.4,+0.38,+0.96,Matches
80,81,Gonçalo Borges,pt POR,MF,Porto,20,2001,1,9,9,0.3,0.1,0,,0,1,9,3,3.00,1,0,+1,+10.00,+8.14,0.3,0.0,+0.3,+2.70,+0.90,Matches
81,82,Neto Borges,br BRA,"DF,MF",Tondela,24,1996,29,2134,74,69.7,23.7,23,86,19,6,25,0,0.72,28,51,-23,-0.97,-0.68,20.1,42.5,-22.4,-0.95,-0.83,Matches
82,83,Pedro Borges,br BRA,MF,Tondela,24,1997,29,1987,69,64.9,22.1,24,80,11,5,12,3,0.97,22,43,-21,-0.95,-0.53,18.5,37.5,-18.9,-0.86,-0.47,Matches
83,84,Mohamed Bouldini,ma MAR,FW,Santa Clara,25,1995,9,152,17,5.0,1.7,0,,0,9,17,3,1.11,1,1,0,0.00,+0.50,2.8,2.8,0.0,+0.01,+0.02,Matches
84,85,Rafael Bracalli,br BRA,GK,Boavista,40,1981,27,2385,88,77.9,26.5,26,90,26,1,45,7,1.26,31,37,-6,-0.23,+0.71,29.3,35.8,-6.5,-0.24,+0.46,Matches
85,86,Victor Braga,br BRA,GK,Arouca,29,1992,24,2077,87,67.9,23.1,24,87,23,0,,8,0.92,18,33,-15,-0.65,+0.17,23.6,32.8,-9.2,-0.40,+0.39,Matches
86,87,Daniel Bragança,pt POR,MF,Sporting CP,22,1999,26,779,30,25.5,8.7,5,85,2,21,17,7,2.62,23,6,+17,+1.96,+0.66,20.8,5.6,+15.2,+1.75,+0.43,Matches
87,88,Pedro Brazão,pt POR,"MF,FW",Famalicão,18,2002,11,375,34,12.3,4.2,6,54,0,5,10,9,0.83,10,14,-4,-0.96,-0.89,7.7,4.4,+3.3,+0.80,+0.82,Matches
88,89,Rafael Brito,pt POR,DF,Benfica,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
89,90,Brunão,br BRA,MF,Arouca,24,1997,1,18,18,0.6,0.2,0,,0,1,18,15,0.00,0,0,0,0.00,+0.71,0.0,0.9,-0.9,-4.74,-4.24,Matches
90,91,Bruninho,br BRA,FW,Arouca,22,1999,12,296,25,9.7,3.3,0,,0,12,25,3,0.75,1,3,-2,-0.61,+0.11,5.7,4.6,+1.2,+0.41,+1.02,Matches
91,92,David Bruno,pt POR,DF,Estoril,29,1992,20,1211,61,39.6,13.5,13,86,10,7,14,12,1.15,13,18,-5,-0.37,-0.27,13.7,18.8,-5.1,-0.38,+0.05,Matches
92,93,Matheus Bueno,br BRA,"MF,FW",Gil Vicente FC,23,1998,27,656,24,21.4,7.3,3,73,0,24,18,6,1.59,11,14,-3,-0.41,-0.71,10.3,13.8,-3.5,-0.47,-0.42,Matches
93,94,André Bukia,cd COD,"FW,MF",Arouca,26,1995,32,2565,80,83.8,28.5,32,80,11,0,,1,0.94,25,50,-25,-0.88,-1.06,27.9,45.5,-17.5,-0.62,-0.55,Matches
94,95,Leonardo Buta,pt POR,DF,Braga,19,2002,5,133,27,4.3,1.5,1,51,0,4,21,3,2.00,2,0,+2,+1.35,+0.77,2.9,1.3,+1.6,+1.06,+0.62,Matches
95,96,Adrián Butzke,es ESP,FW,Paços,22,1999,13,580,45,19.0,6.4,7,70,1,6,15,1,1.15,7,11,-4,-0.62,-0.22,7.4,11.6,-4.2,-0.65,-0.09,Matches
96,97,Jovane Cabral,cv CPV,"MF,FW",Sporting CP,23,1998,10,345,35,11.3,3.8,4,61,0,6,17,2,2.30,7,1,+6,+1.57,+0.11,8.1,2.6,+5.5,+1.43,0.00,Matches
97,98,Paulo Henrique Rodrigues Cabral,pt POR,DF,Santa Clara,24,1996,25,1252,50,40.9,13.9,12,88,10,13,15,8,1.36,13,20,-7,-0.50,-0.06,16.8,14.3,+2.5,+0.18,+0.33,Matches
98,99,Jhonder Cádiz,ve VEN,"FW,DF",Famalicão,26,1995,14,448,32,14.6,5.0,3,74,1,11,21,0,1.57,8,6,+2,+0.40,+0.68,7.8,5.7,+2.1,+0.43,+0.41,Matches
99,100,João Caiado,pt POR,FW,Gil Vicente FC,22,1999,1,4,4,0.1,0.0,0,,0,1,4,2,0.00,0,1,-1,-22.50,-22.68,0.0,0.8,-0.8,-18.33,-18.21,Matches
100,101,Juan Calero,co COL,FW,Gil Vicente FC,22,1998,8,142,18,4.6,1.6,1,73,0,7,10,12,1.13,3,4,-1,-0.63,-0.82,2.3,1.9,+0.3,+0.20,+0.36,Matches
101,102,Diogo Calila,pt POR,"DF,MF",B-SAD,22,1998,26,1918,74,62.7,21.3,23,81,16,3,18,2,0.69,14,40,-26,-1.22,-0.75,17.3,39.2,-21.8,-1.03,-0.74,Matches
102,103,Diego Callai,it ITA,GK,Sporting CP,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
103,104,Rafael Camacho,pt POR,"FW,MF",B-SAD,21,2000,16,878,55,28.7,9.8,9,70,2,7,35,0,0.94,7,9,-2,-0.21,+1.03,10.4,14.8,-4.4,-0.45,+0.43,Matches
104,105,Abel Camará,gw GNB,FW,B-SAD,31,1990,24,1560,65,51.0,17.3,16,83,10,8,29,2,0.96,14,27,-13,-0.75,+0.39,18.1,25.4,-7.3,-0.42,+0.69,Matches
105,106,Ibrahima Camará,gn GUI,MF,Moreirense,22,1999,29,1698,59,55.5,18.9,18,81,11,11,21,4,0.90,16,28,-12,-0.64,-0.24,21.5,24.1,-2.6,-0.14,-0.24,Matches
106,107,Gastón Campi,ar ARG,DF,Arouca,30,1991,5,359,72,11.7,4.0,4,79,2,1,45,4,0.80,5,8,-3,-0.75,-0.05,3.9,5.1,-1.2,-0.31,+0.24,Matches
107,108,Fali Candé,gw GNB,DF,Portimonense,23,1998,16,1310,82,42.8,14.6,14,87,7,2,46,0,1.31,15,16,-1,-0.07,+0.60,11.5,20.6,-9.1,-0.63,-0.13,Matches
108,109,Francis Cann,gh GHA,"FW,MF",FC Vizela,23,1998,10,212,21,6.9,2.4,2,50,0,8,14,7,1.00,1,8,-7,-2.97,-2.53,1.9,5.0,-3.1,-1.32,-1.00,Matches
109,110,Reggie Cannon,us USA,DF,Boavista,23,1998,21,1714,82,56.0,19.0,20,84,16,1,27,2,1.10,19,26,-7,-0.37,+0.03,20.3,24.7,-4.4,-0.23,+0.26,Matches
110,111,Fábio Cardoso,pt POR,DF,Porto,27,1994,14,1076,77,35.2,12.0,11,90,10,3,30,12,2.86,29,8,+21,+1.76,-0.19,35.4,9.2,+26.2,+2.19,+0.61,Matches
111,112,Carlinhos,br BRA,MF,Portimonense,27,1994,31,2287,74,74.7,25.4,26,82,16,5,29,0,1.13,23,34,-11,-0.43,-0.08,26.7,40.4,-13.7,-0.54,+0.04,Matches
112,113,Carlos,br BRA,FW,Santa Clara,25,1995,2,180,90,5.9,2.0,2,90,2,0,,0,0.50,2,5,-3,-1.50,-1.09,3.4,3.0,+0.4,+0.21,+0.24,Matches
113,114,José Carlos,pt POR,DF,Gil Vicente FC,23,1998,30,2458,82,80.3,27.3,27,88,17,3,30,0,1.50,37,34,+3,+0.11,-0.19,32.5,36.0,-3.6,-0.13,+0.07,Matches
114,115,Luíz Carlos,br BRA,MF,Paços,36,1985,31,2605,84,85.1,28.9,30,87,21,1,9,0,1.19,27,33,-6,-0.21,+1.57,28.5,42.1,-13.6,-0.47,+0.77,Matches
115,116,João Carlos Teixeira,pt POR,"FW,MF",Famalicão,28,1993,11,796,72,26.0,8.8,11,72,2,0,,1,1.55,14,10,+4,+0.45,+0.85,12.7,9.6,+3.1,+0.35,+0.37,Matches
116,117,David Carmo,pt POR,DF,Braga,22,1999,12,992,83,32.4,11.0,12,83,9,0,,0,2.00,12,6,+6,+0.54,-0.11,15.5,11.5,+4.0,+0.34,-0.19,Matches
117,118,Carraça,pt POR,"DF,MF",B-SAD,28,1993,26,2209,85,72.2,24.5,26,85,19,0,,0,0.85,16,32,-16,-0.65,+1.04,23.6,35.7,-12.1,-0.49,+0.94,Matches
118,119,Anderson Carvalho,br BRA,MF,Santa Clara,31,1990,27,1898,70,62.0,21.1,23,79,6,4,19,2,1.22,23,26,-3,-0.14,+0.86,24.4,22.5,+1.9,+0.09,+0.27,Matches
119,120,Duarte Carvalho,pt POR,MF,Estoril,19,2002,1,14,14,0.5,0.2,0,,0,1,14,1,0.00,0,1,-1,-6.43,-6.25,0.1,0.9,-0.8,-5.16,-4.77,Matches
120,121,Martim Carvalho,pt POR,MF,Benfica,18,2003,1,22,22,0.7,0.2,0,,0,1,22,0,3.00,0,0,0,0.00,-1.42,0.5,0.3,+0.2,+0.99,-0.21,Matches
121,122,Vitor Carvalho,br BRA,MF,Gil Vicente FC,24,1997,29,2232,77,72.9,24.8,27,80,12,2,36,1,1.48,31,25,+6,+0.24,+0.35,30.1,29.0,+1.2,+0.05,+0.71,Matches
122,123,Cassiano,br BRA,FW,FC Vizela,32,1989,25,1589,64,51.9,17.7,20,74,7,5,23,0,1.08,19,29,-10,-0.57,+0.11,22.4,30.6,-8.2,-0.47,-0.17,Matches
123,124,Mateo Cassierra,co COL,FW,B-SAD,24,1997,2,171,86,5.6,1.9,2,86,1,0,,0,0.00,1,4,-3,-1.58,-0.68,1.0,3.1,-2.1,-1.11,-0.38,Matches
124,125,Moises Castillo,co COL,"DF,FW",Marítimo,20,2001,2,19,10,0.6,0.2,0,,0,2,10,4,3.00,1,0,+1,+4.74,+4.91,0.9,0.4,+0.5,+2.55,+3.14,Matches
125,126,André Castro,pt POR,MF,Braga,33,1988,21,1150,55,37.6,12.8,14,71,3,7,23,1,2.05,20,15,+5,+0.39,-0.36,19.7,15.0,+4.7,+0.36,-0.17,Matches
126,127,Tomás Castro,pt POR,MF,B-SAD,22,1999,4,53,13,1.7,0.6,0,,0,4,13,10,0.25,0,0,0,0.00,+0.96,0.1,1.4,-1.2,-2.10,-1.37,Matches
127,128,Geny Catamo,mz MOZ,DF,Sporting CP,20,2001,1,31,31,1.0,0.3,0,,0,1,31,3,3.00,3,1,+2,+5.81,+4.38,2.0,0.2,+1.8,+5.09,+3.70,Matches
128,129,Geny Catamo,mz MOZ,"FW,MF",Vitória,20,2001,10,228,23,7.5,2.5,1,90,1,9,15,1,1.70,6,0,+6,+2.37,+2.27,3.9,1.8,+2.1,+0.84,+0.85,Matches
129,130,Charles,br BRA,GK,FC Vizela,27,1994,14,1260,90,41.2,14.0,14,90,14,0,,13,0.93,14,25,-11,-0.79,-0.29,17.4,24.3,-6.8,-0.49,-0.17,Matches
130,131,Francisco Chico,pt POR,"MF,FW",B-SAD,23,1998,12,549,46,17.9,6.1,5,77,2,7,23,3,0.50,6,5,+1,+0.16,+1.35,7.6,8.4,-0.8,-0.13,+0.75,Matches
131,132,Fábio China,pt POR,DF,Marítimo,29,1992,10,574,57,18.8,6.4,6,82,3,4,20,22,0.40,3,7,-4,-0.63,-0.59,4.0,12.0,-8.0,-1.25,-0.83,Matches
132,133,Andrei Chindriş,ro ROU,DF,Santa Clara,22,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
133,134,Chiquinho,pt POR,FW,Estoril,21,2000,15,838,56,27.4,9.3,9,77,2,6,24,0,1.47,18,10,+8,+0.86,+1.47,12.4,11.1,+1.3,+0.14,+0.75,Matches
134,135,Chiquinho,pt POR,"MF,FW",Braga,26,1995,9,206,23,6.7,2.3,2,45,0,7,17,1,2.00,2,2,0,0.00,-0.66,3.5,3.1,+0.4,+0.17,-0.32,Matches
135,136,André Clóvis,br BRA,FW,Estoril,23,1997,23,874,38,28.6,9.7,7,76,0,16,22,6,1.43,5,8,-3,-0.31,-0.14,10.4,11.6,-1.2,-0.13,+0.39,Matches
136,137,Sebastián Coates,uy URU,DF,Sporting CP,30,1990,30,2633,88,86.0,29.3,30,88,27,0,,0,2.43,58,19,+39,+1.33,-0.99,60.3,19.0,+41.3,+1.41,-0.13,Matches
137,138,Martim Coelho,pt POR,MF,Tondela,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
138,139,Racine Coly,sn SEN,DF,Estoril,25,1995,2,170,85,5.6,1.9,2,85,1,0,,10,0.00,4,4,0,0.00,+0.22,2.1,3.4,-1.3,-0.68,-0.29,Matches
139,140,Francisco Conceição,pt POR,"MF,FW",Porto,18,2002,25,491,20,16.0,5.5,1,75,0,24,17,6,2.64,19,2,+17,+3.12,+1.47,18.5,3.8,+14.7,+2.69,+1.07,Matches
140,141,Rodrigo Conceição,pt POR,"DF,MF",Moreirense,21,2000,13,383,29,12.5,4.3,3,88,2,10,12,9,0.92,6,4,+2,+0.47,+1.14,6.6,3.4,+3.3,+0.77,+0.91,Matches
141,142,Abdu Conté,pt POR,"DF,MF",Moreirense,23,1998,16,1376,86,45.0,15.3,16,86,13,0,,0,0.88,15,24,-9,-0.59,-0.11,20.5,19.9,+0.6,+0.04,+0.13,Matches
142,143,Jeriel Córdova,ve VEN,"FW,MF",Boavista,19,2002,16,210,13,6.9,2.3,1,74,0,15,9,5,1.19,4,3,+1,+0.43,+0.87,5.3,2.2,+3.1,+1.33,+1.80,Matches
143,144,Jesús Corona,mx MEX,"DF,MF",Porto,28,1993,11,388,35,12.7,4.3,3,77,1,8,20,3,2.64,7,4,+3,+0.70,-1.36,8.7,4.0,+4.7,+1.10,-0.80,Matches
144,145,Alexandre Manuel Penetra Correia,pt POR,DF,Famalicão,19,2001,30,2605,87,85.1,28.9,30,87,25,0,,2,1.30,38,39,-1,-0.03,+0.95,39.3,33.4,+5.9,+0.21,+0.80,Matches
145,146,Rui Filipe Cunha Correia,pt POR,MF,Santa Clara,26,1995,26,1208,46,39.5,13.4,13,80,5,13,13,6,1.19,17,24,-7,-0.52,-0.08,15.8,19.5,-3.7,-0.28,-0.43,Matches
146,147,Bruno Xavier Almeida Costa,pt POR,"MF,DF",Porto,24,1997,12,671,56,21.9,7.5,9,71,4,3,11,4,2.67,14,6,+8,+1.07,-1.04,14.6,6.0,+8.6,+1.15,-0.82,Matches
147,148,Diogo Costa,pt POR,GK,Porto,21,1999,33,2966,90,96.9,33.0,33,90,32,0,,0,2.67,84,22,+62,+1.88,-0.03,82.4,22.7,+59.7,+1.81,+0.55,Matches
148,149,Edgar Costa,pt POR,"MF,FW",Marítimo,34,1987,25,1293,52,42.3,14.4,15,72,1,10,21,3,0.96,18,25,-7,-0.49,-0.59,14.6,25.1,-10.5,-0.73,-0.27,Matches
149,150,Matheus Costa,br BRA,DF,Marítimo,26,1995,23,1900,83,62.1,21.1,20,90,19,3,35,3,1.26,28,23,+5,+0.24,+1.01,22.7,29.2,-6.5,-0.31,+0.70,Matches
150,151,Murilo Costa,br BRA,"FW,MF",Gil Vicente FC,26,1994,14,844,60,27.6,9.4,10,73,3,4,29,0,1.57,10,12,-2,-0.21,-0.50,9.6,13.7,-4.1,-0.43,-0.40,Matches
151,152,Diogo Costa Rodrigues,pt POR,MF,Portimonense,21,1999,1,11,11,0.4,0.1,0,,0,1,11,2,0.00,0,0,0,0.00,+0.41,0.0,0.4,-0.3,-2.59,-2.05,Matches
152,153,Rui Costa,pt POR,FW,Santa Clara,25,1996,32,1966,61,64.2,21.8,26,71,0,6,21,0,1.16,27,31,-4,-0.18,+0.80,26.5,22.5,+4.1,+0.19,+0.55,Matches
153,154,Tomás Costa Silva,pt POR,"FW,MF",FC Vizela,21,1999,5,39,8,1.3,0.4,0,,0,5,8,13,0.60,0,2,-2,-4.62,-4.05,0.4,1.6,-1.2,-2.72,-2.37,Matches
154,155,Vitor Costa,br BRA,DF,Marítimo,27,1994,31,2556,82,83.5,28.4,29,87,22,2,21,2,1.19,35,38,-3,-0.11,+0.25,31.0,43.0,-12.0,-0.42,+0.93,Matches
155,156,Costinha,pt POR,FW,Santa Clara,28,1992,2,77,39,2.5,0.9,1,44,0,1,33,0,0.50,0,1,-1,-1.17,-0.72,1.2,1.1,+0.1,+0.16,+0.18,Matches
156,157,Filipe Couto,pt POR,MF,Marítimo,27,1994,1,19,19,0.6,0.2,0,,0,1,19,1,3.00,0,0,0,0.00,+0.15,0.2,0.1,+0.1,+0.69,+1.27,Matches
157,158,Yan Couto,br BRA,"DF,MF",Braga,19,2002,28,1796,64,58.7,20.0,19,77,8,9,36,1,1.96,33,14,+19,+0.95,+0.81,35.4,17.7,+17.7,+0.89,+1.01,Matches
158,159,Martim Coxixo,pt POR,DF,B-SAD,17,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
159,160,Crespo,pt POR,"MF,FW",Estoril,24,1996,3,262,87,8.6,2.9,3,87,1,0,,0,2.33,5,2,+3,+1.03,+1.35,4.8,1.8,+3.0,+1.04,+1.58,Matches
160,161,Sandro Cruz,pt POR,DF,Benfica,20,2001,2,161,81,5.3,1.8,2,81,1,0,,0,3.00,3,0,+3,+1.68,+0.28,3.3,1.2,+2.0,+1.13,-0.07,Matches
161,162,Crysan,br BRA,FW,Santa Clara,25,1996,21,1427,68,46.6,15.9,18,75,1,3,27,0,1.43,22,18,+4,+0.25,+1.35,19.3,13.8,+5.6,+0.35,+0.68,Matches
