,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches
171,172,Estanis,es ESP,FW,Barcelona,17,2003,0.1,4,0,2,2,0,0,4,0,0,,1,0,1,0,Matches
172,173,Pervis Estupiñán,ec ECU,DF,Villarreal,23,1998,17.5,1230,50,346,494,404,30,1230,17,35,48.6,26,14,734,65,Matches
173,174,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,19,2001,6.4,299,1,42,77,189,52,299,34,59,57.6,23,12,212,42,Matches
174,175,Radamel Falcao,co COL,FW,Rayo Vallecano,35,1986,9.3,279,12,19,136,125,41,279,3,10,30.0,31,11,229,42,Matches
175,176,Fali,es ESP,"DF,MF",Cádiz,27,1993,20.0,899,122,461,383,57,13,899,1,1,100.0,10,3,454,2,Matches
176,177,Omar Faraj,se SWE,FW,Levante,19,2002,0.0,6,0,5,1,1,0,6,0,0,,1,0,2,0,Matches
177,178,Ansu Fati,es ESP,FW,Barcelona,18,2002,3.7,218,0,10,71,140,32,218,4,14,28.6,18,2,188,34,Matches
178,179,Aleix Febas,es ESP,MF,Mallorca,25,1996,1.3,69,2,8,49,13,2,69,1,3,33.3,3,1,48,1,Matches
179,180,Nabil Fekir,fr FRA,MF,Betis,28,1993,31.0,1855,4,109,828,935,124,1855,82,123,66.7,102,81,1423,180,Matches
180,181,Felipe,br BRA,DF,Atlético Madrid,32,1989,16.7,968,117,456,478,37,21,968,2,3,66.7,8,2,536,2,Matches
181,182,João Félix,pt POR,"FW,MF",Atlético Madrid,21,1999,14.0,595,9,44,281,278,52,595,31,52,59.6,29,19,514,66,Matches
182,183,Aitor Fernández,es ESP,GK,Levante,30,1991,13.0,416,357,412,4,0,0,416,0,0,,0,0,156,0,Matches
183,184,Álex Fernández,es ESP,MF,Cádiz,28,1992,22.8,1265,53,270,727,287,26,1263,9,22,40.9,29,27,787,34,Matches
184,185,Fernando,br BRA,"MF,DF",Sevilla,34,1987,20.6,1415,114,540,742,142,10,1415,7,11,63.6,23,6,984,9,Matches
185,186,Fidel,es ESP,MF,Elche,31,1989,25.1,1353,37,237,640,497,49,1352,44,75,58.7,62,40,983,87,Matches
186,187,José Fontán,es ESP,DF,Celta Vigo,21,2000,3.1,234,20,89,135,12,1,234,1,1,100.0,0,1,167,0,Matches
187,188,Dimitri Foulquier,fr FRA,DF,Granada,28,1993,2.0,83,4,20,46,18,0,83,0,0,,3,2,40,1,Matches
188,189,Dimitri Foulquier,fr FRA,DF,Valencia,28,1993,26.0,1230,66,356,604,283,14,1230,23,33,69.7,21,13,555,15,Matches
189,190,Juan Foyth,ar ARG,DF,Villarreal,23,1998,21.4,1391,78,463,708,243,18,1391,28,40,70.0,25,7,776,16,Matches
190,191,Enric Franquesa,es ESP,"DF,FW",Levante,24,1997,6.9,319,12,85,147,92,4,319,10,19,52.6,10,8,177,17,Matches
191,192,Jorge de Frutos,es ESP,"MF,FW",Levante,24,1997,19.6,746,16,127,275,356,76,746,36,76,47.4,51,16,466,107,Matches
