,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
54,55,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,27,1994,36,1870,52,54.7,20.8,22,73,2,14,19,0,1.22,20,22,-2,-0.10,+0.60,20.3,28.8,-8.5,-0.41,-0.42,Matches
55,56,Gaizka Ayesa,es ESP,GK,Real Sociedad,20,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
56,57,Iddrisu Baba,gh GHA,MF,Mallorca,25,1996,26,1934,74,56.5,21.5,23,81,11,3,23,5,0.96,18,36,-18,-0.84,-0.29,21.5,30.4,-8.9,-0.42,-0.34,Matches
57,58,Carlos Bacca,co COL,FW,Granada,34,1986,17,513,30,15.0,5.7,4,73,1,13,17,16,0.83,7,10,-3,-0.53,-0.09,8.1,8.8,-0.6,-0.11,+0.48,Matches
58,59,Édgar Badía,es ESP,GK,Elche,29,1992,24,2160,90,63.2,24.0,24,90,24,0,,14,1.21,28,35,-7,-0.29,+0.07,23.4,43.6,-20.2,-0.84,-0.24,Matches
59,60,Miguel Baeza,es ESP,DF,Celta Vigo,21,2000,1,2,2,0.1,0.0,0,,0,1,2,16,0.00,0,0,0,0.00,0.00,0.3,0.3,0.0,-0.88,-0.81,Matches
60,61,Alex Balboa,gq EQG,MF,Alavés,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
61,62,Alejandro Balde,es ESP,"DF,FW",Barcelona,17,2003,5,188,38,5.5,2.1,2,65,0,3,19,13,1.40,0,4,-4,-1.91,-2.86,1.1,2.0,-0.9,-0.43,-1.23,Matches
62,63,Gareth Bale,wls WAL,FW,Real Madrid,32,1989,5,280,56,8.2,3.1,4,66,0,1,17,8,2.20,5,3,+2,+0.64,-0.70,4.6,3.6,+1.0,+0.33,-0.51,Matches
63,64,Mikel Balenziaga,es ESP,DF,Athletic Club,33,1988,26,2027,78,59.3,22.5,23,87,19,3,12,11,1.58,25,23,+2,+0.09,-0.23,30.2,29.5,+0.6,+0.03,-0.64,Matches
64,65,Iván Balliu,al ALB,DF,Rayo Vallecano,29,1992,35,3147,90,92.0,35.0,35,90,34,0,,0,1.00,35,48,-13,-0.37,-1.03,46.3,49.9,-3.6,-0.10,-0.74,Matches
65,66,Barbero,es ESP,"FW,MF",Osasuna,22,1998,6,21,4,0.6,0.2,0,,0,6,4,22,0.83,2,3,-1,-4.29,-3.94,1.3,2.4,-1.1,-4.58,-4.38,Matches
66,67,Barcia,es ESP,DF,Granada,20,2000,1,75,75,2.2,0.8,1,75,0,0,,4,1.00,0,1,-1,-1.20,-0.77,0.5,0.8,-0.4,-0.43,+0.08,Matches
67,68,Enis Bardhi,mk MKD,"MF,FW",Levante,26,1995,30,1701,57,49.7,18.9,17,78,6,13,29,2,0.87,27,44,-17,-0.90,-0.48,30.2,30.7,-0.5,-0.03,-0.07,Matches
68,69,Keidi Bare,al ALB,MF,Espanyol,23,1997,25,1481,59,43.3,16.5,18,73,6,7,25,3,1.32,14,20,-6,-0.36,-0.04,14.9,22.6,-7.7,-0.46,-0.05,Matches
69,70,Kike Barja,es ESP,"MF,FW",Osasuna,24,1997,21,865,41,25.3,9.6,9,72,0,12,18,7,0.81,6,11,-5,-0.52,-0.20,11.1,9.2,+2.0,+0.21,+0.57,Matches
70,71,Antonio Barragán,es ESP,DF,Elche,34,1987,16,1020,64,29.8,11.3,12,76,5,4,26,18,1.00,8,20,-12,-1.06,-1.06,6.9,20.2,-13.3,-1.17,-0.60,Matches
71,72,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,19,2001,11,547,50,16.0,6.1,6,61,0,5,36,1,1.09,5,8,-3,-0.49,-0.68,6.8,7.0,-0.3,-0.04,-0.48,Matches
72,73,Pablo Barrios,es ESP,MF,Atlético Madrid,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
73,74,Marc Bartra,es ESP,DF,Betis,30,1991,23,1993,87,58.3,22.1,23,87,22,0,,8,1.74,34,24,+10,+0.45,-0.31,34.6,27.2,+7.4,+0.34,+0.16,Matches
74,75,Álvaro Bastida,es ESP,MF,Cádiz,17,2004,6,197,33,5.8,2.2,2,69,0,4,15,14,0.67,4,6,-2,-0.91,-0.52,1.8,3.8,-2.0,-0.90,-0.68,Matches
75,76,Rodrigo Battaglia,ar ARG,MF,Mallorca,30,1991,26,1179,45,34.5,13.1,12,83,7,14,13,10,1.35,11,25,-14,-1.07,-0.55,13.7,25.6,-11.9,-0.91,-0.98,Matches
76,77,Jon Bautista,es ESP,MF,Real Sociedad,26,1995,1,45,45,1.3,0.5,0,,0,1,45,1,0.00,2,2,0,0.00,-0.08,0.9,1.7,-0.8,-1.65,-2.04,Matches
77,78,Bebé,cv CPV,FW,Rayo Vallecano,31,1990,29,867,30,25.4,9.6,6,63,0,23,21,9,0.76,10,16,-6,-0.62,-0.45,15.8,15.8,0.0,0.00,+0.06,Matches
78,79,Héctor Bellerín,es ESP,DF,Betis,26,1995,23,1979,86,57.9,22.0,22,89,21,1,23,5,1.87,40,23,+17,+0.77,+0.46,37.4,27.1,+10.3,+0.47,+0.47,Matches
79,80,Fran Beltrán,es ESP,MF,Celta Vigo,22,1999,37,2597,70,75.9,28.9,31,78,14,6,30,0,1.24,34,28,+6,+0.21,+0.86,33.8,36.8,-3.0,-0.10,-0.12,Matches
80,81,Darío Benedetto,ar ARG,"FW,MF",Elche,31,1990,14,590,42,17.3,6.6,6,70,0,8,21,3,0.93,9,8,+1,+0.15,+0.57,6.2,10.0,-3.8,-0.58,+0.20,Matches
81,82,Carlos Benitez,es ESP,MF,Levante,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
82,83,Iker Benito,es ESP,"FW,MF",Osasuna,18,2002,4,118,30,3.5,1.3,1,66,0,3,17,6,1.00,0,4,-4,-3.05,-2.78,1.1,4.7,-3.6,-2.73,-2.59,Matches
83,84,Pedro Benito,es ESP,FW,Cádiz,21,2000,1,31,31,0.9,0.3,0,,0,1,31,0,1.00,0,0,0,0.00,+0.42,0.0,0.6,-0.6,-1.67,-1.42,Matches
84,85,Karim Benzema,fr FRA,FW,Real Madrid,33,1987,32,2593,81,75.8,28.8,31,83,18,1,31,1,2.44,65,23,+42,+1.46,+0.70,61.4,32.8,+28.6,+1.00,+0.78,Matches
85,86,Yuri Berchiche,es ESP,DF,Athletic Club,31,1990,14,1015,73,29.7,11.3,11,87,8,3,21,3,1.64,16,10,+6,+0.53,+0.49,18.0,9.8,+8.1,+0.72,+0.61,Matches
86,87,Álex Berenguer,es ESP,MF,Athletic Club,26,1995,34,2168,64,63.4,24.1,24,79,11,10,26,2,1.50,28,17,+11,+0.46,+0.74,35.9,23.4,+12.4,+0.52,+0.62,Matches
87,88,Pedro Bigas,es ESP,DF,Elche,30,1990,19,1551,82,45.4,17.2,19,82,13,0,,5,1.05,18,26,-8,-0.46,-0.27,16.8,24.6,-7.8,-0.46,+0.54,Matches
88,89,Luis Bilbao,es ESP,FW,Athletic Club,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
89,90,Blanco,es ESP,MF,Real Madrid,21,2000,1,31,31,0.9,0.3,0,,0,1,31,14,3.00,2,0,+2,+5.81,+4.56,0.7,0.6,0.0,+0.13,-0.69,Matches
90,91,Alejandro Blanco,es ESP,MF,Valencia,22,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
91,92,Rubén Blanco,es ESP,GK,Celta Vigo,26,1995,0,,,,,0,,0,0,,36,,,,,,,,,,,,Matches
92,93,Alejandro Blesa,es ESP,MF,Levante,19,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
93,94,Sergio Bono Juan,es ESP,DF,Elche,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
94,95,Yassine Bounou,ma MAR,GK,Sevilla,30,1991,31,2790,90,81.6,31.0,31,90,31,0,,2,1.77,40,24,+16,+0.52,-0.48,37.5,36.4,+1.1,+0.03,-0.55,Matches
95,96,Lucas Boyé,ar ARG,FW,Elche,25,1996,24,1713,71,50.1,19.0,22,75,9,2,30,0,1.00,20,25,-5,-0.26,+0.11,18.0,33.1,-15.1,-0.79,-0.08,Matches
96,97,Martin Braithwaite,dk DEN,FW,Barcelona,30,1991,4,235,59,6.9,2.6,3,75,1,1,11,15,2.50,6,4,+2,+0.77,-0.03,4.7,2.8,+1.9,+0.74,+0.01,Matches
97,98,Darko Brašanac,rs SRB,MF,Osasuna,29,1992,35,2405,69,70.3,26.7,27,83,13,8,20,1,1.23,28,34,-6,-0.22,+0.48,28.0,33.0,-5.0,-0.19,+0.12,Matches
98,99,Brau,es ESP,DF,Granada,19,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
99,100,Claudio Bravo,cl CHI,GK,Betis,38,1983,17,1456,86,42.6,16.2,17,86,16,0,,11,1.65,30,19,+11,+0.68,+0.18,26.2,22.1,+4.2,+0.26,-0.02,Matches
100,101,Diego Bri,es ESP,FW,Elche,18,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
101,102,Yan Brice Eteki,cm CMR,MF,Granada,23,1997,12,343,29,10.0,3.8,2,56,0,10,23,14,1.33,6,6,0,0.00,+0.50,7.0,5.6,+1.4,+0.37,+0.98,Matches
102,103,Bryan,es ESP,"MF,FW",Valencia,20,2001,13,753,58,22.0,8.4,9,75,2,4,20,2,1.31,5,7,-2,-0.24,-0.14,8.6,8.4,+0.2,+0.02,+0.21,Matches
103,104,Ante Budimir,hr CRO,FW,Osasuna,30,1991,28,1738,62,50.8,19.3,20,79,9,8,20,2,1.07,18,24,-6,-0.31,+0.12,21.1,23.8,-2.7,-0.14,+0.17,Matches
104,105,Alessandro Burlamaqui,pe PER,MF,Valencia,19,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
105,106,Sergio Busquets,es ESP,MF,Barcelona,33,1988,36,3198,89,93.5,35.5,36,89,32,0,,0,1.86,60,36,+24,+0.68,-1.76,62.1,36.7,+25.4,+0.72,-0.28,Matches
106,107,Adrián Butzke,es ESP,FW,Granada,22,1999,1,1,1,0.0,0.0,0,,0,1,1,9,3.00,1,0,+1,+90.00,+90.47,0.6,0.0,+0.6,+50.65,+51.18,Matches
107,108,Erick Cabaco,uy URU,DF,Getafe,26,1995,10,403,40,11.8,4.5,5,70,0,5,11,12,0.73,3,6,-3,-0.67,-0.52,3.2,5.3,-2.1,-0.46,-0.26,Matches
108,109,José Cabrera,es ESP,DF,Villarreal,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
109,110,Leandro Cabrera,uy URU,DF,Espanyol,30,1991,37,3330,90,97.4,37.0,37,90,37,0,,0,1.14,39,49,-10,-0.27,+2.73,38.7,54.2,-15.5,-0.42,+0.66,Matches
110,111,Martín Cáceres,uy URU,DF,Levante,34,1987,10,663,66,19.4,7.4,9,69,2,1,45,3,1.10,6,13,-7,-0.95,-0.36,9.4,11.6,-2.2,-0.30,-0.38,Matches
111,112,Cala,es ESP,DF,Cádiz,31,1989,14,947,68,27.7,10.5,10,85,8,4,25,20,0.80,9,23,-14,-1.33,-1.26,9.1,20.0,-10.8,-1.03,-1.06,Matches
112,113,Calderón,es ESP,DF,Betis,21,2000,1,65,65,1.9,0.7,0,,0,1,65,2,1.00,1,0,+1,+1.38,+0.82,0.7,0.1,+0.5,+0.74,+0.48,Matches
113,114,Fernando Calero,es ESP,DF,Espanyol,25,1995,16,1090,68,31.9,12.1,13,81,8,3,12,15,0.88,11,17,-6,-0.50,-0.23,10.9,15.8,-4.9,-0.41,+0.05,Matches
114,115,Ibrahima Camara,es ESP,DF,Atlético Madrid,18,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
115,116,Víctor Camarasa,es ESP,"MF,FW",Betis,27,1994,7,108,15,3.2,1.2,0,,0,7,15,2,1.86,1,2,-1,-0.83,-1.46,1.4,2.3,-0.9,-0.76,-1.06,Matches
116,117,Eduardo Camavinga,fr FRA,MF,Real Madrid,18,2002,26,1236,48,36.1,13.7,13,71,6,13,24,8,2.42,33,13,+20,+1.46,+0.26,29.6,20.3,+9.4,+0.68,-0.19,Matches
117,118,Sergio Camello,es ESP,FW,Atlético Madrid,20,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
118,119,José Campaña,es ESP,MF,Levante,28,1993,20,1422,71,41.6,15.8,16,79,8,4,40,0,0.95,21,28,-7,-0.44,+0.37,23.1,23.1,0.0,0.00,-0.01,Matches
119,120,Gaizka Campos Bahillo,es ESP,GK,Celta Vigo,24,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
120,121,Sergio Canales,es ESP,"FW,MF",Betis,30,1991,34,2791,82,81.6,31.0,33,84,19,1,27,0,1.74,48,31,+17,+0.55,-0.17,42.3,36.2,+6.1,+0.20,-0.39,Matches
121,122,Álex Cantero,es ESP,"FW,MF",Levante,21,2000,25,610,24,17.8,6.8,4,68,0,21,16,11,0.68,16,16,0,0.00,+0.80,15.4,12.5,+2.9,+0.43,+0.51,Matches
122,123,Ander Capa,es ESP,DF,Athletic Club,29,1992,1,4,4,0.1,0.0,0,,0,1,4,29,3.00,0,0,0,0.00,-0.18,0.1,0.0,+0.1,+2.39,+2.10,Matches
123,124,Étienne Capoue,fr FRA,MF,Villarreal,33,1988,30,2290,76,67.0,25.4,26,83,15,4,33,3,1.43,36,23,+13,+0.51,-0.52,39.8,32.3,+7.5,+0.30,-0.43,Matches
124,125,Isaac Carcelen,es ESP,"DF,MF",Cádiz,28,1993,25,1544,62,45.1,17.2,17,81,9,8,21,4,0.96,16,22,-6,-0.35,+0.13,19.1,28.8,-9.7,-0.56,-0.55,Matches
125,126,Cárdenas,es ESP,GK,Levante,24,1997,24,2160,90,63.2,24.0,24,90,24,0,,12,1.00,36,46,-10,-0.42,+0.65,42.1,40.4,+1.7,+0.07,+0.17,Matches
126,127,Lazar Carević,me MNE,GK,Barcelona,22,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
127,128,Carlo,es ESP,MF,Villarreal,20,2001,1,7,7,0.2,0.1,0,,0,1,7,3,3.00,0,0,0,0.00,-0.69,0.4,0.0,+0.4,+5.06,+4.63,Matches
128,129,Diego Carlos,br BRA,DF,Sevilla,28,1993,34,2957,87,86.5,32.9,34,87,30,0,,0,1.88,48,27,+21,+0.64,+0.25,43.2,36.2,+7.0,+0.21,+0.58,Matches
129,130,Carmona,es ESP,DF,Sevilla,19,2002,1,24,24,0.7,0.3,0,,0,1,24,14,1.00,0,0,0,0.00,-0.61,0.1,0.1,0.0,-0.12,-0.26,Matches
130,131,Marc Carmona,es ESP,DF,Mallorca,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
131,132,Yannick Carrasco,be BEL,"FW,MF",Atlético Madrid,27,1993,34,2583,76,75.5,28.7,28,83,14,6,45,0,1.91,52,34,+18,+0.63,+0.20,45.4,28.0,+17.3,+0.60,+0.33,Matches
132,133,Coke Carrillo,es ESP,GK,Celta Vigo,19,2002,0,,,,,0,,0,0,,18,,,,,,,,,,,,Matches
133,134,Guido Carrillo,ar ARG,FW,Elche,30,1991,29,1168,40,34.2,13.0,11,76,5,18,18,6,1.00,12,20,-8,-0.62,-0.46,13.8,19.6,-5.8,-0.45,+0.47,Matches
134,135,Thomas Carrique,fr FRA,DF,Celta Vigo,22,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
135,136,Dani Carvajal,es ESP,DF,Real Madrid,29,1992,24,1551,65,45.4,17.2,17,81,9,7,25,4,2.46,37,13,+24,+1.39,+0.19,36.4,18.6,+17.9,+1.04,+0.43,Matches
136,137,William Carvalho,pt POR,MF,Betis,29,1992,33,1805,55,52.8,20.1,20,79,8,13,18,2,1.82,37,25,+12,+0.60,+0.04,35.2,32.9,+2.3,+0.11,-0.33,Matches
137,138,Casemiro,br BRA,MF,Real Madrid,29,1992,32,2569,80,75.1,28.5,31,82,22,1,30,2,2.13,52,23,+29,+1.02,-1.10,56.2,36.0,+20.1,+0.70,-0.41,Matches
138,139,Kiko Casilla,es ESP,GK,Elche,34,1986,14,1260,90,36.8,14.0,14,90,14,0,,20,0.93,12,17,-5,-0.36,-0.07,12.8,21.2,-8.4,-0.60,+0.24,Matches
139,140,Javier Castro,es ESP,DF,Celta Vigo,20,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
140,141,Catena,es ESP,DF,Rayo Vallecano,26,1994,36,3240,90,94.7,36.0,36,90,36,0,,0,1.17,39,46,-7,-0.19,+1.81,49.0,48.8,+0.3,+0.01,+1.00,Matches
141,142,Dani Ceballos,es ESP,MF,Real Madrid,24,1996,11,276,25,8.1,3.1,2,80,1,9,13,6,2.64,8,2,+6,+1.96,+0.73,7.1,5.3,+1.8,+0.60,-0.23,Matches
142,143,Franco Cervi,ar ARG,MF,Celta Vigo,27,1994,33,1801,55,52.7,20.0,21,70,3,12,28,2,1.24,31,22,+9,+0.45,+0.95,23.8,25.4,-1.6,-0.08,-0.01,Matches
143,144,César,es ESP,MF,Elche,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
144,145,Chapela,es ESP,"MF,FW",Cádiz,22,1999,9,398,44,11.6,4.4,4,64,0,5,29,11,0.78,4,9,-5,-1.13,-0.80,2.4,8.0,-5.6,-1.26,-1.14,Matches
145,146,Chema,es ESP,MF,Getafe,29,1992,1,45,45,1.3,0.5,1,45,0,0,,10,0.00,0,4,-4,-8.00,-7.89,0.3,0.9,-0.6,-1.16,-0.94,Matches
146,147,Denis Cheryshev,ru RUS,"MF,FW",Valencia,30,1990,17,563,33,16.5,6.3,5,71,0,12,17,12,1.47,12,9,+3,+0.48,+0.73,10.7,9.9,+0.9,+0.14,+0.34,Matches
147,148,Chinchu,es ESP,DF,Getafe,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
148,149,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,22,1999,27,1333,49,39.0,14.8,12,78,3,15,27,0,1.63,26,14,+12,+0.81,+0.21,26.6,23.5,+3.1,+0.21,-0.37,Matches
149,150,Víctor Chust,es ESP,DF,Cádiz,21,2000,25,1830,73,53.5,20.3,20,85,17,5,28,12,1.08,22,27,-5,-0.25,+0.38,22.7,27.6,-4.9,-0.24,+0.04,Matches
150,151,Jasper Cillessen,nl NED,GK,Valencia,32,1989,17,1457,86,42.6,16.2,17,86,16,0,,12,1.18,22,29,-7,-0.43,-0.52,21.6,23.9,-2.3,-0.14,0.00,Matches
151,152,Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,31,1097,35,32.1,12.2,11,64,1,20,20,4,1.23,12,15,-3,-0.25,+0.06,16.2,17.6,-1.3,-0.11,-0.09,Matches
152,153,Carlos Clerc,es ESP,DF,Levante,29,1992,19,1514,80,44.3,16.8,18,84,13,1,6,5,0.42,16,37,-21,-1.25,-1.06,21.0,25.6,-4.6,-0.27,-0.50,Matches
153,154,Coke,es ESP,DF,Levante,34,1987,6,118,20,3.5,1.3,1,84,0,5,7,32,2.00,6,2,+4,+3.05,+3.84,5.4,3.1,+2.4,+1.81,+1.86,Matches
154,155,Álex Collado,es ESP,"MF,FW",Granada,22,1999,17,1020,60,29.8,11.3,13,71,3,4,23,2,0.88,9,16,-7,-0.62,-0.24,12.9,17.8,-4.9,-0.43,+0.11,Matches
155,156,Arnau Comas,es ESP,DF,Barcelona,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
156,157,Eray Cömert,ch SUI,DF,Valencia,23,1998,8,408,51,11.9,4.5,5,79,2,3,5,8,1.13,5,6,-1,-0.22,-0.10,5.4,5.0,+0.4,+0.08,+0.25,Matches
157,158,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,1996,35,2682,77,78.4,29.8,32,81,13,3,34,0,1.09,32,34,-2,-0.07,+1.03,40.3,36.9,+3.3,+0.11,+0.73,Matches
158,159,Diego Conde,es ESP,GK,Getafe,22,1998,1,6,6,0.2,0.1,0,,0,1,6,36,3.00,1,0,+1,+15.00,+15.24,0.2,0.2,+0.1,+0.78,+1.02,Matches
159,160,Francis Coquelin,fr FRA,MF,Villarreal,30,1991,20,830,42,24.3,9.2,8,69,1,12,24,1,1.05,9,10,-1,-0.11,-1.05,10.9,13.2,-2.3,-0.25,-0.90,Matches
160,161,Jesús Corona,mx MEX,"FW,DF",Sevilla,28,1993,18,1157,64,33.8,12.9,12,76,3,6,40,0,1.44,14,10,+4,+0.31,-0.44,16.6,14.6,+1.9,+0.15,+0.02,Matches
161,162,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,26,1995,36,1856,52,54.3,20.6,21,69,5,15,27,0,1.89,39,21,+18,+0.87,+0.64,33.9,18.8,+15.1,+0.73,+0.46,Matches
162,163,Thierry Correia,pt POR,DF,Valencia,22,1999,19,1414,74,41.3,15.7,18,78,9,1,19,1,1.21,20,11,+9,+0.57,+1.20,16.3,15.2,+1.1,+0.07,+0.36,Matches
163,164,Hélder Costa,ao ANG,"MF,FW",Valencia,27,1994,22,1118,51,32.7,12.4,13,80,5,9,9,11,1.27,14,23,-9,-0.72,-0.88,14.5,18.9,-4.4,-0.35,-0.31,Matches
164,165,Jaume Costa,es ESP,DF,Mallorca,33,1988,25,1828,73,53.5,20.3,21,85,14,4,13,6,1.00,17,32,-15,-0.74,-0.06,22.6,28.4,-5.8,-0.28,-0.03,Matches
165,166,Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,36,3240,90,94.7,36.0,36,90,36,0,,1,2.36,79,29,+50,+1.39,+1.89,75.7,42.7,+33.0,+0.92,+2.11,Matches
166,167,Philippe Coutinho,br BRA,"MF,FW",Barcelona,29,1992,12,503,42,14.7,5.6,5,62,0,7,27,4,1.33,7,7,0,0.00,-0.93,11.3,7.4,+3.9,+0.70,-0.04,Matches
167,168,Cristian,es ESP,GK,Valencia,23,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
168,169,Cristo,es ESP,DF,Real Sociedad,21,2000,1,17,17,0.5,0.2,0,,0,1,17,3,3.00,1,0,+1,+5.29,+5.24,1.0,0.0,+1.0,+5.32,+4.98,Matches
169,170,Juan Cruz Armada,es ESP,DF,Osasuna,29,1992,23,1934,84,56.5,21.5,22,87,19,1,12,9,1.13,19,27,-8,-0.37,-0.01,20.1,23.7,-3.6,-0.17,+0.12,Matches
170,171,Marc Cucurella,es ESP,"MF,DF",Getafe,23,1998,1,23,23,0.7,0.3,0,,0,1,23,0,0.00,0,0,0,0.00,+0.21,0.8,0.0,+0.8,+3.03,+3.28,Matches
171,172,Jorge Cuenca,es ESP,DF,Villarreal,21,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
172,173,Jorge Cuenca,es ESP,DF,Getafe,21,1999,32,2683,84,78.5,29.8,31,86,26,1,10,0,1.09,26,32,-6,-0.20,+0.04,26.0,34.7,-8.7,-0.29,-0.29,Matches
173,174,Pablo Cuñat,es ESP,GK,Levante,19,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
174,175,Matheus Cunha,br BRA,FW,Atlético Madrid,22,1999,29,1063,37,31.1,11.8,8,70,0,21,24,1,1.59,28,14,+14,+1.19,+0.88,24.5,15.1,+9.5,+0.80,+0.40,Matches
175,176,Sergi Darder,es ESP,MF,Espanyol,27,1993,36,3125,87,91.4,34.7,36,87,25,0,,0,1.14,39,49,-10,-0.29,+0.63,36.0,52.4,-16.4,-0.47,-0.41,Matches
176,177,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27,1994,36,2151,60,62.9,23.9,24,77,9,12,26,1,1.81,43,24,+19,+0.79,+0.58,39.9,23.3,+16.6,+0.70,+0.46,Matches
177,178,Lucas De Vega,br BRA,MF,Barcelona,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
178,179,Thomas Delaney,dk DEN,MF,Sevilla,29,1991,26,1549,60,45.3,17.2,15,82,9,11,29,1,1.96,23,12,+11,+0.64,+0.06,19.0,22.7,-3.6,-0.21,-0.63,Matches
179,180,Fran Delgado,es ESP,DF,Betis,20,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
180,181,Ousmane Dembélé,fr FRA,FW,Barcelona,24,1997,21,1409,67,41.2,15.7,15,84,7,6,25,2,2.05,33,14,+19,+1.21,+0.72,30.5,15.4,+15.2,+0.97,+0.40,Matches
181,182,Yusuf Demir,at AUT,FW,Barcelona,18,2003,6,192,32,5.6,2.1,2,60,0,4,18,10,1.50,2,1,+1,+0.47,-0.34,3.4,2.6,+0.8,+0.37,-0.38,Matches
182,183,Memphis Depay,nl NED,FW,Barcelona,27,1994,28,1851,66,54.1,20.6,20,85,15,8,19,1,1.75,31,21,+10,+0.49,-0.66,34.7,22.7,+12.1,+0.59,-0.32,Matches
183,184,Sergiño Dest,us USA,"DF,FW",Barcelona,20,2000,21,1512,72,44.2,16.8,17,84,9,4,20,4,1.67,23,15,+8,+0.48,-0.56,29.2,15.7,+13.6,+0.81,+0.13,Matches
184,185,Boulaye Dia,sn SEN,FW,Villarreal,24,1996,25,1269,51,37.1,14.1,13,75,3,12,25,4,1.56,22,9,+13,+0.92,+0.38,27.5,18.0,+9.5,+0.68,+0.38,Matches
185,186,Mouctar Diakhaby,gn GUI,DF,Valencia,24,1996,29,1948,67,57.0,21.6,21,85,17,8,20,4,1.31,23,35,-12,-0.55,-0.98,21.6,33.0,-11.4,-0.53,-0.90,Matches
186,187,Javier Díaz,es ESP,GK,Sevilla,24,1997,1,90,90,2.6,1.0,1,90,1,0,,33,1.00,1,1,0,0.00,-0.62,1.4,0.7,+0.6,+0.65,+0.53,Matches
187,188,Víctor Díaz,es ESP,DF,Granada,33,1988,22,1500,68,43.9,16.7,18,78,10,4,23,11,1.09,22,32,-10,-0.60,-0.27,20.3,29.6,-9.4,-0.56,-0.09,Matches
188,189,Sergio Diez Roldan,es ESP,DF,Atlético Madrid,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
189,190,Landry Dimata,be BEL,"FW,MF",Espanyol,23,1997,17,541,32,15.8,6.0,4,73,1,13,19,14,0.94,6,10,-4,-0.67,-0.38,8.2,11.1,-2.9,-0.48,-0.06,Matches
190,191,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,31,2772,89,81.1,30.8,30,90,30,1,72,6,1.32,35,37,-2,-0.06,+1.19,40.0,39.1,+0.9,+0.03,+0.39,Matches
191,192,Matías Dituro,ar ARG,GK,Celta Vigo,34,1987,38,3420,90,100.0,38.0,38,90,38,0,,0,1.21,43,43,0,0.00,,46.7,49.6,-2.8,-0.07,,Matches
192,193,Djené,tg TOG,DF,Getafe,29,1991,35,3115,89,91.1,34.6,35,89,33,0,,0,1.00,30,37,-7,-0.20,+0.09,31.4,35.5,-4.1,-0.12,+1.26,Matches
193,194,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,21,1999,7,219,31,6.4,2.4,1,70,0,6,25,17,1.43,3,4,-1,-0.41,-0.52,3.4,3.7,-0.3,-0.13,-0.52,Matches
194,195,Marko Dmitrović,rs SRB,GK,Sevilla,29,1992,6,540,90,15.8,6.0,6,90,6,0,,31,2.33,12,5,+7,+1.17,+0.67,9.5,6.1,+3.4,+0.57,+0.52,Matches
195,196,Jaume Doménech,es ESP,GK,Valencia,30,1990,4,343,86,10.0,3.8,3,90,3,1,73,28,1.75,8,4,+4,+1.05,+1.31,4.8,5.3,-0.5,-0.14,0.00,Matches
