,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches
127,128,Alexander Callens,pe PER,DF,NYCFC,29,1992,26.5,1428,1623,88.0,24743,9842,638,683,93.4,661,714,92.6,105,178,59.0,1,0.5,0.4,+0.5,2,70,6,1,69,Matches
128,129,Francisco Calvo,cr CRC,DF,San Jose,29,1992,13.0,796,956,83.3,16445,6407,257,280,91.8,416,469,88.7,120,188,63.8,0,0.5,0.5,-0.5,4,62,3,1,53,Matches
129,130,Rudy Camacho,fr FRA,DF,CF Montréal,30,1991,27.5,1601,1818,88.1,30343,13418,597,631,94.6,814,888,91.7,166,248,66.9,0,0.6,0.8,-0.6,5,103,4,0,83,Matches
130,131,Geoff Cameron,us USA,DF,FC Cincinnati,36,1985,23.5,672,840,80.0,13536,5912,199,229,86.9,398,462,86.1,72,129,55.8,1,0.7,0.3,+0.3,4,54,0,0,48,Matches
131,132,Leonardo Campana,ec ECU,FW,Inter Miami,21,2000,17.6,277,357,77.6,4397,524,159,183,86.9,77,97,79.4,29,38,76.3,1,1.9,1.1,-0.9,12,17,9,1,22,Matches
132,133,George Campbell,us USA,DF,Atlanta Utd,20,2001,16.4,837,974,85.9,15206,5460,347,373,93.0,396,435,91.0,81,127,63.8,0,0.7,0.4,-0.7,7,49,2,0,45,Matches
133,134,Russell Canouse,us USA,MF,D.C. United,26,1995,13.2,332,426,77.9,5534,1546,157,194,80.9,135,158,85.4,31,45,68.9,1,0.7,1.0,+0.3,7,33,5,0,28,Matches
134,135,Nathan Cardoso,br BRA,DF,San Jose,26,1995,25.2,1257,1446,86.9,25337,9173,379,437,86.7,729,774,94.2,141,201,70.1,0,0.1,0.3,-0.1,5,43,4,0,54,Matches
135,136,Antonio Carlos,br BRA,DF,Orlando City,28,1993,18.1,758,871,87.0,15698,5713,226,239,94.6,412,454,90.7,113,161,70.2,1,0.1,0.2,+0.9,4,56,2,0,54,Matches
136,137,Wikelman Carmona,ve VEN,"MF,FW",NY Red Bulls,18,2003,0.5,13,15,86.7,149,29,7,8,87.5,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0,Matches
137,138,Julián Carranza,ar ARG,FW,Philadelphia,21,2000,24.6,439,602,72.9,5823,1114,286,354,80.8,120,150,80.0,17,25,68.0,6,2.5,2.0,+3.5,18,26,14,1,33,Matches
138,139,Adalberto Carrasquilla,pa PAN,MF,Houston Dynamo,23,1998,26.6,1031,1292,79.8,19513,5917,448,508,88.2,412,480,85.8,155,244,63.5,3,3.9,3.4,-0.9,36,170,26,3,128,Matches
139,140,Wilder Cartagena,pe PER,MF,Orlando City,27,1994,3.7,154,181,85.1,2758,828,75,79,94.9,61,72,84.7,17,24,70.8,0,0.1,0.1,-0.1,3,13,2,0,10,Matches
140,141,Javier Casas,us USA,MF,Chicago Fire,18,2003,0.4,20,25,80.0,340,36,9,11,81.8,9,11,81.8,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
141,142,Julio Cascante,cr CRC,DF,Austin,28,1993,30.2,1594,1876,85.0,33737,12947,443,503,88.1,893,980,91.1,241,347,69.5,2,0.9,1.1,+1.1,11,153,7,0,115,Matches
142,143,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,22,2000,24.4,685,967,70.8,11071,4003,339,430,78.8,277,364,76.1,51,94,54.3,4,3.2,2.9,+0.8,38,102,28,6,99,Matches
143,144,Valentín Castellanos,ar ARG,FW,NYCFC,23,1998,16.2,271,436,62.2,4002,1071,154,215,71.6,83,129,64.3,19,34,55.9,2,3.7,3.7,-1.7,31,21,23,3,43,Matches
144,145,Lucas Cavallini,ca CAN,FW,Vancouver,29,1992,16.8,287,396,72.5,4603,923,160,201,79.6,78,113,69.0,29,41,70.7,1,2.0,1.6,-1.0,14,27,9,4,22,Matches
145,146,Roman Celentano,us USA,GK,FC Cincinnati,21,2000,27.0,404,680,59.4,13385,10622,57,59,96.6,156,158,98.7,190,461,41.2,0,0.0,0.0,0.0,0,12,0,0,0,Matches
146,147,Darwin Cerén,sv SLV,MF,Houston Dynamo,32,1989,12.5,471,540,87.2,9250,2660,175,189,92.6,219,245,89.4,72,93,77.4,0,1.0,0.7,-1.0,12,47,2,0,46,Matches
147,148,Edwin Cerrillo,us USA,MF,FC Dallas,21,2000,21.0,968,1083,89.4,16510,4649,450,482,93.4,412,451,91.4,83,104,79.8,0,0.4,0.5,-0.4,7,79,5,2,60,Matches
148,149,Maikel Chang,cu CUB,"MF,FW",Real Salt Lake,30,1991,20.4,503,703,71.6,8459,2289,233,284,82.0,205,273,75.1,49,87,56.3,4,4.0,4.1,0.0,34,32,30,16,55,Matches
149,150,Maxime Chanot,lu LUX,DF,NYCFC,32,1989,16.0,733,854,85.8,15083,5459,218,235,92.8,405,442,91.6,103,153,67.3,1,0.1,0.2,+0.9,1,34,1,0,32,Matches
150,151,Diego Chará,co COL,MF,Portland Timbers,35,1986,27.1,1208,1377,87.7,21716,7513,529,571,92.6,525,584,89.9,127,163,77.9,2,1.9,1.3,+0.1,15,133,11,2,94,Matches
151,152,Yimmi Chará,co COL,"MF,FW",Portland Timbers,30,1991,30.7,1163,1404,82.8,18211,5035,632,692,91.3,402,470,85.5,89,159,56.0,3,3.6,4.5,-0.6,52,102,34,3,103,Matches
152,153,Giorgio Chiellini,it ITA,DF,Los Angeles FC,37,1984,7.9,346,419,82.6,7282,2651,103,113,91.2,193,218,88.5,46,78,59.0,1,0.5,0.4,+0.5,2,48,1,0,43,Matches
153,154,Mathieu Choiniere,ca CAN,"DF,MF",CF Montréal,22,1999,15.3,678,800,84.8,10067,3000,386,430,89.8,234,270,86.7,35,49,71.4,0,1.0,1.0,-1.0,13,54,10,3,48,Matches
154,155,Léo Chú,br BRA,"FW,MF",Seattle,21,2000,9.1,161,224,71.9,2128,576,109,124,87.9,39,67,58.2,7,9,77.8,2,1.1,1.2,+0.9,9,8,9,4,13,Matches
155,156,Kadin Chung,ca CAN,DF,Toronto FC,23,1998,5.0,197,246,80.1,3053,917,108,121,89.3,72,86,83.7,9,22,40.9,1,0.1,0.2,+0.9,3,13,4,1,11,Matches
156,157,José Cifuentes,ec ECU,MF,Los Angeles FC,22,1999,26.1,946,1208,78.3,14644,5071,509,581,87.6,325,416,78.1,70,123,56.9,6,5.2,4.6,+0.8,41,144,41,3,151,Matches
157,158,Ronaldo Cisneros,mx MEX,FW,Atlanta Utd,25,1997,19.2,252,324,77.8,3283,368,157,185,84.9,65,84,77.4,9,11,81.8,1,1.3,0.9,-0.3,21,11,3,0,10,Matches
158,159,Abdoulaye Cissoko,fr FRA,DF,Seattle,22,1999,4.5,228,261,87.4,4095,1600,94,97,96.9,112,124,90.3,19,35,54.3,0,0.0,0.0,0.0,0,6,0,0,4,Matches
159,160,Caden Clark,us USA,"FW,MF",NY Red Bulls,18,2003,5.4,63,103,61.2,962,356,40,54,74.1,18,34,52.9,3,6,50.0,1,0.6,0.7,+0.4,5,5,6,0,11,Matches
160,161,Steve Clark,us USA,GK,Houston Dynamo,35,1986,32.3,949,1201,79.0,23193,16080,238,240,99.2,459,465,98.7,239,482,49.6,0,0.0,0.0,0.0,0,6,0,0,0,Matches
161,162,Stefan Cleveland,us USA,GK,Seattle,27,1994,7.0,179,232,77.2,4543,3150,36,36,100.0,96,98,98.0,45,95,47.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
162,163,Jackson Conway,us USA,"FW,MF",Atlanta Utd,20,2001,0.4,2,2,100.0,37,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
163,164,Gabriele Corbo,it ITA,DF,CF Montréal,22,2000,12.6,582,681,85.5,10970,4728,233,242,96.3,274,317,86.4,67,102,65.7,0,0.6,1.0,-0.6,4,73,6,1,47,Matches
164,165,Sergio Córdova,ve VEN,"FW,MF",Real Salt Lake,24,1997,25.3,317,450,70.4,4495,881,190,249,76.3,96,132,72.7,17,27,63.0,1,1.8,1.5,-0.8,25,25,10,2,28,Matches
165,166,Carlos Coronel,br BRA,GK,NY Red Bulls,25,1996,33.0,493,912,54.1,16327,13345,69,70,98.6,209,217,96.3,214,621,34.5,0,0.0,0.0,0.0,0,14,0,0,0,Matches
166,167,Washington Corozo,ec ECU,"MF,FW",Austin,23,1998,0.6,15,18,83.3,218,43,10,10,100.0,3,4,75.0,1,2,50.0,1,0.6,0.0,+0.4,1,2,0,0,0,Matches
167,168,Guzmán Corujo,uy URU,DF,Charlotte,25,1996,22.9,1038,1215,85.4,21046,6610,278,295,94.2,664,715,92.9,94,187,50.3,0,0.4,0.3,-0.4,3,43,5,1,42,Matches
168,169,Douglas Costa,br BRA,"MF,FW",LA Galaxy,31,1990,15.6,725,927,78.2,12854,3325,357,418,85.4,239,299,79.9,102,151,67.5,1,3.7,4.3,-2.7,32,78,33,7,91,Matches
169,170,Séga Coulibaly,fr FRA,DF,LA Galaxy,25,1996,23.9,1281,1400,91.5,24999,8789,392,415,94.5,769,800,96.1,110,166,66.3,0,0.1,0.2,-0.1,1,49,0,0,54,Matches
170,171,Cade Cowell,us USA,"FW,MF",San Jose,18,2003,17.3,304,402,75.6,4599,903,192,226,85.0,95,129,73.6,14,27,51.9,3,1.6,1.7,+1.4,20,17,12,2,27,Matches
171,172,Brandan Craig,us USA,MF,Philadelphia,17,2004,0.0,3,3,100.0,63,9,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
172,173,Maxime Crépeau,ca CAN,GK,Los Angeles FC,27,1994,33.0,695,968,71.8,20005,15186,127,127,100.0,325,328,99.1,241,507,47.5,0,0.0,0.0,0.0,0,10,0,0,0,Matches
173,174,Domenico Criscito,it ITA,DF,Toronto FC,35,1986,13.2,697,864,80.7,11951,5579,346,384,90.1,272,326,83.4,66,114,57.9,0,1.4,1.3,-1.4,18,66,11,3,76,Matches
174,175,Daniel Crisostomo,us USA,MF,Los Angeles FC,25,1997,0.3,10,12,83.3,155,72,5,5,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
175,176,Cody Cropper,us USA,GK,Vancouver,28,1993,13.7,208,307,67.8,6651,5095,38,38,100.0,94,95,98.9,76,173,43.9,1,0.1,0.0,+0.9,1,6,0,0,0,Matches
176,177,Allan Cruz,cr CRC,MF,FC Cincinnati,25,1996,4.5,132,165,80.0,2056,585,71,79,89.9,48,58,82.8,10,18,55.6,0,0.5,0.6,-0.5,4,13,5,0,13,Matches
177,178,Adrián Cubas,py PAR,MF,Vancouver,25,1996,15.0,,,,,,,,,,,,,,,0,,,,,,,,,Matches
178,179,Cucho,co COL,FW,Columbus Crew,22,1999,14.4,347,492,70.5,6369,1592,169,205,82.4,119,162,73.5,49,75,65.3,2,1.3,1.3,+0.7,19,33,21,1,50,Matches
179,180,Rafael Czichos,de GER,DF,Chicago Fire,31,1990,25.9,1026,1252,81.9,21670,9911,276,321,86.0,577,641,90.0,167,264,63.3,0,0.8,1.0,-0.8,7,78,10,2,79,Matches
180,181,Cristián Dajome,co COL,"DF,MF",Vancouver,28,1994,20.0,556,759,73.3,9233,3189,284,330,86.1,215,298,72.1,48,78,61.5,4,2.9,2.7,+1.1,22,51,25,8,79,Matches
181,182,Jesús Daniel Bueno,ve VEN,MF,Philadelphia,22,1999,0.1,5,7,71.4,73,13,3,5,60.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
182,183,Abu Danladi,gh GHA,"FW,MF",Minnesota Utd,26,1995,7.0,115,170,67.6,1550,451,67,82,81.7,35,55,63.6,4,13,30.8,0,0.7,1.0,-0.7,6,6,4,2,11,Matches
183,184,Bode Davis,us USA,"MF,FW",Real Salt Lake,19,2002,1.0,36,53,67.9,535,167,17,22,77.3,17,23,73.9,0,4,0.0,0,0.4,0.2,-0.4,3,3,1,0,7,Matches
184,185,Jake Davis,us USA,"MF,FW",Sporting KC,20,2002,0.2,9,9,100.0,149,13,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Matches
185,186,Sean Davis,us USA,MF,Nashville,28,1993,31.5,1060,1220,86.9,17256,4756,536,592,90.5,423,476,88.9,75,101,74.3,1,0.6,1.2,+0.4,10,107,10,1,89,Matches
186,187,Miloš Degenek,au AUS,DF,Columbus Crew,27,1994,24.8,1068,1272,84.0,20843,8578,356,388,91.8,572,640,89.4,129,208,62.0,0,0.3,0.2,-0.3,6,73,2,0,55,Matches
187,188,Alex DeJohn,us USA,DF,Atlanta Utd,30,1991,4.6,247,284,87.0,4393,1720,85,96,88.5,145,156,92.9,13,23,56.5,0,0.0,0.1,0.0,0,14,1,0,12,Matches
188,189,A.J. DeLaGarza,gu GUM,"DF,MF",New England,34,1987,3.2,115,147,78.2,1803,594,58,63,92.1,48,57,84.2,8,20,40.0,0,0.1,0.0,-0.1,1,6,1,0,5,Matches
189,190,Marky Delgado,us USA,MF,LA Galaxy,26,1995,27.9,1749,1995,87.7,28773,9269,864,952,90.8,687,754,91.1,148,194,76.3,2,2.0,2.8,0.0,29,224,30,8,175,Matches
190,191,Nick DePuy,us USA,DF,LA Galaxy,27,1994,14.4,584,680,85.9,10711,3680,210,231,90.9,326,358,91.1,41,80,51.3,0,0.2,0.2,-0.2,2,15,0,0,21,Matches
191,192,Silvester van der Water,nl NED,FW,Orlando City,25,1996,0.5,10,16,62.5,269,68,2,3,66.7,5,7,71.4,3,5,60.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
192,193,Joey DeZart,us USA,DF,Orlando City,23,1998,0.0,3,3,100.0,51,23,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
193,194,Luis Díaz,cr CRC,FW,Columbus Crew,23,1998,17.0,307,438,70.1,4576,1044,177,214,82.7,100,141,70.9,16,33,48.5,5,2.6,1.8,+2.4,21,7,18,3,26,Matches
194,195,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,32,1989,25.1,794,974,81.5,15587,5902,276,304,90.8,405,471,86.0,97,167,58.1,0,0.2,0.5,-0.2,3,55,2,0,49,Matches
195,196,Clément Diop,sn SEN,GK,Inter Miami,28,1993,3.0,63,93,67.7,1598,1151,9,9,100.0,39,40,97.5,15,44,34.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
196,197,Sofiane Djeffal,fr FRA,MF,D.C. United,22,1999,18.7,621,771,80.5,12323,3695,224,263,85.2,290,329,88.1,92,141,65.2,1,0.5,0.7,+0.5,9,71,8,0,67,Matches
197,198,Moussa Djitte,sn SEN,FW,Austin,22,1999,5.1,56,70,80.0,853,147,30,39,76.9,18,21,85.7,5,5,100.0,2,0.7,0.3,+1.3,4,6,0,0,2,Matches
198,199,Ethan Dobbelaere,us USA,"DF,MF",Seattle,19,2002,3.0,120,144,83.3,1602,479,82,92,89.1,36,43,83.7,0,3,0.0,0,0.2,0.5,-0.2,2,6,3,2,4,Matches
199,200,Cecilio Domínguez,py PAR,"FW,MF",Austin,27,1994,3.1,77,103,74.8,1199,231,43,52,82.7,25,34,73.5,6,10,60.0,0,0.8,0.4,-0.8,4,2,4,2,5,Matches
200,201,Christopher Donovan,us USA,FW,Philadelphia,21,2000,1.2,19,40,47.5,270,83,11,20,55.0,7,13,53.8,0,1,0.0,0,0.1,0.1,-0.1,1,3,0,0,3,Matches
201,202,Griffin Dorsey,us USA,DF,Houston Dynamo,22,1999,18.3,607,772,78.6,10494,3043,264,297,88.9,290,335,86.6,46,100,46.0,1,1.3,1.7,-0.3,8,44,19,8,50,Matches
202,203,Hassani Dotson,us USA,"DF,MF",Minnesota Utd,24,1997,7.0,259,343,75.5,4516,1794,126,138,91.3,107,142,75.4,21,36,58.3,2,0.6,0.4,+1.4,7,19,6,4,19,Matches
203,204,Sebastián Driussi,ar ARG,MF,Austin,25,1996,32.0,1017,1329,76.5,17650,4339,515,607,84.8,374,458,81.7,105,177,59.3,5,4.5,4.1,+0.5,33,118,38,3,115,Matches
204,205,Bryce Duke,us USA,"MF,FW",Inter Miami,20,2001,16.4,626,786,79.6,9530,2678,362,409,88.5,199,247,80.6,44,80,55.0,4,1.8,2.6,+2.2,26,44,23,5,61,Matches
205,206,Cameron Duke,us USA,"MF,FW",Sporting KC,20,2001,13.6,334,438,76.3,5208,1047,180,219,82.2,121,149,81.2,23,34,67.6,2,1.8,1.6,+0.2,14,22,11,2,27,Matches
206,207,Kyle Duncan,us USA,"DF,MF",NY Red Bulls,24,1997,6.6,199,345,57.7,2979,1466,121,161,75.2,62,117,53.0,11,42,26.2,0,0.4,0.9,-0.4,5,21,8,2,23,Matches
207,208,Jáder Durán,co COL,FW,Chicago Fire,18,2003,15.2,215,309,69.6,3157,610,127,169,75.1,60,88,68.2,15,21,71.4,3,1.8,1.3,+1.2,8,13,5,2,14,Matches
208,209,Chris Durkin,us USA,MF,D.C. United,21,2000,24.9,796,1094,72.8,14982,4920,326,391,83.4,345,424,81.4,107,211,50.7,4,3.4,2.8,+0.6,18,103,22,7,96,Matches
209,210,Dom Dwyer,us USA,FW,Atlanta Utd,31,1990,6.9,64,100,64.0,1054,379,33,47,70.2,16,24,66.7,10,15,66.7,0,0.6,0.5,-0.6,6,8,2,0,12,Matches
210,211,Jeremy Ebobisse,us USA,FW,San Jose,24,1997,32.7,554,681,81.4,8445,1370,318,381,83.5,170,195,87.2,45,62,72.6,2,2.4,2.6,-0.4,28,41,20,2,46,Matches
211,212,Daniel Edelman,us USA,MF,NY Red Bulls,18,2003,11.0,283,379,74.7,4748,1811,131,166,78.9,104,131,79.4,27,45,60.0,0,0.2,0.6,-0.2,6,43,10,0,42,Matches
212,213,Javier Eduardo López,mx MEX,"MF,FW",San Jose,27,1994,2.6,73,103,70.9,1067,380,40,47,85.1,22,30,73.3,5,16,31.3,0,0.1,0.4,-0.1,2,9,4,0,7,Matches
213,214,Earl Edwards Jr.,us USA,GK,New England,30,1992,4.0,62,90,68.9,1910,1499,9,9,100.0,24,25,96.0,29,56,51.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
214,215,Raheem Edwards,ca CAN,DF,LA Galaxy,26,1995,25.3,1088,1354,80.4,17303,5634,581,667,87.1,400,478,83.7,83,128,64.8,3,2.3,3.0,+0.7,25,73,38,9,83,Matches
215,216,Tom Edwards,eng ENG,DF,NY Red Bulls,23,1999,18.4,554,960,57.7,12351,6118,176,209,84.2,258,373,69.2,113,349,32.4,0,0.7,1.4,-0.7,15,69,15,7,56,Matches
216,217,Jack Elliott,eng ENG,DF,Philadelphia,26,1995,31.8,939,1237,75.9,21151,8887,261,300,87.0,480,559,85.9,193,349,55.3,1,0.9,0.2,+0.1,4,58,3,0,49,Matches
217,218,Kalil ElMedkhar,us USA,"FW,MF",FC Dallas,22,1999,1.1,28,36,77.8,414,105,16,17,94.1,8,12,66.7,3,3,100.0,0,0.0,0.1,0.0,0,0,0,0,2,Matches
218,219,Franco Escobar,ar ARG,DF,Los Angeles FC,26,1995,12.8,560,694,80.7,8602,3026,307,338,90.8,199,247,80.6,32,63,50.8,1,0.9,1.3,+0.1,14,40,8,2,40,Matches
219,220,Adam Esparza,us USA,MF,LA Galaxy,19,2002,0.1,9,9,100.0,154,21,4,4,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
220,221,Cristian Espinoza,ar ARG,"FW,MF",San Jose,26,1995,31.6,979,1351,72.5,16850,3937,518,570,90.9,326,448,72.8,115,246,46.7,9,9.7,9.8,-0.7,77,42,48,18,63,Matches
221,222,Jhon Espinoza,ec ECU,"DF,FW",Chicago Fire,22,1999,5.5,147,201,73.1,2256,1000,79,87,90.8,53,76,69.7,9,24,37.5,0,0.4,0.3,-0.4,4,7,5,2,12,Matches
222,223,Roger Espinoza,hn HON,MF,Sporting KC,35,1986,20.8,678,861,78.7,13110,3308,289,342,84.5,257,303,84.8,117,168,69.6,1,2.0,2.6,-1.0,22,86,17,3,79,Matches
223,224,Lucas Esteves,br BRA,"DF,MF",Colorado Rapids,21,2000,25.2,816,1092,74.7,13859,4413,394,441,89.3,343,440,78.0,64,148,43.2,2,2.5,2.1,-0.5,17,62,17,5,67,Matches
224,225,Michael Estrada,ec ECU,FW,D.C. United,25,1996,9.6,89,142,62.7,1452,300,49,65,75.4,27,48,56.3,8,14,57.1,3,2.0,1.5,+1.0,8,10,4,1,9,Matches
225,226,Derrick Etienne,ht HAI,"FW,DF",Columbus Crew,25,1996,24.6,570,735,77.6,9046,2136,293,346,84.7,219,269,81.4,37,71,52.1,6,4.0,4.5,+2.0,36,25,31,7,50,Matches
226,227,Diego Fagúndez,uy URU,FW,Austin,26,1995,30.0,896,1183,75.7,14094,4393,509,565,90.1,296,380,77.9,69,180,38.3,12,7.9,9.0,+4.1,67,51,57,9,97,Matches
227,228,Mamadou Fall,sn SEN,DF,Los Angeles FC,19,2002,13.3,609,764,79.7,11341,4915,225,257,87.5,334,378,88.4,49,114,43.0,1,1.1,0.3,-0.1,6,48,1,1,55,Matches
228,229,Marco Farfan,us USA,DF,FC Dallas,23,1998,30.3,1269,1523,83.3,19242,5547,692,752,92.0,477,560,85.2,63,135,46.7,3,2.3,1.9,+0.7,17,76,25,3,70,Matches
229,230,Andrew Farrell,us USA,DF,New England,29,1992,30.9,1469,1738,84.5,30927,13135,452,493,91.7,779,858,90.8,232,361,64.3,0,0.1,0.6,-0.1,3,135,3,0,92,Matches
230,231,Mohamed Farsi,ca CAN,"DF,FW",Columbus Crew,22,1999,0.9,45,56,80.4,650,148,25,28,89.3,16,21,76.2,3,4,75.0,1,0.2,0.2,+0.8,3,1,2,2,1,Matches
231,232,Felipe,br BRA,"MF,FW",Austin,31,1990,8.2,289,355,81.4,4563,1387,159,178,89.3,109,125,87.2,16,38,42.1,2,0.4,1.0,+1.6,4,33,9,0,36,Matches
232,233,Thiago Fernandes,br BRA,"FW,MF",Houston Dynamo,20,2001,0.2,7,13,53.8,70,19,6,7,85.7,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
233,234,Omir Fernandez,us USA,"MF,FW",NY Red Bulls,22,1999,16.0,197,296,66.6,2881,864,107,135,79.3,66,96,68.8,12,28,42.9,3,2.7,2.1,+0.3,17,20,14,1,30,Matches
234,235,Jesus Ferreira,us USA,"FW,MF",FC Dallas,21,2000,29.5,620,869,71.3,11282,2872,278,335,83.0,231,293,78.8,87,170,51.2,6,5.0,4.5,+1.0,51,56,34,5,70,Matches
235,236,Sebastián Ferreira,py PAR,FW,Houston Dynamo,23,1998,25.8,345,478,72.2,4618,697,192,252,76.2,84,108,77.8,24,34,70.6,3,1.7,1.3,+1.3,26,14,4,1,15,Matches
236,237,Stuart Findlay,sct SCO,DF,Philadelphia,26,1995,4.0,94,124,75.8,2016,871,33,34,97.1,42,54,77.8,19,35,54.3,0,0.1,0.1,-0.1,2,5,2,2,6,Matches
237,238,Ethan Finlay,us USA,FW,Austin,31,1990,20.3,323,456,70.8,4858,1368,195,243,80.2,99,135,73.3,20,42,47.6,5,3.1,3.3,+1.9,18,8,23,9,33,Matches
238,239,Oniel Fisher,jm JAM,DF,Minnesota Utd,30,1991,7.0,273,355,76.9,4095,1676,147,169,87.0,107,129,82.9,10,30,33.3,0,0.1,0.2,-0.1,1,15,2,2,13,Matches
239,240,Leon Flach,us USA,MF,Philadelphia,20,2001,30.5,572,745,76.8,8478,2681,300,367,81.7,233,286,81.5,19,40,47.5,2,1.2,0.8,+0.8,16,42,8,2,51,Matches
240,241,Ashley Fletcher,eng ENG,FW,NY Red Bulls,26,1995,2.8,39,61,63.9,507,97,26,34,76.5,9,18,50.0,2,2,100.0,0,0.7,0.2,-0.7,5,4,4,0,5,Matches
241,242,Kristian Fletcher,us USA,FW,D.C. United,16,2005,0.7,14,18,77.8,244,11,8,11,72.7,4,4,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
242,243,Edison Flores,pe PER,MF,D.C. United,27,1994,9.2,171,237,72.2,2429,633,102,116,87.9,50,71,70.4,10,17,58.8,0,1.0,1.1,-1.0,11,15,9,0,19,Matches
243,244,George Fochive,us USA,MF,Portland Timbers,29,1992,0.3,6,7,85.7,89,41,2,2,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
244,245,Nathan Fogaça,br BRA,FW,Portland Timbers,22,1999,4.5,71,104,68.3,940,139,44,58,75.9,21,27,77.8,3,7,42.9,0,0.1,0.2,-0.1,5,4,2,0,5,Matches
245,246,Andreu Fontàs,es ESP,DF,Sporting KC,32,1989,27.1,1625,1867,87.0,33642,11803,451,484,93.2,937,1009,92.9,221,340,65.0,0,0.4,0.6,-0.4,5,161,4,1,93,Matches
246,247,Kortne Ford,us USA,DF,Sporting KC,26,1996,9.0,372,458,81.2,8753,2726,81,91,89.0,201,225,89.3,87,130,66.9,0,0.1,0.1,-0.1,3,28,2,0,19,Matches
247,248,Taxiarchis Fountas,gr GRE,"MF,FW",D.C. United,26,1995,16.3,245,359,68.2,3799,816,127,157,80.9,83,114,72.8,22,48,45.8,1,1.9,1.6,-0.9,13,28,12,1,24,Matches
248,249,Franco Fragapane,ar ARG,FW,Minnesota Utd,28,1993,22.4,724,931,77.8,10669,3252,427,494,86.4,219,270,81.1,47,84,56.0,2,3.8,3.7,-1.8,43,59,28,2,73,Matches
249,250,Alan Franco,ar ARG,DF,Atlanta Utd,25,1996,30.2,1730,1933,89.5,33622,12453,589,642,91.7,931,993,93.8,193,255,75.7,2,1.3,1.5,+0.7,8,95,6,0,93,Matches
250,251,Alan Franco,ec ECU,MF,Charlotte,23,1998,8.7,240,316,75.9,3778,877,122,143,85.3,97,116,83.6,13,26,50.0,1,0.6,0.6,+0.4,7,24,8,2,20,Matches
251,252,Kobe Franklin,ca CAN,DF,Toronto FC,18,2003,0.2,1,2,50.0,37,0,0,0,,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
252,253,Stefan Frei,ch SUI,GK,Seattle,35,1986,27.0,672,873,77.0,18928,14057,102,102,100.0,318,325,97.8,250,442,56.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
253,254,Christian Fuchs,at AUT,DF,Charlotte,35,1986,21.6,1196,1518,78.8,24934,9881,415,461,90.0,569,659,86.3,202,353,57.2,0,0.5,1.2,-0.5,7,105,11,4,92,Matches
254,255,Ruben Gabrielsen,no NOR,DF,Austin,29,1992,30.4,1629,1841,88.5,31654,12008,540,580,93.1,892,968,92.1,182,254,71.7,1,0.9,0.9,+0.1,8,100,2,0,75,Matches
255,256,Ray Gaddis,us USA,DF,FC Cincinnati,32,1990,12.6,387,495,78.2,5811,2481,208,240,86.7,158,192,82.3,10,25,40.0,0,1.4,1.6,-1.4,10,28,8,1,32,Matches
256,257,McKinze Gaines,us USA,"MF,FW",Charlotte,23,1998,11.9,219,322,68.0,3317,610,121,143,84.6,85,127,66.9,8,20,40.0,4,4.0,3.3,0.0,14,7,11,4,19,Matches
257,258,Jon Gallagher,ie IRL,DF,Austin,25,1996,23.6,1166,1444,80.7,20873,5399,555,617,90.0,449,545,82.4,143,229,62.4,4,1.9,1.4,+2.1,15,105,19,13,59,Matches
258,259,Pedro Gallese,pe PER,GK,Orlando City,31,1990,32.0,607,776,78.2,15328,11326,177,177,100.0,253,255,99.2,170,337,50.4,0,0.0,0.0,0.0,0,10,0,0,0,Matches
