,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches
437,438,Eric N'Jo,fr FRA,DF,Troyes,17,2004,1.1,36,7,19,16,1,0,36,1,1,100.0,2,1,24,0,Matches
438,439,Vital N'Simba,cd COD,DF,Clermont Foot,28,1993,31.0,2112,62,621,1015,514,20,2112,43,62,69.4,49,40,1336,64,Matches
439,440,Mickael Nade,fr FRA,DF,Saint-Étienne,22,1999,28.5,1514,138,696,788,46,8,1514,10,15,66.7,14,10,887,4,Matches
440,441,Paul Nardi,fr FRA,GK,Lorient,27,1994,22.0,585,494,582,3,0,0,585,1,1,100.0,1,0,170,0,Matches
441,442,Keylor Navas,cr CRC,GK,Paris S-G,34,1986,20.6,586,538,584,2,0,0,586,0,0,,0,0,243,0,Matches
442,443,Papa Ndiaga Yade,sn SEN,"DF,FW",Metz,21,2000,7.7,416,16,112,207,106,6,416,18,31,58.1,27,7,250,16,Matches
443,444,Tanguy Ndombele,fr FRA,MF,Lyon,24,1996,7.8,615,18,109,395,114,13,615,16,24,66.7,20,12,463,12,Matches
444,445,Dan Ndoye,ch SUI,"FW,MF",Nice,20,2000,2.3,79,0,3,37,40,12,79,6,7,85.7,10,3,57,16,Matches
445,446,Neymar,br BRA,"FW,MF",Paris S-G,29,1992,20.6,1610,7,113,722,798,95,1606,58,126,46.0,81,65,1379,197,Matches
446,447,Yvan Neyou,cm CMR,MF,Saint-Étienne,24,1997,10.4,612,24,161,390,69,1,612,7,11,63.6,10,8,402,14,Matches
447,448,Opa Nguette,sn SEN,"FW,MF",Metz,27,1994,11.6,445,20,71,194,187,36,445,25,48,52.1,56,39,324,54,Matches
448,449,Sikou Niakaté,fr FRA,DF,Metz,22,1999,7.3,320,43,191,125,7,4,320,4,6,66.7,2,4,150,0,Matches
449,450,Ibrahima Niane,sn SEN,FW,Metz,22,1999,17.6,603,18,56,295,260,59,602,9,21,42.9,63,15,451,86,Matches
450,451,M'Baye Niang,sn SEN,FW,Bordeaux,26,1994,8.6,293,5,13,147,134,42,293,5,15,33.3,38,15,222,55,Matches
451,452,Cheikh Niasse,sn SEN,"FW,MF",Lille,21,2000,0.5,34,6,12,22,1,0,34,0,1,0.0,1,3,12,1,Matches
452,453,Casimir Ninga,td CHA,FW,Angers,28,1993,4.5,143,0,7,78,66,17,143,6,13,46.2,27,11,94,28,Matches
453,454,Arnaud Nordin,fr FRA,"FW,MF",Saint-Étienne,23,1998,20.8,843,5,97,346,413,79,843,27,60,45.0,66,29,586,103,Matches
454,455,Alexander Nübel,de GER,GK,Monaco,24,1996,38.0,1190,1020,1176,15,0,0,1190,0,0,,1,0,481,0,Matches
455,456,Gerzino Nyamsi,fr FRA,DF,Strasbourg,24,1997,33.2,1732,239,873,810,58,46,1732,6,7,85.7,19,7,1116,3,Matches
456,457,Florent Ogier,fr FRA,DF,Clermont Foot,32,1989,27.0,1756,205,1052,679,36,17,1756,3,4,75.0,9,0,1169,2,Matches
457,458,Warmed Omari,fr FRA,DF,Rennes,21,2000,31.1,2222,187,939,1246,49,16,2222,5,6,83.3,18,8,1655,3,Matches
458,459,Jonas Omlin,ch SUI,GK,Montpellier,27,1994,28.7,1164,1003,1157,8,0,0,1164,1,1,100.0,1,1,469,0,Matches
459,460,Amadou Onana,be BEL,MF,Lille,19,2001,15.1,798,31,171,508,132,20,798,13,21,61.9,18,9,508,21,Matches
460,461,Jean Onana,cm CMR,MF,Bordeaux,21,2000,20.4,1346,41,325,842,194,14,1346,17,23,73.9,45,21,873,37,Matches
461,462,Otávio,br BRA,MF,Bordeaux,27,1994,12.7,811,24,198,566,56,1,811,6,10,60.0,9,3,578,5,Matches
462,463,Dango Ouattara,bf BFA,"MF,FW",Lorient,19,2002,9.0,409,18,84,173,159,41,409,9,21,42.9,20,9,248,50,Matches
463,464,Remi Oudin,fr FRA,"MF,FW",Bordeaux,24,1996,19.3,891,33,195,388,318,44,891,19,30,63.3,31,14,530,74,Matches
464,465,Alexandre Oukidja,dz ALG,GK,Metz,33,1988,20.8,658,558,652,7,0,0,658,0,0,,1,1,152,0,Matches
465,466,Azzedine Ounahi,ma MAR,MF,Angers,21,2000,18.1,1135,19,193,660,300,26,1135,26,56,46.4,52,33,865,62,Matches
466,467,Ambroise Oyongo,cm CMR,DF,Montpellier,30,1991,7.3,427,29,134,180,116,8,427,4,4,100.0,11,4,247,16,Matches
467,468,Vincent Pajot,fr FRA,MF,Metz,30,1990,25.7,1367,54,339,897,153,10,1367,13,19,68.4,30,7,838,22,Matches
468,469,Nicolas Pallois,fr FRA,DF,Nantes,33,1987,27.2,1418,159,662,718,54,16,1418,9,9,100.0,10,1,761,4,Matches
469,470,Erik Palmer-Brown,us USA,DF,Troyes,24,1997,19.3,859,177,541,306,18,6,859,4,7,57.1,9,5,471,1,Matches
470,471,Emerson Palmieri,it ITA,DF,Lyon,26,1994,25.2,2075,89,585,1045,465,36,2075,30,47,63.8,40,6,1372,56,Matches
471,472,Lucas Paquetá,br BRA,"MF,FW",Lyon,23,1997,30.0,2026,35,217,1082,757,105,2025,81,118,68.6,111,78,1518,211,Matches
472,473,Rubén Pardo,es ESP,MF,Bordeaux,28,1992,0.1,1,0,0,1,0,0,1,0,0,,0,0,1,0,Matches
473,474,Leandro Paredes,ar ARG,MF,Paris S-G,27,1994,9.3,997,37,253,665,84,2,997,6,7,85.7,5,2,798,4,Matches
474,475,Strahinja Pavlović,rs SRB,DF,Monaco,20,2001,5.0,466,24,175,268,26,6,466,3,3,100.0,6,1,336,2,Matches
475,476,Dimitri Payet,fr FRA,"FW,MF",Marseille,34,1987,28.8,1840,1,87,738,1028,77,1833,29,54,53.7,43,34,1449,145,Matches
476,477,Timothee Pembele,fr FRA,DF,Bordeaux,18,2002,15.7,850,29,203,375,293,51,850,41,81,50.6,65,20,453,62,Matches
477,478,Brayann Pereira,fr FRA,"DF,MF",Lens,18,2003,0.2,19,0,5,8,6,1,19,0,0,,0,0,15,2,Matches
478,479,Danilo Pereira,pt POR,MF,Paris S-G,29,1991,22.6,1745,60,380,1201,177,21,1745,7,14,50.0,18,6,1364,12,Matches
479,480,Mathias Pereira Lage,pt POR,DF,Angers,24,1996,11.6,672,29,165,327,192,19,672,13,20,65.0,21,8,359,41,Matches
480,481,Luan Peres Petroni,br BRA,DF,Marseille,27,1994,29.8,2229,99,651,1277,315,15,2229,13,18,72.2,26,12,1532,23,Matches
481,482,Lucas Perrin,fr FRA,DF,Strasbourg,22,1998,27.8,1693,110,602,1007,98,13,1693,6,10,60.0,15,5,1109,4,Matches
482,483,Danijel Petković,me MNE,GK,Angers,28,1993,15.0,498,463,498,0,0,0,498,0,0,,1,0,184,0,Matches
483,484,Léo Pétrot,fr FRA,DF,Lorient,24,1997,20.2,1148,156,650,481,22,9,1148,1,2,50.0,9,2,748,2,Matches
484,485,Romain Philippoteaux,fr FRA,MF,Brest,33,1988,0.3,9,0,0,5,4,0,9,0,0,,2,0,6,0,Matches
485,486,Jérôme Phojo,fr FRA,DF,Clermont Foot,28,1993,0.1,5,1,2,2,1,0,5,0,0,,0,0,1,0,Matches
486,487,Jérémy Pied,fr FRA,"DF,FW",Lille,32,1989,0.1,25,1,3,7,15,1,25,0,0,,0,0,17,2,Matches
487,488,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,23,1998,28.3,1723,100,524,816,402,25,1723,33,56,58.9,30,20,963,36,Matches
488,489,Julian Pollersbeck,de GER,GK,Lyon,26,1994,4.8,186,160,186,0,0,0,186,0,0,,0,0,99,0,Matches
489,490,Gaëtan Poussin,fr FRA,GK,Bordeaux,22,1999,13.0,529,431,525,4,0,0,529,0,0,,1,0,222,0,Matches
490,491,Sanjin Prcić,ba BIH,MF,Strasbourg,27,1993,24.3,1628,45,360,954,325,10,1628,8,15,53.3,20,9,1064,18,Matches
491,492,Nicolas de Préville,fr FRA,"FW,MF",Metz,30,1991,21.9,851,14,92,442,343,48,851,45,80,56.3,78,51,598,103,Matches
492,493,Nemanja Radonjić,rs SRB,FW,Marseille,25,1996,0.2,14,0,2,4,8,1,14,1,3,33.3,1,0,13,4,Matches
493,494,Rafinha,br BRA,"FW,MF",Paris S-G,28,1993,2.4,228,1,13,135,82,4,228,6,9,66.7,5,2,176,10,Matches
494,495,Predrag Rajković,rs SRB,GK,Reims,25,1995,38.0,1369,1144,1355,12,3,1,1369,1,1,100.0,3,0,525,1,Matches
495,496,Adil Rami,fr FRA,DF,Troyes,35,1985,13.0,623,93,378,218,29,11,623,3,5,60.0,9,3,410,0,Matches
496,497,Sergio Ramos,es ESP,DF,Paris S-G,35,1986,8.9,898,90,353,505,45,11,898,4,4,100.0,2,1,725,2,Matches
497,498,Elba Rashani,xk KVX,"FW,MF",Clermont Foot,28,1993,19.5,821,32,152,363,319,62,821,19,35,54.3,53,30,540,86,Matches
498,499,Jeff Reine-Adélaïde,fr FRA,"MF,DF",Lyon,23,1998,2.2,190,5,33,115,42,9,190,5,11,45.5,2,5,149,15,Matches
499,500,Tiago Ribeiro,pt POR,FW,Monaco,19,2002,0.0,2,0,0,1,1,0,2,0,0,,0,0,2,0,Matches
500,501,Sergio Rico,es ESP,GK,Paris S-G,27,1993,0.3,10,9,10,0,0,0,10,0,0,,0,0,4,0,Matches
501,502,Renaud Ripart,fr FRA,"MF,FW",Troyes,28,1993,21.0,940,32,157,452,344,60,940,23,48,47.9,53,35,680,117,Matches
502,503,Mihailo Ristić,rs SRB,DF,Montpellier,25,1995,20.0,1259,79,408,583,285,16,1259,28,41,68.3,28,20,706,46,Matches
503,504,Maxence Rivera,fr FRA,FW,Saint-Étienne,19,2002,0.1,2,0,2,0,0,0,2,0,0,,0,0,1,0,Matches
504,505,Patrick Roberts,eng ENG,MF,Troyes,24,1997,0.2,10,0,1,5,4,1,10,0,0,,2,1,6,0,Matches
505,506,Stian Rode Gregersen,no NOR,DF,Bordeaux,26,1995,21.7,1158,167,678,429,59,13,1158,5,7,71.4,8,7,704,6,Matches
506,507,Gerson Rodrigues,lu LUX,"FW,MF",Troyes,26,1995,9.4,360,2,27,188,151,24,360,8,30,26.7,46,36,278,55,Matches
507,508,Valentin Rongier,fr FRA,"MF,DF",Marseille,26,1994,24.4,2173,35,454,1318,427,26,2173,30,47,63.8,28,15,1607,50,Matches
508,509,Pablo Rosario,nl NED,MF,Nice,24,1997,30.3,1993,72,354,1361,291,15,1993,19,30,63.3,35,19,1434,21,Matches
509,510,Roli Pereira de Sa,fr FRA,MF,Nantes,24,1996,6.4,329,4,49,197,88,11,329,15,17,88.2,9,7,206,14,Matches
510,511,Mathys Saban,fr FRA,"FW,MF",Saint-Étienne,19,2002,0.8,26,0,4,6,16,2,26,1,2,50.0,7,3,21,7,Matches
511,512,Falaye Sacko,ml MLI,DF,Saint-Étienne,26,1995,7.4,495,28,206,250,42,2,495,0,0,,8,1,316,2,Matches
512,513,Rafiki Said Ahamada,fr FRA,"MF,FW",Brest,21,2000,1.4,86,0,9,31,49,9,86,6,13,46.2,7,6,60,12,Matches
513,514,Wesley Saïd,fr FRA,"FW,MF",Lens,26,1995,7.3,300,0,8,166,130,36,300,10,13,76.9,18,6,247,45,Matches
514,515,Mamadou Sakho,fr FRA,DF,Montpellier,31,1990,28.6,1879,305,1084,783,17,8,1879,4,5,80.0,19,5,1195,1,Matches
515,516,Bakary Sako,ml MLI,"FW,MF",Saint-Étienne,33,1988,1.7,66,1,4,34,30,5,66,3,4,75.0,10,3,47,9,Matches
516,517,William Saliba,fr FRA,DF,Marseille,20,2001,36.0,3352,220,1257,1956,154,37,3352,31,41,75.6,25,16,2591,11,Matches
517,518,Romain Salin,fr FRA,GK,Rennes,37,1984,1.0,33,23,30,3,0,0,33,0,0,,0,0,20,0,Matches
518,519,Yoann Salmier,gf GUF,DF,Troyes,28,1992,29.6,1618,155,841,689,110,13,1618,13,17,76.5,12,12,911,6,Matches
519,520,Mama Samba Baldé,gw GNB,"MF,FW",Troyes,25,1995,19.1,725,16,86,335,324,73,724,34,78,43.6,89,39,513,121,Matches
520,521,Junior Sambia,fr FRA,"DF,FW",Montpellier,24,1996,17.0,915,58,247,413,269,20,915,26,46,56.5,32,19,543,61,Matches
521,522,Renato Sanches,pt POR,"MF,FW",Lille,23,1997,18.3,1373,16,208,810,376,25,1373,43,61,70.5,42,30,1048,43,Matches
522,523,Philippe Sandler,nl NED,DF,Troyes,24,1997,0.8,41,11,30,9,2,0,41,0,0,,0,0,23,0,Matches
523,524,Baptiste Santamaria,fr FRA,"MF,DF",Rennes,26,1995,28.0,1845,79,466,1126,269,32,1845,18,39,46.2,32,18,1278,30,Matches
524,525,Pablo Sarabia,es ESP,FW,Paris S-G,29,1992,0.2,24,0,0,9,15,1,24,1,1,100.0,2,0,21,0,Matches
525,526,Martin Satriano,uy URU,FW,Brest,20,2001,10.4,272,5,27,128,118,35,272,9,17,52.9,27,13,193,43,Matches
526,527,Téji Savanier,fr FRA,MF,Montpellier,29,1991,26.8,1978,28,287,1054,675,54,1974,76,116,65.5,84,36,1332,90,Matches
527,528,Morgan Schneiderlin,fr FRA,MF,Nice,31,1989,7.2,481,28,124,308,53,4,481,4,4,100.0,7,5,303,5,Matches
528,529,Alidu Seidu,gh GHA,DF,Clermont Foot,21,2000,15.7,837,82,421,374,56,9,837,9,15,60.0,9,12,477,7,Matches
529,530,Matz Sels,be BEL,GK,Strasbourg,29,1992,37.0,1031,907,1026,2,3,3,1031,0,0,,1,0,435,0,Matches
530,531,Xherdan Shaqiri,ch SUI,"FW,MF",Lyon,29,1991,7.5,388,3,41,158,193,17,388,6,9,66.7,9,11,296,51,Matches
531,532,Mahame Siby,ml MLI,DF,Strasbourg,25,1996,0.2,6,1,6,0,0,0,6,0,0,,0,0,2,0,Matches
532,533,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,25,1996,0.1,5,0,0,3,2,0,5,0,0,,0,0,5,2,Matches
533,534,Djibril Sidibé,fr FRA,DF,Monaco,29,1992,10.5,840,25,194,476,178,7,840,4,9,44.4,12,7,543,26,Matches
534,535,Kaj Sierhuis,nl NED,FW,Reims,23,1998,0.9,30,1,3,12,15,5,30,0,1,0.0,1,0,21,3,Matches
535,536,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,24,1997,29.6,2098,74,518,936,668,51,2098,12,32,37.5,36,6,1274,117,Matches
536,537,Gabriel Silva,br BRA,"DF,MF",Saint-Étienne,30,1991,7.9,413,24,124,231,64,1,413,0,5,0.0,8,2,191,8,Matches
537,538,Moses Simon,ng NGA,"FW,MF",Nantes,26,1995,25.9,1103,9,93,330,696,120,1103,41,93,44.1,76,52,751,126,Matches
538,539,Xavi Simons,nl NED,"MF,FW",Paris S-G,18,2003,1.5,77,0,8,30,39,7,77,0,1,0.0,5,5,58,4,Matches
539,540,Issouf Sissokho,ml MLI,MF,Bordeaux,19,2002,4.8,283,4,50,171,64,4,283,5,9,55.6,14,7,204,12,Matches
540,541,Ibrahima Sissoko,fr FRA,"MF,DF",Strasbourg,23,1997,25.6,1332,61,326,688,331,61,1332,25,47,53.2,46,32,864,82,Matches
541,542,Nelson Sissoko,fr FRA,DF,Saint-Étienne,24,1997,0.5,15,3,9,2,4,0,15,0,0,,0,1,5,0,Matches
542,543,Sambou Sissoko,fr FRA,"MF,DF",Reims,22,1999,2.0,138,4,50,63,27,1,138,2,3,66.7,6,2,56,4,Matches
543,544,Islam Slimani,dz ALG,FW,Lyon,33,1988,6.4,232,4,13,95,125,17,232,0,2,0.0,12,7,180,33,Matches
544,545,Florian Sotoca,fr FRA,"FW,MF",Lens,30,1990,27.6,1539,45,180,861,513,117,1537,30,50,60.0,65,26,1146,169,Matches
545,546,Sambou Soumano,sn SEN,"FW,MF",Lorient,20,2001,5.0,162,5,18,75,72,31,162,11,14,78.6,21,13,117,23,Matches
546,547,Arnaud Souquet,fr FRA,DF,Montpellier,29,1992,25.9,1436,101,465,608,378,23,1436,20,37,54.1,43,17,734,77,Matches
547,548,Saidou Sow,gn GUI,DF,Saint-Étienne,19,2002,11.0,708,61,337,350,27,7,708,5,8,62.5,8,3,425,2,Matches
548,549,Calvin Stengs,nl NED,MF,Nice,22,1998,11.9,555,11,65,255,241,30,555,19,41,46.3,43,30,406,61,Matches
549,550,Kamaldeen Sulemana,gh GHA,"MF,FW",Rennes,19,2002,11.3,526,4,49,208,282,47,526,54,92,58.7,37,25,387,51,Matches
550,551,Abdoulaye Sylla,gn GUI,DF,Nantes,21,2000,1.7,90,5,34,55,2,0,90,0,0,,0,0,60,0,Matches
551,552,Waniss Taibi,fr FRA,"MF,FW",Angers,19,2002,1.5,90,3,26,43,22,1,90,2,4,50.0,4,1,59,5,Matches
552,553,Flavien Tait,fr FRA,MF,Rennes,28,1993,23.6,1486,27,220,844,440,53,1486,29,48,60.4,46,32,1161,78,Matches
553,554,Florian Tardieu,fr FRA,MF,Troyes,29,1992,29.2,2314,98,651,1303,381,9,2310,20,30,66.7,19,19,1533,28,Matches
554,555,Oussama Targhalline,ma MAR,FW,Marseille,19,2002,0.1,8,0,1,3,4,0,8,0,0,,0,0,7,1,Matches
555,556,Loum Tchaouna,fr FRA,"FW,MF",Rennes,17,2003,1.0,53,0,5,26,23,1,53,1,1,100.0,3,2,34,6,Matches
556,557,Warren Tchimbembé,cg CGO,MF,Metz,23,1998,2.3,117,4,31,66,20,1,117,0,2,0.0,5,4,84,5,Matches
557,558,Aurélien Tchouaméni,fr FRA,MF,Monaco,21,2000,32.5,2480,80,479,1664,372,47,2480,38,52,73.1,19,30,1671,36,Matches
558,559,Mathys Tel,fr FRA,"FW,MF",Rennes,16,2005,0.6,39,2,7,13,19,3,39,0,0,,2,2,22,3,Matches
559,560,Jordan Tell,fr FRA,FW,Clermont Foot,24,1997,3.2,131,0,23,58,52,12,131,1,5,20.0,13,6,92,16,Matches
560,561,Martin Terrier,fr FRA,"FW,MF",Rennes,24,1997,30.9,1290,20,137,564,610,132,1288,28,59,47.5,60,23,973,205,Matches
561,562,Tetê,br BRA,"FW,MF",Lyon,21,2000,6.5,310,5,27,123,167,29,310,22,34,64.7,14,11,240,35,Matches
562,563,Sada Thioub,sn SEN,FW,Angers,26,1995,0.0,4,0,2,2,0,0,4,0,0,,0,1,4,0,Matches
563,564,Sada Thioub,sn SEN,"DF,MF",Saint-Étienne,26,1995,10.6,607,16,136,312,168,19,607,12,22,54.5,14,10,397,27,Matches
564,565,Romain Thomas,fr FRA,DF,Angers,33,1988,28.5,1990,229,997,952,50,28,1990,2,3,66.7,4,5,1336,1,Matches
565,566,Adrien Thomasson,fr FRA,MF,Strasbourg,27,1993,26.5,1656,26,232,801,638,118,1656,31,55,56.4,62,34,1098,142,Matches
566,567,Thuler,br BRA,DF,Montpellier,22,1999,9.5,415,83,255,152,11,3,415,0,0,,3,3,241,0,Matches
567,568,Khéphren Thuram-Ulie,fr FRA,MF,Nice,20,2001,21.1,1347,35,233,897,245,26,1347,32,43,74.4,34,23,943,28,Matches
568,569,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,22,1999,1.7,60,1,7,24,30,4,60,3,4,75.0,8,8,34,3,Matches
569,570,Jean-Clair Todibo,fr FRA,DF,Nice,21,1999,34.6,2794,255,1138,1595,79,25,2794,14,19,73.7,22,7,1970,5,Matches
570,571,Karl Toko Ekambi,cm CMR,FW,Lyon,28,1992,25.5,1224,6,107,508,622,142,1222,44,84,52.4,65,39,967,182,Matches
571,572,Yoann Touzghar,tn TUN,FW,Troyes,34,1986,16.2,405,10,24,200,184,53,405,6,12,50.0,29,11,269,70,Matches
572,573,Amadou Traore,fr FRA,FW,Bordeaux,19,2002,0.2,4,0,0,1,3,1,4,0,0,,0,1,4,1,Matches
573,574,Boubacar Traoré,ml MLI,MF,Metz,19,2001,19.2,950,20,213,627,130,6,950,28,42,66.7,43,25,574,14,Matches
574,575,Charles Traore,ml MLI,DF,Nantes,29,1992,8.0,512,34,182,243,91,0,512,4,7,57.1,9,2,246,5,Matches
575,576,Hamari Traoré,ml MLI,DF,Rennes,29,1992,32.1,2463,99,584,1311,587,57,2463,10,22,45.5,30,6,1583,82,Matches
576,577,Ismaël Traoré,ci CIV,DF,Angers,34,1986,35.7,2076,270,1238,791,66,39,2076,5,12,41.7,21,5,1371,5,Matches
577,578,Miguel Trauco,pe PER,"DF,MF",Saint-Étienne,28,1992,12.4,817,38,232,400,192,7,817,6,16,37.5,8,5,496,25,Matches
578,579,Adrien Truffert,fr FRA,DF,Rennes,19,2001,18.2,1346,39,343,661,358,37,1346,17,29,58.6,35,14,845,58,Matches
579,580,Matthieu Udol,fr FRA,DF,Metz,25,1996,11.2,620,46,254,294,79,6,620,9,13,69.2,7,3,352,4,Matches
580,581,Ike Ugbo,ca CAN,FW,Troyes,22,1998,9.0,212,4,20,116,78,24,211,3,8,37.5,19,9,130,32,Matches
581,582,Chimuanya Ugochukwu,fr FRA,MF,Rennes,17,2004,4.5,262,7,49,161,54,6,262,2,2,100.0,7,4,198,6,Matches
582,583,Hwang Ui-jo,kr KOR,FW,Bordeaux,28,1992,27.9,654,23,61,311,286,83,654,11,34,32.4,70,22,442,116,Matches
583,584,Cengiz Ünder,tr TUR,"FW,MF",Marseille,24,1997,24.4,1182,11,90,404,699,92,1181,25,68,36.8,64,26,921,158,Matches
584,585,Jere Uronen,fi FIN,DF,Brest,27,1994,9.8,544,34,177,260,113,3,544,3,6,50.0,7,1,272,15,Matches
585,586,Vanderson,br BRA,"FW,DF",Monaco,20,2001,12.4,770,26,128,339,312,43,770,17,45,37.8,45,19,487,78,Matches
586,587,Jonathan Varane,fr FRA,MF,Lens,19,2001,0.0,3,0,1,2,0,0,3,0,0,,0,0,2,0,Matches
587,588,Marco Verratti,it ITA,MF,Paris S-G,28,1992,21.5,2355,52,387,1454,532,33,2355,46,57,80.7,28,21,1918,59,Matches
588,589,Kevin Volland,de GER,"MF,FW",Monaco,29,1992,27.1,856,6,61,374,431,115,855,18,38,47.4,65,34,661,190,Matches
589,590,Timothy Weah,us USA,"MF,FW",Lille,21,2000,18.0,724,11,80,316,341,65,724,19,37,51.4,34,21,522,94,Matches
590,591,Georginio Wijnaldum,nl NED,MF,Paris S-G,30,1990,18.4,882,16,128,479,284,38,882,12,24,50.0,29,21,687,48,Matches
591,592,Christopher Wooh,cm CMR,DF,Lens,19,2001,11.7,761,79,370,376,25,6,761,11,15,73.3,13,2,498,0,Matches
592,593,Xeka,pt POR,MF,Lille,26,1994,18.0,1086,45,231,690,175,15,1086,5,12,41.7,31,17,642,22,Matches
593,594,Sekou Yansané,gn GUI,FW,Paris S-G,18,2003,0.2,3,0,1,0,2,0,3,0,0,,0,0,1,0,Matches
594,595,Yusuf Yazıcı,tr TUR,"MF,FW",Lille,24,1997,5.7,306,3,37,149,125,13,306,9,13,69.2,16,5,205,27,Matches
595,596,Burak Yılmaz,tr TUR,FW,Lille,36,1985,24.6,785,13,27,310,455,108,783,5,21,23.8,70,24,628,161,Matches
596,597,Leny Yoro,fr FRA,MF,Lille,15,2005,0.1,8,0,0,8,0,0,8,0,0,,1,0,5,0,Matches
597,598,Zaydou Youssouf,fr FRA,MF,Saint-Étienne,22,1999,17.3,919,32,215,573,157,9,919,34,38,89.5,43,31,590,16,Matches
598,599,Akim Zedadka,dz ALG,DF,Clermont Foot,26,1995,37.1,2469,107,674,1102,724,38,2469,32,71,45.1,67,52,1430,89,Matches
599,600,Arber Zeneli,xk KVX,FW,Reims,26,1995,4.5,174,0,13,81,83,18,174,11,16,68.8,20,9,117,26,Matches
600,601,Mehdi Zerkane,dz ALG,"MF,DF",Bordeaux,22,1999,0.9,55,2,7,35,15,2,55,4,5,80.0,2,2,38,3,Matches
601,602,Edon Zhegrova,xk KVX,"MF,FW",Lille,22,1999,5.3,309,3,24,88,207,19,309,15,33,45.5,14,10,227,23,Matches
602,603,Banhie Zoukrou,fr FRA,DF,Troyes,18,2003,0.9,32,1,18,12,2,1,32,0,0,,2,0,23,1,Matches
