,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches
186,187,Benjamin Henrichs,de GER,DF,RB Leipzig,24,1997,12.7,825,28,174,404,255,38,825,10,17,58.8,14,13,548,57,Matches
187,188,Lucas Hernández,fr FRA,DF,Bayern Munich,25,1996,22.6,2194,122,788,1255,167,12,2194,17,25,68.0,15,6,1622,20,Matches
188,189,Patrick Herrmann,de GER,"DF,FW",M'Gladbach,30,1991,8.4,447,9,76,161,213,27,447,9,13,69.2,16,8,270,54,Matches
189,190,Piero Hincapié,ec ECU,DF,Leverkusen,19,2002,19.5,1435,138,572,758,112,13,1435,15,29,51.7,26,13,873,16,Matches
190,191,Martin Hinteregger,at AUT,DF,Eint Frankfurt,28,1992,24.7,1672,177,877,757,46,21,1672,3,8,37.5,21,4,873,3,Matches
191,192,Marwin Hitz,ch SUI,GK,Dortmund,33,1987,4.5,191,162,190,2,0,0,191,0,0,,0,0,92,0,Matches
192,193,Nicolas Höfler,de GER,MF,Freiburg,31,1990,28.9,1524,89,402,906,226,34,1524,23,30,76.7,30,12,823,16,Matches
193,194,Jonas Hofmann,de GER,"MF,FW",M'Gladbach,29,1992,23.1,1483,21,196,748,549,93,1483,21,44,47.7,45,23,1014,140,Matches
194,195,Lucas Höler,de GER,FW,Freiburg,27,1994,28.7,1295,41,154,532,623,114,1295,21,47,44.7,94,44,948,187,Matches
195,196,Gerrit Holtmann,ph PHI,"FW,MF",Bochum,26,1995,20.4,612,6,71,209,354,54,612,44,98,44.9,61,39,414,89,Matches
196,197,Justin Hoogma,nl NED,DF,Greuther Fürth,23,1998,3.0,200,21,110,87,4,1,200,0,0,,0,0,144,0,Matches
197,198,Jannes Horn,de GER,DF,Köln,24,1997,5.3,339,19,100,146,99,2,339,4,9,44.4,5,2,186,11,Matches
198,199,Timo Horn,de GER,GK,Köln,28,1993,13.0,544,463,541,3,0,0,544,1,1,100.0,0,0,303,0,Matches
199,200,Lukáš Hrádecký,fi FIN,GK,Leverkusen,31,1989,32.0,1340,1077,1331,9,0,0,1340,0,0,,0,0,698,0,Matches
200,201,Branimir Hrgota,se SWE,FW,Greuther Fürth,28,1993,30.9,1124,9,85,511,545,92,1119,33,82,40.2,93,54,748,175,Matches
201,202,Ajdin Hrustic,au AUS,MF,Eint Frankfurt,25,1996,10.7,747,15,139,448,169,14,747,12,24,50.0,20,19,526,35,Matches
202,203,Timo Hübers,de GER,DF,Köln,25,1996,19.3,1518,225,917,572,38,22,1518,6,7,85.7,19,4,854,5,Matches
203,204,Benjamin Hübner,de GER,DF,Hoffenheim,32,1989,4.2,325,17,122,179,26,9,325,1,3,33.3,1,1,230,2,Matches
204,205,Mats Hummels,de GER,DF,Dortmund,32,1988,19.6,1708,169,835,838,46,15,1708,6,8,75.0,12,2,1167,4,Matches
205,206,Iago,br BRA,DF,Augsburg,24,1997,24.2,1446,85,465,626,378,35,1446,12,30,40.0,35,20,734,51,Matches
206,207,Stefan Ilsanker,at AUT,"DF,MF",Eint Frankfurt,32,1989,3.0,163,27,95,61,9,3,163,0,1,0.0,2,1,61,0,Matches
207,208,Burak İnce,tr TUR,FW,Arminia,17,2004,1.5,47,0,3,22,24,6,47,3,3,100.0,2,3,36,12,Matches
208,209,Marcus Ingvartsen,dk DEN,MF,Union Berlin,25,1996,1.4,44,2,8,25,11,2,44,2,3,66.7,4,1,28,4,Matches
209,210,Marcus Ingvartsen,dk DEN,"FW,MF",Mainz 05,25,1996,7.6,332,5,29,161,143,37,331,8,18,44.4,36,11,229,46,Matches
210,211,Hiroki Ito,jp JPN,DF,Stuttgart,22,1999,26.1,2108,230,991,1021,108,13,2108,5,9,55.6,17,2,1407,13,Matches
211,212,Cedric Itten,ch SUI,FW,Greuther Fürth,24,1996,7.1,219,7,16,99,104,32,219,2,6,33.3,26,13,160,41,Matches
212,213,Gian-Luca Itter,de GER,DF,Greuther Fürth,22,1999,16.2,982,70,363,436,193,7,982,14,20,70.0,12,6,522,15,Matches
213,214,Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,28,1992,16.0,854,26,118,441,301,38,854,12,23,52.2,52,26,541,76,Matches
214,215,Paul Jaeckel,de GER,DF,Union Berlin,23,1998,22.7,1424,138,722,683,35,10,1424,19,21,90.5,19,5,808,5,Matches
215,216,Kristijan Jakić,hr CRO,MF,Eint Frankfurt,24,1997,20.9,1069,46,219,675,188,27,1069,14,28,50.0,31,25,599,28,Matches
216,217,Tony Jantschke,de GER,DF,M'Gladbach,31,1990,2.5,145,11,67,76,2,2,145,0,0,,0,0,94,0,Matches
217,218,Dennis Jastrzembski,pl POL,"DF,FW",Hertha BSC,21,2000,2.5,135,4,32,51,55,8,135,3,8,37.5,6,1,67,13,Matches
218,219,Fredrik Jensen,fi FIN,"MF,FW",Augsburg,23,1997,4.6,154,2,22,59,76,15,154,2,4,50.0,6,1,86,18,Matches
219,220,Marco John,de GER,DF,Hoffenheim,19,2002,0.5,20,0,4,10,7,1,20,1,1,100.0,0,0,10,0,Matches
220,221,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,31,1989,11.3,486,11,53,252,191,42,486,13,22,59.1,23,22,398,63,Matches
221,222,Gideon Jung,de GER,DF,Greuther Fürth,26,1994,1.6,79,7,41,37,1,1,79,1,2,50.0,1,0,46,0,Matches
222,223,Anton Kade,de GER,"FW,MF",Hertha BSC,17,2004,0.9,50,0,13,20,19,4,50,1,8,12.5,2,0,21,4,Matches
223,224,Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,29,1992,13.3,792,37,186,334,276,42,792,1,4,25.0,15,0,476,55,Matches
224,225,Florian Kainz,at AUT,"MF,FW",Köln,28,1992,25.8,1332,27,194,573,589,41,1332,28,64,43.8,34,22,815,101,Matches
225,226,Sasa Kalajdzic,at AUT,FW,Stuttgart,24,1997,13.6,520,14,34,279,209,67,518,10,17,58.8,48,14,393,81,Matches
226,227,Felix Kalu Nmecha,de GER,"MF,FW",Wolfsburg,20,2000,3.6,177,6,27,90,63,8,177,5,10,50.0,15,6,142,20,Matches
227,228,Daichi Kamada,jp JPN,MF,Eint Frankfurt,24,1996,23.8,1105,15,114,626,382,66,1105,30,55,54.5,60,21,762,131,Matches
228,229,Kevin Kampl,si SVN,MF,RB Leipzig,30,1990,21.1,1664,38,308,1099,274,11,1664,10,15,66.7,26,14,1238,21,Matches
229,230,Stefanos Kapino,gr GRE,GK,Arminia,27,1994,1.0,34,28,34,0,0,0,34,0,0,,0,0,11,0,Matches
230,231,Atakan Karazor,de GER,MF,Stuttgart,24,1996,21.1,1277,96,371,781,134,11,1277,13,27,48.1,24,14,728,25,Matches
231,232,Silas Katompa,cd COD,"FW,MF",Stuttgart,22,1998,3.1,122,1,24,49,50,9,122,8,19,42.1,24,9,77,19,Matches
232,233,Noah Katterbach,de GER,DF,Köln,20,2001,0.2,14,1,4,4,6,0,14,1,2,50.0,0,0,6,0,Matches
233,234,Yannik Keitel,de GER,MF,Freiburg,21,2000,5.6,241,12,65,129,48,11,241,2,3,66.7,10,5,123,3,Matches
234,235,Marc-Oliver Kempf,de GER,DF,Hertha BSC,26,1995,11.7,570,75,277,266,31,16,570,6,6,100.0,5,3,275,2,Matches
235,236,Marc-Oliver Kempf,de GER,DF,Stuttgart,26,1995,9.3,695,76,268,379,55,17,695,5,7,71.4,9,2,437,6,Matches
236,237,Rani Khedira,de GER,MF,Union Berlin,27,1994,30.6,1211,40,271,758,194,24,1211,11,19,57.9,28,12,626,34,Matches
237,238,Luca Kilian,de GER,FW,Mainz 05,21,1999,0.0,1,0,0,0,1,0,1,0,0,,0,0,0,0,Matches
238,239,Luca Kilian,de GER,DF,Köln,21,1999,25.3,1656,210,1038,597,30,11,1656,1,3,33.3,11,3,1039,5,Matches
239,240,Joshua Kimmich,de GER,MF,Bayern Munich,26,1995,27.5,2876,69,552,1629,717,27,2876,21,41,51.2,32,18,1953,46,Matches
240,241,Philipp Klement,de GER,MF,Stuttgart,28,1992,3.8,292,4,51,163,82,5,292,4,6,66.7,5,1,202,12,Matches
241,242,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,21,2000,6.7,265,2,38,128,107,17,265,10,21,47.6,17,7,185,24,Matches
242,243,Fabian Klos,de GER,FW,Arminia,33,1987,15.8,631,37,65,309,260,70,629,9,17,52.9,38,14,450,66,Matches
243,244,Lukas Klostermann,de GER,DF,RB Leipzig,25,1996,18.3,1266,120,515,618,142,22,1266,3,5,60.0,10,4,806,15,Matches
244,245,Lukas Klünter,de GER,DF,Hertha BSC,25,1996,2.2,107,4,33,58,18,2,107,3,6,50.0,4,2,58,5,Matches
245,246,Ansgar Knauff,de GER,"FW,MF",Dortmund,19,2002,1.3,69,3,15,19,35,6,69,4,13,30.8,6,0,41,8,Matches
246,247,Ansgar Knauff,de GER,"DF,MF",Eint Frankfurt,19,2002,8.4,437,11,84,205,160,30,437,18,27,66.7,16,8,244,31,Matches
247,248,Robin Knoche,de GER,DF,Union Berlin,29,1992,33.0,2077,229,1120,929,45,19,2077,14,15,93.3,16,5,1187,3,Matches
248,249,Gregor Kobel,ch SUI,GK,Dortmund,23,1997,28.5,1104,937,1099,5,0,0,1104,0,0,,2,0,560,0,Matches
249,250,Dominik Kohr,de GER,MF,Mainz 05,27,1994,17.9,1019,37,235,637,164,19,1019,9,15,60.0,16,13,592,26,Matches
250,251,Kouadio Koné,fr FRA,MF,M'Gladbach,20,2001,24.3,1514,40,363,951,228,24,1514,69,95,72.6,67,49,1032,33,Matches
251,252,Odilon Kossonou,ci CIV,DF,Leverkusen,20,2001,19.9,1370,117,633,663,84,9,1370,12,18,66.7,17,10,859,6,Matches
252,253,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,28,1992,28.0,1843,37,289,778,805,75,1843,26,76,34.2,51,33,1090,126,Matches
253,254,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,30,1991,30.1,1328,10,107,544,691,154,1328,30,56,53.6,64,37,991,201,Matches
254,255,Christoph Kramer,de GER,MF,M'Gladbach,30,1991,8.3,575,28,161,338,78,5,575,9,12,75.0,12,10,345,8,Matches
255,256,Florian Krüger,de GER,"FW,MF",Arminia,22,1999,12.5,412,21,61,152,201,35,412,7,15,46.7,25,8,266,47,Matches
256,257,Max Kruse,de GER,"MF,FW",Wolfsburg,33,1988,12.5,599,3,56,327,222,38,597,8,14,57.1,25,9,452,73,Matches
257,258,Max Kruse,de GER,"FW,MF",Union Berlin,33,1988,14.1,615,1,40,323,259,29,612,15,24,62.5,34,7,404,68,Matches
258,259,Lukas Kübler,de GER,"DF,MF",Freiburg,28,1992,25.9,1499,89,441,746,328,20,1499,10,18,55.6,23,6,743,38,Matches
259,260,Fabian Kunze,de GER,MF,Arminia,23,1998,14.0,656,29,171,408,89,6,656,9,18,50.0,15,14,315,9,Matches
260,261,Maxence Lacroix,fr FRA,DF,Wolfsburg,21,2000,27.7,1926,268,1059,805,76,26,1926,31,36,86.1,25,11,1124,11,Matches
261,262,Konrad Laimer,at AUT,MF,RB Leipzig,24,1997,13.8,882,17,161,522,212,30,882,22,31,71.0,31,20,595,43,Matches
262,263,Stefan Lainer,at AUT,DF,M'Gladbach,28,1992,16.3,930,47,246,437,253,43,930,5,18,27.8,23,9,516,55,Matches
263,264,Vassilis Lambropoulos,gr GRE,DF,Bochum,31,1990,13.0,578,105,346,216,19,9,578,0,0,,7,4,298,2,Matches
264,265,Sam Lammers,nl NED,"FW,MF",Eint Frankfurt,24,1997,5.7,207,5,18,91,100,20,207,7,15,46.7,26,6,149,28,Matches
265,266,Bryan Lasme,fr FRA,FW,Arminia,22,1998,9.7,301,10,24,111,172,57,301,12,27,44.4,42,15,214,63,Matches
266,267,Maxim Leitsch,de GER,DF,Bochum,23,1998,17.1,1031,135,598,411,39,12,1031,3,6,50.0,15,2,572,1,Matches
267,268,Tim Lemperle,de GER,"FW,MF",Köln,19,2002,1.7,92,2,9,29,54,17,92,4,10,40.0,4,5,59,18,Matches
268,269,Christopher Lenz,de GER,DF,Eint Frankfurt,26,1994,7.4,608,27,175,272,163,7,608,4,8,50.0,11,4,326,17,Matches
269,270,Robert Lewandowski,pl POL,FW,Bayern Munich,32,1988,32.7,1152,14,47,433,682,243,1147,48,82,58.5,83,55,902,258,Matches
270,271,Jamie Leweling,de GER,"FW,MF",Greuther Fürth,20,2001,21.8,700,8,70,303,342,73,700,46,90,51.1,87,56,516,101,Matches
271,272,Philipp Lienhart,at AUT,DF,Freiburg,25,1996,31.9,2092,273,1177,869,60,23,2092,4,5,80.0,19,3,1265,5,Matches
272,273,Andreas Linde,se SWE,GK,Greuther Fürth,28,1993,12.0,527,445,520,7,0,0,527,1,1,100.0,1,0,259,0,Matches
273,274,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,21,2000,22.0,912,10,94,374,456,93,912,33,71,46.5,84,32,576,128,Matches
274,275,Dejan Ljubicic,at AUT,"MF,FW",Köln,23,1997,21.9,929,16,169,424,354,64,929,32,58,55.2,47,24,607,97,Matches
275,276,Jürgen Locadia,nl NED,"FW,MF",Bochum,27,1993,4.9,182,2,5,99,80,22,181,0,2,0.0,22,11,142,24,Matches
276,277,Anthony Losilla,fr FRA,MF,Bochum,35,1986,32.6,1618,86,504,934,203,40,1618,19,29,65.5,33,19,738,21,Matches
277,278,Marcel Lotka,pl POL,GK,Hertha BSC,20,2001,9.8,360,298,357,2,1,1,360,0,0,,1,0,116,0,Matches
278,279,Eduard Löwen,de GER,MF,Bochum,24,1997,15.7,869,21,131,387,360,30,868,17,36,47.2,38,21,485,54,Matches
279,280,Anderson Lucoqui,ao ANG,DF,Mainz 05,24,1997,8.3,337,19,107,156,76,8,337,3,9,33.3,12,9,170,9,Matches
280,281,Dodi Lukebakio,be BEL,FW,Hertha BSC,23,1997,2.0,63,0,11,28,25,6,62,3,7,42.9,4,1,44,6,Matches
281,282,Dodi Lukebakio,be BEL,"FW,MF",Wolfsburg,23,1997,9.8,419,3,70,192,168,30,419,27,44,61.4,33,20,295,62,Matches
282,283,Andrey Lunyov,ru RUS,GK,Leverkusen,29,1991,1.0,49,40,49,0,0,0,49,0,0,,0,0,33,0,Matches
283,284,Andreas Luthe,de GER,GK,Union Berlin,34,1987,27.0,1066,831,1061,5,0,0,1066,0,0,,2,0,481,0,Matches
284,285,Matej Maglica,hr CRO,MF,Stuttgart,22,1998,0.1,1,0,0,0,1,0,1,0,0,,0,0,1,1,Matches
285,286,Arne Maier,de GER,MF,Augsburg,22,1999,20.7,1013,18,187,510,324,25,1013,16,29,55.2,39,18,606,39,Matches
286,287,Donyell Malen,nl NED,FW,Dortmund,22,1999,18.7,759,14,71,283,414,92,759,34,54,63.0,53,27,574,112,Matches
287,288,Lennard Maloney,us USA,DF,Dortmund,21,1999,0.1,19,2,11,6,2,0,19,0,0,,0,0,14,0,Matches
288,289,Orel Mangala,be BEL,MF,Stuttgart,23,1998,20.6,988,30,181,541,280,41,988,43,73,58.9,49,35,701,56,Matches
289,290,Myziane Maolida,fr FRA,"FW,MF",Hertha BSC,22,1999,8.6,316,7,58,145,123,19,316,12,31,38.7,20,18,228,44,Matches
290,291,Omar Marmoush,eg EGY,FW,Wolfsburg,22,1999,0.3,14,0,1,7,6,1,14,0,0,,1,0,7,0,Matches
291,292,Omar Marmoush,eg EGY,FW,Stuttgart,22,1999,17.5,766,6,63,360,360,76,765,44,103,42.7,87,41,542,103,Matches
292,293,Aarón Martín,es ESP,DF,Mainz 05,24,1997,25.5,1329,39,331,599,413,19,1329,28,44,63.6,33,15,710,34,Matches
293,294,Josep Martinez,es ESP,GK,RB Leipzig,23,1998,1.0,22,12,22,0,0,0,22,0,0,,0,0,9,0,Matches
294,295,Erhan Mašović,rs SRB,DF,Bochum,22,1998,17.2,872,130,524,340,12,6,872,2,3,66.7,6,0,462,0,Matches
295,296,Roberto Massimo,de GER,"DF,FW",Stuttgart,20,2000,9.7,414,7,87,168,165,29,414,16,34,47.1,31,10,250,53,Matches
296,297,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,23,1997,30.1,2298,275,1067,1106,153,44,2298,18,33,54.5,24,10,1297,12,Matches
297,298,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,32,1989,4.2,199,3,20,82,98,31,199,14,19,73.7,15,6,142,32,Matches
298,299,Kevin Mbabu,ch SUI,DF,Wolfsburg,26,1995,15.5,1081,54,296,495,312,25,1081,33,80,41.3,31,13,594,34,Matches
299,300,Nathan de Medina,be BEL,DF,Arminia,23,1997,8.6,417,40,179,180,61,6,417,0,5,0.0,12,6,200,2,Matches
300,301,Admir Mehmedi,ch SUI,DF,Wolfsburg,30,1991,0.0,5,0,0,4,1,0,5,0,0,,0,0,2,0,Matches
301,302,Jorge Meré,es ESP,DF,Köln,24,1997,5.4,360,52,192,164,4,0,360,1,3,33.3,4,1,221,0,Matches
302,303,Thomas Meunier,be BEL,DF,Dortmund,29,1991,15.6,1272,40,357,618,312,27,1272,10,15,66.7,26,11,843,37,Matches
303,304,Marco Meyerhöfer,de GER,DF,Greuther Fürth,25,1995,25.3,1464,100,483,675,324,23,1464,19,35,54.3,27,10,646,25,Matches
304,305,Sven Michel,de GER,FW,Union Berlin,31,1990,3.8,176,0,13,64,102,18,176,1,9,11.1,17,9,120,41,Matches
305,306,Enzo Millot,fr FRA,MF,Stuttgart,19,2002,0.6,44,1,5,23,16,0,44,1,2,50.0,5,3,29,2,Matches
306,307,Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,24,1997,16.6,1007,48,349,411,262,20,1007,32,49,65.3,24,20,533,49,Matches
307,308,Anthony Modeste,fr FRA,FW,Köln,33,1988,29.0,730,34,60,334,343,144,729,5,14,35.7,69,23,537,128,Matches
308,309,Kevin Möhwald,de GER,MF,Union Berlin,28,1993,3.9,245,8,47,133,68,8,245,2,5,40.0,7,6,160,11,Matches
309,310,Clinton Mola,eng ENG,DF,Stuttgart,20,2001,1.3,142,9,57,83,2,0,142,2,3,66.7,2,0,104,0,Matches
310,311,Jan Morávek,cz CZE,MF,Augsburg,31,1989,5.2,255,11,53,124,81,6,255,5,10,50.0,9,6,129,8,Matches
311,312,Ilaix Moriba,gn GUI,MF,RB Leipzig,18,2003,0.4,30,0,1,21,8,0,30,0,2,0.0,2,1,25,2,Matches
312,313,Youssoufa Moukoko,de GER,"FW,MF",Dortmund,16,2004,2.5,74,0,4,34,36,13,74,0,7,0.0,8,5,47,14,Matches
313,314,Nordi Mukiele,fr FRA,"DF,FW",RB Leipzig,23,1997,20.5,1379,64,403,650,344,66,1379,20,40,50.0,35,22,823,58,Matches
314,315,Florian Müller,de GER,GK,Stuttgart,23,1997,30.0,1096,920,1087,9,0,0,1096,0,0,,2,0,508,0,Matches
315,316,Thomas Müller,de GER,MF,Bayern Munich,31,1989,28.4,1756,16,124,765,876,160,1756,13,23,56.5,53,26,1359,266,Matches
316,317,Torben Müsel,de GER,MF,M'Gladbach,22,1999,0.1,1,0,0,1,0,0,1,0,0,,0,0,0,0,Matches
317,318,Jamal Musiala,de GER,"MF,FW",Bayern Munich,18,2003,16.3,979,6,112,435,455,97,979,57,102,55.9,60,40,691,132,Matches
318,319,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,21,1999,31.7,2283,234,1117,1056,133,37,2283,13,16,81.3,21,6,1438,7,Matches
319,320,Nikolas Nartey,dk DEN,"MF,DF",Stuttgart,21,2000,4.5,239,8,57,120,63,4,239,2,4,50.0,9,3,147,16,Matches
320,321,Paul Nebel,de GER,"MF,FW",Mainz 05,18,2002,2.5,131,0,16,54,62,8,131,4,7,57.1,14,5,85,10,Matches
321,322,David Nemeth,at AUT,DF,Mainz 05,20,2001,3.5,207,26,113,89,5,1,207,1,1,100.0,3,1,130,0,Matches
322,323,Luca Netz,de GER,"DF,FW",M'Gladbach,18,2003,15.5,735,38,236,303,201,25,735,10,20,50.0,20,14,373,47,Matches
323,324,Manuel Neuer,de GER,GK,Bayern Munich,35,1986,27.9,1292,928,1255,37,0,0,1292,0,0,,0,0,794,0,Matches
324,325,Florian Neuhaus,de GER,MF,M'Gladbach,24,1997,23.6,1429,50,318,849,274,42,1429,35,51,68.6,40,25,985,63,Matches
325,326,Jessic Ngankam,de GER,FW,Greuther Fürth,21,2000,3.8,89,1,3,49,39,17,89,4,9,44.4,16,5,62,10,Matches
326,327,Moussa Niakhate,fr FRA,DF,Mainz 05,25,1996,28.5,1850,184,829,839,198,22,1848,11,13,84.6,21,12,959,7,Matches
327,328,Tanguy Nianzou,fr FRA,DF,Bayern Munich,19,2002,6.5,604,27,183,386,38,8,604,5,7,71.4,6,4,473,1,Matches
328,329,Florian Niederlechner,de GER,FW,Augsburg,30,1990,12.9,336,11,33,162,147,53,336,8,27,29.6,25,16,230,53,Matches
329,330,Håvard Nielsen,no NOR,"MF,FW",Greuther Fürth,28,1993,15.2,544,24,72,280,197,57,544,16,33,48.5,50,19,379,74,Matches
330,331,Joakim Nilsson,se SWE,DF,Arminia,27,1994,30.4,1551,216,901,636,23,9,1551,2,3,66.7,12,1,802,2,Matches
331,332,Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,23,1997,30.3,1387,18,92,532,787,190,1386,66,99,66.7,109,50,1087,268,Matches
332,333,Lukas Nmecha,de GER,"FW,MF",Wolfsburg,22,1998,18.1,618,8,53,284,287,97,618,22,39,56.4,76,27,462,124,Matches
333,334,Håvard Nordtveit,no NOR,DF,Hoffenheim,31,1990,3.4,296,23,122,153,23,2,296,2,2,100.0,1,1,192,0,Matches
334,335,Connor Noß,ie IRL,MF,M'Gladbach,20,2001,0.6,21,1,4,10,7,1,21,0,0,,2,0,12,3,Matches
335,336,Hugo Novoa,es ESP,"MF,FW",RB Leipzig,18,2003,1.5,76,0,8,28,41,7,76,1,3,33.3,11,4,57,17,Matches
336,337,Soma Novothny,hu HUN,"FW,MF",Bochum,27,1994,0.9,27,4,7,11,9,4,27,0,0,,2,0,18,6,Matches
337,338,Kasim Nuhu,gh GHA,DF,Hoffenheim,26,1995,0.1,11,1,2,6,3,2,11,0,0,,0,0,6,0,Matches
338,339,Hans Nunoo Sarpei,gh GHA,"DF,MF",Greuther Fürth,22,1998,7.1,396,44,224,165,12,4,396,3,4,75.0,3,1,231,0,Matches
339,340,Bastian Oczipka,de GER,DF,Union Berlin,32,1989,10.4,641,28,184,286,184,11,641,15,25,60.0,10,6,328,20,Matches
340,341,Masaya Okugawa,jp JPN,"MF,FW",Arminia,25,1996,28.1,788,20,138,326,336,71,788,20,52,38.5,69,26,422,104,Matches
341,342,Mathias Olesen,lu LUX,"MF,FW",Köln,20,2001,0.2,15,0,6,5,4,0,15,0,0,,1,0,9,2,Matches
342,343,Dani Olmo,es ESP,"MF,FW",RB Leipzig,23,1998,8.3,475,4,62,234,182,31,475,24,45,53.3,23,16,354,50,Matches
343,344,Karim Onisiwo,at AUT,FW,Mainz 05,29,1992,26.2,980,11,58,378,562,168,980,49,121,40.5,127,45,706,205,Matches
344,345,Willi Orban,hu HUN,DF,RB Leipzig,28,1992,29.4,2369,237,1138,1162,75,41,2369,4,6,66.7,14,2,1633,7,Matches
345,346,Stefan Ortega,de GER,GK,Arminia,28,1992,33.0,1859,1170,1801,59,0,0,1859,0,0,,0,1,975,0,Matches
346,347,Patrick Osterhage,de GER,MF,Bochum,21,2000,6.7,272,14,53,148,75,6,272,6,8,75.0,15,13,136,16,Matches
347,348,Tomáš Ostrák,cz CZE,"MF,FW",Köln,21,2000,0.3,23,0,5,6,12,3,23,2,2,100.0,2,3,15,2,Matches
348,349,Paulo Otávio,br BRA,"DF,MF",Wolfsburg,26,1994,4.0,259,18,81,107,73,4,259,5,8,62.5,7,2,145,7,Matches
349,350,Reece Oxford,eng ENG,DF,Augsburg,22,1998,29.9,1528,250,916,556,68,35,1528,4,5,80.0,17,1,811,2,Matches
350,351,Salih Özcan,tr TUR,MF,Köln,23,1998,25.7,1651,54,436,998,239,53,1651,25,40,62.5,26,28,939,35,Matches
351,352,Levin Öztunalı,de GER,MF,Union Berlin,25,1996,6.4,257,15,54,115,94,14,257,4,9,44.4,24,9,160,32,Matches
352,353,Gonçalo Paciência,pt POR,FW,Eint Frankfurt,26,1994,5.7,240,6,14,123,105,28,238,13,22,59.1,18,15,178,42,Matches
353,354,Exequiel Palacios,ar ARG,MF,Leverkusen,22,1998,12.2,919,31,249,557,125,5,919,6,11,54.5,13,13,620,14,Matches
354,355,Miloš Pantović,rs SRB,"MF,FW",Bochum,25,1996,17.0,676,24,125,303,253,44,675,6,15,40.0,32,12,391,59,Matches
355,356,Antonios Papadopoulos,de GER,"DF,MF",Dortmund,21,1999,0.2,12,0,6,6,0,0,12,0,0,,1,0,12,0,Matches
356,357,Matondo-Merveille Papela,de GER,MF,Mainz 05,20,2001,0.9,41,1,17,18,7,1,41,0,0,,5,1,17,1,Matches
357,358,Kevin Paredes,us USA,"FW,DF",Wolfsburg,18,2003,0.2,10,0,0,4,6,0,10,0,0,,1,0,7,0,Matches
358,359,Felix Passlack,de GER,DF,Dortmund,23,1998,5.2,418,8,102,223,94,7,418,3,7,42.9,8,2,270,17,Matches
359,360,Paulinho,br BRA,"FW,MF",Leverkusen,21,2000,13.5,676,11,76,312,303,62,676,27,53,50.9,38,19,523,99,Matches
360,361,Benjamin Pavard,fr FRA,DF,Bayern Munich,25,1996,23.1,2285,125,695,1256,344,29,2285,3,4,75.0,10,5,1640,55,Matches
361,362,Mads Pedersen,dk DEN,"MF,DF",Augsburg,24,1996,15.5,633,33,190,244,208,27,633,16,31,51.6,31,15,301,35,Matches
362,363,Peter Pekarík,sk SVK,DF,Hertha BSC,34,1986,24.8,1404,89,526,611,281,16,1404,6,14,42.9,22,5,721,28,Matches
363,364,Philipp Pentke,de GER,GK,Hoffenheim,36,1985,1.0,42,36,42,0,0,0,42,0,0,,0,0,24,0,Matches
364,365,Ricardo Pepi,us USA,"FW,MF",Augsburg,18,2003,5.3,159,10,19,67,75,19,159,2,3,66.7,13,6,99,25,Matches
365,366,Pavao Pervan,at AUT,GK,Wolfsburg,33,1987,6.0,225,205,223,2,0,0,225,0,0,,0,0,102,0,Matches
366,367,Nils Petersen,de GER,FW,Freiburg,32,1988,6.4,228,17,37,83,111,32,228,5,5,100.0,21,3,124,30,Matches
367,368,Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,21,1999,11.6,568,11,71,297,210,35,568,27,44,61.4,35,24,406,62,Matches
368,369,Immanuel Pherai,nl NED,MF,Dortmund,20,2001,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,Matches
369,370,Maximilian Philipp,de GER,MF,Wolfsburg,27,1994,10.7,429,9,42,225,169,19,429,14,26,53.8,20,16,281,58,Matches
370,371,Krzysztof Piątek,pl POL,FW,Hertha BSC,26,1995,3.9,123,6,13,55,57,13,123,6,9,66.7,11,7,88,22,Matches
371,372,Amos Pieper,de GER,DF,Arminia,23,1998,26.4,1465,208,893,543,41,19,1465,5,6,83.3,8,1,766,4,Matches
372,373,Marvin Plattenhardt,de GER,DF,Hertha BSC,29,1992,18.2,1081,51,388,464,243,2,1081,8,12,66.7,15,6,478,17,Matches
373,374,Alassane Pléa,fr FRA,"MF,FW",M'Gladbach,28,1993,23.0,1012,17,70,523,435,86,1009,33,67,49.3,41,23,771,143,Matches
374,375,Joel Pohjanpalo,fi FIN,FW,Leverkusen,26,1994,0.1,3,0,1,2,0,0,3,0,0,,0,0,3,0,Matches
375,376,Sebastian Polter,de GER,FW,Bochum,30,1991,26.0,753,34,53,345,356,129,751,4,15,26.7,74,34,571,111,Matches
