,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches
59,60,Clésio Baúque,mz MOZ,"DF,FW",Marítimo,26,1994,5.3,127,174,73.0,2162,629,61,70,87.1,54,66,81.8,11,26,42.3,2,0.5,0.4,+1.5,7,5,6,3,12,Matches
60,61,Bebeto,br BRA,"DF,MF",Tondela,31,1990,15.4,513,706,72.7,8748,3431,237,272,87.1,220,284,77.5,45,111,40.5,1,0.5,0.4,+0.5,7,25,9,5,36,Matches
61,62,Alireza Beiranvand,ir IRN,GK,Boavista,28,1992,7.5,174,277,62.8,5303,3882,23,24,95.8,82,87,94.3,69,166,41.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
62,63,Stefano Beltrame,it ITA,MF,Marítimo,28,1993,15.4,525,639,82.2,9718,2676,222,249,89.2,214,245,87.3,71,116,61.2,3,2.7,1.8,+0.3,24,51,13,4,45,Matches
63,64,Berna,pt POR,MF,Braga,18,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
64,65,Paulo Bernardo,pt POR,MF,Benfica,19,2002,8.7,365,432,84.5,5878,1710,183,205,89.3,134,152,88.2,32,48,66.7,0,1.4,1.3,-1.4,11,43,10,2,39,Matches
65,66,Beto,gw GNB,FW,Portimonense,23,1998,3.0,25,40,62.5,346,56,15,22,68.2,7,12,58.3,2,2,100.0,0,0.0,0.1,0.0,1,0,0,0,1,Matches
66,67,Aylton Boa Morte,pt POR,"FW,MF",Portimonense,27,1993,12.3,181,256,70.7,2425,495,118,143,82.5,42,64,65.6,8,16,50.0,1,0.8,0.6,+0.2,10,14,10,4,16,Matches
67,68,Kennedy Boateng,tg TOG,DF,Santa Clara,24,1996,23.3,757,915,82.7,15821,5168,198,244,81.1,447,493,90.7,109,161,67.7,0,0.1,0.1,-0.1,2,14,0,0,27,Matches
68,69,Kiko Bondoso,pt POR,FW,FC Vizela,25,1995,30.2,698,928,75.2,9453,2893,434,517,83.9,186,237,78.5,36,61,59.0,5,5.4,5.4,-0.4,53,58,27,3,78,Matches
69,70,Trova Boni,bf BFA,MF,B-SAD,21,1999,4.9,80,114,70.2,1398,489,35,45,77.8,37,48,77.1,6,13,46.2,0,0.0,0.2,0.0,1,4,5,0,9,Matches
70,71,Toni Borevkovic,hr CRO,DF,Vitória,24,1997,22.1,957,1129,84.8,20331,7212,295,328,89.9,507,545,93.0,149,233,63.9,1,0.7,0.2,+0.3,6,66,0,0,67,Matches
71,72,Gonçalo Borges,pt POR,MF,Porto,20,2001,0.1,4,4,100.0,60,26,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
72,73,Neto Borges,br BRA,"DF,MF",Tondela,24,1996,23.7,813,1101,73.8,12840,5558,449,524,85.7,265,366,72.4,69,141,48.9,4,2.4,2.5,+1.6,21,59,16,8,53,Matches
73,74,Pedro Borges,br BRA,MF,Tondela,24,1997,22.1,642,801,80.1,10696,2862,310,355,87.3,255,298,85.6,57,84,67.9,0,0.3,0.4,-0.3,7,41,8,0,40,Matches
74,75,Mohamed Bouldini,ma MAR,FW,Santa Clara,25,1995,1.7,25,43,58.1,289,49,19,24,79.2,3,13,23.1,1,2,50.0,0,0.1,0.1,-0.1,3,2,0,0,0,Matches
75,76,Rafael Bracalli,br BRA,GK,Boavista,40,1981,26.5,527,835,63.1,18271,14534,45,46,97.8,218,223,97.8,264,560,47.1,0,0.0,0.0,0.0,1,14,0,0,0,Matches
76,77,Victor Braga,br BRA,GK,Arouca,29,1992,23.1,475,771,61.6,15316,11999,69,71,97.2,189,203,93.1,215,490,43.9,0,0.0,0.0,0.0,1,10,0,0,0,Matches
77,78,Daniel Bragança,pt POR,MF,Sporting CP,22,1999,8.7,548,604,90.7,8807,2203,311,330,94.2,183,197,92.9,46,59,78.0,1,1.9,1.2,-0.9,17,60,18,1,47,Matches
78,79,Pedro Brazão,pt POR,"MF,FW",Famalicão,18,2002,4.2,78,109,71.6,1176,441,46,61,75.4,22,26,84.6,7,12,58.3,1,0.4,0.3,+0.6,5,12,3,1,14,Matches
79,80,Brunão,br BRA,MF,Arouca,24,1997,0.2,6,7,85.7,88,53,3,3,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
80,81,Bruninho,br BRA,FW,Arouca,22,1999,3.3,24,53,45.3,361,81,11,22,50.0,7,17,41.2,3,4,75.0,0,0.1,0.1,-0.1,2,4,1,0,5,Matches
81,82,David Bruno,pt POR,DF,Estoril,29,1992,13.5,479,656,73.0,8210,3594,217,251,86.5,207,281,73.7,45,89,50.6,1,0.5,0.6,+0.5,10,47,14,10,41,Matches
82,83,Matheus Bueno,br BRA,"MF,FW",Gil Vicente FC,23,1998,7.3,226,305,74.1,3942,1083,103,117,88.0,88,114,77.2,27,55,49.1,0,1.4,0.9,-1.4,13,38,11,2,24,Matches
83,84,André Bukia,cd COD,"FW,MF",Arouca,26,1995,28.5,442,634,69.7,7121,1802,256,315,81.3,141,188,75.0,37,81,45.7,2,1.9,1.9,+0.1,20,34,24,5,58,Matches
84,85,Leonardo Buta,pt POR,DF,Braga,19,2002,1.5,59,79,74.7,997,269,26,29,89.7,30,34,88.2,3,10,30.0,0,0.1,0.1,-0.1,1,3,1,0,4,Matches
85,86,Adrián Butzke,es ESP,FW,Paços,22,1999,6.4,136,166,81.9,2143,250,74,87,85.1,45,50,90.0,11,14,78.6,1,0.7,0.9,+0.3,7,9,4,0,8,Matches
86,87,Jovane Cabral,cv CPV,"MF,FW",Sporting CP,23,1998,3.8,87,123,70.7,1257,272,49,59,83.1,23,35,65.7,8,13,61.5,1,1.3,0.8,-0.3,8,11,1,0,10,Matches
87,88,Paulo Henrique Rodrigues Cabral,pt POR,DF,Santa Clara,24,1996,13.9,464,624,74.4,8294,3507,211,244,86.5,202,263,76.8,45,85,52.9,0,0.6,0.6,-0.6,5,36,11,3,44,Matches
88,89,Jhonder Cádiz,ve VEN,"FW,DF",Famalicão,26,1995,5.0,73,131,55.7,977,242,47,69,68.1,15,36,41.7,5,10,50.0,2,1.1,1.0,+0.9,9,5,3,0,5,Matches
89,90,João Caiado,pt POR,FW,Gil Vicente FC,22,1999,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
90,91,Juan Calero,co COL,FW,Gil Vicente FC,22,1998,1.6,44,53,83.0,613,55,25,28,89.3,15,17,88.2,2,2,100.0,0,0.0,0.1,0.0,1,6,1,0,2,Matches
91,92,Diogo Calila,pt POR,"DF,MF",B-SAD,22,1998,21.3,643,881,73.0,10750,4423,291,340,85.6,280,362,77.3,51,120,42.5,1,0.6,0.8,+0.4,9,25,10,8,28,Matches
92,93,Rafael Camacho,pt POR,"FW,MF",B-SAD,21,2000,9.8,180,243,74.1,2750,686,97,121,80.2,65,81,80.2,11,20,55.0,1,1.1,1.1,-0.1,9,9,7,5,10,Matches
93,94,Abel Camará,gw GNB,FW,B-SAD,31,1990,17.3,203,313,64.9,2738,631,128,163,78.5,54,85,63.5,8,18,44.4,0,0.9,0.5,-0.9,10,16,6,1,17,Matches
94,95,Ibrahima Camará,gn GUI,MF,Moreirense,22,1999,18.9,541,767,70.5,10535,3553,220,273,80.6,227,286,79.4,85,170,50.0,4,2.1,1.7,+1.9,26,83,13,4,78,Matches
95,96,Gastón Campi,ar ARG,DF,Arouca,30,1991,4.0,124,171,72.5,2655,862,33,43,76.7,75,88,85.2,16,40,40.0,0,0.0,0.0,0.0,1,9,0,0,6,Matches
96,97,Fali Candé,gw GNB,DF,Portimonense,23,1998,14.6,503,734,68.5,9230,3721,215,264,81.4,220,299,73.6,61,129,47.3,2,2.0,1.8,0.0,22,36,12,8,41,Matches
97,98,Francis Cann,gh GHA,"FW,MF",FC Vizela,23,1998,2.4,44,66,66.7,698,210,21,26,80.8,19,25,76.0,2,8,25.0,0,0.1,0.1,-0.1,1,6,2,0,6,Matches
98,99,Reggie Cannon,us USA,DF,Boavista,23,1998,19.0,796,955,83.4,14372,4679,325,359,90.5,392,440,89.1,68,118,57.6,0,0.1,0.2,-0.1,1,40,2,1,30,Matches
99,100,Fábio Cardoso,pt POR,DF,Porto,27,1994,12.0,648,709,91.4,12880,4184,207,219,94.5,348,374,93.0,81,97,83.5,0,0.2,0.1,-0.2,2,32,1,0,23,Matches
100,101,Carlinhos,br BRA,MF,Portimonense,27,1994,25.4,1077,1313,82.0,21763,6477,398,461,86.3,496,553,89.7,171,250,68.4,1,2.5,2.4,-1.5,38,133,16,4,102,Matches
101,102,Carlos,br BRA,FW,Santa Clara,25,1995,2.0,35,45,77.8,465,104,23,27,85.2,9,12,75.0,1,2,50.0,0,0.2,0.1,-0.2,3,2,3,1,3,Matches
