,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
144,145,Yan Couto,br BRA,"DF,MF",Braga,19,2002,20.0,1,18,2,11.1,0.90,0.10,0.06,0.50,19.0,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
145,146,Crespo,pt POR,"MF,FW",Estoril,24,1996,2.9,1,2,1,50.0,0.69,0.34,0.50,1.00,16.0,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
146,147,Sandro Cruz,pt POR,DF,Benfica,20,2001,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
147,148,Crysan,br BRA,FW,Santa Clara,25,1996,15.9,7,43,19,44.2,2.71,1.20,0.14,0.32,16.8,2,1,1,6.5,5.7,0.13,+0.5,+0.3,Matches
148,149,Lucas Cunha,br BRA,DF,Gil Vicente FC,24,1997,32.0,2,7,2,28.6,0.22,0.06,0.29,1.00,18.3,0,0,0,0.8,0.8,0.12,+1.2,+1.2,Matches
149,150,Sessi D'Almeida,bj BEN,MF,Tondela,25,1995,2.4,0,3,0,0.0,1.24,0.00,0.00,,23.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
150,151,Oday Dabbagh,ps PLE,"FW,MF",Arouca,22,1998,7.6,4,27,11,40.7,3.55,1.45,0.15,0.36,15.2,0,0,0,4.2,4.2,0.16,-0.2,-0.2,Matches
151,152,Julien Dacosta,fr FRA,"DF,MF",Portimonense,25,1996,4.4,0,4,2,50.0,0.90,0.45,0.00,0.00,14.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
152,153,Renat Dadaşov,az AZE,FW,Tondela,22,1999,16.0,2,24,11,45.8,1.50,0.69,0.08,0.18,16.3,1,0,0,2.7,2.7,0.11,-0.7,-0.7,Matches
153,154,Dalberson,br BRA,GK,Famalicão,24,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
154,155,Daniel,br BRA,FW,Tondela,25,1996,17.7,4,28,7,25.0,1.58,0.39,0.11,0.43,17.5,3,1,1,3.8,3.0,0.11,+0.2,0.0,Matches
155,156,Tiago Dantas,pt POR,MF,Tondela,20,2000,12.2,1,10,4,40.0,0.82,0.33,0.10,0.25,21.6,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
156,157,Or Dasa,il ISR,"MF,FW",Arouca,22,1998,0.6,0,1,0,0.0,1.61,0.00,0.00,,21.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
157,158,Hernán De La Fuente,ar ARG,"DF,MF",Famalicão,24,1997,10.3,0,10,3,30.0,0.97,0.29,0.00,0.00,16.3,0,0,0,1.4,1.4,0.14,-1.4,-1.4,Matches
158,159,Juan Delgado,cl CHI,"DF,FW",Paços,28,1993,21.9,2,8,5,62.5,0.36,0.23,0.25,0.40,12.1,0,0,0,1.1,1.1,0.14,+0.9,+0.9,Matches
159,160,Denílson,br BRA,FW,Paços,26,1995,20.1,6,48,23,47.9,2.38,1.14,0.08,0.17,17.7,0,2,2,6.4,4.8,0.10,-0.4,-0.8,Matches
160,161,Jordan van der Gaag,nl NED,"MF,FW",B-SAD,22,1999,2.0,0,1,1,100.0,0.51,0.51,0.00,0.00,18.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
161,162,Lamine Diaby,fr FRA,"MF,FW",Paços,24,1996,2.5,0,9,2,22.2,3.58,0.80,0.00,0.00,19.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
162,163,Luis Díaz,co COL,"MF,FW",Porto,24,1997,16.6,14,62,25,40.3,3.74,1.51,0.23,0.56,15.1,1,0,1,12.4,11.7,0.19,+1.6,+2.3,Matches
163,164,Marcelo Djaló,gw GNB,DF,Boavista,27,1993,0.6,0,1,0,0.0,1.67,0.00,0.00,,14.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
164,165,Matchoi Djaló,pt POR,"MF,FW",Paços,18,2003,7.9,1,13,3,23.1,1.65,0.38,0.08,0.33,23.2,3,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
165,166,Ivan Dolček,hr CRO,"DF,MF",Famalicão,21,2000,2.2,1,3,3,100.0,1.36,1.36,0.33,0.33,15.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches
166,167,Bruno Duarte,br BRA,"FW,MF",Vitória,25,1996,11.2,7,29,12,41.4,2.58,1.07,0.21,0.50,14.2,0,1,1,6.1,5.0,0.17,+0.9,+1.0,Matches
167,168,Rodrigo Duarte,pt POR,FW,Sporting CP,16,2005,0.5,0,5,1,20.0,10.47,2.09,0.00,0.00,18.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
168,169,Marcus Edwards,eng ENG,"MF,FW",Sporting CP,22,1998,5.8,3,18,7,38.9,3.09,1.20,0.17,0.43,18.7,0,0,0,1.3,1.3,0.07,+1.7,+1.7,Matches
169,170,Marcus Edwards,eng ENG,FW,Vitória,22,1998,14.3,7,28,7,25.0,1.96,0.49,0.14,0.57,16.8,2,3,3,5.2,2.8,0.10,+1.8,+1.2,Matches
170,171,Ricardo Esgaio,pt POR,"DF,MF",Sporting CP,28,1993,16.3,0,11,5,45.5,0.68,0.31,0.00,0.00,15.7,0,0,0,1.5,1.5,0.14,-1.5,-1.5,Matches
171,172,Tiago Esgaio,pt POR,DF,Arouca,25,1995,10.2,0,2,1,50.0,0.20,0.10,0.00,0.00,14.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
172,173,Tiago Esgaio,pt POR,DF,Braga,25,1995,0.8,0,1,0,0.0,1.30,0.00,0.00,,34.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
173,174,Dario Essugo,pt POR,MF,Sporting CP,16,2005,0.5,0,1,0,0.0,2.00,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
174,175,Gonçalo Esteves,pt POR,"DF,FW",Sporting CP,17,2004,1.6,0,1,0,0.0,0.64,0.00,0.00,,31.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
175,176,Luís Esteves,pt POR,MF,Vitória,23,1998,0.4,0,2,0,0.0,4.74,0.00,0.00,,29.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
176,177,Paulo Estrela Moreira,pt POR,MF,Portimonense,22,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
177,178,Oscar Estupiñan,co COL,FW,Vitória,24,1996,24.1,15,69,32,46.4,2.87,1.33,0.20,0.44,11.0,0,1,1,13.5,12.7,0.19,+1.5,+1.3,Matches
178,179,Friday Etim,ng NGA,"FW,MF",FC Vizela,19,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
179,180,Stephen Eustáquio,ca CAN,MF,Porto,24,1996,1.0,0,1,0,0.0,1.03,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
180,181,Stephen Eustáquio,ca CAN,MF,Paços,24,1996,16.4,0,25,6,24.0,1.52,0.37,0.00,0.00,21.1,2,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches
181,182,Evanilson,br BRA,FW,Porto,21,1999,22.5,14,62,34,54.8,2.76,1.51,0.23,0.41,12.4,0,0,1,14.2,13.4,0.22,-0.2,+0.6,Matches
182,183,Ewerton,br BRA,MF,Portimonense,28,1992,8.1,1,9,3,33.3,1.11,0.37,0.11,0.33,21.9,1,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches
183,184,Fabiano,br BRA,"DF,MF",Braga,21,2000,15.8,0,1,0,0.0,0.06,0.00,0.00,,34.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
184,185,Miguel Falé,pt POR,"FW,MF",Braga,17,2004,2.8,0,3,2,66.7,1.08,0.72,0.00,0.00,16.7,0,0,0,0.6,0.6,0.20,-0.6,-0.6,Matches
185,186,Zouhair Feddal,ma MAR,DF,Sporting CP,32,1989,11.2,0,5,1,20.0,0.44,0.09,0.00,0.00,11.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
186,187,Luiz Felipe,br BRA,GK,B-SAD,24,1997,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
187,188,Volnei Feltes,br BRA,DF,Estoril,21,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
188,189,Gedson Fernandes,pt POR,MF,Benfica,22,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
189,190,Ivanildo Fernandes,pt POR,DF,FC Vizela,25,1996,15.1,0,11,2,18.2,0.73,0.13,0.00,0.00,12.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
190,191,Jorge Filipe Oliveira Fernandes,pt POR,DF,Vitória,24,1997,13.6,0,7,2,28.6,0.51,0.15,0.00,0.00,9.3,0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches
191,192,Lucas Fernandes,br BRA,MF,Portimonense,23,1997,15.8,1,18,8,44.4,1.14,0.51,0.06,0.13,25.7,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
192,193,Ricardo Fernandes,pt POR,GK,Santa Clara,26,1994,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
193,194,Roger Fernandes,gw GNB,"MF,DF",Braga,15,2005,1.3,2,6,3,50.0,4.54,2.27,0.33,0.67,16.1,0,0,0,1.0,1.0,0.17,+1.0,+1.0,Matches
194,195,Rúben Fernandes,pt POR,DF,Gil Vicente FC,35,1986,32.8,1,16,2,12.5,0.49,0.06,0.06,0.50,11.6,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
195,196,Fernando,br BRA,FW,Porto,28,1993,0.1,1,1,1,100.0,18.00,18.00,1.00,1.00,11.6,0,0,0,0.2,0.2,0.15,+0.8,+0.8,Matches
196,197,Nahuel Ferraresi,ve VEN,DF,Estoril,22,1998,22.1,0,9,2,22.2,0.41,0.09,0.00,0.00,11.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
197,198,André Ferreira,pt POR,GK,Paços,25,1996,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
198,199,Filipe Ferreira,pt POR,"DF,MF",Boavista,30,1990,15.8,0,3,1,33.3,0.19,0.06,0.00,0.00,34.2,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
199,200,Fernando Ferreira Fonseca,pt POR,DF,Paços,24,1997,16.6,0,3,0,0.0,0.18,0.00,0.00,,24.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
200,201,Hélder Ferreira,pt POR,"FW,MF",Paços,24,1997,17.5,2,26,6,23.1,1.49,0.34,0.08,0.33,18.1,1,0,0,2.2,2.2,0.08,-0.2,-0.2,Matches
201,202,João Ferreira,pt POR,DF,Vitória,20,2001,10.9,0,3,0,0.0,0.27,0.00,0.00,,26.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
202,203,Joel Ferreira,pt POR,DF,Arouca,29,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
203,204,Diogo Figueiras,pt POR,DF,Famalicão,30,1991,14.1,0,10,4,40.0,0.71,0.28,0.00,0.00,17.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
204,205,Tiago Fonseca Morais,pt POR,"MF,FW",Boavista,17,2003,3.4,0,7,2,28.6,2.03,0.58,0.00,0.00,23.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
205,206,Rui Fonte,pt POR,FW,Estoril,31,1990,14.2,4,22,9,40.9,1.55,0.63,0.18,0.44,14.0,0,0,0,1.2,1.2,0.05,+2.8,+2.8,Matches
206,207,Rui Fonte,pt POR,DF,Braga,31,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
207,208,André Franco,pt POR,MF,Estoril,23,1998,28.0,11,54,19,35.2,1.93,0.68,0.11,0.32,21.2,9,5,5,10.2,6.3,0.12,+0.8,-0.3,Matches
208,209,Gonçalo Franco,pt POR,MF,Moreirense,20,2000,12.7,0,19,2,10.5,1.49,0.16,0.00,0.00,23.2,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
209,210,Fransérgio,br BRA,MF,Braga,30,1990,1.6,0,4,1,25.0,2.48,0.62,0.00,0.00,27.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
210,211,Žiga Frelih,si SVN,GK,Gil Vicente FC,23,1998,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
211,212,Godfried Frimpong,nl NED,"DF,MF",Moreirense,22,1999,6.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
212,213,Kanya Fujimoto,jp JPN,"MF,FW",Gil Vicente FC,22,1999,26.6,3,31,13,41.9,1.17,0.49,0.10,0.23,18.2,0,0,0,2.4,2.4,0.08,+0.6,+0.6,Matches
213,214,Rodolfo Furtado,pt POR,GK,Santa Clara,23,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
214,215,Nicolás Gaitán,ar ARG,MF,Paços,33,1988,3.3,2,3,2,66.7,0.91,0.60,0.67,1.00,10.5,0,0,0,0.4,0.4,0.14,+1.6,+1.6,Matches
215,216,Jefferson Galego,br BRA,"MF,FW",Moreirense,24,1997,1.0,0,5,0,0.0,5.17,0.00,0.00,,18.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
216,217,Galeno,br BRA,"MF,FW",Porto,23,1997,3.5,1,13,5,38.5,3.74,1.44,0.08,0.20,15.6,1,0,0,2.0,2.0,0.15,-1.0,-1.0,Matches
217,218,Galeno,br BRA,"MF,DF",Braga,23,1997,10.6,3,21,10,47.6,1.99,0.95,0.10,0.20,21.7,0,1,1,2.0,1.2,0.06,+1.0,+0.8,Matches
218,219,Nino Galović,hr CRO,DF,Arouca,29,1992,10.3,0,3,1,33.3,0.29,0.10,0.00,0.00,8.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
219,220,João Gamboa,pt POR,MF,Estoril,24,1996,23.5,0,18,3,16.7,0.77,0.13,0.00,0.00,22.5,1,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
220,221,Pedro Ganchas,pt POR,DF,Paços,21,2000,1.6,0,1,0,0.0,0.64,0.00,0.00,,10.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
221,222,Javi García,es ESP,"DF,MF",Boavista,34,1987,13.8,1,8,2,25.0,0.58,0.15,0.13,0.50,13.4,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
222,223,Geovani,br BRA,"FW,MF",Famalicão,20,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
223,224,Francisco Geraldes,pt POR,MF,Estoril,26,1995,18.2,1,29,7,24.1,1.59,0.38,0.03,0.14,25.1,2,0,0,2.3,2.3,0.08,-1.3,-1.3,Matches
224,225,Gilberto,br BRA,"DF,MF",Benfica,28,1993,15.0,2,12,2,16.7,0.80,0.13,0.17,1.00,17.6,0,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches
225,226,Henrique Gomes,pt POR,DF,Gil Vicente FC,25,1995,2.6,1,3,1,33.3,1.13,0.38,0.33,1.00,14.5,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
226,227,Rodrigo Gomes,pt POR,"MF,DF",Braga,18,2003,8.2,0,15,6,40.0,1.83,0.73,0.00,0.00,19.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
227,228,Sana Gomes,gw GNB,DF,Portimonense,19,2002,4.1,0,1,0,0.0,0.25,0.00,0.00,,32.6,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
228,229,Luis Gómez,co COL,"MF,FW",Santa Clara,21,1999,0.7,0,1,0,0.0,1.48,0.00,0.00,,33.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
229,230,Nuno Gonçalo Moreira,pt POR,FW,FC Vizela,22,1999,18.8,1,54,10,18.5,2.88,0.53,0.02,0.10,22.4,2,0,0,3.6,3.6,0.07,-2.6,-2.6,Matches
230,231,Diogo Gonçalves,pt POR,"MF,FW",Benfica,24,1997,9.6,0,11,3,27.3,1.15,0.31,0.00,0.00,15.4,0,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches
231,232,Ivo Gonçalves,pt POR,GK,FC Vizela,37,1984,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
232,233,Jota Gonçalves,pt POR,DF,Tondela,21,2000,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
233,234,Pedro Gonçalves,pt POR,"MF,FW",Sporting CP,23,1998,22.4,8,88,38,43.2,3.93,1.70,0.08,0.18,19.4,1,1,2,13.7,12.1,0.14,-5.7,-5.1,Matches
234,235,Cristian González,uy URU,DF,Santa Clara,25,1996,14.9,0,7,0,0.0,0.47,0.00,0.00,,15.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
235,236,Mario González,es ESP,FW,Braga,25,1996,6.2,2,21,7,33.3,3.36,1.12,0.10,0.29,13.7,0,0,0,3.1,3.1,0.15,-1.1,-1.1,Matches
236,237,Jean Gorby,fr FRA,MF,Braga,19,2002,2.3,1,2,1,50.0,0.85,0.43,0.50,1.00,26.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
237,238,Kenji Gorré,cw CUW,"FW,MF",Boavista,26,1994,18.5,4,36,11,30.6,1.95,0.60,0.11,0.36,22.2,1,0,0,2.5,2.5,0.07,+1.5,+1.5,Matches
238,239,Tiago Gouveia,pt POR,"FW,MF",Benfica,20,2001,1.0,0,3,3,100.0,3.14,3.14,0.00,0.00,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
239,240,Álex Grimaldo,es ESP,"DF,MF",Benfica,25,1995,25.8,5,32,14,43.8,1.24,0.54,0.16,0.36,21.3,8,0,0,2.7,2.7,0.09,+2.3,+2.3,Matches
240,241,Marko Grujić,rs SRB,MF,Porto,25,1996,9.9,1,18,4,22.2,1.82,0.40,0.06,0.25,15.1,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
241,242,Gui Guedes,pt POR,MF,Vitória,19,2002,0.7,0,1,0,0.0,1.45,0.00,0.00,,14.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
242,243,Rafik Guitane,fr FRA,"FW,MF",Marítimo,22,1999,21.2,4,20,10,50.0,0.94,0.47,0.15,0.30,17.8,0,1,1,2.6,1.8,0.09,+1.4,+1.2,Matches
243,244,Raphael Guzzo,pt POR,MF,FC Vizela,26,1995,9.1,2,14,5,35.7,1.53,0.55,0.14,0.40,13.8,1,0,0,2.6,2.6,0.19,-0.6,-0.6,Matches
244,245,Emmanuel Hackman,tg TOG,DF,Gil Vicente FC,26,1995,7.4,0,2,0,0.0,0.27,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
245,246,Yanis Hamache,dz ALG,"MF,DF",Boavista,22,1999,20.5,4,39,11,28.2,1.91,0.54,0.08,0.27,26.4,8,1,2,3.5,1.9,0.05,+0.5,+1.1,Matches
246,247,Tomás Händel,pt POR,MF,Vitória,20,2000,11.5,0,8,2,25.0,0.69,0.17,0.00,0.00,19.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
247,248,Boubacar Hanne,pt POR,"FW,MF",Gil Vicente FC,22,1999,2.8,1,8,2,25.0,2.82,0.71,0.13,0.50,22.1,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
248,249,Norbert Haymamba,cm CMR,GK,Arouca,22,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
249,250,Henrique,br BRA,"FW,MF",Marítimo,27,1993,8.9,2,18,4,22.2,2.01,0.45,0.11,0.50,17.1,0,0,0,1.8,1.8,0.10,+0.2,+0.2,Matches
250,251,Danny Henriques,nl NED,DF,B-SAD,24,1997,21.9,0,4,0,0.0,0.18,0.00,0.00,,16.2,0,0,0,0.8,0.8,0.19,-0.8,-0.8,Matches
251,252,Manu Hernando,es ESP,DF,Tondela,23,1998,17.8,3,8,5,62.5,0.45,0.28,0.38,0.60,8.2,0,0,0,1.2,1.2,0.15,+1.8,+1.8,Matches
252,253,Lukáš Horníček,cz CZE,GK,Braga,19,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
253,254,André Horta,pt POR,MF,Braga,24,1996,17.4,1,43,9,20.9,2.47,0.52,0.02,0.11,27.2,0,0,0,2.3,2.3,0.05,-1.3,-1.3,Matches
254,255,Ricardo Horta,pt POR,"FW,MF",Braga,26,1994,31.0,19,81,32,39.5,2.61,1.03,0.20,0.50,19.4,7,3,4,13.9,10.7,0.14,+5.1,+5.3,Matches
255,256,Abbas Ibrahim,ng NGA,"MF,FW",Paços,23,1998,2.0,0,2,0,0.0,0.99,0.00,0.00,,26.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
256,257,Abdulwahab Ibrahim,gh GHA,MF,Famalicão,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
257,258,Tiago Ilori,pt POR,DF,Boavista,28,1993,5.6,1,2,1,50.0,0.36,0.18,0.50,1.00,18.5,0,0,0,0.6,0.6,0.32,+0.4,+0.4,Matches
258,259,Giannelli Imbula,cd COD,"MF,FW",Portimonense,28,1992,1.5,0,3,0,0.0,1.94,0.00,0.00,,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
259,260,Gonçalo Inácio,pt POR,DF,Sporting CP,19,2001,27.5,4,19,5,26.3,0.69,0.18,0.21,0.80,15.4,0,0,0,2.0,2.0,0.10,+2.0,+2.0,Matches
260,261,Ivan Jaime Pajuelo,es ESP,"MF,FW",Famalicão,20,2000,14.0,1,32,10,31.3,2.28,0.71,0.03,0.10,21.9,5,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches
261,262,Nikola Jambor,hr CRO,MF,Moreirense,25,1995,1.1,0,1,1,100.0,0.94,0.94,0.00,0.00,25.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
262,263,Nicolas Janvier,fr FRA,MF,Vitória,22,1998,12.1,2,28,8,28.6,2.31,0.66,0.07,0.25,25.5,2,0,0,1.2,1.2,0.04,+0.8,+0.8,Matches
263,264,Jean,br BRA,MF,Gil Vicente FC,26,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
264,265,Jefferson,br BRA,MF,Moreirense,27,1994,11.0,2,19,8,42.1,1.73,0.73,0.11,0.25,24.5,2,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
265,266,Jeimes,br BRA,GK,Paços,20,2001,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
266,267,Anderson Jesus,br BRA,DF,FC Vizela,26,1995,17.0,0,7,1,14.3,0.41,0.06,0.00,0.00,10.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
267,268,Joãozinho,pt POR,DF,Estoril,32,1989,32.1,1,8,2,25.0,0.25,0.06,0.13,0.50,24.5,1,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
268,269,Henrique Jocú,pt POR,MF,Portimonense,19,2001,6.6,0,3,0,0.0,0.45,0.00,0.00,,26.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
269,270,Diederrick Joel,cm CMR,FW,Marítimo,27,1993,16.9,9,40,21,52.5,2.37,1.24,0.15,0.29,14.2,0,3,5,8.7,5.2,0.13,+0.3,+0.8,Matches
270,271,Jójó,cv CPV,DF,B-SAD,20,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
271,272,Igor Julião,br BRA,DF,FC Vizela,26,1994,11.1,0,5,0,0.0,0.45,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
272,273,Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,20,2001,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
273,274,Renato Junior,br BRA,FW,Portimonense,19,2002,3.8,0,8,3,37.5,2.11,0.79,0.00,0.00,10.3,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches
274,275,Welinton Júnior,br BRA,FW,Portimonense,28,1993,9.3,5,30,10,33.3,3.23,1.08,0.17,0.50,18.2,2,0,0,4.2,4.2,0.15,+0.8,+0.8,Matches
275,276,Zainadine Júnior,mz MOZ,DF,Marítimo,33,1988,31.8,0,18,1,5.6,0.57,0.03,0.00,0.00,17.7,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
276,277,Junior Kadile,fr FRA,"MF,FW",Famalicão,18,2002,0.5,1,1,1,100.0,2.14,2.14,1.00,1.00,13.9,0,0,0,0.8,0.8,0.83,+0.2,+0.2,Matches
277,278,Eduardo Kau,br BRA,DF,B-SAD,22,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
278,279,Kewin,br BRA,GK,Moreirense,25,1995,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
279,280,Hamidou Keyta,fr FRA,"FW,MF",Santa Clara,26,1994,0.8,0,1,0,0.0,1.23,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
280,281,Naoufel Khacef,dz ALG,"DF,FW",Tondela,23,1997,9.6,0,2,0,0.0,0.21,0.00,0.00,,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
281,282,Kobamelo Kodisang,za RSA,FW,Braga,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
282,283,Philippe Koffi,fr FRA,FW,Paços,19,2002,0.3,0,1,0,0.0,2.90,0.00,0.00,,8.4,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
283,284,Koffi Kouao,ci CIV,DF,FC Vizela,23,1998,21.0,2,21,4,19.0,1.00,0.19,0.10,0.50,25.0,0,0,0,0.8,0.8,0.04,+1.2,+1.2,Matches
284,285,Eboue Kouassi,ci CIV,MF,Arouca,23,1997,16.3,1,8,3,37.5,0.49,0.18,0.13,0.33,12.9,0,0,0,1.7,1.7,0.21,-0.7,-0.7,Matches
285,286,Stanislav Kritsyuk,ru RUS,GK,Gil Vicente FC,30,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
286,287,Matías Lacava,ve VEN,"FW,MF",Tondela,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
287,288,Derik Lacerda,br BRA,"FW,MF",Moreirense,21,1999,8.7,2,18,7,38.9,2.08,0.81,0.11,0.29,15.5,0,0,0,1.9,1.9,0.11,+0.1,+0.1,Matches
288,289,Rúben Lameiras,pt POR,"FW,MF",Vitória,26,1994,17.0,3,42,12,28.6,2.47,0.70,0.05,0.17,22.1,0,1,1,2.2,2.0,0.05,+0.8,0.0,Matches
