,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
100,101,Carmona,es ESP,DF,Sevilla,19,2002,0.3,13,8,5,1,0,0,0,4,0,0,0,0,7,0,0,Matches
101,102,Yannick Carrasco,be BEL,"FW,MF",Atlético Madrid,27,1993,28.7,1253,1038,204,60,8,10,133,87,56,27,15,0,947,11,29,Matches
102,103,Guido Carrillo,ar ARG,FW,Elche,30,1991,13.0,302,277,21,0,0,0,1,2,0,0,0,0,208,4,5,Matches
103,104,Dani Carvajal,es ESP,DF,Real Madrid,29,1992,17.2,1193,1031,159,16,3,10,40,143,0,0,0,0,1020,3,16,Matches
104,105,William Carvalho,pt POR,MF,Betis,29,1992,20.1,1321,1292,25,24,8,12,4,1,0,0,0,0,1157,4,18,Matches
105,106,Casemiro,br BRA,MF,Real Madrid,29,1992,28.5,1989,1929,53,45,9,38,17,3,0,0,0,0,1695,7,19,Matches
106,107,Kiko Casilla,es ESP,GK,Elche,34,1986,14.0,486,296,188,52,0,1,0,0,0,0,0,0,324,2,0,Matches
107,108,Catena,es ESP,DF,Rayo Vallecano,26,1994,36.0,1723,1620,96,94,2,36,2,2,0,0,0,0,1393,7,18,Matches
108,109,Dani Ceballos,es ESP,MF,Real Madrid,24,1996,3.1,262,257,5,4,2,4,1,1,0,0,0,0,240,0,2,Matches
109,110,Franco Cervi,ar ARG,MF,Celta Vigo,27,1994,20.0,763,714,45,8,0,0,78,8,29,13,12,1,560,4,31,Matches
110,111,Chapela,es ESP,"MF,FW",Cádiz,22,1999,4.4,87,86,1,0,0,2,12,0,1,1,0,0,52,0,5,Matches
111,112,Chema,es ESP,MF,Getafe,29,1992,0.5,15,14,1,1,0,1,0,0,0,0,0,0,11,0,0,Matches
112,113,Denis Cheryshev,ru RUS,"MF,FW",Valencia,30,1990,6.3,171,157,14,5,1,0,27,3,6,1,1,0,104,0,13,Matches
113,114,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,22,1999,14.8,465,455,6,0,9,3,16,5,1,0,0,0,337,4,17,Matches
114,115,Víctor Chust,es ESP,DF,Cádiz,21,2000,20.3,807,776,28,22,0,8,2,6,0,0,0,0,677,3,5,Matches
115,116,Jasper Cillessen,nl NED,GK,Valencia,32,1989,16.2,447,303,142,48,0,1,0,0,0,0,0,0,299,2,0,Matches
116,117,Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,12.2,523,510,12,10,2,12,0,2,0,0,0,0,435,1,7,Matches
117,118,Carlos Clerc,es ESP,DF,Levante,29,1992,16.8,878,712,161,15,1,4,47,144,2,1,0,0,668,5,23,Matches
118,119,Coke,es ESP,DF,Levante,34,1987,1.3,69,54,15,3,0,1,0,12,0,0,0,0,57,0,1,Matches
119,120,Álex Collado,es ESP,"MF,FW",Granada,22,1999,11.3,365,314,47,17,2,0,42,5,19,11,8,0,268,4,14,Matches
120,121,Eray Cömert,ch SUI,DF,Valencia,23,1998,4.5,201,193,8,7,0,5,0,1,0,0,0,0,169,0,0,Matches
121,122,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,1996,29.8,1481,1422,52,43,3,23,10,0,0,0,0,0,1214,7,30,Matches
122,123,Diego Conde,es ESP,GK,Getafe,22,1998,0.1,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,Matches
123,124,Francis Coquelin,fr FRA,MF,Villarreal,30,1991,9.2,480,469,7,2,2,7,1,2,0,0,0,0,408,4,11,Matches
