,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches
595,596,George Saville,nir NIR,MF,Millwall,28,1993,33.5,1612,91,347,842,436,54,1612,19,33,57.6,44,24,845,42,Matches
596,597,Romaine Sawyers,kn SKN,MF,Stoke City,29,1991,19.3,1097,13,176,672,257,8,1097,11,22,50.0,27,22,811,37,Matches
597,598,Christian Saydee,lr LBR,FW,Bournemouth,19,2002,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,0,Matches
598,599,Allahyar Sayyadmanesh,ir IRN,"FW,MF",Hull City,20,2001,6.0,197,8,27,91,82,19,197,9,13,69.2,21,13,133,32,Matches
599,600,Ryan Schofield,eng ENG,GK,Huddersfield,21,1999,2.0,68,60,68,0,0,0,68,0,0,,0,0,27,0,Matches
600,601,Alex Scott,eng ENG,"MF,DF",Bristol City,17,2003,30.6,1484,80,343,712,451,43,1484,29,70,41.4,63,20,753,42,Matches
601,602,James Scott,sct SCO,FW,Hull City,20,2000,0.0,2,0,1,1,1,0,2,0,0,,0,0,1,0,Matches
602,603,Rashawn Scott,eng ENG,FW,Reading,17,2004,0.2,10,0,0,2,8,2,10,0,0,,1,1,7,1,Matches
603,604,Antoine Semenyo,gh GHA,FW,Bristol City,21,2000,23.7,860,5,42,370,458,119,860,38,77,49.4,101,37,632,182,Matches
604,605,Jean Seri,ci CIV,MF,Fulham,30,1991,24.4,2040,41,440,1258,365,9,2040,23,31,74.2,25,22,1420,13,Matches
605,606,Femi Seriki,eng ENG,DF,Sheffield Utd,19,2002,0.7,23,0,3,6,14,2,23,0,1,0.0,4,0,14,5,Matches
606,607,Billy Sharp,eng ENG,FW,Sheffield Utd,35,1986,29.9,818,21,49,321,453,154,814,16,35,45.7,76,37,646,198,Matches
607,608,James Shea,eng ENG,GK,Luton Town,30,1991,18.5,645,512,638,7,0,0,645,0,0,,0,0,225,0,Matches
608,609,Ben Sheaf,eng ENG,MF,Coventry City,23,1998,32.1,2260,86,570,1365,353,31,2260,18,43,41.9,60,21,1448,36,Matches
609,610,Graeme Shinnie,sct SCO,MF,Derby County,29,1991,20.2,1149,56,283,707,166,8,1149,14,23,60.9,38,16,687,16,Matches
610,611,Jordan Shipley,ie IRL,"MF,DF",Coventry City,23,1997,6.8,359,8,54,178,129,31,359,3,6,50.0,14,1,216,23,Matches
611,612,Toby Sibbick,eng ENG,DF,Barnsley,22,1999,10.5,470,44,207,237,30,3,470,3,5,60.0,2,6,221,2,Matches
612,613,Louie Sibley,eng ENG,"FW,MF",Derby County,19,2001,12.4,441,18,55,178,217,43,441,14,29,48.3,54,31,281,59,Matches
613,614,Xande Silva,pt POR,FW,Nott'ham Forest,24,1997,2.6,105,1,14,37,58,15,105,12,16,75.0,11,7,75,19,Matches
614,615,Abdallah Sima,sn SEN,FW,Stoke City,20,2001,0.8,25,1,2,9,14,2,25,1,2,50.0,3,2,21,4,Matches
615,616,Danny Simpson,eng ENG,"DF,FW",Bristol City,34,1987,2.6,120,9,30,74,17,0,120,0,2,0.0,2,0,55,1,Matches
616,617,Danel Sinani,lu LUX,"FW,MF",Huddersfield,24,1997,27.3,1377,23,174,703,520,39,1377,21,35,60.0,65,35,995,127,Matches
617,618,Scott Sinclair,eng ENG,"FW,MF",Preston,32,1989,8.2,235,2,23,76,137,33,235,6,14,42.9,23,11,172,38,Matches
618,619,Leo Skiri Østigård,no NOR,DF,Stoke City,21,1999,12.2,942,66,395,488,63,12,942,1,2,50.0,4,2,598,3,Matches
619,620,Regan Slater,eng ENG,"MF,DF",Hull City,21,1999,11.6,517,26,160,266,103,10,517,6,13,46.2,11,8,294,8,Matches
620,621,Simon Sluga,hr CRO,GK,Luton Town,28,1993,19.0,647,510,634,14,0,0,647,0,0,,0,0,224,0,Matches
621,622,Richard Smallwood,eng ENG,MF,Hull City,30,1990,38.0,2196,109,627,1333,260,23,2196,10,12,83.3,26,7,1158,16,Matches
622,623,Adam Smith,eng ENG,DF,Bournemouth,30,1991,19.0,1326,43,454,629,260,23,1326,6,19,31.6,18,13,793,32,Matches
623,624,Korey Smith,eng ENG,"MF,DF",Swansea City,30,1991,20.7,1166,40,254,634,284,34,1166,13,24,54.2,29,30,903,51,Matches
624,625,Matt Smith,eng ENG,"FW,MF",Millwall,32,1989,7.9,293,14,16,122,155,44,293,1,4,25.0,12,5,239,60,Matches
625,626,Matthew Smith,wls WAL,MF,Hull City,21,1999,6.1,288,9,56,176,61,5,288,8,11,72.7,13,1,190,9,Matches
626,627,Tommy Smith,eng ENG,DF,Stoke City,29,1992,29.8,1704,78,406,768,543,31,1704,2,11,18.2,30,12,972,64,Matches
627,628,Tyler Smith,eng ENG,FW,Hull City,22,1998,9.2,162,2,7,70,86,27,162,2,7,28.6,23,6,116,43,Matches
628,629,Alex Smithies,eng ENG,GK,Cardiff City,31,1990,29.0,979,840,968,10,1,1,979,0,0,,2,0,344,0,Matches
629,630,Robert Snodgrass,sct SCO,MF,West Brom,33,1987,4.3,274,10,48,151,77,4,274,0,0,,6,1,140,4,Matches
630,631,Robert Snodgrass,sct SCO,MF,Luton Town,33,1987,4.6,182,7,21,84,78,3,182,2,2,100.0,7,1,75,6,Matches
631,632,Dominic Solanke,eng ENG,FW,Bournemouth,23,1997,45.4,1469,50,147,595,747,308,1464,52,121,43.0,189,72,1094,243,Matches
632,633,Luke Southwood,nir NIR,GK,Reading,23,1997,25.0,1009,810,1000,9,0,0,1009,0,0,,2,0,435,0,Matches
633,634,Harry Souttar,au AUS,DF,Stoke City,22,1998,15.9,1232,186,742,475,18,13,1232,4,5,80.0,4,2,776,0,Matches
634,635,Tom Sparrow,wls WAL,FW,Stoke City,18,2003,1.0,40,2,6,24,12,1,40,0,2,0.0,3,0,21,0,Matches
635,636,Djed Spence,eng ENG,FW,Middlesbrough,20,2000,2.3,67,4,15,19,34,4,67,2,5,40.0,3,5,34,6,Matches
636,637,Djed Spence,eng ENG,DF,Nott'ham Forest,20,2000,37.9,2326,91,693,1004,689,70,2326,74,164,45.1,79,78,1318,82,Matches
637,638,Andraž Šporar,si SVN,FW,Middlesbrough,27,1994,26.3,730,15,35,311,395,112,727,17,34,50.0,51,29,553,142,Matches
638,639,Jason Sraha,eng ENG,DF,Barnsley,18,2002,2.0,75,11,50,25,1,0,75,2,2,100.0,1,0,29,1,Matches
639,640,Jack Stacey,eng ENG,DF,Bournemouth,25,1996,23.7,1822,73,587,830,424,28,1822,13,23,56.5,23,12,1078,53,Matches
640,641,Junior Stanislas,eng ENG,"MF,FW",Bournemouth,31,1989,2.0,91,3,14,33,46,3,91,2,7,28.6,2,3,65,6,Matches
641,642,Jay Stansfield,eng ENG,FW,Fulham,18,2002,0.0,3,0,0,0,3,2,3,0,1,0.0,0,0,3,0,Matches
642,643,Richard Stearman,eng ENG,DF,Derby County,33,1987,8.8,466,72,286,172,10,4,466,0,0,,1,2,276,0,Matches
643,644,Jed Steer,eng ENG,GK,Luton Town,28,1992,3.0,119,102,119,0,0,0,119,0,0,,0,0,43,0,Matches
644,645,Dujon Sterling,eng ENG,DF,Blackpool,21,1999,22.4,1139,64,355,508,284,15,1139,8,22,36.4,28,16,464,22,Matches
645,646,Enda Stevens,ie IRL,DF,Sheffield Utd,31,1990,20.8,1555,49,411,683,474,43,1555,22,36,61.1,34,22,957,54,Matches
646,647,Kevin Stewart,jm JAM,MF,Blackpool,27,1993,9.7,456,20,124,258,78,4,456,11,15,73.3,17,15,197,5,Matches
647,648,Michael Stickland,eng ENG,DF,Reading,18,2002,0.0,3,2,2,0,1,0,3,0,0,,0,0,0,0,Matches
648,649,Jordan Storey,eng ENG,DF,Preston,23,1997,16.1,734,83,383,300,51,22,734,2,3,66.7,6,2,316,3,Matches
