,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
171,172,Carlos Ernesto Cisneros,mx MEX,"DF,MF",Guadalajara,27,1993,16.4,46,2.80,19,12,5,2,6,2,3,0.18,0,2,0,1,0,0,Matches
172,173,Kevin Escamilla,mx MEX,MF,Querétaro,27,1994,22.7,43,1.95,32,0,0,5,4,2,2,0.09,1,0,0,1,0,0,Matches
173,174,Juan Escobar,py PAR,DF,Cruz Azul,26,1995,23.7,26,1.09,15,1,2,4,2,2,5,0.21,2,0,0,3,0,0,Matches
174,175,Alonso Escoboza,mx MEX,"MF,DF",Necaxa,28,1993,18.9,70,3.69,46,16,2,4,2,0,8,0.42,6,0,0,1,1,0,Matches
175,176,Amaury Escoto,mx MEX,"FW,MF",Puebla,28,1992,4.3,10,2.35,5,1,1,0,3,0,1,0.23,1,0,0,0,0,0,Matches
176,177,José Espino,mx MEX,"MF,FW",Querétaro,20,2000,1.0,2,2.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
177,178,Michael Estrada,ec ECU,FW,Toluca,25,1996,5.6,20,3.55,9,2,4,2,2,1,1,0.18,1,0,0,0,0,0,Matches
178,179,Marco Fabián,mx MEX,"MF,FW",Mazatlán,32,1989,8.1,38,4.67,22,11,1,2,1,1,3,0.37,2,1,0,0,0,0,Matches
179,180,Carlos Felipe Rodríguez,mx MEX,GK,FC Juárez,32,1989,4.8,2,0.42,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
180,181,Omar Fernández Frasica,co COL,"MF,FW",León,28,1993,19.0,54,2.85,35,8,2,5,2,2,4,0.21,3,1,0,0,0,0,Matches
181,182,Gabriel Fernández,uy URU,FW,FC Juárez,27,1994,12.6,22,1.75,13,0,3,3,3,0,5,0.40,1,0,1,1,2,0,Matches
182,183,Leonardo Fernández,uy URU,"MF,FW",Toluca,22,1998,12.8,66,5.16,26,26,3,1,9,1,9,0.70,1,3,3,0,2,0,Matches
183,184,Leonardo Fernández,uy URU,"MF,FW",UANL,22,1998,4.1,24,5.93,15,3,3,0,3,0,6,1.48,4,0,2,0,0,0,Matches
184,185,Fernandinho,br BRA,"MF,DF",FC Juárez,24,1997,1.3,8,6.15,6,0,1,1,0,0,1,0.77,1,0,0,0,0,0,Matches
185,186,Luis Fernando Fuentes,mx MEX,DF,América,34,1986,21.6,38,1.76,28,4,0,0,3,3,2,0.09,2,0,0,0,0,0,Matches
186,187,Luis Fernando León,ec ECU,DF,Atlético,28,1993,9.2,4,0.44,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,188,Iván Fernando Ochoa,mx MEX,MF,FC Juárez,24,1996,4.6,9,1.97,7,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
188,189,Luis Fernando Quintana,mx MEX,DF,Necaxa,29,1992,7.8,5,0.64,2,0,0,1,0,2,1,0.13,0,0,0,1,0,0,Matches
189,190,Juan Ferney Otero,co COL,"FW,MF",Santos,26,1995,15.8,39,2.47,27,0,2,7,2,1,3,0.19,1,0,1,1,0,0,Matches
190,191,Juan Ferney Otero,co COL,"FW,MF",América,26,1995,3.2,7,2.22,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
191,192,Gustavo Ferrareis,br BRA,"DF,MF",Puebla,25,1996,25.0,85,3.40,60,5,7,6,7,0,7,0.28,3,0,0,2,2,0,Matches
192,193,Facundo Ferreyra,ar ARG,"FW,MF",Tijuana,30,1991,7.2,16,2.23,14,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
193,194,Álvaro Fidalgo,es ESP,MF,América,24,1997,27.2,81,2.98,70,1,5,1,4,0,8,0.29,7,1,0,0,0,0,Matches
194,195,Carlos Fierro,mx MEX,"FW,MF",FC Juárez,27,1994,1.0,3,2.87,2,0,0,1,0,0,1,0.96,0,0,0,1,0,0,Matches
195,196,Leonardo Flores,mx MEX,FW,UANL,18,2003,0.3,2,7.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
196,197,Fabricio Formiliano,uy URU,DF,Necaxa,28,1993,27.0,21,0.78,16,0,0,0,1,4,2,0.07,1,0,0,0,1,0,Matches
197,198,Alexis Francisco Peña,mx MEX,DF,Cruz Azul,25,1996,5.9,3,0.51,3,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
198,199,Alexis Francisco Peña,mx MEX,DF,Necaxa,25,1996,12.7,11,0.87,8,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
199,200,Nicolás Freire,ar ARG,DF,UNAM,27,1994,25.8,15,0.58,11,1,0,2,0,1,1,0.04,1,0,0,0,0,0,Matches
200,201,Gonzalo Freitas,uy URU,MF,Mazatlán,29,1991,15.3,15,0.98,8,1,1,1,0,4,1,0.07,0,1,0,0,0,0,Matches
201,202,Raymundo Fulgencio,mx MEX,"MF,FW",UANL,21,2000,6.1,25,4.09,17,3,3,1,1,0,3,0.49,3,0,0,0,0,0,Matches
202,203,Rogelio Funes Mori,mx MEX,FW,Monterrey,30,1991,18.2,45,2.47,29,0,4,8,4,0,6,0.33,2,0,1,2,1,0,Matches
203,204,Julio Furch,ar ARG,FW,Atlas,32,1989,27.7,67,2.51,56,0,1,4,4,2,8,0.30,6,0,0,2,0,0,Matches
204,205,José Galindo,mx MEX,DF,UNAM,23,1998,13.7,9,0.66,7,0,0,1,0,1,1,0.07,1,0,0,0,0,0,Matches
205,206,Jesús Gallardo,mx MEX,"DF,FW",Monterrey,26,1994,23.3,60,2.57,47,4,2,5,0,2,1,0.04,1,0,0,0,0,0,Matches
206,207,Martín Galván,mx MEX,"MF,FW",FC Juárez,28,1993,7.6,25,3.29,13,7,3,0,2,0,2,0.26,0,0,2,0,0,0,Matches
207,208,Juan Gamboa,mx MEX,FW,Toluca,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
208,209,Luis Gamíz,mx MEX,MF,Tijuana,21,2000,0.3,1,3.91,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
209,210,Amaury García,mx MEX,"MF,FW",UNAM,19,2001,1.3,2,1.55,2,0,0,0,0,0,1,0.78,1,0,0,0,0,0,Matches
210,211,Ángel García,mx MEX,"FW,DF",UNAM,20,2000,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
211,212,Aristeo García,mx MEX,FW,Querétaro,22,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
212,213,Brian García,mx MEX,DF,Necaxa,23,1997,27.1,73,2.69,55,12,4,0,0,2,4,0.15,4,0,0,0,0,0,Matches
213,214,Denzell García,mx MEX,MF,FC Juárez,17,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
214,215,Emmanuel García,mx MEX,"DF,FW",Atlético,31,1989,8.2,15,1.84,10,2,1,0,1,1,1,0.12,1,0,0,0,0,0,Matches
215,216,José García,mx MEX,DF,FC Juárez,25,1996,21.0,5,0.24,2,0,0,1,0,2,1,0.05,0,0,0,1,0,0,Matches
216,217,Luis García,mx MEX,FW,Necaxa,29,1992,11.5,,,,,,,,,,,,,,,,,Matches
217,218,Marco García,mx MEX,MF,UNAM,21,2000,7.2,32,4.43,17,7,3,4,0,1,2,0.28,2,0,0,0,0,0,Matches
218,219,Matías García,ar ARG,MF,FC Juárez,29,1991,26.3,91,3.46,53,26,1,3,6,2,5,0.19,3,1,0,0,1,0,Matches
219,220,Pol García,es ESP,DF,FC Juárez,26,1995,5.0,5,1.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
220,221,Bryan Garnica,mx MEX,"DF,MF",Atlas,25,1996,1.4,4,2.95,2,1,0,1,0,0,1,0.74,0,0,0,1,0,0,Matches
221,222,Adrián Garza,mx MEX,FW,UANL,20,2000,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
222,223,Jesús Garza,mx MEX,DF,UANL,21,2000,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
223,224,Emmanuel Gigliotti,ar ARG,"FW,MF",León,34,1987,4.7,7,1.49,4,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
224,225,André-Pierre Gignac,fr FRA,FW,UANL,35,1985,23.3,60,2.58,41,2,5,10,2,0,7,0.30,4,0,0,2,1,0,Matches
225,226,Milton Giménez,ar ARG,FW,Necaxa,24,1996,9.4,14,1.49,7,0,1,2,4,0,1,0.11,0,0,0,1,0,0,Matches
226,227,Santiago Giménez,mx MEX,FW,Cruz Azul,20,2001,15.9,29,1.83,15,1,1,5,3,4,5,0.32,1,0,1,1,1,1,Matches
227,228,Diego Gómez,mx MEX,DF,Necaxa,17,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
228,229,Pablo Gómez,mx MEX,"MF,FW",Querétaro,24,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
229,230,Jaime Gómez Valencia,mx MEX,"DF,MF",FC Juárez,28,1993,10.8,16,1.48,9,5,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
230,231,Alfonso González,mx MEX,"MF,FW",Monterrey,26,1994,22.6,78,3.45,45,23,1,3,5,1,11,0.49,4,3,0,2,1,1,Matches
231,232,Bryan González,mx MEX,"MF,FW",Pachuca,18,2003,8.9,24,2.67,17,0,2,3,2,0,4,0.45,1,0,1,1,1,0,Matches
232,233,Pablo González Díaz,mx MEX,"MF,FW",Toluca,29,1992,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
233,234,Hugo González Durán,mx MEX,GK,FC Juárez,30,1990,29.2,4,0.14,1,2,0,0,0,1,1,0.03,0,0,0,0,0,1,Matches
234,235,Carlos González Espínola,py PAR,"FW,MF",UANL,28,1993,14.8,42,2.79,25,0,3,6,6,2,7,0.46,4,0,2,0,1,0,Matches
235,236,Ramiro González Hernández,ar ARG,DF,León,30,1990,4.2,3,0.72,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
236,237,Jonathan González,mx MEX,MF,Necaxa,22,1999,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
237,238,Jonathan González,mx MEX,MF,Querétaro,22,1999,1.4,3,2.78,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
238,239,Ian Gonzalez Nieto,es ESP,FW,Toluca,28,1993,16.8,54,3.20,36,0,3,8,5,2,2,0.12,2,0,0,0,0,0,Matches
239,240,Ronaldo González,mx MEX,MF,Querétaro,21,1999,0.4,2,5.45,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
240,241,Fernando Gorriarán,uy URU,MF,Santos,26,1994,29.0,118,4.08,76,18,6,5,10,3,10,0.35,7,0,1,0,2,0,Matches
241,242,Ismael Govea,mx MEX,DF,Santos,24,1997,7.5,3,0.40,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
242,243,Axel Grijalva,mx MEX,DF,Monterrey,21,2000,0.8,1,1.23,1,0,0,0,0,0,1,1.23,1,0,0,0,0,0,Matches
243,244,Andrés Gudiño,mx MEX,GK,Cruz Azul,24,1997,6.0,2,0.33,1,1,0,0,0,0,1,0.17,0,1,0,0,0,0,Matches
244,245,Raúl Gudiño,mx MEX,GK,Guadalajara,25,1996,21.0,6,0.29,0,6,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches
245,246,Javier Güemez,mx MEX,MF,Atlético,29,1991,30.8,65,2.11,56,3,1,1,3,1,3,0.10,2,1,0,0,0,0,Matches
246,247,Emanuel Gularte,uy URU,DF,Puebla,23,1997,25.0,29,1.16,18,0,2,2,2,5,4,0.16,2,0,0,1,1,0,Matches
247,248,Alexis Gutiérrez,mx MEX,"MF,FW",Cruz Azul,21,2000,0.8,2,2.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
248,249,Edgar Gutiérrez,mx MEX,FW,Cruz Azul,19,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
249,250,Edson Gutiérrez,mx MEX,DF,Monterrey,25,1996,3.1,8,2.63,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
250,251,Gustavo Gutiérrez,mx MEX,GK,Toluca,24,1996,10.6,2,0.19,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
251,252,Marcos Mauro López Gutiérrez,ar ARG,DF,FC Juárez,30,1991,6.9,6,0.87,4,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
252,253,Carlos Guzmán,mx MEX,DF,Toluca,27,1994,7.8,14,1.79,11,1,1,0,1,0,2,0.26,1,0,0,0,1,0,Matches
253,254,Nahuel Guzmán,ar ARG,GK,UANL,35,1986,34.0,10,0.29,8,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
254,255,Víctor Guzmán,mx MEX,"MF,FW",Pachuca,26,1995,24.5,111,4.53,71,24,4,5,6,1,7,0.29,4,1,1,1,0,0,Matches
255,256,Víctor Guzmán,mx MEX,DF,Tijuana,19,2002,21.0,9,0.43,7,1,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches
256,257,Abel Hernández,uy URU,FW,Atlético,30,1990,6.5,13,1.99,5,0,0,3,4,1,2,0.31,2,0,0,0,0,0,Matches
257,258,Arelibetsiel Hernández,mx MEX,DF,Querétaro,26,1994,9.3,17,1.82,12,2,0,0,0,3,1,0.11,1,0,0,0,0,0,Matches
258,259,Édgar Hernández,mx MEX,GK,Necaxa,38,1982,7.6,2,0.26,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
259,260,Elías Hernández,mx MEX,"FW,MF",León,33,1988,16.2,39,2.40,24,6,7,2,0,0,1,0.06,0,0,0,1,0,0,Matches
260,261,Illian Hernandez,mx MEX,FW,Pachuca,21,2000,0.5,4,7.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
261,262,Jesús Hernández,mx MEX,"FW,MF",Pachuca,19,2001,0.3,2,6.92,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
262,263,Jesús Hernández,mx MEX,"FW,MF",Querétaro,17,2004,1.3,1,0.79,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
263,264,José Hernández,mx MEX,"DF,MF",Atlético,22,1999,5.1,18,3.53,14,1,0,2,0,1,1,0.20,0,0,0,1,0,0,Matches
264,265,Kaleth Hernández,mx MEX,"FW,MF",Monterrey,20,2001,1.0,7,7.08,4,2,1,0,0,0,2,2.02,0,2,0,0,0,0,Matches
265,266,Pedro Hernández,mx MEX,DF,León,20,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
266,267,Alberto Herrera,mx MEX,"MF,DF",Puebla,20,2001,4.2,14,3.37,12,0,1,0,0,1,1,0.24,1,0,0,0,0,0,Matches
267,268,Jonathan Herrera,mx MEX,"FW,MF",Atlas,20,2001,9.4,26,2.77,16,0,3,1,5,1,0,0.00,0,0,0,0,0,0,Matches
268,269,Higor,br BRA,MF,UNAM,27,1994,24.5,64,2.61,43,0,4,8,3,6,5,0.20,3,0,1,0,0,1,Matches
269,270,César Huerta,mx MEX,"FW,MF",Guadalajara,20,2000,7.3,22,3.00,13,1,1,1,6,0,1,0.14,1,0,0,0,0,0,Matches
270,271,Valber Huerta,cl CHI,DF,Toluca,27,1993,9.3,6,0.65,4,1,0,1,0,0,2,0.22,1,0,0,1,0,0,Matches
271,272,Rodrigo Huescas,mx MEX,"FW,MF",Cruz Azul,17,2003,2.4,7,2.90,4,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
272,273,Avilés Hurtado,co COL,"FW,MF",Pachuca,34,1987,23.7,121,5.10,85,10,13,8,4,1,14,0.59,8,1,2,1,2,0,Matches
273,274,Nicolás Ibáñez,ar ARG,FW,Pachuca,26,1994,27.3,42,1.54,36,0,1,2,2,1,5,0.18,3,0,1,0,0,1,Matches
274,275,Andrés Ibargüen,co COL,"FW,MF",Santos,29,1992,2.4,6,2.55,4,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
275,276,Renato Ibarra,ec ECU,FW,América,30,1991,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
276,277,Renato Ibarra,ec ECU,"FW,MF",Tijuana,30,1991,8.3,23,2.76,14,5,1,0,1,2,3,0.36,3,0,0,0,0,0,Matches
277,278,Romario Ibarra,ec ECU,"FW,MF",Pachuca,26,1994,18.1,54,2.98,34,0,13,4,3,0,4,0.22,3,0,0,1,0,0,Matches
278,279,Juan Ignacio Dinenno,ar ARG,FW,UNAM,26,1994,24.4,56,2.30,35,1,5,13,1,1,7,0.29,6,0,0,0,1,0,Matches
279,280,Andrés Iniestra,mx MEX,MF,FC Juárez,25,1996,2.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
280,281,Andrés Iniestra,mx MEX,MF,Atlético,25,1996,10.4,19,1.83,16,0,0,0,1,2,1,0.10,0,0,0,0,0,1,Matches
281,282,Jefferson Intriago,ec ECU,MF,FC Juárez,25,1996,12.0,18,1.50,11,4,1,2,0,0,3,0.25,1,2,0,0,0,0,Matches
282,283,Jefferson Intriago,ec ECU,MF,Mazatlán,25,1996,17.0,28,1.65,18,3,1,1,3,2,0,0.00,0,0,0,0,0,0,Matches
283,284,Hugo Isaác Rodríguez,mx MEX,DF,Santos,31,1990,9.3,3,0.32,3,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
284,285,Mauricio Isais,us USA,DF,Pachuca,20,2001,0.9,1,1.08,1,0,0,0,0,0,1,1.08,1,0,0,0,0,0,Matches
285,286,Jesús Isijara,mx MEX,"DF,MF",Santos,31,1989,3.4,10,2.92,7,2,0,1,0,0,1,0.29,1,0,0,0,0,0,Matches
286,287,Omar Islas,mx MEX,"MF,FW",UNAM,25,1996,3.3,8,2.42,5,1,0,1,1,0,2,0.60,1,0,0,1,0,0,Matches
287,288,Omar Israel Mendoza,mx MEX,DF,Querétaro,32,1988,25.2,42,1.71,27,7,0,3,0,5,1,0.04,0,1,0,0,0,0,Matches
288,289,Edgar Iván López,mx MEX,FW,Tijuana,22,1999,3.2,,,,,,,,,,,,,,,,,Matches
289,290,José Iván Rodríguez,mx MEX,MF,León,25,1996,24.5,36,1.47,30,2,0,0,0,4,3,0.12,3,0,0,0,0,0,Matches
290,291,Vincent Janssen,nl NED,"FW,MF",Monterrey,27,1994,14.4,49,3.41,35,0,2,8,4,0,8,0.56,7,0,0,1,0,0,Matches
291,292,Ignacio Jeraldino,cl CHI,FW,Santos,25,1995,4.7,6,1.27,2,0,0,1,3,0,1,0.21,0,0,0,1,0,0,Matches
292,293,José de Jesús Godínez,mx MEX,"FW,MF",Guadalajara,24,1997,2.7,5,1.88,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
293,294,José de Jesús Godínez,mx MEX,"FW,MF",Querétaro,24,1997,0.7,3,2.43,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
294,295,Antonio de Jesús López,gt GUA,MF,América,24,1997,2.2,1,0.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
295,296,Antonio de Jesús López,gt GUA,MF,Necaxa,24,1997,1.4,2,1.46,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
296,297,Cristian Jiménez,mx MEX,MF,Cruz Azul,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
297,298,Jaiber Jiménez,mx MEX,"DF,MF",Cruz Azul,26,1995,1.5,1,0.67,1,0,0,0,0,0,1,0.67,1,0,0,0,0,0,Matches
298,299,Oscar Jiménez,mx MEX,GK,América,32,1988,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
299,300,Miguel Jiménez Ponce,mx MEX,GK,Guadalajara,31,1990,8.0,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
300,301,José Joaquín Esquivel,mx MEX,"MF,DF",FC Juárez,23,1998,25.7,28,1.09,18,4,0,1,2,3,2,0.08,1,1,0,0,0,0,Matches
301,302,José Joaquín Martínez,mx MEX,"DF,MF",Cruz Azul,34,1987,8.7,18,2.06,13,1,0,1,3,0,4,0.46,2,0,0,1,1,0,Matches
302,303,Julio José González,mx MEX,GK,UNAM,30,1991,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
303,304,Juan José Sánchez,co COL,DF,UANL,23,1998,3.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
304,305,Alberto Joshimar Acosta,mx MEX,DF,FC Juárez,33,1988,13.5,25,1.86,17,2,0,1,5,0,2,0.15,1,0,0,1,0,0,Matches
305,306,José Juan Macías,mx MEX,"FW,MF",Guadalajara,21,1999,2.9,10,3.38,6,0,2,2,0,0,2,0.68,0,0,1,1,0,0,Matches
306,307,José Juan Vázquez,mx MEX,MF,Toluca,33,1988,15.7,23,1.46,21,0,0,0,1,1,3,0.19,3,0,0,0,0,0,Matches
307,308,José Juan Vázquez,mx MEX,MF,Tijuana,33,1988,13.5,25,1.84,25,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
308,309,Ramón Juárez,mx MEX,DF,Atlético,20,2001,8.7,3,0.34,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
309,310,Ramón Juárez,mx MEX,MF,Puebla,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
310,311,Heriberto Jurado,mx MEX,"FW,MF",Necaxa,16,2005,8.7,26,2.99,20,3,0,1,2,0,2,0.23,2,0,0,0,0,0,Matches
311,312,Sebastián Jurado,mx MEX,GK,Cruz Azul,23,1997,11.0,5,0.45,3,2,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
312,313,Gary Kagelmacher,uy URU,DF,León,33,1988,5.6,1,0.18,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
313,314,Matías Kranevitter,ar ARG,"MF,DF",Monterrey,28,1993,17.0,20,1.17,20,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
314,315,Roberto de la Rosa,mx MEX,"FW,MF",Pachuca,21,2000,10.5,23,2.19,16,0,1,4,1,1,2,0.19,1,0,0,1,0,0,Matches
315,316,Mauro Laínez,mx MEX,"FW,MF",América,25,1996,12.2,34,2.79,27,1,3,0,2,1,3,0.25,2,0,1,0,0,0,Matches
316,317,Gibran Lajud,mx MEX,GK,Santos,27,1993,8.0,2,0.25,1,0,0,0,0,1,1,0.12,1,0,0,0,0,0,Matches
317,318,Emilio Lara,mx MEX,DF,América,19,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
318,319,Miguel Layún,mx MEX,"DF,MF",América,33,1988,18.1,57,3.15,32,17,2,4,1,1,6,0.33,5,1,0,0,0,0,Matches
319,320,Anderson Leite,br BRA,MF,FC Juárez,28,1993,6.4,8,1.25,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
320,321,Armando León,mx MEX,FW,León,21,2000,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
321,322,Dario Lezcano,py PAR,"FW,MF",FC Juárez,31,1990,4.3,5,1.16,2,0,0,0,3,0,0,0.00,0,0,0,0,0,0,Matches
322,323,Igor Lichnovsky,cl CHI,DF,UANL,27,1994,4.1,4,0.97,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
323,324,Erik Lira,mx MEX,MF,Cruz Azul,21,2000,14.4,13,0.90,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
324,325,Erik Lira,mx MEX,"MF,DF",UNAM,21,2000,11.7,19,1.62,17,1,0,0,1,0,1,0.09,1,0,0,0,0,0,Matches
325,326,Alan López,mx MEX,MF,Mazatlán,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
326,327,Raúl López Gómez,mx MEX,DF,Toluca,28,1993,26.6,63,2.37,40,14,3,4,1,1,4,0.15,2,2,0,0,0,0,Matches
327,328,José López,mx MEX,"MF,FW",FC Juárez,21,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
328,329,Leonel López,mx MEX,MF,UNAM,27,1994,21.8,123,5.66,76,39,1,2,0,5,7,0.32,4,3,0,0,0,0,Matches
329,330,Lisandro López,ar ARG,DF,Tijuana,31,1989,12.8,7,0.55,4,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
330,331,Nicolás López,uy URU,"FW,MF",UANL,27,1993,16.6,55,3.30,29,5,11,5,2,3,8,0.48,4,0,2,1,0,1,Matches
331,332,Vladimir Loroña,mx MEX,DF,Tijuana,22,1998,26.2,35,1.34,24,5,2,2,2,0,1,0.04,1,0,0,0,0,0,Matches
332,333,Brian Lozano,uy URU,"MF,FW",Santos,27,1994,17.8,83,4.67,45,22,0,9,6,1,10,0.56,4,2,0,3,0,1,Matches
333,334,José Lozano,mx MEX,"MF,FW",Atlético,22,1998,7.2,24,3.31,12,7,2,1,2,0,4,0.55,3,1,0,0,0,0,Matches
334,335,Luis Lozoya,mx MEX,FW,Tijuana,28,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
335,336,Lucao,br BRA,"DF,MF",Puebla,28,1993,18.6,24,1.29,19,0,1,3,0,1,5,0.27,5,0,0,0,0,0,Matches
336,337,Oscar Macías,mx MEX,MF,FC Juárez,23,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
337,338,Fernando Madrigal,mx MEX,MF,América,29,1991,6.7,11,1.64,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
338,339,Fernando Madrigal,mx MEX,MF,Necaxa,29,1991,12.1,26,2.15,12,8,3,2,0,1,6,0.50,2,2,1,0,0,1,Matches
339,340,Luis Madrigal,mx MEX,FW,Querétaro,28,1993,2.7,3,1.13,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
340,341,José Madueña,mx MEX,DF,FC Juárez,31,1990,0.9,1,1.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
341,342,Deivoon Magaña,mx MEX,MF,Guadalajara,21,2000,0.3,2,7.83,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
342,343,Luis Malagón,mx MEX,GK,Necaxa,24,1997,26.4,6,0.23,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
343,344,Federico Mancuello,ar ARG,MF,Puebla,32,1989,10.8,44,4.08,24,18,0,1,1,0,3,0.28,1,2,0,0,0,0,Matches
344,345,Mauro Manotas,co COL,FW,Tijuana,26,1995,22.6,66,2.93,44,2,6,8,5,1,7,0.31,5,0,0,0,2,0,Matches
345,346,Luis Manuel García,mx MEX,GK,Toluca,28,1992,21.5,9,0.42,6,2,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches
346,347,Jahaziel Marchand,mx MEX,MF,Pachuca,19,2001,3.0,7,2.30,7,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
347,348,Gonzalo Maroni,ar ARG,"MF,FW",Atlas,22,1999,1.9,7,3.60,6,0,0,1,0,0,1,0.51,1,0,0,0,0,0,Matches
348,349,Ángel Márquez,mx MEX,MF,Atlas,21,2000,22.7,35,1.61,29,0,2,0,2,2,2,0.09,2,0,0,0,0,0,Matches
