,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches
117,118,Nico Elvedi,ch SUI,DF,M'Gladbach,24,1996,27.0,1615,1754,92.1,30022,9816,531,581,91.4,938,979,95.8,124,153,81.0,0,0.1,0.3,-0.1,4,38,1,0,53,Matches
118,119,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,24,1997,24.1,412,569,72.4,5337,1321,249,323,77.1,109,135,80.7,18,29,62.1,3,5.5,3.4,-2.5,34,38,21,0,48,Matches
119,120,Keita Endo,jp JPN,MF,Union Berlin,23,1997,0.6,16,27,59.3,290,81,7,13,53.8,6,7,85.7,2,2,100.0,0,0.0,0.1,0.0,1,2,1,1,3,Matches
120,121,Wataru Endo,jp JPN,MF,Stuttgart,28,1993,32.2,1264,1579,80.1,20790,6226,624,737,84.7,511,586,87.2,96,149,64.4,2,1.8,2.6,+0.2,22,126,14,2,129,Matches
121,122,Michael Esser,de GER,GK,Bochum,33,1987,3.0,81,135,60.0,2337,1888,17,17,100.0,35,37,94.6,28,79,35.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
122,123,Wahidullah Faghir,dk DEN,FW,Stuttgart,18,2003,1.4,21,32,65.6,268,41,14,19,73.7,5,8,62.5,1,2,50.0,0,0.0,0.1,0.0,0,1,1,0,2,Matches
123,124,Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,17,2003,0.8,27,36,75.0,330,86,16,18,88.9,9,13,69.2,0,2,0.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
124,125,Adrian Fein,de GER,MF,Greuther Fürth,22,1999,0.4,6,9,66.7,104,18,2,3,66.7,4,4,100.0,0,2,0.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
125,126,Ohis Felix Uduokhai,de GER,DF,Augsburg,23,1997,8.7,324,420,77.1,6392,2408,105,115,91.3,178,209,85.2,37,80,46.3,0,0.0,0.1,0.0,0,23,3,0,22,Matches
126,127,Edimilson Fernandes,ch SUI,"MF,FW",Arminia,25,1996,3.1,95,128,74.2,1516,499,56,62,90.3,27,36,75.0,9,22,40.9,0,0.3,0.3,-0.3,6,10,8,4,11,Matches
127,128,Alfreð Finnbogason,is ISL,FW,Augsburg,32,1989,3.2,42,68,61.8,645,190,22,34,64.7,12,18,66.7,6,9,66.7,1,0.8,0.8,+0.2,5,7,1,0,5,Matches
128,129,Mark Flekken,nl NED,GK,Freiburg,28,1993,32.0,915,1333,68.6,29868,22866,127,129,98.4,404,412,98.1,383,786,48.7,0,0.1,0.4,-0.1,1,45,3,0,2,Matches
129,130,Emil Forsberg,se SWE,MF,RB Leipzig,29,1991,19.0,624,766,81.5,8731,2325,357,406,87.9,191,225,84.9,30,61,49.2,2,4.0,3.4,-2.0,24,53,33,2,71,Matches
130,131,Philipp Förster,de GER,"MF,FW",Stuttgart,26,1995,10.7,377,444,84.9,5090,1267,222,243,91.4,114,129,88.4,16,18,88.9,1,1.2,1.8,-0.2,9,33,14,3,30,Matches
131,132,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23,1998,1.6,73,94,77.7,1150,452,39,46,84.8,23,32,71.9,8,11,72.7,0,0.6,0.6,-0.6,2,2,2,2,2,Matches
132,133,Raphael Framberger,de GER,DF,Augsburg,25,1995,9.4,297,445,66.7,5006,2451,148,186,79.6,105,155,67.7,34,77,44.2,0,0.6,0.8,-0.6,12,28,16,10,29,Matches
133,134,Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,6.7,424,477,88.9,8155,2936,132,146,90.4,258,264,97.7,33,58,56.9,0,0.0,0.1,0.0,0,12,2,0,16,Matches
134,135,Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13.0,464,630,73.7,9210,3861,154,180,85.6,250,298,83.9,56,134,41.8,0,0.9,1.8,-0.9,5,38,2,2,27,Matches
135,136,Jeremie Frimpong,nl NED,DF,Leverkusen,20,2000,22.8,970,1211,80.1,14028,3966,580,653,88.8,311,379,82.1,51,101,50.5,6,4.5,4.3,+1.5,30,45,22,10,45,Matches
136,137,Christian Früchtl,de GER,GK,Bayern Munich,21,2000,0.1,4,4,100.0,72,50,3,3,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
137,138,Chris Führich,de GER,"FW,MF",Stuttgart,23,1998,19.0,553,698,79.2,8240,2403,292,331,88.2,173,212,81.6,42,77,54.5,2,4.4,4.5,-2.4,31,39,28,5,48,Matches
138,139,Marius Funk,de GER,GK,Greuther Fürth,25,1996,8.0,225,361,62.3,7130,5241,34,34,100.0,101,103,98.1,89,218,40.8,0,0.2,0.0,-0.2,3,9,0,0,0,Matches
139,140,Stephan Fürstner,de GER,MF,Mainz 05,33,1987,0.1,1,4,25.0,14,14,1,1,100.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
140,141,Mijat Gaćinović,rs SRB,"FW,MF",Hoffenheim,26,1995,1.2,39,53,73.6,658,255,16,19,84.2,18,20,90.0,4,8,50.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
141,142,Cristian Gamboa,cr CRC,DF,Bochum,31,1989,19.1,694,984,70.5,14026,6486,243,274,88.7,325,440,73.9,116,226,51.3,0,1.2,1.7,-1.2,13,74,18,11,62,Matches
142,143,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,25,1996,1.7,34,59,57.6,529,85,18,31,58.1,12,18,66.7,2,3,66.7,0,0.0,0.1,0.0,0,2,0,0,4,Matches
143,144,Linus Gechter,de GER,DF,Hertha BSC,17,2004,8.0,301,382,78.8,5804,2050,115,125,92.0,148,162,91.4,35,81,43.2,0,0.4,0.2,-0.4,4,20,3,0,24,Matches
144,145,Dennis Geiger,de GER,MF,Hoffenheim,23,1998,15.3,645,785,82.2,11880,3471,264,297,88.9,282,308,91.6,80,129,62.0,2,2.4,2.5,-0.4,23,67,19,1,60,Matches
145,146,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,27,1994,17.5,592,808,73.3,9477,3284,307,370,83.0,226,287,78.7,39,80,48.8,3,1.6,1.6,+1.4,11,52,19,4,75,Matches
146,147,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,30,1990,5.5,76,112,67.9,873,127,45,64,70.3,20,28,71.4,1,1,100.0,2,0.9,0.8,+1.1,8,1,2,0,4,Matches
147,148,Niko Gießelmann,de GER,"DF,FW",Union Berlin,29,1991,23.1,770,1123,68.6,14077,5678,336,389,86.4,328,473,69.3,95,201,47.3,6,2.3,2.6,+3.7,29,65,18,14,59,Matches
148,149,Rafał Gikiewicz,pl POL,GK,Augsburg,33,1987,34.0,831,1245,66.7,26246,19511,102,103,99.0,384,398,96.5,341,732,46.6,0,0.2,0.1,-0.2,2,22,0,0,0,Matches
149,150,Daniel Ginczek,de GER,"MF,FW",Wolfsburg,30,1991,0.1,1,4,25.0,15,0,1,1,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
150,151,Matthias Ginter,de GER,DF,M'Gladbach,27,1994,26.2,1460,1773,82.3,26133,10432,600,660,90.9,715,807,88.6,122,238,51.3,0,2.2,1.8,-2.2,16,104,18,6,111,Matches
151,152,Serge Gnabry,de GER,"FW,DF",Bayern Munich,26,1995,24.3,1063,1356,78.4,15227,4008,629,732,85.9,341,430,79.3,46,91,50.5,5,8.1,11.6,-3.1,48,70,68,8,108,Matches
152,153,Leon Goretzka,de GER,MF,Bayern Munich,26,1995,15.5,708,854,82.9,11193,3541,346,401,86.3,282,314,89.8,46,74,62.2,3,2.6,3.7,+0.4,28,73,24,2,82,Matches
153,154,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,30,1991,28.6,861,1210,71.2,19033,8374,249,308,80.8,446,537,83.1,154,319,48.3,0,1.1,1.9,-1.1,8,77,16,1,58,Matches
154,155,Jens Grahl,de GER,GK,Eint Frankfurt,32,1988,1.0,24,29,82.8,535,380,3,3,100.0,19,20,95.0,2,6,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
155,156,Julian Green,us USA,MF,Greuther Fürth,26,1995,11.7,322,433,74.4,5029,1365,177,197,89.8,110,133,82.7,23,72,31.9,0,0.8,1.0,-0.8,10,31,9,3,25,Matches
156,157,Michael Gregoritsch,at AUT,"FW,MF",Augsburg,27,1994,15.5,244,415,58.8,3511,947,138,211,65.4,84,138,60.9,9,28,32.1,0,1.2,0.7,-1.2,8,29,8,3,27,Matches
157,158,Sebastian Griesbeck,de GER,"DF,MF",Greuther Fürth,30,1990,27.1,689,878,78.5,13294,4206,240,269,89.2,346,393,88.0,86,168,51.2,0,0.1,0.3,-0.1,2,42,1,0,40,Matches
158,159,Sebastian Griesbeck,de GER,MF,Union Berlin,30,1990,0.1,1,1,100.0,14,14,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
159,160,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,28,1993,30.8,1043,1428,73.0,17809,6429,524,610,85.9,332,441,75.3,138,276,50.0,7,8.1,8.3,-1.1,66,93,58,10,122,Matches
160,161,Lennart Grill,de GER,GK,Leverkusen,22,1999,1.0,34,47,72.3,792,519,14,14,100.0,11,11,100.0,8,21,38.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
161,162,Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,25,1995,16.6,940,1062,88.5,19549,7332,288,310,92.9,471,503,93.6,158,197,80.2,0,0.7,1.2,-0.7,11,95,15,3,75,Matches
162,163,Carlos Gruezo,ec ECU,MF,Augsburg,26,1995,10.8,244,319,76.5,4734,1686,83,101,82.2,116,137,84.7,39,58,67.2,0,0.2,0.2,-0.2,4,13,4,1,24,Matches
163,164,Raphaël Guerreiro,pt POR,DF,Dortmund,27,1993,19.9,1294,1525,84.9,17644,6995,795,872,91.2,391,453,86.3,49,91,53.8,2,2.3,2.7,-0.3,28,96,22,5,98,Matches
164,165,Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30,1990,10.5,424,517,82.0,7619,2554,160,200,80.0,211,234,90.2,39,56,69.6,0,0.2,0.3,-0.2,3,24,1,0,32,Matches
165,166,Péter Gulácsi,hu HUN,GK,RB Leipzig,31,1990,33.0,950,1176,80.8,23404,15166,231,231,100.0,477,480,99.4,240,461,52.1,0,0.0,0.1,0.0,0,17,3,0,5,Matches
166,167,Manuel Gulde,de GER,DF,Freiburg,30,1991,13.6,483,585,82.6,9485,3236,158,189,83.6,268,292,91.8,50,85,58.8,0,0.0,0.9,0.0,1,27,3,1,28,Matches
167,168,Robert Gumny,pl POL,DF,Augsburg,23,1998,25.2,720,965,74.6,11859,4968,373,435,85.7,250,327,76.5,74,144,51.4,0,0.5,0.9,-0.5,7,52,7,1,50,Matches
168,169,Christian Günter,de GER,"DF,MF",Freiburg,28,1993,34.0,1142,1667,68.5,18871,7620,572,693,82.5,423,564,75.0,110,284,38.7,9,7.4,6.7,+1.6,68,81,47,25,89,Matches
169,170,Lasse Günther,de GER,DF,Augsburg,18,2003,1.8,48,69,69.6,785,227,22,28,78.6,20,25,80.0,5,9,55.6,0,0.0,0.0,0.0,1,2,0,0,4,Matches
170,171,Joško Gvardiol,hr CRO,DF,RB Leipzig,19,2002,26.8,1769,2121,83.4,30575,13299,817,902,90.6,765,852,89.8,155,261,59.4,2,2.2,4.0,-0.2,11,170,18,1,123,Matches
171,172,Erling Haaland,no NOR,FW,Dortmund,21,2000,21.2,331,476,69.5,3628,787,210,266,78.9,70,109,64.2,2,4,50.0,8,6.0,5.0,+2.0,23,14,24,1,32,Matches
172,173,Janik Haberer,de GER,MF,Freiburg,27,1994,9.1,244,323,75.5,3730,932,127,158,80.4,92,107,86.0,15,24,62.5,0,0.1,0.3,-0.1,1,24,2,0,15,Matches
173,174,Alexander Hack,de GER,DF,Mainz 05,27,1993,23.0,895,1135,78.9,17415,8428,338,394,85.8,412,490,84.1,129,195,66.2,1,1.6,0.9,-0.6,10,71,7,1,58,Matches
174,175,Robin Hack,de GER,"FW,MF",Arminia,22,1998,15.2,349,494,70.6,5519,1628,183,212,86.3,122,162,75.3,27,65,41.5,3,1.7,2.3,+1.3,17,28,20,5,38,Matches
175,176,André Hahn,de GER,"MF,FW",Augsburg,30,1990,23.3,232,448,51.8,3598,1078,139,208,66.8,57,126,45.2,28,59,47.5,2,1.9,1.2,+0.1,19,14,17,13,23,Matches
176,177,Amadou Haidara,ml MLI,MF,RB Leipzig,23,1998,14.7,655,788,83.1,9966,3375,354,393,90.1,202,243,83.1,56,73,76.7,1,0.9,1.7,+0.1,8,86,16,1,80,Matches
177,178,Marcel Halstenberg,de GER,DF,RB Leipzig,29,1991,5.6,361,414,87.2,6075,1841,168,178,94.4,160,178,89.9,25,43,58.1,0,0.5,0.9,-0.5,4,17,1,1,16,Matches
178,179,Genki Haraguchi,jp JPN,MF,Union Berlin,30,1991,19.5,395,546,72.3,6260,1767,201,250,80.4,146,191,76.4,29,53,54.7,6,2.0,1.2,+4.0,25,39,11,3,55,Matches
179,180,Luis Hartwig,de GER,FW,Bochum,18,2002,0.0,1,2,50.0,7,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
180,181,Makoto Hasebe,jp JPN,DF,Eint Frankfurt,37,1984,13.2,810,939,86.3,15945,5349,264,289,91.3,436,477,91.4,101,154,65.6,0,0.5,0.4,-0.5,3,53,4,0,52,Matches
181,182,Thorgan Hazard,be BEL,"FW,DF",Dortmund,28,1993,14.9,613,835,73.4,8877,2325,360,422,85.3,164,230,71.3,45,90,50.0,1,2.4,3.7,-1.4,22,22,15,3,34,Matches
182,183,Jonas Hector,de GER,DF,Köln,31,1990,28.4,1225,1632,75.1,22840,8316,508,598,84.9,531,669,79.4,166,279,59.5,6,4.8,4.7,+1.2,37,95,25,13,94,Matches
183,184,Hwang Hee-chan,kr KOR,FW,RB Leipzig,25,1996,0.5,7,8,87.5,78,2,6,6,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
184,185,Dominique Heintz,de GER,DF,Union Berlin,27,1993,5.2,205,260,78.8,3860,1289,80,94,85.1,97,110,88.2,23,41,56.1,0,0.0,0.0,0.0,1,22,0,0,18,Matches
185,186,Dominique Heintz,de GER,DF,Freiburg,27,1993,0.3,20,21,95.2,466,181,1,1,100.0,18,19,94.7,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
186,187,Benjamin Henrichs,de GER,DF,RB Leipzig,24,1997,12.7,569,716,79.5,8014,3014,335,376,89.1,191,237,80.6,19,55,34.5,3,2.6,2.7,+0.4,14,47,14,3,59,Matches
187,188,Lucas Hernández,fr FRA,DF,Bayern Munich,25,1996,22.6,1783,1995,89.4,31360,11842,736,786,93.6,911,976,93.3,117,184,63.6,1,0.6,0.9,+0.4,9,167,10,3,132,Matches
188,189,Patrick Herrmann,de GER,"DF,FW",M'Gladbach,30,1991,8.4,254,370,68.6,4289,1390,133,161,82.6,88,124,71.0,28,60,46.7,4,1.7,2.1,+2.3,18,16,11,5,23,Matches
189,190,Piero Hincapié,ec ECU,DF,Leverkusen,19,2002,19.5,971,1198,81.1,16256,5694,439,475,92.4,440,504,87.3,68,140,48.6,2,1.1,1.6,+0.9,10,49,9,4,61,Matches
190,191,Martin Hinteregger,at AUT,DF,Eint Frankfurt,28,1992,24.7,1079,1403,76.9,21300,9359,354,410,86.3,603,704,85.7,106,242,43.8,0,1.0,1.0,-1.0,8,74,6,0,63,Matches
191,192,Marwin Hitz,ch SUI,GK,Dortmund,33,1987,4.5,155,177,87.6,3923,2648,35,36,97.2,74,75,98.7,45,65,69.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
192,193,Nicolas Höfler,de GER,MF,Freiburg,31,1990,28.9,986,1189,82.9,16174,5132,456,522,87.4,440,508,86.6,61,90,67.8,4,1.9,2.1,+2.1,18,102,14,0,117,Matches
193,194,Jonas Hofmann,de GER,"MF,FW",M'Gladbach,29,1992,23.1,961,1265,76.0,15692,4485,490,551,88.9,314,392,80.1,108,205,52.7,5,7.7,6.4,-2.7,70,64,24,3,77,Matches
194,195,Lucas Höler,de GER,FW,Freiburg,27,1994,28.7,614,912,67.3,8186,1672,371,504,73.6,184,256,71.9,24,40,60.0,2,4.1,3.6,-2.1,41,35,33,1,62,Matches
195,196,Gerrit Holtmann,ph PHI,"FW,MF",Bochum,26,1995,20.4,238,356,66.9,3654,1194,127,160,79.4,79,121,65.3,17,40,42.5,4,5.2,4.1,-1.2,29,20,29,11,38,Matches
196,197,Justin Hoogma,nl NED,DF,Greuther Fürth,23,1998,3.0,144,180,80.0,3010,1097,32,38,84.2,92,98,93.9,18,40,45.0,0,0.0,0.0,0.0,1,7,0,0,5,Matches
197,198,Jannes Horn,de GER,DF,Köln,24,1997,5.3,217,305,71.1,3700,1399,96,114,84.2,102,134,76.1,15,38,39.5,0,0.4,0.8,-0.4,6,13,8,6,12,Matches
198,199,Timo Horn,de GER,GK,Köln,28,1993,13.0,408,519,78.6,11271,7752,69,69,100.0,197,199,99.0,142,251,56.6,0,0.0,0.0,0.0,0,3,1,0,0,Matches
199,200,Lukáš Hrádecký,fi FIN,GK,Leverkusen,31,1989,32.0,969,1260,76.9,24678,17454,194,194,100.0,493,498,99.0,281,565,49.7,0,0.0,0.1,0.0,0,7,0,0,1,Matches
200,201,Branimir Hrgota,se SWE,FW,Greuther Fürth,28,1993,30.9,524,748,70.1,8121,2185,277,342,81.0,179,234,76.5,41,73,56.2,5,4.4,2.7,+0.6,35,52,24,3,62,Matches
201,202,Ajdin Hrustic,au AUS,MF,Eint Frankfurt,25,1996,10.7,482,606,79.5,8621,2932,228,261,87.4,196,225,87.1,51,88,58.0,0,0.9,1.3,-0.9,10,51,8,2,45,Matches
202,203,Timo Hübers,de GER,DF,Köln,25,1996,19.3,1044,1259,82.9,21864,7442,281,331,84.9,626,686,91.3,131,214,61.2,0,0.0,0.2,0.0,0,48,4,0,59,Matches
203,204,Benjamin Hübner,de GER,DF,Hoffenheim,32,1989,4.2,230,273,84.2,3899,1609,108,113,95.6,94,110,85.5,24,39,61.5,0,0.0,0.1,0.0,0,23,1,0,15,Matches
204,205,Mats Hummels,de GER,DF,Dortmund,32,1988,19.6,1333,1530,87.1,27073,9577,376,413,91.0,784,859,91.3,159,215,74.0,2,0.8,0.9,+1.2,3,57,5,0,61,Matches
205,206,Iago,br BRA,DF,Augsburg,24,1997,24.2,795,1184,67.1,14228,6138,344,423,81.3,349,482,72.4,84,194,43.3,5,3.4,3.1,+1.6,32,61,45,23,81,Matches
206,207,Stefan Ilsanker,at AUT,"DF,MF",Eint Frankfurt,32,1989,3.0,90,112,80.4,1564,643,45,52,86.5,36,45,80.0,8,13,61.5,0,0.0,0.0,0.0,0,3,0,0,6,Matches
207,208,Burak İnce,tr TUR,FW,Arminia,17,2004,1.5,31,36,86.1,360,48,22,24,91.7,5,6,83.3,1,3,33.3,0,0.0,0.0,0.0,1,1,0,0,0,Matches
208,209,Marcus Ingvartsen,dk DEN,MF,Union Berlin,25,1996,1.4,21,31,67.7,261,61,17,19,89.5,4,11,36.4,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
209,210,Marcus Ingvartsen,dk DEN,"FW,MF",Mainz 05,25,1996,7.6,148,217,68.2,2050,475,88,117,75.2,38,50,76.0,8,22,36.4,0,0.4,0.7,-0.4,5,9,5,2,12,Matches
210,211,Hiroki Ito,jp JPN,DF,Stuttgart,22,1999,26.1,1486,1834,81.0,29708,12105,521,570,91.4,747,822,90.9,202,392,51.5,1,1.2,1.7,-0.2,15,111,12,1,94,Matches
211,212,Cedric Itten,ch SUI,FW,Greuther Fürth,24,1996,7.1,81,141,57.4,976,218,55,79,69.6,15,28,53.6,2,5,40.0,0,0.1,0.1,-0.1,3,8,1,0,7,Matches
212,213,Gian-Luca Itter,de GER,DF,Greuther Fürth,22,1999,16.2,588,814,72.2,10340,4127,246,288,85.4,286,376,76.1,46,121,38.0,1,1.0,1.6,0.0,10,49,10,6,46,Matches
213,214,Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,28,1992,16.0,466,647,72.0,6858,1951,276,340,81.2,141,184,76.6,29,60,48.3,3,2.1,2.5,+0.9,20,48,20,6,47,Matches
214,215,Paul Jaeckel,de GER,DF,Union Berlin,23,1998,22.7,905,1142,79.2,18752,6538,279,323,86.4,491,554,88.6,128,226,56.6,0,0.7,0.3,-0.7,6,64,3,0,60,Matches
215,216,Kristijan Jakić,hr CRO,MF,Eint Frankfurt,24,1997,20.9,618,834,74.1,10214,3713,317,390,81.3,228,296,77.0,57,93,61.3,0,0.5,1.1,-0.5,8,67,7,1,76,Matches
216,217,Tony Jantschke,de GER,DF,M'Gladbach,31,1990,2.5,88,121,72.7,1572,679,38,45,84.4,45,57,78.9,5,18,27.8,0,0.0,0.0,0.0,0,5,1,0,6,Matches
217,218,Dennis Jastrzembski,pl POL,"DF,FW",Hertha BSC,21,2000,2.5,65,111,58.6,1071,341,34,53,64.2,23,41,56.1,5,11,45.5,0,0.7,0.6,-0.7,4,2,2,0,4,Matches
218,219,Fredrik Jensen,fi FIN,"MF,FW",Augsburg,23,1997,4.6,63,117,53.8,1041,386,28,46,60.9,17,34,50.0,9,14,64.3,1,0.8,1.0,+0.2,6,5,9,5,8,Matches
219,220,Marco John,de GER,DF,Hoffenheim,19,2002,0.5,15,16,93.8,215,93,10,10,100.0,5,6,83.3,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches
220,221,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,31,1989,11.3,246,380,64.7,3541,1156,149,201,74.1,65,92,70.7,18,37,48.6,1,1.7,1.6,-0.7,15,25,16,3,33,Matches
221,222,Gideon Jung,de GER,DF,Greuther Fürth,26,1994,1.6,49,63,77.8,938,316,8,12,66.7,35,40,87.5,4,9,44.4,0,0.0,0.0,0.0,0,2,0,0,4,Matches
222,223,Anton Kade,de GER,"FW,MF",Hertha BSC,17,2004,0.9,19,30,63.3,249,61,10,13,76.9,9,12,75.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
223,224,Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,29,1992,13.3,501,690,72.6,8055,2944,256,314,81.5,200,264,75.8,35,60,58.3,2,3.1,3.6,-1.1,21,29,17,9,50,Matches
224,225,Florian Kainz,at AUT,"MF,FW",Köln,28,1992,25.8,636,1075,59.2,12361,4667,255,321,79.4,280,416,67.3,90,252,35.7,4,5.9,6.1,-1.9,47,78,45,18,96,Matches
225,226,Sasa Kalajdzic,at AUT,FW,Stuttgart,24,1997,13.6,256,370,69.2,3612,718,145,191,75.9,71,105,67.6,17,28,60.7,1,3.2,1.6,-2.2,22,24,6,0,23,Matches
226,227,Felix Kalu Nmecha,de GER,"MF,FW",Wolfsburg,20,2000,3.6,88,124,71.0,1200,302,55,72,76.4,26,34,76.5,2,6,33.3,0,0.0,0.1,0.0,0,6,3,0,10,Matches
227,228,Daichi Kamada,jp JPN,MF,Eint Frankfurt,24,1996,23.8,672,869,77.3,10743,2689,341,407,83.8,264,316,83.5,44,77,57.1,3,3.4,1.9,-0.4,31,72,26,1,80,Matches
228,229,Kevin Kampl,si SVN,MF,RB Leipzig,30,1990,21.1,1372,1508,91.0,21256,5448,683,718,95.1,557,601,92.7,70,97,72.2,1,1.6,1.6,-0.6,16,109,17,1,106,Matches
229,230,Stefanos Kapino,gr GRE,GK,Arminia,27,1994,1.0,20,31,64.5,712,520,1,1,100.0,8,8,100.0,11,22,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
230,231,Atakan Karazor,de GER,MF,Stuttgart,24,1996,21.1,830,1016,81.7,13376,4140,400,465,86.0,344,393,87.5,51,88,58.0,1,1.2,0.9,-0.2,17,72,8,1,59,Matches
231,232,Silas Katompa,cd COD,"FW,MF",Stuttgart,22,1998,3.1,40,62,64.5,624,106,21,26,80.8,11,20,55.0,4,7,57.1,0,0.0,0.4,0.0,0,1,1,0,2,Matches
232,233,Noah Katterbach,de GER,DF,Köln,20,2001,0.2,6,12,50.0,70,41,5,6,83.3,1,2,50.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
233,234,Yannik Keitel,de GER,MF,Freiburg,21,2000,5.6,126,186,67.7,2247,555,59,77,76.6,50,68,73.5,14,29,48.3,0,0.2,0.5,-0.2,3,13,0,0,8,Matches
234,235,Marc-Oliver Kempf,de GER,DF,Hertha BSC,26,1995,11.7,317,438,72.4,5674,2688,142,168,84.5,141,171,82.5,30,79,38.0,1,0.4,0.6,+0.6,4,28,4,0,31,Matches
235,236,Marc-Oliver Kempf,de GER,DF,Stuttgart,26,1995,9.3,476,584,81.5,8371,3388,203,227,89.4,232,265,87.5,37,71,52.1,0,0.7,0.7,-0.7,5,46,4,0,44,Matches
236,237,Rani Khedira,de GER,MF,Union Berlin,27,1994,30.6,685,947,72.3,10631,3334,342,424,80.7,255,339,75.2,45,92,48.9,1,1.1,0.9,-0.1,9,58,9,5,66,Matches
237,238,Luca Kilian,de GER,FW,Mainz 05,21,1999,0.0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
238,239,Luca Kilian,de GER,DF,Köln,21,1999,25.3,1166,1390,83.9,24267,7585,303,347,87.3,702,763,92.0,149,248,60.1,0,0.2,0.3,-0.2,2,60,3,1,52,Matches
239,240,Joshua Kimmich,de GER,MF,Bayern Munich,26,1995,27.5,2177,2595,83.9,39188,13899,984,1080,91.1,893,999,89.4,250,406,61.6,9,10.2,10.6,-1.2,80,246,56,4,250,Matches
240,241,Philipp Klement,de GER,MF,Stuttgart,28,1992,3.8,215,266,80.8,3814,1206,99,111,89.2,84,98,85.7,25,40,62.5,0,1.1,1.1,-1.1,8,27,5,0,25,Matches
241,242,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,21,2000,6.7,140,193,72.5,2099,583,75,90,83.3,47,58,81.0,10,16,62.5,1,0.5,0.6,+0.5,4,17,8,0,16,Matches
242,243,Fabian Klos,de GER,FW,Arminia,33,1987,15.8,232,467,49.7,3453,1178,136,234,58.1,62,147,42.2,21,36,58.3,1,1.3,1.1,-0.3,15,36,9,1,41,Matches
243,244,Lukas Klostermann,de GER,DF,RB Leipzig,25,1996,18.3,944,1100,85.8,15274,5600,462,511,90.4,409,460,88.9,57,92,62.0,1,1.0,0.8,0.0,4,51,10,0,60,Matches
244,245,Lukas Klünter,de GER,DF,Hertha BSC,25,1996,2.2,67,96,69.8,1045,437,37,49,75.5,24,32,75.0,5,11,45.5,0,0.4,0.3,-0.4,2,3,5,2,10,Matches
245,246,Ansgar Knauff,de GER,"FW,MF",Dortmund,19,2002,1.3,18,36,50.0,216,35,13,21,61.9,3,7,42.9,1,4,25.0,0,0.1,0.1,-0.1,1,0,2,0,2,Matches
246,247,Ansgar Knauff,de GER,"DF,MF",Eint Frankfurt,19,2002,8.4,213,341,62.5,3252,1276,106,154,68.8,88,121,72.7,10,26,38.5,1,1.3,1.7,-0.3,10,19,5,3,24,Matches
247,248,Robin Knoche,de GER,DF,Union Berlin,29,1992,33.0,1353,1725,78.4,29713,12134,318,374,85.0,774,905,85.5,243,403,60.3,0,0.2,0.5,-0.2,3,78,3,0,86,Matches
248,249,Gregor Kobel,ch SUI,GK,Dortmund,23,1997,28.5,840,1024,82.0,19421,12069,215,215,100.0,444,448,99.1,173,349,49.6,0,0.0,0.0,0.0,0,7,0,0,1,Matches
