,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
384,385,Diant Ramaj,de GER,GK,Eint Frankfurt,19,2001,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
385,386,Guilherme Ramos,pt POR,DF,Arminia,23,1997,10.1,4,0.40,4,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
386,387,Tobias Raschl,de GER,MF,Greuther Fürth,21,2000,6.6,6,0.90,4,1,1,0,0,0,1,0.15,1,0,0,0,0,0,Matches
387,388,David Raum,de GER,"DF,FW",Hoffenheim,23,1998,30.6,145,4.73,92,41,4,4,2,2,22,0.72,17,2,1,1,0,1,Matches
388,389,Reinier,br BRA,"FW,MF",Dortmund,19,2002,1.8,3,1.67,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
389,390,Panagiotis Retsos,gr GRE,"DF,FW",Leverkusen,22,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
390,391,Marco Reus,de GER,"MF,FW",Dortmund,32,1989,27.8,103,3.70,76,9,1,5,10,2,25,0.90,17,1,1,1,4,1,Matches
391,392,Elvis Rexhbeçaj,de GER,MF,Bochum,23,1997,28.2,50,1.77,34,5,1,2,8,0,4,0.14,3,0,0,0,1,0,Matches
392,393,Gio Reyna,us USA,MF,Dortmund,18,2002,4.9,20,4.09,12,7,1,0,0,0,1,0.20,0,1,0,0,0,0,Matches
393,394,Chris Richards,us USA,DF,Hoffenheim,21,2000,14.5,12,0.83,10,0,0,1,0,1,6,0.41,5,0,0,0,0,1,Matches
394,395,Chris Richards,us USA,DF,Bayern Munich,21,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
395,396,Omar Richards,eng ENG,DF,Bayern Munich,23,1998,4.9,11,2.26,7,1,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
396,397,Marco Richter,de GER,"FW,MF",Hertha BSC,23,1997,18.9,47,2.48,25,8,5,4,5,0,2,0.11,1,0,0,0,1,0,Matches
397,398,Manuel Riemann,de GER,GK,Bochum,32,1988,31.0,23,0.74,19,4,0,0,0,0,2,0.06,1,1,0,0,0,0,Matches
398,399,Marc Roca,es ESP,MF,Bayern Munich,24,1996,4.2,9,2.14,6,2,0,1,0,0,1,0.24,1,0,0,0,0,0,Matches
399,400,Cimo Röcker,de GER,DF,Hertha BSC,27,1994,0.2,1,4.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
