,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
55,56,Filip Benković,hr CRO,"DF,FW",Udinese,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
56,57,Ismaël Bennacer,dz ALG,MF,Milan,23,1997,16.9,61,3.60,44,7,4,1,3,2,3,0.18,3,0,0,0,0,0,Matches
57,58,Rodrigo Bentancur,uy URU,MF,Juventus,24,1997,12.8,34,2.65,28,1,0,3,0,2,3,0.23,2,0,0,1,0,0,Matches
58,59,Alessandro Berardi,it ITA,GK,Hellas Verona,30,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
59,60,Domenico Berardi,it ITA,FW,Sassuolo,26,1994,31.3,169,5.39,125,22,8,3,8,3,22,0.70,17,2,1,0,2,0,Matches
60,61,Bartosz Bereszyński,pl POL,DF,Sampdoria,29,1992,32.7,53,1.62,39,6,4,2,2,0,7,0.21,4,2,1,0,0,0,Matches
61,62,Etrit Berisha,al ALB,GK,Torino,32,1989,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
62,63,Federico Bernardeschi,it ITA,"MF,FW",Juventus,27,1994,16.4,60,3.66,38,5,6,8,3,0,4,0.24,3,0,0,1,0,0,Matches
63,64,Nicolò Bertola,it ITA,"MF,DF",Spezia,18,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
64,65,Daniel Bessa,it ITA,MF,Hellas Verona,28,1993,8.5,27,3.16,25,0,0,1,0,1,4,0.47,4,0,0,0,0,0,Matches
65,66,Beto,gw GNB,FW,Udinese,23,1998,24.1,49,2.03,31,0,7,9,2,0,3,0.12,1,0,0,2,0,0,Matches
66,67,Luis Binks,eng ENG,DF,Bologna,19,2001,7.2,2,0.28,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
67,68,Cristiano Biraghi,it ITA,DF,Fiorentina,28,1992,35.0,127,3.62,64,55,0,6,1,1,8,0.23,5,3,0,0,0,0,Matches
68,69,Davide Biraschi,it ITA,DF,Genoa,27,1994,10.3,6,0.58,4,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
69,70,Bjarki Bjarkason,is ISL,MF,Venezia,21,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
70,71,Jeremie Boga,ci CIV,"FW,MF",Atalanta,24,1997,8.5,50,5.89,32,6,6,3,2,1,0,0.00,0,0,0,0,0,0,Matches
71,72,Jeremie Boga,ci CIV,"FW,MF",Sassuolo,24,1997,7.4,24,3.22,16,0,5,1,2,0,4,0.54,2,0,1,0,1,0,Matches
72,73,Luka Bogdan,hr CRO,DF,Salernitana,25,1996,4.4,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
73,74,Emil Bohinen,no NOR,MF,Salernitana,22,1999,7.8,24,3.09,14,7,2,0,1,0,1,0.13,0,1,0,0,0,0,Matches
74,75,Giacomo Bonaventura,it ITA,MF,Fiorentina,31,1989,25.2,84,3.34,69,1,3,5,5,1,13,0.52,9,0,0,2,2,0,Matches
75,76,Federico Bonazzoli,it ITA,"FW,MF",Salernitana,24,1997,20.7,39,1.88,24,0,1,6,6,2,1,0.05,1,0,0,0,0,0,Matches
76,77,Kevin Bonifazi,it ITA,DF,Bologna,25,1996,13.4,15,1.12,9,0,1,2,0,3,3,0.22,1,0,0,1,0,1,Matches
77,78,Leonardo Bonucci,it ITA,DF,Juventus,34,1987,22.3,19,0.85,17,0,0,1,0,1,2,0.09,2,0,0,0,0,0,Matches
78,79,Mehdi Bourabia,ma MAR,MF,Spezia,29,1991,3.1,5,1.61,3,0,2,0,0,0,2,0.64,0,0,2,0,0,0,Matches
79,80,Edoardo Bove,it ITA,"MF,DF",Roma,19,2002,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
80,81,Josip Brekalo,hr CRO,MF,Torino,23,1998,25.4,119,4.68,79,23,7,7,3,0,9,0.35,6,1,2,0,0,0,Matches
81,82,Gleison Bremer,br BRA,DF,Torino,24,1997,32.1,25,0.78,14,1,0,6,0,4,2,0.06,1,0,0,1,0,0,Matches
82,83,Marcelo Brozović,hr CRO,MF,Inter,28,1992,32.6,95,2.91,86,2,1,2,1,3,11,0.34,11,0,0,0,0,0,Matches
83,84,Aleksander Buksa,pl POL,FW,Genoa,18,2003,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
84,85,Alessandro Buongiorno,it ITA,DF,Torino,22,1999,13.1,11,0.84,6,0,0,2,1,2,3,0.23,2,0,0,1,0,0,Matches
85,86,Gianluca Busio,us USA,MF,Venezia,19,2002,21.7,37,1.71,24,8,0,1,3,1,3,0.14,2,1,0,0,0,0,Matches
86,87,Jovane Cabral,cv CPV,FW,Lazio,23,1998,2.1,4,1.89,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
87,88,Liberato Cacace,nz NZL,DF,Empoli,20,2000,5.2,5,0.96,3,1,0,0,1,0,1,0.19,1,0,0,0,0,0,Matches
88,89,Martín Cáceres,uy URU,DF,Cagliari,34,1987,9.2,15,1.62,12,0,0,2,0,1,1,0.11,1,0,0,0,0,0,Matches
89,90,Felipe Caicedo,ec ECU,FW,Genoa,32,1988,3.2,9,2.85,6,0,0,1,2,0,3,0.95,2,0,0,0,1,0,Matches
90,91,Felipe Caicedo,ec ECU,"FW,DF",Inter,32,1988,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
91,92,Davide Calabria,it ITA,DF,Milan,24,1996,23.5,47,2.00,32,4,3,6,2,0,6,0.25,3,0,0,3,0,0,Matches
92,93,Riccardo Calafiori,it ITA,DF,Genoa,19,2002,0.9,1,1.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
93,94,Riccardo Calafiori,it ITA,DF,Roma,19,2002,1.9,3,1.57,2,0,1,0,0,0,2,1.05,1,0,1,0,0,0,Matches
94,95,Mattia Caldara,it ITA,DF,Venezia,27,1994,30.0,22,0.73,9,1,0,5,4,3,3,0.10,0,0,0,1,1,1,Matches
95,96,Hakan Çalhanoğlu,tr TUR,MF,Inter,27,1994,27.6,169,6.12,97,53,2,11,4,2,19,0.69,10,7,0,1,1,0,Matches
96,97,José Callejón,es ESP,FW,Fiorentina,34,1987,14.4,47,3.25,32,10,1,3,1,0,4,0.28,4,0,0,0,0,0,Matches
97,98,Andrea Cambiaso,it ITA,DF,Genoa,21,2000,19.9,36,1.81,28,3,2,0,3,0,5,0.25,5,0,0,0,0,0,Matches
98,99,Matteo Cancellieri,it ITA,"MF,DF",Hellas Verona,19,2002,2.5,7,2.79,5,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
99,100,Antonio Candreva,it ITA,"MF,FW",Sampdoria,34,1987,34.7,140,4.04,84,37,7,7,5,0,16,0.46,10,4,0,1,1,0,Matches
100,101,Leonardo Capezzi,it ITA,MF,Salernitana,26,1995,1.9,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
101,102,Gianluca Caprari,it ITA,"MF,FW",Hellas Verona,28,1993,30.4,141,4.63,92,19,9,9,9,3,20,0.66,16,1,2,1,0,0,Matches
102,103,Francesco Caputo,it ITA,FW,Sampdoria,33,1987,31.0,73,2.35,59,0,2,3,8,1,8,0.26,4,0,0,1,3,0,Matches
103,104,Francesco Caputo,it ITA,FW,Sassuolo,33,1987,1.7,6,3.46,5,0,0,1,0,0,2,1.15,2,0,0,0,0,0,Matches
104,105,Andrea Carboni,it ITA,DF,Cagliari,20,2001,24.6,21,0.85,19,0,0,1,0,1,2,0.08,2,0,0,0,0,0,Matches
105,106,Nicolò Casale,it ITA,DF,Hellas Verona,23,1998,28.7,33,1.15,32,1,0,0,0,0,5,0.17,5,0,0,0,0,0,Matches
106,107,Francesco Cassata,it ITA,MF,Genoa,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
107,108,Samu Castillejo,es ESP,"FW,MF",Milan,26,1995,1.4,10,7.09,6,0,0,2,2,0,3,2.13,1,0,0,1,1,0,Matches
108,109,Gaetano Castrovilli,it ITA,MF,Fiorentina,24,1997,15.5,50,3.23,36,6,2,1,4,1,5,0.32,5,0,0,0,0,0,Matches
109,110,Danilo Cataldi,it ITA,MF,Lazio,26,1994,19.0,41,2.16,25,14,0,0,0,2,3,0.16,2,1,0,0,0,0,Matches
110,111,Pietro Ceccaroni,it ITA,DF,Venezia,25,1995,34.7,20,0.58,12,0,0,5,0,3,1,0.03,0,0,0,1,0,0,Matches
111,112,Federico Ceccherini,it ITA,DF,Hellas Verona,29,1992,26.2,25,0.95,22,0,0,1,1,1,2,0.08,2,0,0,0,0,0,Matches
112,113,Emil Ceide,no NOR,"FW,MF",Sassuolo,19,2001,0.6,1,1.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
113,114,Luca Ceppitelli,it ITA,DF,Cagliari,31,1989,16.1,11,0.69,8,0,0,2,0,1,1,0.06,0,0,0,1,0,0,Matches
114,115,Damir Ceter,co COL,FW,Cagliari,23,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
115,116,Julian Chabot,de GER,DF,Sampdoria,23,1998,5.4,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
116,117,Giorgio Chiellini,it ITA,DF,Juventus,36,1984,15.0,22,1.46,18,0,0,2,0,2,2,0.13,1,0,0,0,0,1,Matches
117,118,Federico Chiesa,it ITA,"MF,FW",Juventus,23,1997,9.6,41,4.28,21,3,8,6,3,0,7,0.73,2,0,3,1,1,0,Matches
118,119,Vlad Chiricheș,ro ROU,DF,Sassuolo,31,1989,25.6,10,0.39,7,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
119,120,Riccardo Ciervo,it ITA,"MF,DF",Sampdoria,19,2002,2.5,7,2.78,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
120,121,Moustapha Cissé,gn GUI,FW,Atalanta,17,2003,0.4,1,2.37,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
121,122,Giorgio Cittadini,it ITA,DF,Atalanta,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
122,123,Ebrima Colley,gm GAM,"FW,MF",Spezia,21,2000,4.4,12,2.74,6,1,2,2,1,0,0,0.00,0,0,0,0,0,0,Matches
123,124,Omar Colley,gm GAM,DF,Sampdoria,28,1992,30.5,11,0.36,7,0,0,1,1,2,1,0.03,0,0,0,1,0,0,Matches
124,125,Andrea Consigli,it ITA,GK,Sassuolo,34,1987,36.9,7,0.19,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
125,126,Andrea Conti,it ITA,"DF,MF",Sampdoria,27,1994,2.6,2,0.77,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
126,127,Andrea Conti,it ITA,DF,Milan,27,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
127,128,Diego Coppola,it ITA,DF,Hellas Verona,17,2003,2.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
128,129,Joaquín Correa,ar ARG,FW,Inter,26,1994,11.4,43,3.78,32,0,5,5,1,0,5,0.44,3,0,1,1,0,0,Matches
129,130,Lassana Coulibaly,ml MLI,MF,Salernitana,25,1996,25.9,46,1.78,32,0,2,3,6,3,2,0.08,1,0,0,0,0,1,Matches
130,131,Mamadou Coulibaly,sn SEN,MF,Salernitana,22,1999,9.0,24,2.68,18,1,2,1,2,0,2,0.22,0,0,1,1,0,0,Matches
131,132,Alessio Cragno,it ITA,GK,Cagliari,27,1994,35.0,3,0.09,1,2,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
132,133,Domenico Criscito,it ITA,DF,Genoa,34,1986,18.0,25,1.39,15,4,0,3,1,2,2,0.11,2,0,0,0,0,0,Matches
133,134,Bryan Cristante,it ITA,MF,Roma,26,1995,29.8,61,2.05,51,0,0,7,1,2,1,0.03,0,0,0,1,0,0,Matches
134,135,Domen Črnigoj,si SVN,MF,Venezia,25,1995,20.9,35,1.68,28,0,2,3,1,1,1,0.05,1,0,0,0,0,0,Matches
135,136,Giovanni Crociata,it ITA,FW,Empoli,23,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
136,137,Juan Cuadrado,co COL,"DF,MF",Juventus,33,1988,27.6,113,4.09,74,21,8,4,4,2,12,0.43,8,1,2,0,1,0,Matches
137,138,Mickaël Cuisance,fr FRA,MF,Venezia,21,1999,10.2,24,2.35,19,1,1,2,1,0,1,0.10,1,0,0,0,0,0,Matches
138,139,Patrick Cutrone,it ITA,FW,Empoli,23,1998,15.6,22,1.41,16,0,2,1,1,2,2,0.13,1,0,0,0,1,0,Matches
139,140,Danilo D'Ambrosio,it ITA,DF,Inter,32,1988,11.1,11,0.99,9,0,0,1,0,1,3,0.27,3,0,0,0,0,0,Matches
140,141,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,21,2000,6.4,27,4.21,21,1,1,1,2,1,1,0.16,1,0,0,0,0,0,Matches
141,142,Danilo,br BRA,"DF,MF",Juventus,30,1991,21.0,40,1.90,33,1,0,3,2,1,3,0.14,2,0,0,1,0,0,Matches
142,143,Ebrima Darboe,gm GAM,MF,Roma,20,2001,0.7,1,1.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
143,144,Matteo Darmian,it ITA,DF,Inter,31,1989,16.7,44,2.63,35,2,1,2,1,3,3,0.18,3,0,0,0,0,0,Matches
144,145,Paweł Dawidowicz,pl POL,DF,Hellas Verona,26,1995,13.3,11,0.83,7,0,0,0,1,3,1,0.08,1,0,0,0,0,0,Matches
145,146,Sebastien De Maio,fr FRA,DF,Udinese,34,1987,2.0,2,1.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
146,147,Tommaso De Nipoti,it ITA,FW,Atalanta,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,148,Mattia De Sciglio,it ITA,DF,Juventus,28,1992,13.0,32,2.47,26,3,1,1,1,0,4,0.31,4,0,0,0,0,0,Matches
148,149,Lorenzo De Silvestri,it ITA,DF,Bologna,33,1988,25.5,45,1.76,31,9,0,2,3,0,2,0.08,2,0,0,0,0,0,Matches
149,150,Grégoire Defrel,mq MTQ,FW,Sassuolo,30,1991,15.1,47,3.11,37,0,5,3,2,0,2,0.13,2,0,0,0,0,0,Matches
150,151,Alessandro Deiola,it ITA,MF,Cagliari,25,1995,23.7,38,1.61,32,0,0,4,0,2,5,0.21,3,0,0,1,0,1,Matches
151,152,Filippo Delli Carri,it ITA,DF,Salernitana,22,1999,3.7,4,1.07,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
152,153,Merih Demiral,tr TUR,DF,Atalanta,23,1998,21.3,9,0.42,2,0,1,4,0,2,3,0.14,0,0,0,3,0,0,Matches
153,154,Diego Demme,de GER,MF,Napoli,29,1991,7.7,23,3.00,19,0,0,1,2,1,1,0.13,1,0,0,0,0,0,Matches
154,155,Fabio Depaoli,it ITA,DF,Hellas Verona,24,1997,7.8,16,2.05,13,1,1,0,1,0,2,0.26,2,0,0,0,0,0,Matches
155,156,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,24,1997,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
156,157,Mattia Destro,it ITA,FW,Genoa,30,1991,19.4,31,1.60,20,0,4,4,3,0,4,0.21,2,0,1,0,1,0,Matches
157,158,Gerard Deulofeu,es ESP,"FW,MF",Udinese,27,1994,29.1,149,5.13,85,39,10,8,7,0,11,0.38,6,2,0,2,1,0,Matches
158,159,Jacopo Dezi,it ITA,MF,Venezia,29,1992,0.2,2,10.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
159,160,Samuel Di Carmine,it ITA,FW,Hellas Verona,32,1988,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,161,Federico Di Francesco,it ITA,"FW,MF",Empoli,27,1994,15.2,41,2.70,31,1,1,4,4,0,7,0.46,4,1,0,1,1,0,Matches
161,162,Giovanni Di Lorenzo,it ITA,DF,Napoli,27,1993,31.9,68,2.13,57,2,2,4,1,2,7,0.22,4,1,0,2,0,0,Matches
162,163,Francesco Di Mariano,it ITA,FW,Venezia,25,1996,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
163,164,Francesco Di Tacchio,it ITA,MF,Salernitana,31,1990,13.9,17,1.22,13,1,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
164,165,Amadou Diawara,gn GUI,MF,Roma,24,1997,1.9,2,1.06,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
165,166,Brahim Díaz,es ESP,MF,Milan,21,1999,20.6,77,3.73,60,2,4,3,5,3,10,0.48,7,1,0,2,0,0,Matches
166,167,Mitchell Dijks,nl NED,"DF,FW",Bologna,28,1993,7.7,11,1.43,8,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
167,168,Federico Dimarco,it ITA,DF,Inter,23,1997,15.9,89,5.60,42,30,4,10,1,2,8,0.50,3,3,0,2,0,0,Matches
168,169,Filippo Distefano,it ITA,FW,Fiorentina,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
