,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches
126,127,João Carvalho,pt POR,"MF,FW",Nott'ham Forest,24,1997,2.7,74,89,83.1,1200,256,38,43,88.4,27,32,84.4,8,11,72.7,0,0.0,0.2,0.0,0,9,3,1,7,Matches
127,128,Oliver Casey,eng ENG,DF,Blackpool,20,2000,3.9,153,204,75.0,3453,1019,33,39,84.6,96,117,82.1,24,43,55.8,0,0.0,0.0,0.0,0,6,1,0,5,Matches
128,129,Quevin Castro,,FW,West Brom,,,0.4,,,,,,,,,,,,,,,0,,,,,,,,,Matches
129,130,Ivan Cavaleiro,pt POR,"FW,MF",Fulham,27,1993,6.7,229,293,78.2,3390,938,124,142,87.3,81,101,80.2,14,26,53.8,0,2.4,2.0,-2.4,15,13,21,7,31,Matches
130,131,Ilias Chair,ma MAR,"MF,FW",QPR,23,1997,35.0,1288,1681,76.6,20138,5297,723,800,90.4,419,538,77.9,100,251,39.8,5,7.1,6.6,-2.1,67,113,47,8,110,Matches
131,132,Nathaniel Chalobah,eng ENG,MF,Fulham,26,1994,10.5,428,542,79.0,7339,1769,193,231,83.5,183,212,86.3,41,64,64.1,1,1.3,0.5,-0.3,6,44,4,0,28,Matches
132,133,Harry Chapman,eng ENG,"MF,FW",Blackburn,23,1997,0.5,8,17,47.1,134,52,4,7,57.1,1,3,33.3,2,5,40.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
133,134,James Chester,wls WAL,DF,Stoke City,32,1989,15.9,771,892,86.4,12935,4736,324,355,91.3,401,454,88.3,30,50,60.0,2,0.2,0.6,+1.8,4,33,1,0,40,Matches
134,135,Tahith Chong,nl NED,"FW,MF",Birmingham City,21,1999,17.3,264,383,68.9,4730,1295,129,161,80.1,82,105,78.1,42,81,51.9,2,2.8,1.6,-0.8,25,34,7,4,23,Matches
135,136,Cyrus Christie,ie IRL,"DF,FW",Swansea City,28,1992,22.3,791,1014,78.0,10722,2368,494,554,89.2,223,299,74.6,33,73,45.2,4,2.6,3.0,+1.4,20,17,18,4,31,Matches
136,137,Ryan Christie,sct SCO,"FW,MF",Bournemouth,26,1995,33.3,1174,1526,76.9,20634,5253,537,629,85.4,452,557,81.1,138,244,56.6,8,7.8,7.4,+0.2,56,96,52,9,125,Matches
137,138,Isaac Christie-Davies,wls WAL,MF,Barnsley,23,1997,0.9,46,59,78.0,775,174,18,21,85.7,20,23,87.0,5,8,62.5,0,0.1,0.0,-0.1,1,1,1,0,5,Matches
138,139,Jordan Clark,eng ENG,"MF,FW",Luton Town,27,1993,18.7,402,611,65.8,6695,2377,197,246,80.1,142,208,68.3,44,99,44.4,3,2.5,2.3,+0.5,19,50,24,7,60,Matches
139,140,Jahmari Clarke,jm JAM,FW,Reading,17,2003,1.9,12,22,54.5,184,4,9,13,69.2,3,5,60.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
140,141,Matthew Clarke,eng ENG,DF,West Brom,24,1996,30.5,1090,1478,73.7,20317,7024,442,523,84.5,516,642,80.4,114,256,44.5,0,1.0,0.8,-1.0,9,87,5,0,85,Matches
141,142,Jonson Clarke-Harris,jm JAM,FW,P'borough Utd,27,1994,33.3,402,765,52.5,5555,1467,253,410,61.7,109,230,47.4,20,40,50.0,3,2.7,1.5,+0.3,25,55,14,0,47,Matches
142,143,Jake Clarke-Salter,eng ENG,DF,Coventry City,23,1997,25.5,1187,1499,79.2,21738,10057,464,535,86.7,611,718,85.1,101,198,51.0,0,0.8,0.5,-0.8,7,81,6,2,79,Matches
143,144,Leighton Clarkson,eng ENG,MF,Blackburn,19,2001,3.6,90,134,67.2,1547,441,40,47,85.1,34,50,68.0,11,25,44.0,0,0.4,0.5,-0.4,6,8,3,1,4,Matches
144,145,Sam Clucas,eng ENG,MF,Stoke City,30,1990,16.4,459,613,74.9,7476,1933,232,275,84.4,170,213,79.8,41,79,51.9,3,2.8,2.3,+0.2,26,42,11,4,28,Matches
145,146,Josh Coburn,eng ENG,FW,Middlesbrough,18,2002,5.3,36,71,50.7,518,69,19,37,51.4,12,20,60.0,3,3,100.0,0,0.3,0.3,-0.3,4,1,2,0,4,Matches
146,147,Jack Colback,eng ENG,"DF,MF",Nott'ham Forest,31,1989,34.5,1158,1421,81.5,19396,5196,536,605,88.6,495,587,84.3,93,154,60.4,1,1.7,2.1,-0.7,25,83,20,7,67,Matches
147,148,Devante Cole,eng ENG,"FW,MF",Barnsley,26,1995,9.8,93,157,59.2,1040,278,59,85,69.4,20,38,52.6,1,8,12.5,1,1.6,1.5,-0.6,14,3,3,1,4,Matches
148,149,Maxime Colin,fr FRA,"DF,MF",Birmingham City,29,1991,30.8,855,1269,67.4,14701,5557,410,500,82.0,331,475,69.7,89,209,42.6,2,1.3,1.5,+0.7,15,92,21,11,67,Matches
149,150,Bradley Collins,eng ENG,GK,Barnsley,24,1997,39.3,877,1498,58.5,25540,18670,205,207,99.0,370,383,96.6,298,896,33.3,0,0.1,0.1,-0.1,2,39,2,0,1,Matches
150,151,James Collins,ie IRL,"FW,MF",Cardiff City,30,1990,14.3,250,361,69.3,3270,592,155,197,78.7,61,89,68.5,12,23,52.2,0,0.3,0.5,-0.3,3,17,5,1,11,Matches
151,152,Levi Colwill,eng ENG,DF,Huddersfield,18,2003,26.9,1159,1490,77.8,21814,8929,435,508,85.6,596,681,87.5,114,254,44.9,1,1.0,1.0,0.0,13,85,4,1,81,Matches
152,153,Rubin Colwill,wls WAL,"MF,FW",Cardiff City,19,2002,18.5,413,559,73.9,6381,1711,230,278,82.7,138,174,79.3,29,53,54.7,1,3.4,2.6,-2.4,24,42,18,2,48,Matches
153,154,Cameron Congreve,wls WAL,FW,Swansea City,17,2004,1.4,47,60,78.3,666,116,28,31,90.3,19,24,79.2,0,2,0.0,0,0.1,0.0,-0.1,2,3,2,0,6,Matches
154,155,Aaron Connolly,ie IRL,FW,Middlesbrough,21,2000,13.1,111,157,70.7,1728,333,54,74,73.0,41,52,78.8,9,13,69.2,0,0.6,0.5,-0.6,7,12,4,0,15,Matches
155,156,Callum Connolly,eng ENG,"DF,MF",Blackpool,23,1997,24.6,667,1001,66.6,12303,4319,293,353,83.0,277,389,71.2,81,198,40.9,1,1.9,1.0,-0.9,14,60,14,6,50,Matches
156,157,Tommy Conway,,"MF,DF",Bristol City,,,0.3,14,18,77.8,182,29,8,9,88.9,5,5,100.0,0,1,0.0,1,0.9,0.6,+0.1,1,1,0,0,1,Matches
157,158,Lewis Cook,eng ENG,MF,Bournemouth,24,1997,24.1,1026,1192,86.1,18256,5245,434,480,90.4,465,517,89.9,107,149,71.8,2,1.2,1.0,+0.8,20,102,14,4,89,Matches
158,159,Steve Cook,eng ENG,DF,Bournemouth,30,1991,2.7,171,196,87.2,3500,1249,53,59,89.8,97,101,96.0,21,34,61.8,0,0.0,0.0,0.0,0,11,0,0,6,Matches
159,160,Steve Cook,eng ENG,DF,Nott'ham Forest,30,1991,12.9,470,641,73.3,11204,4403,87,109,79.8,275,324,84.9,103,187,55.1,0,0.9,0.5,-0.9,4,33,3,0,28,Matches
160,161,Brandon Cooper,wls WAL,DF,Swansea City,21,2000,3.9,221,271,81.5,3467,1298,119,128,93.0,82,96,85.4,14,35,40.0,0,0.0,0.0,0.0,1,11,0,0,4,Matches
161,162,Jake Cooper,eng ENG,DF,Millwall,26,1995,40.9,1261,1732,72.8,27047,10572,396,508,78.0,620,741,83.7,232,428,54.2,0,1.6,2.5,-1.6,17,89,16,0,84,Matches
162,163,Kai Corbett,eng ENG,FW,P'borough Utd,18,2002,0.6,2,7,28.6,16,1,2,4,50.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
163,164,David Cornell,wls WAL,GK,P'borough Utd,30,1991,30.0,765,1193,64.1,22353,17768,183,184,99.5,320,329,97.3,250,662,37.8,0,0.0,0.1,0.0,1,21,0,0,0,Matches
164,165,Harry Cornick,eng ENG,FW,Luton Town,26,1995,26.2,340,602,56.5,5380,1575,182,259,70.3,115,185,62.2,30,91,33.0,4,5.4,5.6,-1.4,26,13,16,7,20,Matches
165,166,Hayden Coulson,eng ENG,DF,P'borough Utd,23,1998,4.0,150,229,65.5,2162,719,92,103,89.3,44,69,63.8,8,38,21.1,0,0.5,0.3,-0.5,6,11,3,0,8,Matches
166,167,Conor Coventry,ie IRL,MF,P'borough Utd,21,2000,4.8,283,325,87.1,5050,1482,119,131,90.8,127,135,94.1,30,46,65.2,0,0.1,0.1,-0.1,1,28,2,0,23,Matches
167,168,Lewie Coyle,eng ENG,DF,Hull City,25,1995,19.5,774,1063,72.8,14280,5024,333,379,87.9,329,419,78.5,100,223,44.8,1,1.9,1.5,-0.9,19,63,27,14,58,Matches
168,169,Matt Crooks,eng ENG,MF,Middlesbrough,27,1994,38.7,1110,1525,72.8,16212,5120,622,791,78.6,364,483,75.4,56,109,51.4,2,3.4,2.9,-1.4,42,148,39,6,135,Matches
169,170,Liam Cullen,wls WAL,"MF,FW",Swansea City,22,1999,4.8,83,113,73.5,1164,154,55,70,78.6,21,30,70.0,4,5,80.0,1,0.5,0.4,+0.5,4,6,2,0,4,Matches
170,171,Robbie Cundy,eng ENG,DF,Bristol City,24,1997,10.0,285,409,69.7,5383,2317,116,139,83.5,135,183,73.8,30,77,39.0,0,0.2,0.2,-0.2,3,18,1,0,15,Matches
171,172,Greg Cunningham,ie IRL,"DF,FW",Preston,30,1991,15.1,467,689,67.8,8367,3891,211,261,80.8,214,293,73.0,37,96,38.5,1,1.0,1.3,0.0,6,55,8,3,51,Matches
172,173,Fankaty Dabo,eng ENG,DF,Coventry City,25,1995,25.5,1038,1417,73.3,17019,6716,556,639,87.0,378,506,74.7,86,190,45.3,1,1.9,2.2,-0.9,24,79,37,18,110,Matches
173,174,Bradley Dack,eng ENG,"MF,FW",Blackburn,27,1993,3.2,43,71,60.6,651,149,22,31,71.0,13,21,61.9,5,9,55.6,1,0.5,0.7,+0.5,2,3,1,0,3,Matches
174,175,Julien Dacosta,fr FRA,DF,Coventry City,25,1996,1.2,47,65,72.3,763,261,26,31,83.9,16,21,76.2,5,10,50.0,0,0.3,0.2,-0.3,3,3,1,1,5,Matches
175,176,Owen Dale,eng ENG,"MF,FW",Blackpool,22,1998,7.8,123,179,68.7,2034,506,65,77,84.4,44,63,69.8,10,19,52.6,1,0.4,0.8,+0.6,4,8,5,2,12,Matches
176,177,Jake Daniels,eng ENG,FW,Blackpool,16,2005,0.1,3,3,100.0,45,0,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
177,178,Luke Daniels,eng ENG,GK,Middlesbrough,33,1988,12.0,215,407,52.8,6960,5776,47,48,97.9,77,80,96.3,89,277,32.1,0,0.0,0.0,0.0,0,7,2,0,0,Matches
178,179,Scott Dann,eng ENG,DF,Reading,34,1987,13.6,545,651,83.7,10515,5224,212,233,91.0,259,283,91.5,67,117,57.3,1,0.0,0.1,+1.0,1,35,2,0,24,Matches
179,180,Jay Dasilva,eng ENG,DF,Bristol City,23,1998,29.4,895,1229,72.8,14048,5337,492,555,88.6,299,409,73.1,79,193,40.9,4,4.2,3.6,-0.2,23,71,26,15,75,Matches
180,181,Jacob Davenport,eng ENG,MF,Blackburn,22,1998,2.9,70,106,66.0,1159,359,37,47,78.7,27,38,71.1,6,12,50.0,1,0.1,0.1,+0.9,2,7,0,0,4,Matches
181,182,Adam Davies,wls WAL,GK,Stoke City,29,1992,12.0,257,401,64.1,6043,4341,101,103,98.1,93,95,97.9,59,196,30.1,0,0.0,0.0,0.0,0,4,0,0,0,Matches
182,183,Ben Davies,eng ENG,DF,Sheffield Utd,25,1995,21.0,1095,1291,84.8,21129,7991,424,467,90.8,525,579,90.7,135,217,62.2,0,0.4,0.4,-0.4,3,84,1,0,69,Matches
183,184,Curtis Davies,eng ENG,DF,Derby County,36,1985,46.0,2130,2510,84.9,37183,12404,827,935,88.4,1151,1285,89.6,114,209,54.5,0,1.1,0.6,-1.1,13,56,6,3,62,Matches
184,185,Isaak Davies,wls WAL,"FW,MF",Cardiff City,19,2001,13.3,117,183,63.9,1508,338,81,103,78.6,26,40,65.0,3,13,23.1,3,1.2,0.6,+1.8,10,9,6,4,4,Matches
185,186,Keinan Davis,eng ENG,FW,Nott'ham Forest,23,1998,11.8,192,249,77.1,2608,530,108,131,82.4,60,78,76.9,9,11,81.8,2,3.4,1.5,-1.4,23,11,9,0,20,Matches
186,187,Leif Davis,eng ENG,"DF,FW",Bournemouth,21,2000,6.4,255,355,71.8,4550,2022,104,133,78.2,123,155,79.4,23,49,46.9,1,0.8,0.9,+0.2,6,28,14,8,20,Matches
187,188,Harlee Dean,eng ENG,DF,Birmingham City,30,1991,14.0,290,465,62.4,6003,2857,93,130,71.5,139,199,69.8,53,115,46.1,0,0.8,0.7,-0.8,4,23,5,2,23,Matches
188,189,Troy Deeney,eng ENG,FW,Birmingham City,33,1988,14.5,226,401,56.4,3428,1121,131,210,62.4,68,111,61.3,18,37,48.6,3,3.0,2.2,0.0,23,32,10,0,45,Matches
189,190,Tom Dele-Bashiru,ng NGA,"MF,FW",Reading,21,1999,27.1,664,780,85.1,9554,2251,379,425,89.2,229,258,88.8,28,37,75.7,2,1.3,1.2,+0.7,18,41,12,2,43,Matches
190,191,Siriki Dembélé,ci CIV,FW,Bournemouth,24,1996,5.9,140,178,78.7,1837,513,93,104,89.4,35,47,74.5,5,10,50.0,1,1.3,1.1,-0.3,16,8,13,3,16,Matches
191,192,Siriki Dembélé,ci CIV,"FW,MF",P'borough Utd,24,1996,21.2,454,590,76.9,6274,1583,265,315,84.1,145,185,78.4,14,30,46.7,1,2.6,2.6,-1.6,23,54,26,2,58,Matches
192,193,Sepp van den Berg,nl NED,DF,Preston,19,2001,44.1,1602,2171,73.8,28973,12022,676,814,83.0,734,943,77.8,168,330,50.9,1,2.2,2.2,-1.2,19,140,33,9,167,Matches
193,194,Oliver Denham,wls WAL,DF,Cardiff City,19,2002,4.5,224,270,83.0,4265,1405,90,106,84.9,108,125,86.4,26,38,68.4,0,0.3,0.2,-0.3,2,10,1,0,9,Matches
194,195,Yan Dhanda,eng ENG,MF,Swansea City,22,1998,0.8,44,54,81.5,629,113,27,27,100.0,16,19,84.2,1,7,14.3,0,0.0,0.1,0.0,0,3,0,0,2,Matches
195,196,Bambo Diaby,sn SEN,DF,Preston,23,1997,4.9,168,206,81.6,3270,1208,57,67,85.1,89,105,84.8,20,28,71.4,0,0.0,0.0,0.0,1,7,0,0,8,Matches
196,197,Grady Diangana,eng ENG,"FW,MF",West Brom,23,1998,21.3,505,655,77.1,7259,2035,292,341,85.6,154,195,79.0,31,50,62.0,1,4.0,3.5,-3.0,31,47,32,4,63,Matches
197,198,Robert Dickie,eng ENG,DF,QPR,25,1996,38.0,1860,2285,81.4,33647,13982,736,827,89.0,933,1064,87.7,165,324,50.9,1,1.5,1.1,-0.5,17,127,13,7,139,Matches
198,199,Seny Dieng,sn SEN,GK,QPR,26,1994,27.5,739,1058,69.8,18955,13035,196,197,99.5,339,345,98.3,196,505,38.8,0,0.0,0.0,0.0,0,16,0,0,1,Matches
199,200,Anfernee Dijksteel,nl NED,DF,Middlesbrough,24,1996,32.9,1247,1620,77.0,21665,6755,542,622,87.1,574,696,82.5,106,231,45.9,3,4.1,3.3,-1.1,21,93,17,3,69,Matches
200,201,Daryl Dike,us USA,FW,West Brom,21,2000,0.9,10,18,55.6,173,75,3,8,37.5,3,5,60.0,2,2,100.0,0,0.1,0.1,-0.1,1,3,1,1,2,Matches
201,202,Greg Docherty,sct SCO,MF,Hull City,24,1996,31.6,1017,1341,75.8,17806,4222,445,538,82.7,443,529,83.7,99,190,52.1,1,1.8,3.0,-0.8,24,102,30,11,82,Matches
202,203,Tyrhys Dolan,eng ENG,"FW,MF",Blackburn,19,2001,19.8,363,462,78.6,4482,649,239,271,88.2,82,114,71.9,9,22,40.9,3,2.8,1.8,+0.2,17,11,10,5,13,Matches
203,204,Kenneth Dougall,au AUS,MF,Blackpool,28,1993,37.2,1302,1727,75.4,24619,6799,504,626,80.5,605,712,85.0,161,287,56.1,5,2.5,2.1,+2.5,30,140,14,1,114,Matches
204,205,Alfie Doughty,eng ENG,"DF,FW",Stoke City,21,1999,1.8,47,85,55.3,826,311,22,31,71.0,18,28,64.3,5,17,29.4,0,0.3,0.3,-0.3,2,1,4,2,4,Matches
205,206,Alfie Doughty,eng ENG,"DF,FW",Cardiff City,21,1999,5.3,93,150,62.0,1773,730,46,56,82.1,30,50,60.0,17,33,51.5,0,0.0,0.1,0.0,0,7,2,1,7,Matches
206,207,Flynn Downes,eng ENG,"MF,DF",Swansea City,22,1999,31.9,2295,2479,92.6,30978,7919,1352,1418,95.3,735,779,94.4,60,96,62.5,2,1.2,1.3,+0.8,17,120,9,0,83,Matches
207,208,Thomas Doyle,eng ENG,MF,Cardiff City,19,2001,16.1,451,699,64.5,8378,2695,200,236,84.7,156,217,71.9,76,190,40.0,3,3.5,3.0,-0.5,28,57,13,4,46,Matches
208,209,Andre Dozzell,eng ENG,MF,QPR,22,1999,17.0,728,871,83.6,11562,3626,366,401,91.3,278,327,85.0,49,83,59.0,1,1.8,1.2,-0.8,15,74,10,2,65,Matches
209,210,Cody Drameh,eng ENG,DF,Cardiff City,19,2001,21.4,608,901,67.5,9513,3338,358,432,82.9,186,288,64.6,51,116,44.0,3,2.0,1.0,+1.0,14,29,11,8,32,Matches
210,211,Danny Drinkwater,eng ENG,MF,Reading,31,1990,31.3,1623,2017,80.5,27706,8465,756,850,88.9,670,771,86.9,150,277,54.2,1,1.6,1.7,-0.6,16,182,12,3,128,Matches
211,212,Demeaco Duhaney,eng ENG,"DF,FW",Stoke City,22,1998,2.3,69,103,67.0,1030,342,40,45,88.9,24,37,64.9,4,13,30.8,0,0.1,0.0,-0.1,2,5,1,0,2,Matches
212,213,Jimmy Dunne,ie IRL,DF,QPR,23,1997,35.4,1853,2340,79.2,37361,12320,567,655,86.6,1036,1195,86.7,229,426,53.8,1,0.2,0.6,+0.8,4,64,1,0,43,Matches
213,214,Lyndon Dykes,sct SCO,FW,QPR,25,1995,26.8,298,542,55.0,4387,1176,183,300,61.0,88,157,56.1,18,32,56.3,3,3.2,1.9,-0.2,24,37,17,3,39,Matches
214,215,Josh Earl,eng ENG,DF,Preston,22,1998,23.9,696,1042,66.8,10387,4065,412,517,79.7,215,318,67.6,42,128,32.8,1,1.8,1.6,-0.8,17,50,17,8,65,Matches
215,216,Tom Eaves,eng ENG,FW,Hull City,29,1992,14.0,127,247,51.4,1774,348,80,132,60.6,37,73,50.7,5,12,41.7,3,1.3,0.6,+1.7,9,12,6,1,10,Matches
216,217,Malcolm Ebiowei,eng ENG,FW,Derby County,17,2003,10.6,217,326,66.6,3084,1137,141,168,83.9,53,79,67.1,15,50,30.0,2,1.7,2.8,+0.3,19,22,13,6,20,Matches
217,218,Festy Ebosele,ie IRL,"FW,DF",Derby County,18,2002,20.3,388,597,65.0,5956,1841,226,286,79.0,127,193,65.8,27,58,46.6,1,1.3,1.3,-0.3,16,26,17,7,34,Matches
218,219,Josh Eccles,eng ENG,DF,Coventry City,21,2000,2.6,112,144,77.8,1637,497,63,71,88.7,42,53,79.2,5,12,41.7,0,0.2,0.2,-0.2,1,5,2,1,9,Matches
219,220,Tayo Edun,eng ENG,"DF,MF",Blackburn,23,1998,12.5,329,468,70.3,5493,1714,173,204,84.8,118,161,73.3,29,65,44.6,0,0.8,0.7,-0.8,12,18,7,2,19,Matches
220,221,Ronnie Edwards,eng ENG,DF,P'borough Utd,18,2003,31.4,1496,1702,87.9,30033,11405,498,538,92.6,775,833,93.0,212,303,70.0,0,0.0,0.2,0.0,0,49,1,0,49,Matches
221,222,John Egan,ie IRL,DF,Sheffield Utd,28,1992,46.0,2099,2614,80.3,44005,17540,596,691,86.3,1177,1342,87.7,306,531,57.6,2,1.4,1.3,+0.6,9,117,4,1,103,Matches
222,223,Carel Eiting,nl NED,MF,Huddersfield,23,1998,2.5,99,126,78.6,1465,410,57,65,87.7,33,39,84.6,6,13,46.2,1,0.6,0.5,+0.4,7,14,2,0,10,Matches
223,224,Ovie Ejaria,eng ENG,"FW,MF",Reading,23,1997,21.6,716,869,82.4,9741,2161,462,524,88.2,201,236,85.2,28,46,60.9,0,1.9,1.8,-1.9,24,50,15,3,46,Matches
224,225,Marvin Ekpiteta,eng ENG,DF,Blackpool,25,1995,39.3,1152,1570,73.4,24751,8491,311,407,76.4,648,773,83.8,185,344,53.8,1,1.0,1.0,0.0,10,67,2,0,46,Matches
225,226,Callum Elder,au AUS,DF,Hull City,26,1995,21.8,830,1204,68.9,14143,5545,420,478,87.9,322,444,72.5,76,228,33.3,1,2.2,3.0,-1.2,23,57,19,13,58,Matches
226,227,Josh Emmanuel,eng ENG,"DF,FW",Hull City,23,1997,4.3,158,228,69.3,2578,1378,81,94,86.2,51,75,68.0,14,38,36.8,0,0.1,0.2,-0.1,4,14,2,2,9,Matches
227,228,Neil Etheridge,ph PHI,GK,Birmingham City,31,1990,20.8,308,672,45.8,12418,10539,23,23,100.0,92,95,96.8,190,548,34.7,0,0.0,0.1,0.0,3,34,1,0,1,Matches
228,229,Ched Evans,wls WAL,FW,Preston,32,1988,14.8,224,354,63.3,2922,687,150,207,72.5,50,78,64.1,10,27,37.0,2,1.7,1.4,+0.3,15,19,13,3,20,Matches
229,230,George Evans,eng ENG,MF,Millwall,26,1994,12.8,362,554,65.3,6440,2186,161,201,80.1,138,185,74.6,46,115,40.0,1,0.9,0.9,+0.1,12,42,9,4,38,Matches
230,231,Kieron Evans,wls WAL,"MF,FW",Cardiff City,19,2001,1.6,34,51,66.7,533,98,17,26,65.4,14,16,87.5,2,6,33.3,0,0.1,0.1,-0.1,1,2,1,1,1,Matches
231,232,Juan Familio-Castillo,nl NED,"DF,MF",Birmingham City,21,2000,0.9,26,40,65.0,424,159,13,15,86.7,11,19,57.9,2,5,40.0,0,0.0,0.0,0.0,0,5,1,0,3,Matches
232,233,Tom Fellows,eng ENG,"MF,FW",West Brom,18,2003,1.1,9,12,75.0,192,18,5,6,83.3,3,4,75.0,1,1,100.0,0,0.2,0.0,-0.2,1,1,1,1,0,Matches
233,234,Emmanuel Fernandez,eng ENG,DF,P'borough Utd,19,2001,0.7,11,20,55.0,239,167,4,8,50.0,5,8,62.5,2,2,100.0,0,0.0,0.0,0.0,0,5,0,0,2,Matches
234,235,Sam Field,eng ENG,MF,QPR,23,1998,26.0,961,1243,77.3,15604,4263,483,566,85.3,396,482,82.2,57,134,42.5,0,0.8,1.0,-0.8,12,95,8,1,64,Matches
235,236,Tobias Figueiredo,pt POR,DF,Nott'ham Forest,27,1994,21.1,916,1111,82.4,19490,6988,204,235,86.8,592,652,90.8,113,191,59.2,0,0.1,0.2,-0.1,2,35,0,0,25,Matches
236,237,Andy Fisher,eng ENG,GK,Swansea City,23,1998,20.0,724,968,74.8,16108,11499,258,260,99.2,303,312,97.1,153,382,40.1,0,0.0,0.0,0.0,1,11,0,0,0,Matches
237,238,John Fleck,sct SCO,MF,Sheffield Utd,29,1991,29.5,1148,1428,80.4,18278,5289,597,660,90.5,410,472,86.9,92,189,48.7,2,4.1,4.0,-2.1,47,119,28,5,101,Matches
238,239,Brandon Fleming,eng ENG,DF,Hull City,21,1999,14.7,507,735,69.0,7784,3041,288,339,85.0,171,239,71.5,32,105,30.5,3,2.0,1.6,+1.0,19,39,7,2,35,Matches
239,240,Steven Fletcher,sct SCO,FW,Stoke City,34,1987,16.7,314,481,65.3,4087,833,195,263,74.1,91,142,64.1,7,23,30.4,0,1.2,1.2,-1.2,15,30,11,1,27,Matches
240,241,Aden Flint,eng ENG,DF,Cardiff City,32,1989,36.3,877,1397,62.8,19982,9221,248,357,69.5,429,588,73.0,189,414,45.7,2,2.1,2.7,-0.1,11,67,2,0,51,Matches
241,242,Wes Foderingham,eng ENG,GK,Sheffield Utd,30,1991,32.0,608,881,69.0,16882,12649,150,151,99.3,251,256,98.0,197,459,42.9,0,0.2,0.0,-0.2,1,11,1,0,0,Matches
242,243,Tyrese Fornah,eng ENG,MF,Nott'ham Forest,21,1999,0.1,6,7,85.7,129,8,1,1,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
243,244,William Forrester,eng ENG,DF,Stoke City,20,2001,2.3,99,118,83.9,1502,516,59,62,95.2,34,39,87.2,6,16,37.5,0,0.2,0.0,-0.2,1,3,0,0,3,Matches
244,245,Marcus Forss,fi FIN,FW,Hull City,22,1999,5.4,40,72,55.6,622,180,19,30,63.3,15,23,65.2,2,7,28.6,1,1.0,0.8,0.0,3,3,1,1,4,Matches
245,246,Craig Forsyth,sct SCO,DF,Derby County,32,1989,21.5,637,1020,62.5,10669,4383,313,405,77.3,255,403,63.3,55,143,38.5,1,2.0,1.8,-1.0,16,44,14,6,61,Matches
246,247,Morgan Fox,wls WAL,DF,Stoke City,27,1993,7.8,310,427,72.6,5483,2639,137,161,85.1,133,169,78.7,32,74,43.2,0,0.2,0.4,-0.2,4,23,8,5,33,Matches
247,248,Tyrese Francois,au AUS,MF,Fulham,21,2000,1.0,35,40,87.5,529,55,18,19,94.7,15,15,100.0,1,3,33.3,0,0.0,0.0,0.0,0,4,0,0,0,Matches
248,249,Luke Freeman,eng ENG,"FW,MF",Sheffield Utd,29,1992,1.6,53,85,62.4,711,181,35,46,76.1,11,13,84.6,3,12,25.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
249,250,Luke Freeman,eng ENG,"MF,FW",Millwall,29,1992,0.2,7,8,87.5,99,31,4,4,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
250,251,George Friend,eng ENG,DF,Birmingham City,33,1987,11.3,240,415,57.8,4955,2646,72,107,67.3,134,195,68.7,33,103,32.0,0,0.0,0.1,0.0,1,23,2,1,29,Matches
251,252,Dominik Frieser,at AUT,"FW,MF",Barnsley,27,1993,10.2,124,198,62.6,1480,494,79,101,78.2,26,51,51.0,4,12,33.3,0,0.6,0.4,-0.6,8,9,4,2,11,Matches
252,253,Dael Fry,eng ENG,DF,Middlesbrough,23,1997,31.3,1177,1553,75.8,24583,9331,361,430,84.0,623,747,83.4,186,350,53.1,2,1.3,1.2,+0.7,6,67,7,1,63,Matches
253,254,Jeando Fuchs,cm CMR,MF,P'borough Utd,23,1997,15.2,353,503,70.2,5473,1922,195,258,75.6,123,167,73.7,25,41,61.0,1,0.8,0.5,+0.2,12,43,4,0,32,Matches
254,255,Jay Fulton,sct SCO,MF,Swansea City,27,1994,8.2,396,463,85.5,6029,1546,220,236,93.2,132,155,85.2,24,36,66.7,0,0.1,0.2,-0.1,2,25,3,1,26,Matches
255,256,Darnell Furlong,eng ENG,"DF,MF",West Brom,25,1995,36.9,909,1751,51.9,16536,7902,424,552,76.8,346,652,53.1,116,429,27.0,3,6.8,5.4,-3.8,49,79,30,19,103,Matches
256,257,Jordan Gabriel,eng ENG,DF,Blackpool,22,1998,18.2,492,822,59.9,8948,3688,199,246,80.9,225,360,62.5,58,160,36.3,1,1.1,1.5,-0.1,8,37,4,2,38,Matches
257,258,Jordan Gabriel,eng ENG,DF,Nott'ham Forest,22,1998,4.0,132,195,67.7,2282,813,54,60,90.0,65,85,76.5,10,40,25.0,0,0.1,0.1,-0.1,1,10,2,1,10,Matches
