,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches
51,52,Raoul Bellanova,it ITA,"DF,FW",Cagliari,21,2000,27.7,667,933,71.5,11452,2964,335,407,82.3,241,333,72.4,74,127,58.3,2,3.6,2.8,-1.6,32,40,27,21,39,Matches
52,53,Andrea Belotti,it ITA,FW,Torino,27,1993,15.2,252,369,68.3,3263,432,167,209,79.9,64,89,71.9,8,18,44.4,1,0.9,0.6,+0.1,10,18,3,0,12,Matches
53,54,Marco Benassi,it ITA,"DF,MF",Fiorentina,26,1994,1.8,108,133,81.2,1918,573,48,55,87.3,48,59,81.4,12,16,75.0,0,0.1,0.2,-0.1,1,9,1,0,7,Matches
54,55,Marco Benassi,it ITA,MF,Empoli,26,1994,4.2,117,174,67.2,1907,598,57,76,75.0,49,64,76.6,7,15,46.7,0,0.4,0.4,-0.4,4,14,5,0,17,Matches
55,56,Filip Benković,hr CRO,"DF,FW",Udinese,24,1997,0.1,4,5,80.0,63,15,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
56,57,Ismaël Bennacer,dz ALG,MF,Milan,23,1997,16.9,950,1102,86.2,16910,5262,417,454,91.9,394,442,89.1,111,154,72.1,1,1.6,2.2,-0.6,22,119,21,2,101,Matches
57,58,Rodrigo Bentancur,uy URU,MF,Juventus,24,1997,12.8,659,758,86.9,10862,2857,315,346,91.0,284,310,91.6,40,59,67.8,1,1.0,0.8,0.0,11,81,3,0,46,Matches
58,59,Alessandro Berardi,it ITA,GK,Hellas Verona,30,1991,1.0,13,30,43.3,437,298,0,0,,8,8,100.0,5,22,22.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
59,60,Domenico Berardi,it ITA,FW,Sassuolo,26,1994,31.3,996,1402,71.0,18710,5462,436,526,82.9,380,504,75.4,147,230,63.9,14,9.9,7.6,+4.1,82,102,65,7,159,Matches
60,61,Bartosz Bereszyński,pl POL,DF,Sampdoria,29,1992,32.7,1251,1606,77.9,18173,7709,710,808,87.9,390,506,77.1,78,159,49.1,3,1.8,1.7,+1.2,20,77,28,12,78,Matches
61,62,Etrit Berisha,al ALB,GK,Torino,32,1989,10.0,176,319,55.2,5860,4579,23,24,95.8,79,79,100.0,74,215,34.4,0,0.0,0.0,0.0,0,6,0,0,0,Matches
62,63,Federico Bernardeschi,it ITA,"MF,FW",Juventus,27,1994,16.4,452,592,76.4,7374,1931,241,274,88.0,151,186,81.2,44,82,53.7,3,2.0,2.3,+1.0,17,31,22,2,54,Matches
63,64,Nicolò Bertola,it ITA,"MF,DF",Spezia,18,2003,0.4,6,11,54.5,102,51,1,3,33.3,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
64,65,Daniel Bessa,it ITA,MF,Hellas Verona,28,1993,8.5,383,479,80.0,5973,1903,186,214,86.9,143,161,88.8,29,59,49.2,1,0.8,0.6,+0.2,10,45,16,0,44,Matches
65,66,Beto,gw GNB,FW,Udinese,23,1998,24.1,247,362,68.2,3463,584,151,204,74.0,71,109,65.1,12,17,70.6,0,2.2,0.9,-2.2,20,23,11,1,22,Matches
66,67,Luis Binks,eng ENG,DF,Bologna,19,2001,7.2,271,338,80.2,6017,2462,64,90,71.1,155,167,92.8,51,68,75.0,0,0.0,0.0,0.0,1,12,0,0,11,Matches
67,68,Cristiano Biraghi,it ITA,DF,Fiorentina,28,1992,35.0,2080,2600,80.0,39364,14210,846,918,92.2,942,1095,86.0,263,480,54.8,1,7.2,7.6,-6.2,72,145,64,38,124,Matches
68,69,Davide Biraschi,it ITA,DF,Genoa,27,1994,10.3,322,449,71.7,6059,2526,116,144,80.6,170,213,79.8,31,74,41.9,0,0.6,0.2,-0.6,3,38,6,2,34,Matches
69,70,Bjarki Bjarkason,is ISL,MF,Venezia,21,2000,0.0,1,2,50.0,6,2,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
70,71,Jeremie Boga,ci CIV,"FW,MF",Atalanta,24,1997,8.5,333,419,79.5,4412,1219,222,260,85.4,68,86,79.1,23,34,67.6,0,1.7,1.9,-1.7,20,26,26,1,42,Matches
71,72,Jeremie Boga,ci CIV,"FW,MF",Sassuolo,24,1997,7.4,216,266,81.2,2738,478,150,170,88.2,56,69,81.2,3,5,60.0,2,0.9,0.7,+1.1,7,10,3,0,15,Matches
72,73,Luka Bogdan,hr CRO,DF,Salernitana,25,1996,4.4,93,134,69.4,1614,687,37,49,75.5,49,59,83.1,5,20,25.0,0,0.0,0.0,0.0,0,5,0,0,6,Matches
73,74,Emil Bohinen,no NOR,MF,Salernitana,22,1999,7.8,231,294,78.6,3599,948,136,156,87.2,63,79,79.7,23,40,57.5,1,0.6,0.4,+0.4,11,15,1,0,12,Matches
74,75,Giacomo Bonaventura,it ITA,MF,Fiorentina,31,1989,25.2,999,1206,82.8,16878,3407,491,547,89.8,393,465,84.5,93,133,69.9,4,2.9,2.1,+1.1,33,87,22,1,79,Matches
75,76,Federico Bonazzoli,it ITA,"FW,MF",Salernitana,24,1997,20.7,407,547,74.4,7100,1145,198,245,80.8,140,172,81.4,50,74,67.6,0,1.3,1.1,-1.3,10,34,10,2,27,Matches
76,77,Kevin Bonifazi,it ITA,DF,Bologna,25,1996,13.4,564,696,81.0,10846,4146,221,242,91.3,263,299,88.0,73,137,53.3,0,1.2,0.4,-1.2,4,40,2,0,33,Matches
77,78,Leonardo Bonucci,it ITA,DF,Juventus,34,1987,22.3,1136,1317,86.3,25899,11109,256,279,91.8,653,697,93.7,218,307,71.0,0,1.0,0.4,-1.0,11,78,3,0,58,Matches
78,79,Mehdi Bourabia,ma MAR,MF,Spezia,29,1991,3.1,91,110,82.7,1435,451,44,49,89.8,42,49,85.7,4,9,44.4,0,0.1,0.0,-0.1,2,11,0,0,8,Matches
79,80,Edoardo Bove,it ITA,"MF,DF",Roma,19,2002,0.8,29,35,82.9,544,128,15,17,88.2,11,14,78.6,3,4,75.0,0,0.0,0.0,0.0,0,4,0,0,2,Matches
80,81,Josip Brekalo,hr CRO,MF,Torino,23,1998,25.4,835,1166,71.6,14202,3307,407,488,83.4,293,391,74.9,103,180,57.2,2,6.1,4.8,-4.1,62,65,35,12,64,Matches
81,82,Gleison Bremer,br BRA,DF,Torino,24,1997,32.1,1166,1434,81.3,23627,7926,303,369,82.1,719,813,88.4,129,207,62.3,1,0.4,0.6,+0.6,7,46,4,0,54,Matches
82,83,Marcelo Brozović,hr CRO,MF,Inter,28,1992,32.6,2401,2608,92.1,44859,13557,980,1044,93.9,1058,1122,94.3,315,361,87.3,1,2.2,3.4,-1.2,35,264,29,9,178,Matches
83,84,Aleksander Buksa,pl POL,FW,Genoa,18,2003,0.7,5,15,33.3,58,26,4,7,57.1,1,5,20.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
84,85,Alessandro Buongiorno,it ITA,DF,Torino,22,1999,13.1,451,559,80.7,7307,2436,227,256,88.7,186,225,82.7,28,57,49.1,1,0.6,0.3,+0.4,5,28,1,1,18,Matches
85,86,Gianluca Busio,us USA,MF,Venezia,19,2002,21.7,733,896,81.8,13150,3223,330,371,88.9,305,341,89.4,84,128,65.6,1,1.6,1.1,-0.6,16,69,10,2,48,Matches
86,87,Jovane Cabral,cv CPV,FW,Lazio,23,1998,2.1,31,37,83.8,438,99,16,16,100.0,8,10,80.0,3,4,75.0,0,0.1,0.0,-0.1,1,3,0,0,2,Matches
87,88,Liberato Cacace,nz NZL,DF,Empoli,20,2000,5.2,193,234,82.5,3202,1087,91,100,91.0,81,93,87.1,15,27,55.6,0,0.0,0.1,0.0,1,14,0,0,9,Matches
88,89,Martín Cáceres,uy URU,DF,Cagliari,34,1987,9.2,311,452,68.8,6204,2385,121,141,85.8,136,191,71.2,47,96,49.0,1,0.8,1.0,+0.2,5,29,3,0,20,Matches
89,90,Felipe Caicedo,ec ECU,FW,Genoa,32,1988,3.2,51,75,68.0,576,94,36,47,76.6,10,17,58.8,0,1,0.0,2,1.0,0.4,+1.0,6,1,3,0,4,Matches
90,91,Felipe Caicedo,ec ECU,"FW,DF",Inter,32,1988,0.3,3,8,37.5,52,23,2,3,66.7,1,4,25.0,0,0,,0,0.1,0.1,-0.1,1,0,1,0,2,Matches
91,92,Davide Calabria,it ITA,DF,Milan,24,1996,23.5,958,1271,75.4,16848,6799,435,495,87.9,401,512,78.3,104,198,52.5,2,2.0,2.1,0.0,19,96,24,13,86,Matches
92,93,Riccardo Calafiori,it ITA,DF,Genoa,19,2002,0.9,12,21,57.1,204,119,5,9,55.6,7,9,77.8,0,3,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
93,94,Riccardo Calafiori,it ITA,DF,Roma,19,2002,1.9,64,82,78.0,989,270,36,40,90.0,20,24,83.3,6,11,54.5,1,0.6,0.6,+0.4,1,1,2,1,2,Matches
94,95,Mattia Caldara,it ITA,DF,Venezia,27,1994,30.0,951,1167,81.5,18979,7330,350,390,89.7,441,512,86.1,148,237,62.4,0,0.1,0.2,-0.1,3,52,1,0,42,Matches
95,96,Hakan Çalhanoğlu,tr TUR,MF,Inter,27,1994,27.6,1480,1823,81.2,27656,7792,649,713,91.0,577,668,86.4,218,356,61.2,12,9.7,7.7,+2.3,88,183,53,16,128,Matches
96,97,José Callejón,es ESP,FW,Fiorentina,34,1987,14.4,484,618,78.3,7873,1923,257,293,87.7,173,215,80.5,42,77,54.5,2,2.8,3.0,-0.8,21,34,24,6,42,Matches
97,98,Andrea Cambiaso,it ITA,DF,Genoa,21,2000,19.9,690,890,77.5,10185,3060,390,442,88.2,250,313,79.9,29,62,46.8,4,1.8,1.7,+2.2,16,36,15,5,51,Matches
98,99,Matteo Cancellieri,it ITA,"MF,DF",Hellas Verona,19,2002,2.5,46,70,65.7,645,187,30,37,81.1,8,14,57.1,6,10,60.0,0,0.2,0.1,-0.2,4,2,2,0,3,Matches
99,100,Antonio Candreva,it ITA,"MF,FW",Sampdoria,34,1987,34.7,1296,1948,66.5,23792,8485,617,730,84.5,397,600,66.2,221,444,49.8,10,8.7,8.3,+1.3,78,138,76,31,167,Matches
100,101,Leonardo Capezzi,it ITA,MF,Salernitana,26,1995,1.9,40,49,81.6,548,115,25,28,89.3,14,16,87.5,1,3,33.3,0,0.0,0.0,0.0,0,3,1,0,2,Matches
101,102,Gianluca Caprari,it ITA,"MF,FW",Hellas Verona,28,1993,30.4,960,1283,74.8,13655,3571,556,640,86.9,272,368,73.9,65,131,49.6,7,7.6,5.8,-0.6,63,57,61,5,95,Matches
102,103,Francesco Caputo,it ITA,FW,Sampdoria,33,1987,31.0,442,587,75.3,5859,765,264,338,78.1,131,162,80.9,16,27,59.3,3,3.8,2.5,-0.8,39,20,15,2,25,Matches
103,104,Francesco Caputo,it ITA,FW,Sassuolo,33,1987,1.7,28,36,77.8,328,29,21,24,87.5,6,8,75.0,0,0,,1,0.4,0.6,+0.6,3,0,2,0,2,Matches
104,105,Andrea Carboni,it ITA,DF,Cagliari,20,2001,24.6,809,1078,75.0,14516,5604,342,388,88.1,379,464,81.7,78,179,43.6,0,0.1,0.5,-0.1,4,66,15,4,77,Matches
105,106,Nicolò Casale,it ITA,DF,Hellas Verona,23,1998,28.7,957,1195,80.1,16387,5759,429,498,86.1,421,502,83.9,78,127,61.4,1,1.1,1.3,-0.1,11,63,12,4,49,Matches
